placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Carl+Muniz+CPA+LLC/data=!4m7!3m6!1s0x865c5fc2999aaaab:0xd7fe906659f7c1e7!8m2!3d29.4282!4d-98.4925215!16s%2Fg%2F11ghr1cn9v!19sChIJq6qamcJfXIYR58H3WWaQ_tc,Carl Muniz CPA LLC,5.0,23,Certified public accountant,"112 E Pecan St # 175, San Antonio, TX 78205, United States","CGH4+7X San Antonio, Texas, USA",https://muniz.cpa/,+1 210-975-9158,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPy_ZMbFRnoTdeY8Zm3SC28r177eL9nsFncea6V=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:22.061Z,,
https://www.google.com/maps/place/Richard+J+Garcia+CPA/data=!4m7!3m6!1s0x865c5f6eebc1528d:0xc1f1e9017b0ff4f9!8m2!3d29.4552781!4d-98.4991386!16s%2Fg%2F1tglzdjg!19sChIJjVLB625fXIYR-fQPewHp8cE,Richard J Garcia CPA,4.6,113,Accountant,"2208 San Pedro Ave, San Antonio, TX 78212, United States","FG42+48 San Antonio, Texas, USA",http://richardjgarciacpa.com/,+1 210-349-1040,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2laUTnysyKt6axmdjxs1RA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.9095&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:28.280Z,,
"https://www.google.com/maps/place/Laborde+%26+Associates+PC,+CPAs/data=!4m7!3m6!1s0x865c58b95ac74877:0x1037f31a9b377fa4!8m2!3d29.4083155!4d-98.501387!16s%2Fg%2F1tgfqjxx!19sChIJd0jHWrlYXIYRpH83mxrzNxA","Laborde & Associates PC, CPAs",5.0,5,Certified public accountant,"1518 S Flores St, San Antonio, TX 78204, United States","CF5X+8C San Antonio, Texas, USA",http://www.labordecpa.com/,+1 210-227-2800,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JZ2Kcmy8DLmB60nc0p9FIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.73827&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:33.246Z,,
https://www.google.com/maps/place/Valadez+CPA+PLLC/data=!4m7!3m6!1s0x865c611bbb1bbc03:0x27df03fe6e9bf3c2!8m2!3d29.4268513!4d-98.4877411!16s%2Fg%2F11vkz99y3x!19sChIJA7wbuxthXIYRwvObbv4D3yc,Valadez CPA PLLC,5.0,32,Accounting firm,"110 Broadway Ste 355, San Antonio, TX 78205, United States","CGG6+PW San Antonio, Texas, USA",https://valadezcpa.com/,+1 210-346-0036,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cfMTpOSTbkfZ519x0yYm7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.098564&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:38.182Z,,
https://www.google.com/maps/place/San+Antonio+Tax+Prep+LLC/data=!4m7!3m6!1s0x865cf7db087903bd:0xa20c9447c46751c1!8m2!3d29.4228665!4d-98.4792893!16s%2Fg%2F11hdqw30dh!19sChIJvQN5CNv3XIYRwVFnxEeUDKI,San Antonio Tax Prep LLC,4.9,23,Tax preparation service,"215 Center St Apt 1908, San Antonio, TX 78202, United States","CGFC+47 San Antonio, Texas, USA",https://sanantoniotaxprep.com/,+1 210-354-3590,Closed ⋅ Opens 11 am Mon,https://lh3.googleusercontent.com/p/AF1QipObtPjGyVr6dtW9e1tNtFxnDeKD7QNGuDn6xbrI=w426-h240-k-no,true,Closed,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:43.267Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Insogna+CPA/data=!4m7!3m6!1s0x865c5fb0e41cf85d:0x368ae7795dcd6c61!8m2!3d29.4302029!4d-98.4907241!16s%2Fg%2F11l378dfff!19sChIJXfgc5LBfXIYRYWzNXXnnijY,Insogna CPA,,,Accountant,"700 N St Mary's St Ste 1400, San Antonio, TX 78205, United States","CGJ5+3P San Antonio, Texas, USA",https://insognasanantonio.com/,+1 512-891-8200,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPpJxMndWduf3YQuzZMe9jX-XPGNGxnNpMQSWh_=w408-h612-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:48.550Z,LGBTQ+ friendly,
https://www.google.com/maps/place/John+R+Hannah+%26+Co/data=!4m7!3m6!1s0x865c5f5478056af7:0xb5d234cd8ed413d0!8m2!3d29.4289503!4d-98.489533!16s%2Fg%2F1td2zws4!19sChIJ92oFeFRfXIYR0BPUjs000rU,John R Hannah & Co,4.0,2,Certified public accountant,"800 Navarro St #210, San Antonio, TX 78205, United States","CGH6+H5 San Antonio, Texas, USA",,+1 210-226-9247,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nsuiqITjWQdlQrPEiAdfHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.08137&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:51.314Z,,
"https://www.google.com/maps/place/D+A+Malone,+CPA+PC/data=!4m7!3m6!1s0x865cf598655275ab:0x4a12fca7d3b2213b!8m2!3d29.4298328!4d-98.4831637!16s%2Fg%2F1tf31tnr!19sChIJq3VSZZj1XIYROyGy06f8Eko","D A Malone, CPA PC",5.0,1,Accountant,"411 6th St, San Antonio, TX 78215, United States","CGH8+WP San Antonio, Texas, USA",,+1 210-822-0104,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipNZHjlvtlBUFiQcXl9hj8yk4yFT2jVVWZXC-5AG=w408-h271-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:09:56.102Z,,
https://www.google.com/maps/place/Lange+Poteet+%26+Co+LLP/data=!4m7!3m6!1s0x865c5f68d8d9b77d:0xfc65574dcd6dfc86!8m2!3d29.452701!4d-98.4979655!16s%2Fg%2F1tffk5v2!19sChIJfbfZ2GhfXIYRhvxtzU1XZfw,Lange Poteet & Co LLP,,,Certified public accountant,"615 Belknap Pl, San Antonio, TX 78212, United States","FG32+3R San Antonio, Texas, USA",https://www.lp.cpa/,+1 210-735-6181,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7YTTQujEznu6GrMwuClQvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.7889&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:10:00.922Z,,
https://www.google.com/maps/place/Libby+King+%26+Associates/data=!4m7!3m6!1s0x865c5f0c1e7bcbdf:0xb2117a7f123b01f2!8m2!3d29.4262746!4d-98.493509!16s%2Fg%2F11g1pm7yjp!19sChIJ38t7HgxfXIYR8gE7En96EbI,Libby King & Associates,,,Certified public accountant,"110 E Houston St 7th Floor, San Antonio, TX 78205, United States","CGG4+GH San Antonio, Texas, USA",,+1 210-209-8753,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EWMiyfBM-0qS4qewQ2SD0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.11247&pitch=0&thumbfov=100,true,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-10-19T17:10:05.662Z,,
