placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Flood+Masters+Sugar+Land/data=!4m7!3m6!1s0x8640dd8a7c102ac7:0x451c54378cd43939!8m2!3d29.592937!4d-95.6237405!16s%2Fg%2F11bw5xscs2!19sChIJxyoQfIrdQIYROTnUjDdUHEU,Flood Masters Sugar Land,5.0,16,Water damage restoration service,"16535 Southwest Fwy #240, Sugar Land, TX 77479, United States","H9VG+5G Sugar Land, Texas, USA",https://sugarland.flood---damage.com/h,+1 832-981-5698,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o2p3vb7-egeFS3LNRvAO7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.60731&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:07.598Z,,,
https://www.google.com/maps/place/PuroClean+of+Sugarland+South/data=!4m7!3m6!1s0x4853b34e2bd90ab9:0x991fbbb4887696ae!8m2!3d29.5967326!4d-95.6202872!16s%2Fg%2F11kbt1w8w0!19sChIJuQrZK06zU0gRrpZ2iLS7H5k,PuroClean of Sugarland South,4.8,59,Water damage restoration service,"2245 Texas Dr, Sugar Land, TX 77479, United States","H9WH+MV Sugar Land, Texas, USA",https://www.puroclean.com/houston-tx-puroclean-sugarland-south,+1 281-916-2002,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqp4JqafyEsb0oAV7NZI9SseJK49_lnXzFXKCKvH5yvA1y3O1brZk8nshzl6MtyoAV2fgxz0bamRxiNL7jFEOcWjHgE2eGI8dVNUZLvVyBCw6XYVoyCXCMvGvqQNDlYFIfszb5gUA=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:13.705Z,,,
https://www.google.com/maps/place/DRYmedic+Restoration+Services+of+Sugar+Land+TX/data=!4m7!3m6!1s0x8640e7a87c9609d1:0xc765b0429e010a8e!8m2!3d29.6310694!4d-95.5888913!16s%2Fg%2F11lymjbgbk!19sChIJ0QmWfKjnQIYRjgoBnkKwZcc,DRYmedic Restoration Services of Sugar Land TX,5.0,118,Water damage restoration service,"13003 Southwest Fwy Suite 155, Stafford, TX 77477, United States","JCJ6+CC Stafford, Texas, USA",https://www.drymedic.com/locations/sugar-land/service/water-flood-damage-cleanup/?utm_source=Google&utm_medium=Organic&utm_campaign=LocalSEO,+1 346-352-9542,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNmcJaoJFkqk9pOEYjQe3hRUrjjfL4DPhTzHlDm92Ay70zjJQmfsOiMQey-DGwgSed44drDbIemGwPnZI7FgWtfqOzvA0hh1MSHBechaanP4yTUJQRvPPwIQPCOnd1T1wrg0CDOnL75zl2=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:18.474Z,,,
https://www.google.com/maps/place/Pure+Maintenance+of+Texas/data=!4m7!3m6!1s0x8d04bc615faf8563:0x10ffee36facd84d!8m2!3d29.6212125!4d-95.6060279!16s%2Fg%2F11p76tfpvl!19sChIJY4WvX2G8BI0RTdisb-P-DwE,Pure Maintenance of Texas,5.0,25,Water damage restoration service,"56 Sugar Creek Center Blvd #160, Sugar Land, TX 77478, United States","J9CV+FH Sugar Land, Texas, USA",https://puremaintenancetx.com/,+1 281-220-1425,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0zFSeDatHlhrWIYsQshEzDHbeKEA187COr_RK_GEwhWPqOOlEStkakgHEjA4TzroLCWrBFOipJufotME71k6owAInZ-Fq0uOIpOsgR8O9OzhW6JTZ27IZ52PKBtXQ6UyGkhw=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:23.293Z,Identifies as women-owned,,
https://www.google.com/maps/place/GEI+Sugar+Land/data=!4m7!3m6!1s0x8640e7d6a8a634ff:0x46aba228fcb503b!8m2!3d29.6182317!4d-95.6056588!16s%2Fg%2F11smz72pzd!19sChIJ_zSmqNbnQIYRO1DLjyK6agQ,GEI Sugar Land,5.0,11,Water damage restoration service,"14090 Southwest Fwy Suite 300 - #813, Sugar Land, TX 77478, United States","J99V+7P Sugar Land, Texas, USA",https://geiwaterdamagerestoration.com/sugar-land/,+1 281-626-8904,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepsI3nBA7BDR_H5mUTU6UyWMiKx7sTl0x6ZcGEP1OosMWl0x-2aN_cYBTAQZGULA8NVT_L4OYCqxWsKUpVBEexy2a9resfkcsjOhsvVTYoQ2NjzXsXC_yCOZ5A9uW0peicAWsbY=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:28.100Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/SERVPRO+of+Sugar+Land/data=!4m7!3m6!1s0x8640e708809dbd3b:0xd9aef23051981617!8m2!3d29.6377906!4d-95.6067122!16s%2Fg%2F1vcq7_1p!19sChIJO72dgAjnQIYRFxaYUTDyrtk,SERVPRO of Sugar Land,4.6,188,Water damage restoration service,"740 Industrial Blvd, Sugar Land, TX 77478, United States","J9QV+48 Sugar Land, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-sugar-land?utm_medium=organic&utm_source=gbp,+1 281-313-1338,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6SozF0J10E_4RaNWGQg1aJq0cOXU0kHSgVI5xwY3vfSeWvrPQ2Lfklsnrc9jFtY8yqajq89W05feizqV7RoUwJRwoGlulOdG7WbZHM6mDlrMPQBYXJT2IqpReB7bXenvsEhgdfe1zIJ4a=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:33.137Z,,,
https://www.google.com/maps/place/Bowman+Water+Damage+Restoration/data=!4m7!3m6!1s0x8640e7b22e5f07ef:0x60e7ea94a38cf90c!8m2!3d29.6462314!4d-95.6087673!16s%2Fg%2F11xn3_xmmt!19sChIJ7wdfLrLnQIYRDPmMo5Tq52A,Bowman Water Damage Restoration,5.0,80,Water damage restoration service,"12808 W Airport Blvd suite 463, Sugar Land, TX 77478, United States","J9WR+FF Sugar Land, Texas, USA",https://bowmanwatermissionbend.com/,+1 281-417-5324,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerH6d6wasBAaxTZBZRzSTl4p46uffyrn4mS-3BZy4T65BQ2gQ9ljRjTyjWxjdaYWOMTuDMxhm833-iQ8PXpR9yfM-GejzN74VTQEe6pBTPuLZkOcz5gJ3npcfvb7Zy2I-K9FfIHZxsOgLFT=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:37.864Z,,,
https://www.google.com/maps/place/SuperDry+Flood+Cleanup/data=!4m7!3m6!1s0x8640e7ac0d62fa25:0xffe35234bc6092c5!8m2!3d29.5870839!4d-95.6416024!16s%2Fg%2F11h4cg71rj!19sChIJJfpiDaznQIYRxZJgvDRS4_8,SuperDry Flood Cleanup,5.0,5,Water damage restoration service,"7619 Branford Pl, Sugar Land, TX 77479, United States","H9P5+R9 Sugar Land, Texas, USA",,+1 281-724-8268,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=At0ayG8NHOkY_X6SO3d5Gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.66407&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:42.708Z,,,
https://www.google.com/maps/place/Rainbow+Restoration+of+Sugar+Land+and+Katy/data=!4m7!3m6!1s0x8640e7cfa23d53e3:0xfdf2224b873a84a9!8m2!3d29.6347919!4d-95.5736464!16s%2Fg%2F11b75l3vw3!19sChIJ41M9os_nQIYRqYQ6h0si8v0,Rainbow Restoration of Sugar Land and Katy,5.0,33,Water damage restoration service,"4185 Bluebonnet Dr, Stafford, TX 77477, United States","JCMG+WG Stafford, Texas, USA",https://rainbowrestores.com/sugar-land?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 281-201-3545,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDQQYHnoKyfLffkk74ZXerDvrtx3wPWlBcXq_hfNNMGKYKfetdUs844COE_TUp0_J-GgbfdDLmxT5vqJgiemeBMxyXpU6aUsiI5L5n0VwIw7VjrLQrFNDZ_fZzi9WR-n702dJaVQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:47.640Z,,,
https://www.google.com/maps/place/Quafer+Mold+Removal+Sugar+Land/data=!4m7!3m6!1s0x8640e779a351bb99:0xa8a9213a8fdaf0b8!8m2!3d29.5980495!4d-95.6178315!16s%2Fg%2F11vx6_27_h!19sChIJmbtRo3nnQIYRuPDajzohqag,Quafer Mold Removal Sugar Land,5.0,1,Water damage restoration service,"2425 Town Ctr Dr, Sugar Land, TX 77478, United States","H9XJ+6V Sugar Land, Texas, USA",,+1 469-727-7472,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Uu-mUIztcTVN2j6e6aosGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.091324&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-03-23T05:44:52.457Z,,,
