placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,attributes
"https://www.google.com/maps/place/Fernanda+Aguiar,+CPA/data=!4m7!3m6!1s0x808e4020d64c90c1:0x6f5e0dec4fd1e916!8m2!3d36.9745203!4d-122.0207327!16s%2Fg%2F11c0xvs68v!19sChIJwZBM1iBAjoARFunRT-wNXm8","Fernanda Aguiar, CPA",5.0,1,Certified public accountant,"325 Soquel Ave #1, Santa Cruz, CA 95062, United States","XXFH+RP Santa Cruz, California, USA",http://www.fernandacpa.com/,+1 408-866-4465,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipMgHwQ0gdCWFz1EV-I44y0TbTkD568kfFy77Hll=w408-h306-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:46:41.539Z,,,
"https://www.google.com/maps/place/Petrinovich+Pugh+%26+Co+LLP/@36.9755561,-122.0248903,17z/data=!3m1!4b1!4m6!3m5!1s0x808e4026771443d3:0xdec84731014c00a!8m2!3d36.9755561!4d-122.0248903!16s%2Fg%2F11gcmr14r0",Petrinovich Pugh & Co LLP,5.0,1,Certified public accountant,"740 Front St # 365, Santa Cruz, CA 95060, United States","XXGG+62 Santa Cruz, California, USA",,+1 408-287-7911,Closed ⋅ Opens 8 am Mon,,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:46:49.508Z,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x808e6a7f3e767581:0xc1a36ac01fad1c08!8m2!3d36.9642843!4d-122.0426703!16s%2Fg%2F1tf583ft!19sChIJgXV2Pn9qjoARCBytH8Bqo8E,H&R Block,4.5,73,Tax preparation service,"1804 Mission St STE 102, Santa Cruz, CA 95060, United States","XX74+PW Santa Cruz, California, USA",https://www.hrblock.com/tax-office-near-me/california/santa-cruz/5904/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 831-427-9712,,https://lh3.googleusercontent.com/p/AF1QipPBmgYeHPtalVUQylRqBkqGI02KfCNakWBB4Mz0=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:46:52.842Z,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x808e402289a83fb9:0x17afc76b0a6592f8!8m2!3d36.9807254!4d-122.0165071!16s%2Fg%2F1tjjplt7!19sChIJuT-oiSJAjoAR-JJlCmvHrxc,H&R Block,4.4,41,Tax preparation service,"724 Water St, Santa Cruz, CA 95060, United States","XXJM+79 Santa Cruz, California, USA",https://www.hrblock.com/tax-office-near-me/california/santa-cruz/3594/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 831-423-7111,,https://lh3.googleusercontent.com/p/AF1QipMHgfThzmc7FCv79fbDL3qkk9rcAnvwTmTE5uQ6=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:46:55.691Z,,,
https://www.google.com/maps/place/Chiorini+Hunt+%26+Jacobs/data=!4m7!3m6!1s0x808e402f2e074ee1:0x5ee4705845c38ce8!8m2!3d36.9749601!4d-122.0292859!16s%2Fg%2F1tf9t1jf!19sChIJ4U4HLi9AjoAR6IzDRVhw5F4,Chiorini Hunt & Jacobs,3.7,3,Tax preparation service,"901 Center St, Santa Cruz, CA 95060, United States","XXFC+X7 Santa Cruz, California, USA",https://www.chj.com/,+1 831-423-3883,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vnyIIB8E7Lkxyz1E4XDIWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.995533&pitch=0&thumbfov=100,false,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:00.728Z,,,
https://www.google.com/maps/place/Santa+Cruz+Tax+Services/data=!4m7!3m6!1s0x808e4142b7702677:0xb8bfa0aa827b4728!8m2!3d36.9838102!4d-122.0292331!16s%2Fg%2F11fnh5vpwg!19sChIJdyZwt0JBjoARKEd7gqqgv7g,Santa Cruz Tax Services,5.0,3,Tax preparation service,"710 River St Unit 8, Santa Cruz, CA 95060, United States","XXMC+G8 Santa Cruz, California, USA",http://www.santacruztax.com/,+1 831-621-2484,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H-Gn3GQWwR69RuuoQ9rq5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.8178&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:05.659Z,,,
"https://www.google.com/maps/place/Anne+Mitchell,+MS,+CPA/data=!4m7!3m6!1s0x808e4021c826aefd:0x7f712e6c735dbc25!8m2!3d36.9768846!4d-122.0175682!16s%2Fg%2F1tj851zm!19sChIJ_a4myCFAjoARJbxdc2wucX8","Anne Mitchell, MS, CPA",3.0,2,Certified public accountant,"575 Soquel Ave, Santa Cruz, CA 95062, United States","XXGJ+QX Santa Cruz, California, USA",,+1 831-429-5710,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNPpJC2NlD7QXwiL2MemT6qW03tdF4e4d2OpXhX=w1619-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:10.588Z,,,
https://www.google.com/maps/place/Reddell+and+Kremer+Accountancy+Corporation/data=!4m7!3m6!1s0x808e6a9d57c6ac85:0xc634f89833b7702e!8m2!3d36.970452!4d-122.026319!16s%2Fg%2F1ts1mw9r!19sChIJhazGV51qjoARLnC3M5j4NMY,Reddell and Kremer Accountancy Corporation,5.0,4,Tax preparation service,"412 Cedar St suite e, Santa Cruz, CA 95060, United States","XXCF+5F Santa Cruz, California, USA",,+1 831-457-1120,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5BUwkHFLe770be5S5joOjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.58958&pitch=0&thumbfov=100,false,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:15.661Z,,,
https://www.google.com/maps/place/Alves+Tax+and+Financial+Services+Inc/data=!4m7!3m6!1s0x808e1570875d3997:0x23f09a3825edf81!8m2!3d36.9745683!4d-122.0207697!16s%2Fg%2F1tk_phvl!19sChIJlzldh3AVjoARgd9egqMJPwI,Alves Tax and Financial Services Inc,5.0,2,Tax consultant,"325 Soquel Ave, Santa Cruz, CA 95062, United States","XXFH+RM Santa Cruz, California, USA",http://www.alvestaxandfinancialservices.com/,+1 831-475-5200,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NUH6opPTIhObHJHwBwh29g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.71536&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:20.685Z,,,
https://www.google.com/maps/place/Chad+Hoesing+Inc/data=!4m7!3m6!1s0x808e4020d86ada27:0x2091bcf8976af8a7!8m2!3d36.9746014!4d-122.0204066!16s%2Fg%2F1tvrzz34!19sChIJJ9pq2CBAjoARp_hql_i8kSA,Chad Hoesing Inc,5.0,2,Tax preparation service,"331 Soquel Ave, Santa Cruz, CA 95062, United States","XXFH+RR Santa Cruz, California, USA",,+1 831-425-7193,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8DKuQSBtSC2_JtqAV9WQ7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.25317&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:23.429Z,,,
https://www.google.com/maps/place/Dollars+and+Sense/data=!4m7!3m6!1s0x808e6a7fe08c131f:0x836220c1604a85e2!8m2!3d36.9810109!4d-122.0105758!16s%2Fg%2F1thd6xms!19sChIJHxOM4H9qjoAR4oVKYMEgYoM,Dollars and Sense,3.0,2,Tax preparation service,"1734 Seabright Ave, Santa Cruz, CA 95062, United States","XXJQ+CQ Santa Cruz, California, USA",http://www.dollarsandsenseinfo.com/,+1 831-461-4304,,https://lh3.googleusercontent.com/p/AF1QipM_e_HeMEG-b5CoH7ZwIuL0mN5m_nUUhBmJt5Ve=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:26.168Z,,,
https://www.google.com/maps/place/Lacey+Tax+%26+Accounting+Services/data=!4m7!3m6!1s0x808e15096747fbc1:0xb2f38758c03bdc0c!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11j2zfkp8k!19sChIJwftHZwkVjoARDNw7wFiH87I,Lacey Tax & Accounting Services,5.0,3,Consultant,,,https://www.laceytaxservices.com/,+1 831-435-6048,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPa_7p4Sd6No_Ppe51naexZQutj5GmgY2pnfsWt=w561-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:31.595Z,,,
https://www.google.com/maps/place/Hill+Les+CPA/data=!4m7!3m6!1s0x808e402f0bba5c49:0x79fa360ecdd7e149!8m2!3d36.9767057!4d-122.0289138!16s%2Fg%2F1th5ct1d!19sChIJSVy6Cy9AjoARSeHXzQ42-nk,Hill Les CPA,,,Accountant,"125 Mission St # 2, Santa Cruz, CA 95060, United States","XXGC+MC Santa Cruz, California, USA",,+1 831-427-2442,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EwuOBn3E7UzNYmzUrFoodQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.78781&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:36.512Z,,,
"https://www.google.com/maps/place/Thomas+Castillo,+CPA/data=!4m7!3m6!1s0x808e15614ee05821:0x2314e83c8ec8ed40!8m2!3d36.9632153!4d-121.9687902!16s%2Fg%2F11bbt4_qf6!19sChIJIVjgTmEVjoARQO3IjjzoFCM","Thomas Castillo, CPA",5.0,2,Certified public accountant,"749 37th Ave, Santa Cruz, CA 95062, United States","X27J+7F Santa Cruz, California, USA",http://www.seghettiwaxler.com/,+1 831-425-7676,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=an5gvdfGDwm_4Ck2TvfJyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.065&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–2:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-19T15:47:41.348Z,,,
