placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Electric+Doctors+24%2F7.+We+have+your+cure!/data=!4m7!3m6!1s0x8848d2d7b055ad9f:0x67254a8bba5a1e45!8m2!3d38.3352125!4d-81.6285735!16s%2Fg%2F12mkw8xqk!19sChIJn61VsNfSSIgRRR5auotKJWc,Electric Doctors 24/7. We have your cure!,4.3,11,Electrician,,,http://www.electricdrs.com/,+1 304-410-9208,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMNkq4id2V6p9gTMvyl0Sd7IJnhg-bCmjPkSxSE=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:28:30.560Z,,
https://www.google.com/maps/place/WM+Jean+Electric/data=!4m7!3m6!1s0x884f2bb05b91d83f:0xb70fb360c651bd4d!8m2!3d38.3440862!4d-81.7158735!16s%2Fg%2F11j8pmmt53!19sChIJP9iRW7ArT4gRTb1RxmCzD7c,WM Jean Electric,4.7,13,Electrician,,,http://www.wmjeanelectric.com/,+1 304-744-7777,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN-6tlQM_ATWgFhRBMum4CgWifzYeKgLvgLnfYA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:28:35.564Z,,
"https://www.google.com/maps/place/Al+Marino+Inc.,+Plumbing,+Heating+%26+Cooling/data=!4m7!3m6!1s0x8848d2c65a503267:0xeb606591668b06fa!8m2!3d38.3692512!4d-81.6657224!16s%2Fg%2F1txnq4dr!19sChIJZzJQWsbSSIgR-gaLZpFlYOs","Al Marino Inc., Plumbing, Heating & Cooling",4.1,212,Plumber,"1653 4th Ave, Charleston, WV 25387, United States","989M+PP Charleston, West Virginia, USA",https://almarinoinc.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB%20Listing,+1 304-220-8744,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipP644oS_UXJsW4eh-ByKNEoS-SIc97s0EeJza73=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:28:40.895Z,,
https://www.google.com/maps/place/Jerry+Hilbert+LLC/data=!4m7!3m6!1s0x8848d3606e09989d:0x97ec0e989e36d68!8m2!3d38.3739205!4d-81.605246!16s%2Fg%2F1tcv23wq!19sChIJnZgJbmDTSIgRaG3jienAfgk,Jerry Hilbert LLC,4.4,37,HVAC contractor,"2350 Pennsylvania Ave, Charleston, WV 25302, United States","99FV+HW Charleston, West Virginia, USA",https://www.jerryhilbertllc.com/,+1 304-343-9150,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUE064nGiXOQBsaGnJj3v6i_MTfun5V-ypab8yUfYOJRvgCVvQ_PEjFW9IOR0Bqx6CYr90bcAyMvhdmXpPmq4SLKuAvWg0-4gIX9RgX7Ezwm3gJg_gu6TLcheUae71anWHzNlj=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:28:45.936Z,,
https://www.google.com/maps/place/City+Electric+Co/data=!4m7!3m6!1s0x8848d33691b30cef:0xcc71959159fda6b0!8m2!3d38.3599909!4d-81.6288261!16s%2Fg%2F1tfzhg4r!19sChIJ7wyzkTbTSIgRsKb9WZGVccw,City Electric Co,3.8,14,Electrician,"1219 Pennsylvania Ave, Charleston, WV 25302, United States","995C+XF Charleston, West Virginia, USA",,+1 304-345-6150,Closed · Opens 7:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yHPCR8iK-QbQX1kFgd5m5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.6883363&pitch=0&thumbfov=100,false,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:28:50.766Z,,
https://www.google.com/maps/place/Bossie+Electric/data=!4m7!3m6!1s0x8848d34a76ff2d29:0x1ebefccd31c6e1c9!8m2!3d38.3561938!4d-81.6260642!16s%2Fg%2F1th6fjkl!19sChIJKS3_dkrTSIgRyeHGMc38vh4,Bossie Electric,5.0,5,Electrician,"523 Slack St, Charleston, WV 25301, United States","994F+FH Charleston, West Virginia, USA",,+1 304-346-1750,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhPWQp5L_jt_mxw-YRhFgUJYbpG8b3F4YjvqL2y20nfXKLh4yL0JzHzw38OXSKAlcAwrh2NK8pyH0P9qP3iZK2yflYx15g_s_vAdO7ejM43GLSKrv5tfHsFOp4huBJEuIfPpY=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:28:53.631Z,,
https://www.google.com/maps/place/Monarch+Service+Corporation/data=!4m7!3m6!1s0x8848d334c0017e71:0xd645ff0d529fb42c!8m2!3d38.3553865!4d-81.6288736!16s%2Fg%2F1thxwxm9!19sChIJcX4BwDTTSIgRLLSfUg3_RdY,Monarch Service Corporation,3.0,2,Electrician,"815 Court St A, Charleston, WV 25301, United States","994C+5F Charleston, West Virginia, USA",,+1 304-744-5939,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KYvOt68AA1WY4Ar0axffJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.4655&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:28:56.530Z,,
https://www.google.com/maps/place/F.M.+Pile+Hardware+Co+Inc/data=!4m7!3m6!1s0x8848d2c38ebac69b:0xf12484887809adbc!8m2!3d38.3723336!4d-81.6620037!16s%2Fg%2F1tslkdtp!19sChIJm8a6jsPSSIgRvK0JeIiEJPE,F.M. Pile Hardware Co Inc,4.7,575,Hardware store,"1625 W Washington St, Charleston, WV 25387, United States","98CQ+W5 Charleston, West Virginia, USA",http://www.pilehardware.com/,+1 304-343-7578,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkbKG9pQecptsQyot4tFtMgmKhcX4h3eve9a79ZgBNQ-w2dJY4kGo7FhzlJRvyyM4Z8b2LqdXC6gc9Xfl3qKtq1rrUtXlZtGfKiE6XsTirCBboxJlqElKyYPfnFy9MmWzgU2i4Tw=w408-h725-k-no,true,8 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:29:01.570Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store pick-up",
https://www.google.com/maps/place/South+Charleston+Electric+Co/data=!4m7!3m6!1s0x8848cd4fe7097ce1:0x3e1c088698a878a8!8m2!3d38.3692585!4d-81.7032479!16s%2Fg%2F1tfklw8x!19sChIJ4XwJ50_NSIgRqHiomIYIHD4,South Charleston Electric Co,5.0,2,Electrician,"1011 F St, South Charleston, WV 25303, United States","979W+PP South Charleston, West Virginia, USA",http://www.southcharlestonelectric.com/,+1 304-744-3407,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z4wtYAXTkaa3KcdU2oBoGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.0499&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:29:04.455Z,,
https://www.google.com/maps/place/A+Personal+Electrical+Plumbing+%26+Engineering/data=!4m7!3m6!1s0x884f2bc00cc07edd:0x5b27808edf03b135!8m2!3d38.3311082!4d-81.5961021!16s%2Fg%2F11gv0sxt2v!19sChIJ3X7ADMArT4gRNbED346AJ1s,A Personal Electrical Plumbing & Engineering,2.3,6,Electrician,"3604 Virginia Ave SE, Charleston, WV 25304, United States","8CJ3+CH Charleston, West Virginia, USA",,+1 304-206-2483,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAI85iRMIQjnUmeYl7rc5OG5QMl9L85z4GAvDtn50sJvHiqyq3wQldoOFVGAIbF0UiDDXtM6ZvSHMMw9-W8oP8ry3-4wokaN506SSOSqH6qOgeNSevJCbaZ6BRDNbFwWy6WHHUpg=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-10T23:29:09.310Z,,
