placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Prosperl+CPA+PC/data=!4m7!3m6!1s0x88f505cf52edf65d:0xeb1431b48e34b8da!8m2!3d33.9272109!4d-84.3486812!16s%2Fg%2F11pv2b7wgk!19sChIJXfbtUs8F9YgR2rg0jrQxFOs,Prosperl CPA PC,4.9,28,Certified public accountant,"7000 Central Pkwy #1100, Atlanta, GA 30328, United States","WMG2+VG Atlanta, Georgia, USA",http://www.markperlbergcpa.com/,+1 678-262-9030,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipN2ToQrAyjr9JSr9HHS9h2uX4nkrUk184SzGCUM=w408-h272-k-no,true,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:14:32.620Z,,,,
https://www.google.com/maps/place/Massey+and+Company+CPA/data=!4m7!3m6!1s0x88f50ecc0780dc23:0xae606d4b673c5dd1!8m2!3d33.8290415!4d-84.4376404!16s%2Fg%2F11bwdg0ds9!19sChIJI9yAB8wO9YgR0V08Z0ttYK4,Massey and Company CPA,4.9,215,Certified public accountant,,,http://www.masseyandcompanycpa.com/,+1 678-235-5460,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO5VhTRgKoNE3GxxSD_WP-l5VjjvGsLAQUduUjb=w408-h611-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:14:37.275Z,,,,
https://www.google.com/maps/place/Shoebox+Tax+Prep+-+Sandy+Springs/data=!4m7!3m6!1s0x88f50fb1b6a39d11:0xa75af8d253aed455!8m2!3d33.9144808!4d-84.3827931!16s%2Fg%2F11fhrx2v15!19sChIJEZ2jtrEP9YgRVdSuU9L4Wqc,Shoebox Tax Prep - Sandy Springs,4.6,25,Accountant,"5855 Sandy Springs Cir STE 120, Sandy Springs, GA 30328, United States","WJ78+QV Sandy Springs, Georgia, USA",https://shoeboxtaxprep.com/,+1 404-996-2421,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOEzdmpmQOnBFv8vxk08KQlBGR2A1DT0EJG3ZYU=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:14:42.010Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Delerme+CPA/data=!4m7!3m6!1s0x88f5095de1b2d43d:0x1ca5216debb61c8c!8m2!3d33.8820856!4d-84.3785734!16s%2Fg%2F1tdxr96_!19sChIJPdSy4V0J9YgRjBy2620hpRw,Delerme CPA,4.9,80,Certified public accountant,"4651 Roswell Rd b105, Atlanta, GA 30342, United States","VJJC+RH Atlanta, Georgia, USA",http://www.delermecpa.com/,+1 678-585-6580,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMwHJeg26oFRCLJalkPfC4VxcZSilukfrCJy-6U=w427-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:14:46.364Z,Identifies as Latino-owned,,,
"https://www.google.com/maps/place/SDA+CPA+Group,+P.C./data=!4m7!3m6!1s0x88f5097f84b20e6f:0xb8eebd81afb07155!8m2!3d33.9461432!4d-84.3324606!16s%2Fg%2F1tfmp6xv!19sChIJbw6yhH8J9YgRVXGwr4G97rg","SDA CPA Group, P.C.",5.0,43,Certified public accountant,"1637 Mt Vernon Rd #200, Dunwoody, GA 30338, United States","WMW9+F2 Dunwoody, Georgia, USA",https://www.sdacpa.com/,+1 770-392-1113,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM6BDi6P4sjVZJMPEHaakzJuc0TQ7DlfxI6BC0-=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:14:50.743Z,,,,
https://www.google.com/maps/place/Prestige+Accounting+%26+Consulting/data=!4m7!3m6!1s0x88f50f62576e2ea9:0xf262d04114c9b5b!8m2!3d33.9134073!4d-84.388888!16s%2Fg%2F11j7w59k79!19sChIJqS5uV2IP9YgRW5tMEQQtJg8,Prestige Accounting & Consulting,4.9,36,Accounting firm,"5784 Lake Forrest Dr NW # 260, Atlanta, GA 30328, United States","WJ76+9C Atlanta, Georgia, USA",https://accounting-atlanta.com/,+1 833-672-2268,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n8XBtA3LHSl2WHv10T968A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.6579192&pitch=0&thumbfov=100,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:14:55.215Z,,,,
"https://www.google.com/maps/place/Siegel+%26+Siegel,+P.C./data=!4m7!3m6!1s0x88f50e8e0e3d28ef:0xcdec1a60484d9d3f!8m2!3d33.9199129!4d-84.3889694!16s%2Fg%2F1tycxhf5!19sChIJ7yg9Do4O9YgRP51NSGAa7M0","Siegel & Siegel, P.C.",4.0,4,Certified public accountant,"6000 Lake Forrest Dr NW UNIT 107, Sandy Springs, GA 30328, United States","WJ96+XC Sandy Springs, Georgia, USA",https://www.siegelcpa.com/,+1 404-252-6667,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hEBpMjPiUlay6Oc2JcZAvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.039665&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:14:59.598Z,,,,
https://www.google.com/maps/place/Defense+Tax+-+Sandy+Springs/data=!4m7!3m6!1s0x88f50f3161858315:0xd2ede1ef4c549cfb!8m2!3d33.9333576!4d-84.3655383!16s%2Fg%2F11m766d2r1!19sChIJFYOFYTEP9YgR-5xUTO_h7dI,Defense Tax - Sandy Springs,5.0,17,Tax preparation service,"6532 Aria Village Dr, Sandy Springs, GA 30328, United States","WJMM+8Q Sandy Springs, Georgia, USA",https://georgiataxlawattorneys.com/sandy-springs-ga/,+1 404-574-1194,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s72PGU68pKB2mDCMdKdaXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.76547&pitch=0&thumbfov=100,true,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:15:04.110Z,,,,
"https://www.google.com/maps/place/J.W.+Llop+CPA,+PC/data=!4m7!3m6!1s0x88f50e93517ded31:0x8edcc7a9be9731f2!8m2!3d33.920086!4d-84.378083!16s%2Fg%2F1tfjx3kr!19sChIJMe19UZMO9YgR8jGXvqnH3I4","J.W. Llop CPA, PC",4.5,4,Accountant,"6065 Roswell Rd NE #400, Atlanta, GA 30328, United States","WJCC+2Q Atlanta, Georgia, USA",,+1 404-917-2700,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a2rkQ8jptYwOIL3RXCYbmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.0844&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:15:08.642Z,,,,
https://www.google.com/maps/place/Abundant+Returns+Tax+Service/data=!4m7!3m6!1s0x88f5a781e1695869:0xf148b81c4b694ab0!8m2!3d33.9407361!4d-84.3615131!16s%2Fg%2F1w456g3f!19sChIJaVhp4YGn9YgRsEppSxy4SPE,Abundant Returns Tax Service,4.9,178,Tax preparation service,"50 Glenlake Pkwy NE #400, Atlanta, GA 30328, United States","WJRQ+79 Atlanta, Georgia, USA",https://abundantreturns.com/,+1 770-451-6330,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipP6eiu3GHMxaKpe2tV2hQLpCTkdvt2b3elw2bG4=w408-h272-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-10-19T15:15:13.070Z,Identifies as women-owned,,,
