placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Central+Tire+Shop/data=!4m7!3m6!1s0x89c254a149379d89:0xdec26bec4dea5fcb!8m2!3d40.7501107!4d-74.1996731!16s%2Fg%2F1tflnbph!19sChIJiZ03SaFUwokRy1_qTexrwt4,Central Tire Shop,4.4,333,Used tire shop,· In-store pick-up,"599 Central Ave #603, Newark, NJ 07107, United States","QR22+24 Newark, New Jersey, USA",http://centraltireshop.com/,+1 973-482-8142,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepujR5FeVpcr0KkLpHpW24OZZ94wbZswV_TuaNf86OE9A2kRkLVKx3Xud3-KGhABO1oJzMp5UAK1v4td9Df4p0melhz7EpZNuHaBFRdExvQHWL4cA5TmivtyQffrCaUZKYhsJ6f9A=w426-h240-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:00.474Z,,
https://www.google.com/maps/place/Colon+Tire+Services/data=!4m7!3m6!1s0x89c25374a0a31f59:0xf1e1db4d248101a3!8m2!3d40.724034!4d-74.1767991!16s%2Fg%2F1tlbkg_s!19sChIJWR-joHRTwokRowGBJE3b4fE,Colon Tire Services,4.5,488,Tire shop,,"164 Orchard St, Newark, NJ 07102, United States","PRFF+J7 Newark, New Jersey, USA",,+1 973-623-4166,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqatMbqHZ-0xsveZNM8rvqJzRTqP3mLxY0AogLu0zCymdA7t6Sws_LYWBCDqzl6iAYhmbXfIlE__TZ-SKg0u8MAYtzZYcA1xzo2Y-Z0BK11ntpRx_f-melTzCn9BNUFMzsbBWkN=w408-h306-k-no,false,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,6 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:06.319Z,,
https://www.google.com/maps/place/Romero+Tires+Service+INC/data=!4m7!3m6!1s0x89c253680059ef79:0xd8a0f36215ae963a!8m2!3d40.7353822!4d-74.1943041!16s%2Fg%2F1v6p5603!19sChIJee9ZAGhTwokROpauFWLzoNg,Romero Tires Service INC,4.5,271,Used tire shop,· In-store pick-up,"280 Bergen St, Newark, NJ 07103, United States","PRP4+57 Newark, New Jersey, USA",https://www.romerotires.company/,+1 973-622-6933,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerxnKpquwgI7hgCO54A0xBEcrnf1f9uhMF3axO29F5Mhcf5OXNkF-H-PqlbiZNpbl_72Wu0_ChSC_04vZE6pvH49TgogOhidZJZE0Pw5bKYKJ_ZGLOSYpLWTw39diy_kSLhKUAb=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:11.086Z,,
https://www.google.com/maps/place/Minas+Tires/data=!4m7!3m6!1s0x89c2539c33474849:0xef0429c6ce730a80!8m2!3d40.7275631!4d-74.1682947!16s%2Fg%2F11clw4l_pj!19sChIJSUhHM5xTwokRgApzzsYpBO8,Minas Tires,4.4,130,Tire shop,,"46 New York Ave, Newark, NJ 07105, United States","PRHJ+2M Newark, New Jersey, USA",,+1 973-900-3587,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5t7goDqViqnpfDM2JFriZrRZSB9reWyvRhTYzAagGAql3ZAbb7g83QWlUP5fqEwzeQnm4rflevySmzbKkX9fHyakA7KEvb9QZPJYjXqHFjY23VBGwASqPXkD554JL=w408-h272-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:15.925Z,,
https://www.google.com/maps/place/Raymond%27s+New+%26+Used+Tires/data=!4m7!3m6!1s0x89c25462b9e78745:0xd165b04fa3240383!8m2!3d40.7524705!4d-74.1697537!16s%2Fg%2F1thsb82t!19sChIJRYfnuWJUwokRgwMko0-wZdE,Raymond's New & Used Tires,4.4,545,Tire shop,· In-store shopping · In-store pick-up,"275 Broad St, Newark, NJ 07104, United States","QR2J+X3 Newark, New Jersey, USA",,+1 973-483-4695,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoixUhXa-tT3PGjDLJYAzPhwV3JgjUqr59BQpzC3vl5Su-4i_h8ZGk-YcAId0rpuXRlxU87zHcaWEwNm0r-gEzug855M21S67VoQTCWNDdxbOeH7-_6xVJNE8Pvrgb8LwOR8TI-tg=w408-h544-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:20.875Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Catizone+Tires/data=!4m7!3m6!1s0x89c2548129cf18cd:0x51028c169132971b!8m2!3d40.7468226!4d-74.1740468!16s%2Fg%2F1ts3m391!19sChIJzRjPKYFUwokRG5cykRaMAlE,Catizone Tires,4.3,225,Tire shop,,"210 Dr Martin Luther King Jr Blvd, Newark, NJ 07102, United States","PRWG+P9 Newark, New Jersey, USA",http://www.catizonetires.com/,+1 973-303-5693,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRIqhnpkhp4zI-xpiu0BqpliSLRpnRG6-VHDRc1bv4AXzkD3mHmksP4kDCBclbcsJrNKVrW3OdCvf8I1Llv3_69sUH238bwgqz9os09KwyaQlSjeuOi34H_xZp4PqYBuNPaJxuSA=w426-h240-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,8 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:25.772Z,,
https://www.google.com/maps/place/Stop+%26+Go+Tire/data=!4m7!3m6!1s0x89c254899af04ce1:0x15f552d0be763e35!8m2!3d40.7565222!4d-74.173325!16s%2Fg%2F1tm13j3c!19sChIJ4UzwmolUwokRNT52vtBS9RU,Stop & Go Tire,4.7,190,Tire shop,,"87 Bloomfield Ave #1904, Newark, NJ 07104, United States","QR4G+JM Newark, New Jersey, USA",https://stopandgotire.com/,+1 973-482-0096,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdcqSKvH3dm-FiDdG9FKjljnnr0LjC8oSHFpYdJJtUmKvsg4-ocBvqPce3kvhyYY_tK5SmcAiHEFHeekuoTqTIeTOIo67yv_FwnzUKMhbKiYR8Jw3l3eEG0HyXPK84XIAynTXmMA=w408-h544-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:30.742Z,,
https://www.google.com/maps/place/Raymond%27s+New+and+Used+Tires/data=!4m7!3m6!1s0x89c253569a242437:0xb0beb2d49932f9e2!8m2!3d40.7443638!4d-74.2114443!16s%2Fg%2F11cmj3wkd8!19sChIJNyQkmlZTwokR4vkymdSyvrA,Raymond's New and Used Tires,4.6,847,Tire shop,· Kerbside pickup,"591 S Orange Ave, Newark, NJ 07106, United States","PQVQ+PC Newark, New Jersey, USA",,+1 973-483-5960,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweouvOBBq7wwMDMYKhkNTZ5Hltmgsourxj4VIHqQHurx6ZCT4nv851sc0KaB4dNUpU8b28Fe6EHAkdrE6Fia-MGV33HU1EKhyg6GhjMpSN2DGyhpfSctZHMtPMQjw4M7wcLSAX-8QQ=w408-h544-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:35.498Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Go+Tire/data=!4m7!3m6!1s0x89c254f25145b153:0x8a8b00c1a4f6f9eb!8m2!3d40.7660447!4d-74.1799753!16s%2Fg%2F1264mrn4q!19sChIJU7FFUfJUwokR6_n2pMEAi4o,Go Tire,4.5,104,Tire shop,,"315 Bloomfield Ave, Newark, NJ 07107, United States","QR8C+C2 Newark, New Jersey, USA",http://www.gotireusa.com/,+1 973-732-1973,"Open · Closes 6 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5iKZ_KHSkJc574TswaUIRDjPrSo36-RG5CeJQivWti-zjfrmmHuAL728Jy-VkufecBrxSxh2u9jajL59eXKYn42UuYxRHcYnuqoUy7QYz7QSh70Si6JMLbc0za5DoWSE8WJTj=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:40.952Z,,
https://www.google.com/maps/place/Roadside+Mobile+Tire+LLC/data=!4m7!3m6!1s0x89c2539632bbc77b:0x606dda980d61102b!8m2!3d40.7231201!4d-74.1961746!16s%2Fg%2F11fqc7b4sq!19sChIJe8e7MpZTwokRKxBhDZjabWA,Roadside Mobile Tire LLC,4.5,218,Tire shop,· In-store pick-up,"180 Jelliff Ave, Newark, NJ 07108, United States","PRF3+6G Newark, New Jersey, USA",https://www.roadsidemobiletire.com/,+1 973-563-8352,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoihvexzVmy1bOkICYzbFWRZvENm42ROfrYm5M2_lg3vnetQNPUgq9FZL177bbjIWwXL0sbQ4Y_h1BoBya_li8MWdsM1Y_znL_uQkJjX-DR6pDQ_5b1ZSv38uDoMarI0bIzw7UmnA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Newark+NJ/@40.7483847,-74.189084,14z",2026-03-23T16:16:46.516Z,,
