placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/All+Power+Electric+Inc./data=!4m7!3m6!1s0x880e612808752363:0xd8894fbf9e471397!8m2!3d41.5343027!4d-88.104557!16s%2Fg%2F11ks3gq1lp!19sChIJYyN1CChhDogRlxNHnr9Pidg,All Power Electric Inc.,5.0,22,Electrician,"909 Douglas St, Joliet, IL 60435, United States","GVMW+P5 Joliet, Illinois, USA",https://www.allpowerelectricil.com/,+1 773-522-3828,Open · Closes 5 pm,Identifies as Latino-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZkUU6_oA94E7cEaalC1Mcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.0649&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:33:56.494Z,,
https://www.google.com/maps/place/Robles+Electric/data=!4m7!3m6!1s0x880e66c22ab7fb83:0x2ac8af09d17a57c8!8m2!3d41.548874!4d-88.1165085!16s%2Fg%2F11c55697j9!19sChIJg_u3KsJmDogRyFd60QmvyCo,Robles Electric,4.6,20,Electrician,"1401 Plainfield Rd, Joliet, IL 60435, United States","GVXM+G9 Joliet, Illinois, USA",http://roblesusa.com/,+1 815-919-0839,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipM3_WEeVbO7-g-PQZa-fNZkXIZ_1tpA0Ki-Z502=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:01.319Z,,
https://www.google.com/maps/place/Joliet+Air+Conditioning+Contracting/data=!4m7!3m6!1s0x880e65d7bc600767:0x2e405d34789be581!8m2!3d41.5252554!4d-88.0825191!16s%2Fg%2F11fjn3pddc!19sChIJZwdgvNdlDogRgeWbeDRdQC4,Joliet Air Conditioning Contracting,4.6,18,HVAC contractor,"20 W Cass St, Joliet, IL 60432, United States","GWG8+4X Joliet, Illinois, USA",,+1 815-240-5858,Open · Closes 7:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lt5sfD4T6HrkD6Pv2nP1mQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.45322&pitch=0&thumbfov=100,true,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:06.151Z,,
https://www.google.com/maps/place/Mr.+Electric+of+Greater+Naperville/data=!4m7!3m6!1s0x880ed06d32ea6457:0xd27055abada75298!8m2!3d41.88397!4d-88.1589224!16s%2Fg%2F1tdk155w!19sChIJV2TqMm3QDogRmFKnratVcNI,Mr. Electric of Greater Naperville,4.8,183,Electrician,,,https://mrelectric.com/naperville/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 331-318-3092,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipP_KFK-Gnq7hX-raT-zlrDoLbgkJtJDxaQ31zLG=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:10.520Z,,
https://www.google.com/maps/place/Cox+Electric+Solutions/data=!4m7!3m6!1s0x2649364d46aada31:0x1d1e895f15709ad!8m2!3d41.6040065!4d-88.1182646!16s%2Fg%2F11tnw4m0h8!19sChIJMdqqRk02SSYRrQlX8ZXo0QE,Cox Electric Solutions,5.0,49,Electrician,,,https://www.facebook.com/profile.php?id=100085312345743&mibextid=LQQJ4d,+1 618-570-6121,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNmOh0Ze8qgU2ji-fdzZouXX8ZBTTZAPzTBSEke=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:14.836Z,,
"https://www.google.com/maps/place/Pierro+Quality+Electrical+Construction,+Inc./data=!4m7!3m6!1s0x880e6700935a0a57:0xa084a49d31f90018!8m2!3d41.5041743!4d-88.1374425!16s%2Fg%2F11cmt2pxzj!19sChIJVwpakwBnDogRGAD5MZ2khKA","Pierro Quality Electrical Construction, Inc.",5.0,11,Electrician,"2120 Gould Ct #2, Rockdale, IL 60436, United States","GV37+M2 Rockdale, Illinois, USA",http://www.pierroelectric.com/,+1 815-744-1935,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O9Yk90B1inIwFQ6T-6emMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.18442&pitch=0&thumbfov=100,true,9 am–12 pm,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:19.409Z,,
https://www.google.com/maps/place/AVS+Electrical+Services/data=!4m7!3m6!1s0x880e61f49de348ff:0xf6239c5d1cda21!8m2!3d41.539987!4d-88.1619668!16s%2Fg%2F11fhkzkwmm!19sChIJ_0jjnfRhDogRIdocXZwj9gA,AVS Electrical Services,3.9,24,Electrician,"3299 Executive Dr, Joliet, IL 60431, United States","GRQQ+X6 Joliet, Illinois, USA",,+1 815-240-2365,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LeB2JpFXgWhEvFHacEAFLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.69439&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:21.654Z,,
https://www.google.com/maps/place/MR.Electric/data=!4m7!3m6!1s0x880e61b56970a229:0x1265feeba26245f2!8m2!3d41.5174371!4d-88.0939367!16s%2Fg%2F11lkt03j6v!19sChIJKaJwabVhDogR8kViouv-ZRI,MR.Electric,5.0,1,Electrician,"310 Comstock St, Joliet, IL 60436, United States","GW84+XC Joliet, Illinois, USA",https://mrelectric.com/naperville,+1 815-286-7006,,,https://lh3.googleusercontent.com/p/AF1QipP7lEn82ZNJolCIBxUc2xD4uw4yBhL4hPycIsYp=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:24.191Z,,
"https://www.google.com/maps/place/TIMM,+Inc./@41.504735,-88.0477927,17z/data=!3m1!4b1!4m6!3m5!1s0x880e65d59d4ae45d:0x5c663e99b8b6aadd!8m2!3d41.504735!4d-88.0477927!16s%2Fg%2F11b_2y4yyr","TIMM, Inc.",2.8,5,Utility contractor,"17832 Mills Rd, Joliet, IL 60433, United States","GX32+VV Joliet, Illinois, USA",,+1 815-723-4501,,,,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:28.444Z,,
https://www.google.com/maps/place/MIDWEST+POWER+EQUIPMENT+INC/data=!4m7!3m6!1s0x880e65edd92f0995:0x8a5fb72d16174431!8m2!3d41.4925645!4d-88.0232533!16s%2Fg%2F12lklbr4t!19sChIJlQkv2e1lDogRMUQXFi23X4o,MIDWEST POWER EQUIPMENT INC,4.6,60,Lawn mower store,"1933 Cherry Hill Rd, Joliet, IL 60433, United States","FXVG+2M Joliet, Illinois, USA",http://www.midwestpowerequipmentinc.com/,+1 815-669-6331,,,https://lh3.googleusercontent.com/p/AF1QipPI5LvPNIYDfyCGJeTy_u3POkqTAWSePNhJ76sU=w408-h298-k-no,true,Closed,Closed,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Joliet+IL+IL/@41.5249512,-88.0829698,14z",2026-01-10T21:34:32.929Z,· In-store shopping · Kerbside pickup,
