placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,error
"https://www.google.com/maps/place/Chippewa+Valley+Vein+Center/@44.811349,-91.4984941,14z/data=!4m6!3m5!1s0x87f8bc543051a4fd:0x2699ab7e4fd45d8b!8m2!3d44.8006356!4d-91.4771145!16s%2Fg%2F1tpll942",Chippewa Valley Vein Center,4.3,,Doctor,"1720 Harding Ave # 1, Eau Claire, WI 54701, United States","RG2F+75 Eau Claire, Wisconsin, USA",http://www.cvveincenter.com/,+1 715-832-2200,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN_GgYalCN6lvJ5Trw-TCx7lE4-IEpf6_K_Onwk=w408-h342-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:58:48.024Z,,,,,,,,
https://www.google.com/maps/place/vIVid+Wisconsin/data=!4m7!3m6!1s0x87f8bdf76966d5e5:0xeee669a081082e5b!8m2!3d44.7771999!4d-91.4482201!16s%2Fg%2F11l30xmb4j!19sChIJ5dVmafe9-IcRWy4IgaBp5u4,vIVid Wisconsin,5.0,51,Health spa,"3806 Oakwood Hills Pkwy, Eau Claire, WI 54701, United States","QHG2+VP Eau Claire, Wisconsin, USA",http://thevividlounge.com/,+1 715-492-0556,"Open · Closes 7 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOt_8RyPJpMh9xcD0ILKS1ZGGVsOkJzK3lZ2aOm=w408-h271-k-no,true,9 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:09.103Z,Identifies as women-owned,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,
"https://www.google.com/maps/place/Dr.+David+W.+Olson,+MD/@44.7965734,-91.5207873,17z/data=!3m1!4b1!4m6!3m5!1s0x87f8bd877cdd48d5:0xb984753f444ac1e!8m2!3d44.7965734!4d-91.5207873!16s%2Fg%2F1tf8tnqx","Dr. David W. Olson, MD",,,Vascular surgeon,"2116 Craig Rd, Eau Claire, WI 54701, United States","QFWH+JM Eau Claire, Wisconsin, USA",,+1 715-858-4500,,,false,,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:13.998Z,,,,,,,,
https://www.google.com/maps/place/Cosmetic+Surgery+Eau+Claire:+Dr.+Dax+Demaree/data=!4m7!3m6!1s0x87f8bd87c88a20f3:0xd93f20f812b25191!8m2!3d44.819268!4d-91.4564627!16s%2Fg%2F11k4xpmf1g!19sChIJ8yCKyIe9-IcRkVGyEvggP9k,Cosmetic Surgery Eau Claire: Dr. Dax Demaree,5.0,125,Cosmetic surgeon,"1451 Bluestem Blvd ste f, Altoona, WI 54720, United States","RG9V+PC Altoona, Wisconsin, USA",https://premiersurgicalarts.org/,+1 715-575-5800,"Open · Closes 5 pm

Confirmed by phone call 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPZvg8AWj_UTA8wcQaRIFbTKRiviLm4VsAWARS1=w408-h412-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:19.017Z,LGBTQ+ friendly,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,
https://www.google.com/maps/place/Seven+at+River+Prairie+Wellness/data=!4m7!3m6!1s0x87f8bdff9084af57:0x50d37f080370ce99!8m2!3d44.8195285!4d-91.4525408!16s%2Fg%2F11ptsr0rdn!19sChIJV6-EkP-9-IcRmc5wAwh_01A,Seven at River Prairie Wellness,4.7,30,Medical spa,"1470 Rivers Edge Trail, Altoona, WI 54720, United States","RG9W+RX Altoona, Wisconsin, USA",https://www.sevenatrp.com/,+1 715-930-1944,"Closed · Opens 8 am Wed

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPORHWxaH3HH7pEDxGyhecivj64rZh0fCy1t1ey=w408-h306-k-no,true,7 am–3 pm,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:23.909Z,LGBTQ+ friendly,8 am–5 pm,7 am–3 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,
https://www.google.com/maps/place/OakLeaf+Surgical+Hospital/data=!4m7!3m6!1s0x87f8bc9a82040e37:0x9aceab96f23c831b!8m2!3d44.8153088!4d-91.452941!16s%2Fg%2F11b674h3xn!19sChIJNw4Egpq8-IcRG4M88parzpo,OakLeaf Surgical Hospital,4.5,88,Hospital,"1000 OakLeaf Way, Altoona, WI 54720, United States","RG8W+4R Altoona, Wisconsin, USA",http://www.oakleafsurgical.com/?y_source=1_MTI5MTQ4NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 715-831-8130,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMmhqFjEb3zlK2ROzfA4Txv8obrlyReydnbxhQo=w408-h277-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:28.816Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Evergreen+Surgical/data=!4m7!3m6!1s0x87f8bd93678d96ab:0x331f3f2e3d6a145b!8m2!3d44.7851925!4d-91.5068076!16s%2Fg%2F1tls3dct!19sChIJq5aNZ5O9-IcRWxRqPS4_HzM,Evergreen Surgical,4.3,19,Surgeon,"719 W Hamilton Ave Suite C, Eau Claire, WI 54701, United States","QFPV+37 Eau Claire, Wisconsin, USA",http://www.evergreensurgical.com/,+1 715-832-1044,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1MujP8MashfZO1aIp19-ul0_0a42dUgMvvx0NJTZvAusljFmrnRKflTBEPviEz5nriX2I_BBi3sZQBiDNGMPhes55COUGxSol353BRF5-UMQxpqUwvo_w4Z7fcKEcDcaokJYc=w408-h544-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:33.769Z,,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,9 am–5 pm,
https://www.google.com/maps/place/Mayo+Clinic+Health+System+-+Eau+Claire/data=!4m7!3m6!1s0x87f8bd7ad78e347f:0x450b03c833235191!8m2!3d44.8121511!4d-91.5129161!16s%2Fg%2F1tf6ms5k!19sChIJfzSO13q9-IcRkVEjM8gDC0U,Mayo Clinic Health System - Eau Claire,3.1,202,Hospital,"1221 Whipple St, Eau Claire, WI 54703, United States","RF6P+VR Eau Claire, Wisconsin, USA",http://mayoclinichealthsystem.org/locations/eau-claire?mc_id=&utm_source=yext&utm_medium=l&utm_content=eauclaireluthergeneral&utm_campaign=mchsmarketing&geo=eauclaire&placementsite=nwwi&invsrc=mchsnwwi&cauid=110704&y_source=1_MzkxODExMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 715-838-3311,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyB92z_8U4lglJDrpMc425N_3B3xMM-YcWF7g61QiYe59u2nPqW0_OLXpfB9byo3J6sz3ryPFy453YBm7Px9mqAHReT3J09W_L5PWCGoXhBQusdf1C1L1ktDwlDNhLeqfNqdxk=w408-h306-k-no,true,,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:38.634Z,LGBTQ+ friendly,,,,,,,
https://www.google.com/maps/place/Plastic+Surgery+Clinic+of+Eau+Claire/data=!4m7!3m6!1s0x87f8bd9302721255:0xc7a2c512b19c0379!8m2!3d44.7859518!4d-91.5084684!16s%2Fg%2F1tdcs2q9!19sChIJVRJyApO9-IcReQOcsRLFosc,Plastic Surgery Clinic of Eau Claire,4.3,53,Plastic surgeon,"3221 Stein Blvd Ste 2, Eau Claire, WI 54701, United States","QFPR+9J Eau Claire, Wisconsin, USA",https://www.plasticsurgeryclinicec.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB,+1 715-833-2116,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysZLZfPbNaqN9zEwswBtmEQ1OV4z1gRAiJlZ6y-eK6k-mDPpUp3tGo0SpfPjTbBRV2_oN0JOz_LvYjLOiVwbrzNAkevWJR15CBApevu8B39AAZcziQO0g3INQl-VWMmHnzqyU9=w502-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:43.521Z,,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Rejenivate+Eau+Claire/data=!4m7!3m6!1s0x87f8bd38bb3e13cd:0x42f827b65d6a2ad7!8m2!3d44.8091175!4d-91.4957934!16s%2Fg%2F11vzfpkt_d!19sChIJzRM-uzi9-IcR1ypqXbYn-EI,Rejenivate Eau Claire,5.0,3,Wellness center,"601 S Farwell St # B, Eau Claire, WI 54701, United States","RG53+JM Eau Claire, Wisconsin, USA",http://www.rejenivateec.com/,+1 715-800-8431,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-BaGU0oE_4i328qmn7i0Kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.01833&pitch=0&thumbfov=100,true,9 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Altoona+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-12-16T21:59:48.550Z,,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,Closed,9 am–8 pm,
