placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Restoration+1+of+Independence/data=!4m7!3m6!1s0x87c0ff6aff6049d9:0x24f44b65b397e719!8m2!3d39.072136!4d-94.4161879!16s%2Fg%2F11wxkkpw1j!19sChIJ2Ulg_2r_wIcRGeeXs2VL9CQ,Restoration 1 of Independence,5.0,101,Water damage restoration service,"1600 S Noland Rd #216, Independence, MO 64055, United States","3HCM+VG Independence, Missouri, USA",https://restoration1.com/independence?utm_source=GBP&utm_medium=Google,+1 816-542-6780,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepEdZ_dgGSkEjU6Uy0fGgL_bXcpfTs4QxScawyWaKWTz8Ged7-YDZXCweM-kkzfqjeupA1DFPYFjVukDEdauoqB8eEtlhWXYD9837DMN2RE0H1W1h1HM5MTP8plJg3tS89kHmJrQpKEJnNj=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:14:49.702Z,,,
https://www.google.com/maps/place/911+of+Independence/data=!4m7!3m6!1s0x6e552386a2baa2d9:0xec245dc817c30c7f!8m2!3d39.0476893!4d-94.375966!16s%2Fg%2F11vq3r_3w_!19sChIJ2aK6ooYjVW4RfwzDF8hdJOw,911 of Independence,5.0,34,Water damage restoration service,"3913 S Bedford Ave, Independence, MO 64055, United States","2JXF+3J Independence, Missouri, USA",https://www.911restorationindependence.com/,+1 816-300-7944,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3xzCZBttU7-htBP9NtycOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.0359&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:14:55.222Z,,,
https://www.google.com/maps/place/Recon+Restorations/data=!4m7!3m6!1s0x82edcd21a260b569:0x5357eb2152b25598!8m2!3d39.1187601!4d-94.3812768!16s%2Fg%2F11kk6xkcpt!19sChIJabVgoiHN7YIRmFWyUiHrV1M,Recon Restorations,5.0,79,Roofing contractor,"16400 US-24 HW, Independence, MO 64056, United States","4J99+GF Independence, Missouri, USA",https://reconrestorations.com/,+1 816-516-6498,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYfHqUdy5J9Y-rDsv8gvxwoxezGyXHXXX9AlES2ofgArAGSqgeUKsp9kzKYzCyh_fZP_74VGdORLRlQYQIGfBf2oj-COPyYwVcKKe0FSeFVE0o0DfKXs7JKlWtW-XCNL7NTjVFtxTknvPf=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:00.483Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/FIRST+ONSITE+Property+Restoration/data=!4m7!3m6!1s0x87c11d21f8640805:0xc349f02579fd80b7!8m2!3d39.0529697!4d-94.3614671!16s%2Fg%2F1tfk4z6d!19sChIJBQhk-CEdwYcRt4D9eSXwScM,FIRST ONSITE Property Restoration,4.2,35,Building restoration service,"3601 S Ponca Dr, Independence, MO 64057, United States","3J3Q+5C Independence, Missouri, USA",https://firstonsite.com/locations/view/us/mo/independence/3601-south-ponca-avenue,+1 816-795-9100,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepK-AT9cSee_gVSV77JZmUdDSMwWCC6_gRPVY3rS73N-1o1EF6-PH_1MmQ5tRUHPdfP9jmRLdt8fwbeSwxWMo_W3sfJ-Z2R-ULrXcXwkHNYYoq9E-RJt7DSdiz-zadShsSB2DAa=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:05.451Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x87c11d88edd6c385:0x5ca50ba3f460f3b3!8m2!3d39.0644066!4d-94.3753964!16s%2Fg%2F11hypwfkm4!19sChIJhcPW7YgdwYcRs_Ng9KMLpVw,Roto-Rooter Plumbing & Water Cleanup,4.8,1946,Plumber,"3010 Rte 291 Ste E, Independence, MO 64057, United States","3J7F+QR Independence, Missouri, USA",https://www.rotorooter.com/independencemo/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 816-412-0167,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOuyxcK74vDw7SBSydHBvjAwvSZsS7vaN1hNGp3zYrHkiaA_HGa2UuuIBHtC3kxByKBNqv9Er4t_mb1OytzT_DSWIYtuHtHa48WRvN2z-Hr0sRELBv6mtM6zpsdv6xCw6gZmYR=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:10.307Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Fine+Restoration+Kansas+city/data=!4m7!3m6!1s0x87c1192cf5efd38b:0xe966f80ce3376f60!8m2!3d39.0106391!4d-94.3083369!16s%2Fg%2F11gh6btdby!19sChIJi9Pv9SwZwYcRYG834wz4Zuk,Fine Restoration Kansas city,4.9,210,Water damage restoration service,"3719 US-40 Suite A&B, Blue Springs, MO 64015, United States","2M6R+7M Blue Springs, Missouri, USA",https://fine-restoration.com/,+1 816-307-3972,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgk4blNayBGxFFi3UnwVwsh7yvVQxH5PvenaSIia5K0Rp9_XOwDLOmO8GPz3m5I50fRJs5o2kDoRHEzjOt93kFTQVGALeCLpSIyjbU4QXTB6njr1Urjq5Lt3tV8D0fZPVhsJil=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:15.235Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/24+Hour+Flood+Pros/data=!4m7!3m6!1s0x87c1157520f21b25:0xfa434182cf229c1b!8m2!3d39.0260068!4d-94.2097994!16s%2Fg%2F11syfpchhn!19sChIJJRvyIHUVwYcRG5wiz4JBQ_o,24 Hour Flood Pros,5.0,719,Water damage restoration service,"1006 NW E Kansas City Industrial Blvd, Grain Valley, MO 64029, United States","2QGR+C3 Grain Valley, Missouri, USA",https://www.24hourfloodpros.com/kansas-city/,+1 816-463-4959,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXwjwl6G_MCRLuyDP1j9S3Kk3Q6Vzy3FdOavEBOGn37glBIxkRLScT-qki-XZBbrrInTqUp7FPkcVAv9D1hy3a4JgZpTg4chhP73BhYcH7C2C1upxezf_5k-pSxzCMn6sKsMrYc4lXpqaz=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:20.203Z,,,
https://www.google.com/maps/place/True+North+Restoration+of+Kansas+City/data=!4m7!3m6!1s0x87c0558e3c40001b:0x9e61b683e69bb4dd!8m2!3d39.2164688!4d-94.4455297!16s%2Fg%2F11f5d5h16w!19sChIJGwBAPI5VwIcR3bSb5oO2YZ4,True North Restoration of Kansas City,4.9,276,Water damage restoration service,"1937 Surrey St, Liberty, MO 64068, United States","6H83+HQ Liberty, Missouri, USA",https://kansascity.gotruenorth.com/,+1 816-476-1628,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfLiCFdxMjVQa79Oo0YHjBqOkhHd_p5dUWGLAgRQuDoQ86LPh3kFWFxi-POLNQ8lV_7zh_qLvQx4QYHFE_n8NmcVW2vjnPQxsOZz9SSPbqwi3ykCCoe5LAva4ReqCEsyV2iGHJ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:25.219Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/R+and+L+Carpet+Upholstery+Cleaning+%26+Restoration/data=!4m7!3m6!1s0x87c0fc8189daff7d:0x7d2051aeb855427b!8m2!3d39.0751035!4d-94.44411!16s%2Fg%2F11hb2vlh10!19sChIJff_aiYH8wIcRe0JVuK5RIH0,R and L Carpet Upholstery Cleaning & Restoration,4.8,72,Carpet cleaning service,"2508 S Race Ave, Independence, MO 64052, United States","3HG4+29 Independence, Missouri, USA",https://randlcarpetcleaning.com/,+1 816-836-1767,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopiUCpd7W8MsipsrcS4im9WXpBsI3PDYwI0Yl5_iWzJitpDkX_x40BwAkbMc3XTHqROTwYvurfDn0YfNK6XaITQat4WX-1eePsdG9o-tVra3o_fXl_Ile6vb3Mw5gB1C8ZyDOE9FHwlb4=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:30.079Z,,,
https://www.google.com/maps/place/SERVPRO+of+East+Independence%2FBlue+Springs/data=!4m7!3m6!1s0x87c1138af1faebb1:0x869e3b0f34a1d1a7!8m2!3d38.9998981!4d-94.1289596!16s%2Fg%2F11c45jpsr3!19sChIJsev68YoTwYcRp9GhNA87noY,SERVPRO of East Independence/Blue Springs,4.5,52,Water damage restoration service,"1601 S Broadway, Oak Grove, MO 64075, United States","XVXC+XC Oak Grove, Missouri, USA",https://www.servpro.com/locations/mo/servpro-of-east-independence-blue-springs?utm_medium=organic&utm_source=gbp,+1 816-743-4849,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweok0Z3v98CiuiCyiG8F52Wv-jnTHpsrSoYZ1w5HLrhMfrBclxnW81Cf8kbhYtco8OXl9dvvhPY5xzZr25dgp6lBLEMJj00uSvv8SVBFGc69iUPcT3b4YfNhjWA4J_E0F_31V3MurDXJXb3m=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Independence+MO/@39.0911161,-94.4155068,14z",2026-03-23T04:15:34.936Z,,,
