placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Marklynn+Pools/data=!4m7!3m6!1s0x89e24eda2e3c7a4f:0xb951a3b10bd78026!8m2!3d42.9842299!4d-71.4096783!16s%2Fg%2F1tdfd2vc!19sChIJT3o8LtpO4okRJoDXC7GjUbk,Marklynn Pools,4.0,22,Swimming pool contractor,"850 E Industrial Park Dr STE 8, Manchester, NH 03109, United States","XHMR+M4 Manchester, New Hampshire, USA",http://marklynnpools.com/,+1 603-622-1121,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPNod2ayWJf_qXYq2kLGhVTw_iLehaLjtkq0jb_=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:23.927Z,,,,
https://www.google.com/maps/place/Juliano%27s+Pools/data=!4m7!3m6!1s0x89e24f305ab37bf7:0x47ab8f8f8eeeae0a!8m2!3d42.9557364!4d-71.4465792!16s%2Fg%2F11jz7mxy6c!19sChIJ93uzWjBP4okRCq7ujo-Pq0c,Juliano's Pools,5.0,39,Swimming pool contractor,"561 Gold St, Manchester, NH 03103, United States","XH43+79 Manchester, New Hampshire, USA",https://www.julianospools.com/our-store-locations/manchester-nh-pool-store/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,+1 603-633-1640,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMUerT9n1O8MZHix_4aT5QFViumyn4JACWmFWdd=w408-h267-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:29.748Z,,,,
https://www.google.com/maps/place/Empire+Pools+%26+Hot+Tubs/data=!4m7!3m6!1s0x89e2491df2f2a06f:0x97dda59bd1b2d75e!8m2!3d42.9952105!4d-71.508254!16s%2Fg%2F1tfbzgjr!19sChIJb6Dy8h1J4okRXtey0Zul3Zc,Empire Pools & Hot Tubs,4.4,53,Swimming pool supply store,"655 Mast Rd, Manchester, NH 03102, United States","XFWR+3M Manchester, New Hampshire, USA",,+1 603-668-7665,"Open ⋅ Closes 5 pm

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO1TfLZNTZimk2ljBEv9tekoSjIogKBEioLddpU=w408-h257-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:35.140Z,· In-store shopping · In-store pick-up,,,
https://www.google.com/maps/place/Rainbow+Pools+%26+Outdoor+Serv+ices+L.L.C./data=!4m7!3m6!1s0x89e24f1727018e43:0x185a15465fa00fea!8m2!3d43.0047586!4d-71.6218784!16s%2Fg%2F11h00drdg!19sChIJQ44BJxdP4okR6g-gX0YVWhg,Rainbow Pools & Outdoor Serv ices L.L.C.,5.0,6,Pool cleaning service,,,,+1 603-486-5644,,https://lh3.googleusercontent.com/p/AF1QipMIOvdcTJxe1i_hkVQFsg8zp-XVRRUIwVfWIP8B=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:38.393Z,,,,
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x89e24e93cae7794d:0x16c59ccd7da4d290!8m2!3d42.962589!4d-71.444635!16s%2Fg%2F1tfgkts7!19sChIJTXnnypNO4okRkNKkfc2cxRY,Leslie's Pool Supplies,4.1,54,Swimming pool supply store,"100 Cahill Ave, Manchester, NH 03103, United States","XH74+24 Manchester, New Hampshire, USA",https://lesliespool.com/location/manchester-newhampshire-cahill-ave-406.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_406,+1 603-622-7482,"Open ⋅ Closes 6 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4InWaSsfj3JbbTtB1DwNgrpk3Z2PGNAmBgmYB6qZMse_QG0ihlIy0G14YvCw4H4JkA8OYaluudcvGvF0FPjwiQBmih6w3f3DHo_je7oQunregBUFwnsuYiPLvxDuXHmkSxjVv_Q=w408-h541-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:43.623Z,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup",LGBTQ+ friendly,,
https://www.google.com/maps/place/Blue+Dolphin+Pools+%26+Spas+Inc./data=!4m7!3m6!1s0x89e2496df3338fcd:0x9a802a7fa2d406f2!8m2!3d42.9726864!4d-71.5122148!16s%2Fg%2F1tjjqcl7!19sChIJzY8z821J4okR8gbUon8qgJo,Blue Dolphin Pools & Spas Inc.,3.8,182,Swimming pool contractor,"7 Bellemore Dr, Bedford, NH 03110, United States","XFFQ+34 Bedford, New Hampshire, USA",http://www.bdolphin.com/,+1 603-627-2527,"Open ⋅ Closes 5 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNcG1l8Sl_nLwLYtJkcyw9TwkCkj71zopnm7bLM=w408-h326-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:48.549Z,,,,
"https://www.google.com/maps/place/Team+Star+Pools+and+Masonry,+Inc./data=!4m7!3m6!1s0xa670043c64b4ac91:0x5d7b6b62a23c336e!8m2!3d42.831066!4d-71.0355239!16s%2Fg%2F11q8vys86q!19sChIJkay0ZDwEcKYRbjM8omJre10","Team Star Pools and Masonry, Inc.",4.2,15,Swimming pool repair service,,,https://teamstarpools.com/,+1 866-810-9889,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPhNZLlWtuA3Q1BZDKnJi0we-nURR2XxQJBn8h4=w408-h408-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:53.377Z,,,,
https://www.google.com/maps/place/Paquette+Pools+%26+Spas/data=!4m7!3m6!1s0x89e2459f654355a5:0xbaa0158f7dc574b0!8m2!3d43.0389091!4d-71.4341476!16s%2Fg%2F1vfzg4sn!19sChIJpVVDZZ9F4okRsHTFfY8VoLo,Paquette Pools & Spas,4.4,71,Swimming pool supply store,"1204 Hooksett Rd, Hooksett, NH 03106, United States","2HQ8+H8 Hooksett, New Hampshire, USA",https://paquettepools.com/,+1 603-622-4941,"Open ⋅ Closes 5 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPtcd0r_EjJzArj2XGTE47iDBrwjuARWDSDKZ73=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:15:58.686Z,"Longtime retailer offering swimming pool & spa materials, including chemicals & patio furniture. · In-store pick-up · Delivery",,,
"https://www.google.com/maps/place/Vinyl+Pool+Pros/@42.964449,-71.6538515,10z/data=!3m1!4b1!4m6!3m5!1s0x89e249a73b38eae9:0xe8c671b05e310311!8m2!3d42.964449!4d-71.6538515!16s%2Fg%2F11fk3x_63q",Vinyl Pool Pros,5.0,1,Swimming pool contractor,,,https://vinylpoolpros.com/,+1 603-722-3526,Closed ⋅ Opens 9 am Tue,,true,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:16:05.524Z,,,,
"https://www.google.com/maps/place/Sterling+Pool+%26+Patio/@43.0419773,-71.4216219,17z/data=!3m1!4b1!4m6!3m5!1s0x89e253003774aba5:0xb53a3a87060b3b59!8m2!3d43.0419773!4d-71.4216219!16s%2Fg%2F11c1h6pf57",Sterling Pool & Patio,3.0,4,Swimming pool repair service,"237 Londonderry Turnpike #8, Hooksett, NH 03106, United States","2HRH+Q9 Hooksett, New Hampshire, USA",,+1 603-232-7662,Open ⋅ Closes 5 pm,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-10-27T19:16:12.406Z,,,,
