placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Leslie+Cunningham/data=!4m7!3m6!1s0x8822bfe8d178135f:0xb25f90b2591fe5e6!8m2!3d42.7260526!4d-84.6221119!16s%2Fg%2F11cn16hty1!19sChIJXxN40ei_IogR5uUfWbKQX7I,Center for Vein Restoration | Dr. Leslie Cunningham,4.9,163,Vascular surgeon,"5123 W St Joseph Hwy #201, Lansing, MI 48917, United States","P9GH+C5 Lansing, Michigan, USA",https://www.centerforvein.com/our-clinics/locations/lansing-michigan,+1 616-224-0120,Closes soon · 6 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipPq82Mjpt9wBP-KGn9zCsF0nrPJUDqv6r72wTVH=w408-h426-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Lansing+MI/@42.7335993,-84.5538664,14z",2025-12-16T22:32:09.003Z,,,,
https://www.google.com/maps/place/VeinsPlus/data=!4m7!3m6!1s0x8822e90fd24a70eb:0x1e5d1009e1bcdff8!8m2!3d42.7594843!4d-84.4820355!16s%2Fg%2F1263k8dd5!19sChIJ63BK0g_pIogR-N-84QkQXR4,VeinsPlus,4.8,41,Medical clinic,"3496 E Lake Lansing Rd STE 160, East Lansing, MI 48823, United States","QG59+Q5 East Lansing, Michigan, USA",https://www.veinsplus.com/,+1 517-336-1200,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNkOb05wkUO7Dm2bs6C4xaSRiEoC1cA9gmo9qDh=w408-h271-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–3 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Lansing+MI/@42.7335993,-84.5538664,14z",2025-12-16T22:32:14.482Z,,,,
https://www.google.com/maps/place/Dr.+Manuel+E.+Garcia/data=!4m7!3m6!1s0x8822e9b288e0d077:0xe1fc8b6059f8e7f3!8m2!3d42.7596811!4d-84.4823854!16s%2Fg%2F1tm2b8tt!19sChIJd9DgiLLpIogR8-f4WWCL_OE,Dr. Manuel E. Garcia,4.3,9,Doctor,"3496 E Lake Lansing Rd STE 160, East Lansing, MI 48823, United States","QG59+V2 East Lansing, Michigan, USA",https://www.veinsplus.com/,+1 517-336-1200,Open · Closes 4:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMT7LkAZnQUqHvL90onaX6NMSdH1pqd3StgE0Q9=w408-h271-k-no,true,8 am–4:30 am,8 am–4:30 pm,8 am–4:30 am,8 am–12 pm,Closed,Closed,8 am–4:30 am,"https://www.google.com/maps/search/vein+clinics+in+Lansing+MI/@42.7335993,-84.5538664,14z",2025-12-16T22:32:19.771Z,,,,
https://www.google.com/maps/place/Total+Vein+Care+Clinic/data=!4m7!3m6!1s0x8822e97579a958c7:0x783a979bfa6b7e13!8m2!3d42.7717277!4d-84.5036845!16s%2Fg%2F1vpfk4dy!19sChIJx1ipeXXpIogRE35r-puXOng,Total Vein Care Clinic,2.6,5,Surgical center,"3515 Coolidge Rd STE B, East Lansing, MI 48823, United States","QFCW+MG East Lansing, Michigan, USA",,+1 517-999-3930,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPWMzsD51s4THOXitOx8RYS7Dr6D3NHVar-_cci=w408-h544-k-no,true,8 am–4:30 pm,8 am–6:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Lansing+MI/@42.7335993,-84.5538664,14z",2025-12-16T22:32:24.559Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Vascular+Institute+of+Michigan/data=!4m7!3m6!1s0x88239d57bae4d035:0x5115955ede970d4b!8m2!3d43.0074103!4d-83.7716108!16s%2Fg%2F11bwd2r_wk!19sChIJNdDkuledI4gRSw2X3l6VFVE,Vascular Institute of Michigan,4.9,177,Medical Center,"1325 S Linden Rd, Flint, MI 48532, United States","264H+X9 Flint, Michigan, USA",http://www.vascularim.com/,+1 810-535-5555,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOEtYcNHqlSBGqizFTwxo075xRw22Gx7NwoUZb2=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Flint+MI/@43.0624305,-83.6595043,14z",2025-12-16T22:32:37.687Z,,,,
https://www.google.com/maps/place/VeinSolutions/data=!4m7!3m6!1s0x882379a076ce5ef9:0x40ad411d951b74d0!8m2!3d42.9736207!4d-83.7725018!16s%2Fg%2F1vxzb77j!19sChIJ-V7OdqB5I4gR0HQblR1BrUA,VeinSolutions,5.0,13,Surgical center,"5020 W Bristol Rd, Flint, MI 48507, United States","X6FG+CX Flint, Michigan, USA",http://www.veinsolutionsflint.com/,+1 810-232-3363,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMe1UelyEaWmoEDOjjYi2qtVMMJ_nFnXYxors_O=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Flint+MI/@43.0624305,-83.6595043,14z",2025-12-16T22:32:42.547Z,,,,
https://www.google.com/maps/place/USA+Vein+Clinics/data=!4m7!3m6!1s0x88238395363f87a1:0x44e04e759bab6c0d!8m2!3d43.0305984!4d-83.7481087!16s%2Fg%2F11mn04p13x!19sChIJoYc_NpWDI4gRDWyrm3VO4EQ,USA Vein Clinics,1.0,1,Medical clinic,"G3500 Flushing Rd Ste 200, Flint, MI 48504, United States","27J2+6Q Flint, Michigan, USA",,+1 810-285-7424,,https://lh3.googleusercontent.com/p/AF1QipOOm66zNw15o_UPNNZNFq95dyy_4oGhd7yWJ7KR=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Flint+MI/@43.0624305,-83.6595043,14z",2025-12-16T22:32:45.374Z,,,,
https://www.google.com/maps/place/Michigan+Vascular+Center/data=!4m7!3m6!1s0x88237784d3b99a0d:0xe4867ed01549cf09!8m2!3d42.973648!4d-83.7726364!16s%2Fg%2F1tk6wjcb!19sChIJDZq504R3I4gRCc9JFdB-huQ,Michigan Vascular Center,4.0,22,Surgical center,"5020 Bristol Rd, Flint, MI 48507, United States","X6FG+FW Flint, Michigan, USA",http://michiganvascularcenter.com/,+1 810-732-1620,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOngDpyihVnZQKPoqqkZWKpUKUTNxg-p7qZGG_u=w408-h350-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Flint+MI/@43.0624305,-83.6595043,14z",2025-12-16T22:32:50.255Z,,,,
https://www.google.com/maps/place/Michigan+Vein+and+Vascular+Institute/data=!4m7!3m6!1s0x8823779a543d60db:0x9ef305a5538bbc1e!8m2!3d42.9742505!4d-83.7756115!16s%2Fg%2F11hd6x69nt!19sChIJ22A9VJp3I4gRHryLU6UF854,Michigan Vein and Vascular Institute,1.0,4,Surgical center,"G-5103 Miller Rd, Flint, MI 48507, United States","X6FF+PQ Flint, Michigan, USA",,+1 810-820-4030,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNZwsc8AB9M9R1Mn-SquwQbt-gJaB0YKI1Jhgh1=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Flint+MI/@43.0624305,-83.6595043,14z",2025-12-16T22:32:55.169Z,,,,
https://www.google.com/maps/place/Premier+Vein+Center/data=!4m7!3m6!1s0x88179cd54b0767e1:0x75a695496e5701cb!8m2!3d42.3079554!4d-85.5601095!16s%2Fg%2F11b7q6p_n1!19sChIJ4WcHS9WcF4gRywFXbkmVpnU,Premier Vein Center,4.4,8,Medical Center,"1535 Gull Rd #200, Kalamazoo, MI 49048, United States","8C5Q+5X Kalamazoo, Michigan, USA",http://www.premierveincenter.com/,+1 269-585-8346,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IBtrpBN3pg3Y5mSBnon9ZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.86636&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Kalamazoo+MI/@42.287721,-85.5710809,14z",2025-12-16T22:33:08.451Z,,,,
