placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/Gomes+Management/data=!4m7!3m6!1s0x89c2534dee847b0d:0xd48d8e73a53cffdc!8m2!3d40.7467789!4d-74.1812213!16s%2Fg%2F11h6l18kgx!19sChIJDXuE7k1TwokR3P88pXOOjdQ,Gomes Management,4.5,169,Property management company,"134-142 Sussex Ave Suite 109, Newark, NJ 07103, United States","PRW9+PG Newark, New Jersey, USA",http://bygomes.com/,+1 973-732-0125,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCpEOtCmg7tSCw21Scq4Vy9kfZ_bJv24vnoM_pS5Xp7g0iV3SQRU4E9XERX0oamCFwSv-ad8hva9aZZUIGY2OV8qv7Rcz53FwczIkLAW2_EXGfOWtPLE8z13Tw2r3fR-R_4K8FcQ=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:18:56.176Z,,,
https://www.google.com/maps/place/SKYE+Management/data=!4m7!3m6!1s0x89c2537f2d91d2eb:0x96c7613cf10a5c6a!8m2!3d40.7394283!4d-74.1719703!16s%2Fg%2F11bwqbvk8z!19sChIJ69KRLX9TwokRalwK8Txhx5Y,SKYE Management,3.2,92,Property management company,"87 Halsey St, Newark, NJ 07102, United States","PRQH+Q6 Newark, New Jersey, USA",http://skyemanage.com/,+1 888-223-7593,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMh3XcbfIAlzAgNAzrGZBAYUCM21Dh_QgZEm-VM=w408-h272-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:03.149Z,,,
https://www.google.com/maps/place/CAPC+Property+Management/data=!4m7!3m6!1s0x89c253717aabf5c7:0x32fe9eb48ece1482!8m2!3d40.7289908!4d-74.1790865!16s%2Fg%2F11cm0gzz9d!19sChIJx_WrenFTwokRghTOjrSe_jI,CAPC Property Management,4.3,12,Property management company,"460 Washington St, Newark, NJ 07102, United States","PRHC+H9 Newark, New Jersey, USA",http://www.capcnj.org/,+1 973-732-4004,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8sAFveeeaUnkadd1fX9sew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.74634&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:06.160Z,,,
https://www.google.com/maps/place/Newport+Property+Management/data=!4m7!3m6!1s0x89c255d2a40ddef1:0x9e5032eabc27b28e!8m2!3d40.7535275!4d-74.1861643!16s%2Fg%2F11hgjxfn5r!19sChIJ8d4NpNJVwokRjrInvOoyUJ4,Newport Property Management,5.0,1,Property management company,"310 7th Ave W, Newark, NJ 07107, United States","QR37+CG Newark, New Jersey, USA",http://www.newportpropertymnt.com/,+1 646-793-6837,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOyeF_nLTqKy9efZH7DqsFGJE-GO6RX4yfwvWF-=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:11.666Z,true,,
https://www.google.com/maps/place/Greater+Realty+Management/data=!4m7!3m6!1s0x89c3acc64daae895:0xf438c10d8f58a066!8m2!3d40.7280082!4d-74.2318115!16s%2Fg%2F11fztc3tyj!19sChIJleiqTcasw4kRZqBYjw3BOPQ,Greater Realty Management,4.0,122,Property management company,"1200 Clinton Ave Suite 150, Irvington, NJ 07111, United States","PQH9+67 Irvington, New Jersey, USA",http://greaterrm.com/,+1 973-373-1116,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMFz5ai0BfW4HSSdYZyoeDUQ3a9Y9cel5s2zxDz=w408-h544-k-no,true,9 am–5 pm,9 am–4:30 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:16.766Z,,,
https://www.google.com/maps/place/MIG+Real+Estate/data=!4m7!3m6!1s0x89c2539500940c83:0xc038b5b39569bf37!8m2!3d40.7218164!4d-74.1503058!16s%2Fg%2F11fy_2nvck!19sChIJgwyUAJVTwokRN79plbO1OMA,MIG Real Estate,4.6,61,Property management company,"112 Jabez St Suite 100, Newark, NJ 07105, United States","PRCX+PV Newark, New Jersey, USA",http://www.mig.properties/,+1 973-771-5170,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM6L12_c3p5ptZBKN6FNytNTdvNO0XFa4UJtdCz=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:21.719Z,,Identifies as Latino-owned,
https://www.google.com/maps/place/Capital+Street+Management/data=!4m7!3m6!1s0x89c2538d3bc3ae87:0xd99c988fb4245405!8m2!3d40.734395!4d-74.165885!16s%2Fg%2F11kh7gz3n5!19sChIJh67DO41TwokRBVQktI-YnNk,Capital Street Management,3.6,16,Property management company,"1 Gateway Ctr Suite 2600, Newark, NJ 07102, United States","PRMM+QJ Newark, New Jersey, USA",https://capitalstreetpm.com/,+1 973-441-5238,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNwaStgvU_IhoGk1jQbQM-LvAyu30LcpAP2I7ZK=w408-h272-k-no,true,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:27.367Z,,,
https://www.google.com/maps/place/AMG+Management/data=!4m7!3m6!1s0x89c2530e7ee39329:0x167395f87d68d7cf!8m2!3d40.7232863!4d-74.1860235!16s%2Fg%2F11y5fz1prx!19sChIJKZPjfg5TwokRz9doffiVcxY,AMG Management,5.0,7,Property management company,"196 Clinton Ave, Newark, NJ 07108, United States","PRF7+8H Newark, New Jersey, USA",https://amgnj.com/,+1 973-878-9005,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOSG2-fA6sV8S1Z2zP_ghcrlJVdyUaBI8zZJF6B=w408-h409-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:32.353Z,,,
https://www.google.com/maps/place/Paramount+Assets/data=!4m7!3m6!1s0x89c252ab796163f3:0x56450e3884ec8a71!8m2!3d40.7377525!4d-74.1730277!16s%2Fg%2F1vfp4k38!19sChIJ82NheatSwokRcYrshDgORVY,Paramount Assets,3.5,68,Property management company,"45 Academy St, Newark, NJ 07102, United States","PRQG+4Q Newark, New Jersey, USA",http://www.paramountassets.com/,+1 201-858-8500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMxuLCie0FEmx1jnhuj0pL37aGV-zqBk6hsicWn=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:37.663Z,,,
https://www.google.com/maps/place/Rock+Properties/data=!4m7!3m6!1s0x89c25378b4c81665:0xbbba98b70bf9da48!8m2!3d40.7490383!4d-74.1700047!16s%2Fg%2F1v29cyjr!19sChIJZRbItHhTwokRSNr5C7eYurs,Rock Properties,4.0,51,Property management company,"368 Broad St, Newark, NJ 07104, United States","PRXH+JX Newark, New Jersey, USA",http://www.rock.properties/,+1 973-624-6000,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S9Iyn1zcKRb7bBI1IVFJ8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.18549&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:43.401Z,,,
https://www.google.com/maps/place/Rafeh+Realty/data=!4m7!3m6!1s0x89c25364d7f122a7:0x4906854835747527!8m2!3d40.7320289!4d-74.2027758!16s%2Fg%2F11hwh1mkb5!19sChIJpyLx12RTwokRJ3V0NUiFBkk,Rafeh Realty,4.8,16,Property management company,"506 Springfield Ave, Newark, NJ 07103, United States","PQJW+RV Newark, New Jersey, USA",http://www.rafehrealty.com/,+1 973-474-7400,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oq-xs_ObtItOct4yK3wYHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.2935&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:49.564Z,,,
https://www.google.com/maps/place/BlackBrix/data=!4m7!3m6!1s0x89c253e44533ce0f:0x9297e4a38481029b!8m2!3d40.7341032!4d-74.1999333!16s%2Fg%2F11rkmcszlm!19sChIJD84zReRTwokRmwKBhKPkl5I,BlackBrix,5.0,1,Property management company,"418 S 7th St, Newark, NJ 07103, United States","PRM2+J2 Newark, New Jersey, USA",https://blackbrixpm.co/,+1 347-985-6871,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OZaDF31L0Eprl9YiJJP_XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.38727&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:19:55.839Z,true,Identifies as veteran-owned,
https://www.google.com/maps/place/VIVO+MANAGEMENT/data=!4m7!3m6!1s0x89c253125c59c341:0xae813e31c71a8e94!8m2!3d40.7364339!4d-74.1700987!16s%2Fg%2F11h391n3wy!19sChIJQcNZXBJTwokRlI4axzE-ga4,VIVO MANAGEMENT,2.7,14,Property management company,"24 Commerce St #1501, Newark, NJ 07102, United States","PRPH+HX Newark, New Jersey, USA",,+1 201-510-9500,Closes soon ⋅ 4 pm ⋅ Opens 10 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aRJTC_-1E8knVUJYRb4-xQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.71364&pitch=0&thumbfov=100,false,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:01.839Z,,,
https://www.google.com/maps/place/HLG+Companies+LLC/data=!4m7!3m6!1s0x89c2f69df2e6ab17:0x201098a5f3354e1e!8m2!3d40.734928!4d-74.1654202!16s%2Fg%2F11dymqq6mn!19sChIJF6vm8p32wokRHk4186WYECA,HLG Companies LLC,5.0,1,Property management company,"One Gateway Center, Newark, NJ 07102, United States","PRMM+XR Newark, New Jersey, USA",,+1 877-487-0608,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NC11rj8Gdx3BisPkL0G5WA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.289658&pitch=0&thumbfov=100,true,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:08.099Z,,,
"https://www.google.com/maps/place/Capstone+Elite,+LLC/data=!4m7!3m6!1s0x89c2537d36547b7f:0x210dbdc52077569a!8m2!3d40.7426632!4d-74.1820239!16s%2Fg%2F11bbs2_mfn!19sChIJf3tUNn1TwokRmlZ3IMW9DSE","Capstone Elite, LLC",3.7,49,Apartment building,"211 Warren St, Newark, NJ 07103, United States","PRV9+35 Newark, New Jersey, USA",http://www.capstoneelite.com/,+1 973-954-2783,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipN6W2i4urY-bzGFHm8eGUHd3KN5foU-mhph3CnR=w408-h271-k-no,true,10 am–6 pm,10 am–6 pm,Closed,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:14.553Z,,,
https://www.google.com/maps/place/Calello+Agency/data=!4m7!3m6!1s0x89c254f1dfa46339:0x7f082d74ef4ba9e1!8m2!3d40.7698517!4d-74.1826166!16s%2Fg%2F1tdph36m!19sChIJOWOk3_FUwokR4alL73QtCH8,Calello Agency,1.9,60,Property management company,"421 Bloomfield Ave, Newark, NJ 07107, United States","QR98+WX Newark, New Jersey, USA",http://www.calelloagency.com/,+1 973-481-3400,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YZW9kq4pAzA1SE82KNoeJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.17046&pitch=0&thumbfov=100,true,9:30 am–4:30 pm,9:30 am–4:30 pm,Closed,Closed,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:20.837Z,,,
https://www.google.com/maps/place/Stuyvesant+Yale+Property+Management/data=!4m7!3m6!1s0x89c25333f4afc2b7:0x1f43c94093103aad!8m2!3d40.722734!4d-74.2137121!16s%2Fg%2F1trsyy3c!19sChIJt8Kv9DNTwokRrToQk0DJQx8,Stuyvesant Yale Property Management,3.1,9,Property management company,"784 Clinton Ave Apartment 28, Newark, NJ 07108, United States","PQFP+3G Newark, New Jersey, USA",https://stuyvesantyalerealty.com/,+1 973-375-7368,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nph4dVnTLyD9QJegQ5nl2rR-_cPiaJWQ9KCNe2LfppnNgxfE0gSdvkZKlJcYtJOu3MRvnvCw4cJU6aYeL-xp2pUyHw8cvPpphaD_bvhNBEgemHLy72WyxHeQjoUQtsfuAZbbDjz4w=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:24.340Z,,,
https://www.google.com/maps/place/ProudLiving+Communities/data=!4m7!3m6!1s0x89c2fff759afffff:0x51c5b0c2de9baeef!8m2!3d40.7613913!4d-74.2269723!16s%2Fg%2F11g8vct64c!19sChIJ__-vWff_wokR766b3sKwxVE,ProudLiving Communities,3.3,183,Property management company,"235 S Harrison St #100, East Orange, NJ 07018, United States","QQ6F+H6 East Orange, New Jersey, USA",http://www.proudliving.com/,+1 973-337-8756,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO-8s97nvl-2HdKkulXQ-6EpguzIDg-o3rOxx_S=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:29.325Z,,,
https://www.google.com/maps/place/Radiant+Property+Management+LLC/data=!4m7!3m6!1s0x89c252d76c8cc215:0x45dfd1d66594f29e!8m2!3d40.7042935!4d-74.2079417!16s%2Fg%2F1td4_s7v!19sChIJFcKMbNdSwokRnvKUZdbR30U,Radiant Property Management LLC,3.9,116,Property management company,"691 Elizabeth Ave #2, Newark, NJ 07112, United States","PQ3R+PR Newark, New Jersey, USA",https://radiantprop.com/,+1 973-282-1100,Closes soon ⋅ 4 pm ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZNEnBFEVGZJqnmLgraWLTt6JcvyniFtJnoTdl4199HRy9a6vVBh2Y389KuCsKM3zqbBAnfOjLR2sYUXUPN7TmVKdrcbhcEbF5oQRYz_atOVDw7sJ9C0X8QunR2ZUP9sJTNjmOJg=w408-h544-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:34.663Z,,,
https://www.google.com/maps/place/Cooper+Real+Estate+Management/data=!4m7!3m6!1s0x89c254f2ffffffff:0x4139efee635c6978!8m2!3d40.7406859!4d-74.1713601!16s%2Fg%2F11grvk7dy7!19sChIJ______JUwokReGlcY-7vOUE,Cooper Real Estate Management,1.8,5,Property management company,"55 Halsey St, Newark, NJ 07102, United States","PRRH+7F Newark, New Jersey, USA",https://www.coopernj.com/,+1 973-624-3300,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cdvvw8nEj0lJnQKNSCA1dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.00073&pitch=0&thumbfov=100,true,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-09-25T19:20:40.369Z,,,
