placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Jim+Bertolino+%26+Son+Plumbing+and+Drain+Service+Inc./data=!4m7!3m6!1s0x89ba95367d6e5d3b:0xd21ac27b50eb1068!8m2!3d36.8399131!4d-76.0917714!16s%2Fg%2F1tph2msn!19sChIJO11ufTaVuokRaBDrUHvCGtI,Jim Bertolino & Son Plumbing and Drain Service Inc.,4.8,478,Plumber,"3419 Virginia Beach Blvd #187, Virginia Beach, VA 23452, United States","RWQ5+X7 Virginia Beach, Virginia, USA",https://www.jimbertolinoplumbing.com/,+1 757-340-2040,"Open 24 hours

Veterans Day hours",https://lh3.googleusercontent.com/p/AF1QipOumOByqpDT9fVh8dW9tdgZGf0JPrGlX8bxM0K6=w722-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:28:50.302Z,,,
https://www.google.com/maps/place/Hampton+Roads+Home+and+Commercial+Services/data=!4m7!3m6!1s0x89baa1a0abe100cb:0x668f7ceed7604d60!8m2!3d36.8493274!4d-76.1632322!16s%2Fg%2F11gmz6c99k!19sChIJywDhq6ChuokRYE1g1-58j2Y,Hampton Roads Home and Commercial Services,4.9,319,Plumber,"5312 Virginia Beach Blvd ste b, Virginia Beach, VA 23462, United States","RRXP+PP Virginia Beach, Virginia, USA",https://ceciliashomerepairs.com/,+1 757-943-4915,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipOwB6DHLwgPQtHjaC7PrbHZbe4e70HFDdCR1Yvq=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:28:56.321Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/A1+Sewer+%26+Drain+Plumbing+%26+Water+Heaters/data=!4m7!3m6!1s0x89babd8917c7b799:0xe899c87545d07a4!8m2!3d36.8276074!4d-76.2097432!16s%2Fg%2F11_qn9w5f!19sChIJmbfHF4m9uokRpAddVIeciQ4,A1 Sewer & Drain Plumbing & Water Heaters,4.8,4680,Plumber,"516 S Military Hwy, Virginia Beach, VA 23464, United States","RQHR+24 Virginia Beach, Virginia, USA",https://www.a1plumbers.com/service-areas/hampton-roads-va/virginia-beach/?utm_source=google&utm_medium=organic&utm_campaign=gmb_a1-vb,+1 757-505-7165,,https://lh3.googleusercontent.com/p/AF1QipO7QoPE0NrEL7YXse_w85frnUS1IDsZ7gHcx0ZD=w445-h240-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,8 am–11 pm,10 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:01.200Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/RPG+Plumbing+Services/data=!4m7!3m6!1s0x89bac14b77364bbd:0xc723f627b0f8439e!8m2!3d36.8427625!4d-76.1644569!16s%2Fg%2F11h0hps95h!19sChIJvUs2d0vBuokRnkP4sCf2I8c,RPG Plumbing Services,5.0,187,Plumber,"5305 Cleveland St STE 102, Virginia Beach, VA 23462, United States","RRVP+46 Virginia Beach, Virginia, USA",https://www.rpgconstructioninc.com/,+1 757-522-3393,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipOGJ2JMya6R-yMkEEPc9ZmCUr3gnIFNOsHGekby=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:06.295Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/George%C2%B4s+plumbing+inc./data=!4m7!3m6!1s0x89ba95b407c83541:0xd3a8dc429bf61dea!8m2!3d36.874857!4d-76.136774!16s%2Fg%2F11ddz9v8sd!19sChIJQTXIB7SVuokR6h32m0LcqNM,George´s plumbing inc.,4.8,332,Plumber,"4638 A Haygood Rd, Virginia Beach, VA 23455, United States","VVF7+W7 Virginia Beach, Virginia, USA",,+1 757-717-8375,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipPVWBMdSL4rxuSWKeS2HUafNOiwis4UeQH411S9=w408-h556-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:11.120Z,,,
https://www.google.com/maps/place/Mr.+Rooter+Plumbing+of+Virginia+Beach/data=!4m7!3m6!1s0x89ba9572171ebef1:0xc81a1c7f1ca4e8d5!8m2!3d36.8397091!4d-76.095268!16s%2Fg%2F11g6bwbrmy!19sChIJ8b4eF3KVuokR1eikHH8cGsg,Mr. Rooter Plumbing of Virginia Beach,4.9,1211,Plumber,"101 Malibu Dr, Virginia Beach, VA 23452, United States","RWQ3+VV Virginia Beach, Virginia, USA",https://www.mrrooter.com/virginia-beach/?cid=LSTL_MRR000199&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 757-694-4625,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipN6_JN91IiwqBjiGzMjjgV-H6VL-UHjrT1mVpbZ=w737-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:16.021Z,Identifies as women-owned,,
https://www.google.com/maps/place/UTBM+Plumbing+LLC/data=!4m7!3m6!1s0x25b2fe049d65c31:0x7f0631f61559ce41!8m2!3d36.825986!4d-76.078897!16s%2Fg%2F11vjnvgsnv!19sChIJMVzWSeAvWwIRQc5ZFfYxBn8,UTBM Plumbing LLC,4.9,325,Plumber,"423 S Lynnhaven Rd #104, Virginia Beach, VA 23452, United States","RWGC+9C Virginia Beach, Virginia, USA",https://utbmplumbing.com/,+1 757-352-7787,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipOSwjIoDjvJIddnaAU6rhNFnbiclEx3_yyzSq1m=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:21.039Z,,,
https://www.google.com/maps/place/All+Day+Plumbing/data=!4m7!3m6!1s0x89ba9541fbc706fb:0xc56897de6e52c7c1!8m2!3d36.811545!4d-76.0641797!16s%2Fg%2F1tgc0p3n!19sChIJ-wbH-0GVuokRwcdSbt6XaMU,All Day Plumbing,4.8,616,Plumber,"847 Seahawk Cir #104, Virginia Beach, VA 23452, United States","RW6P+J8 Virginia Beach, Virginia, USA",https://www.alldayplumbinginc.com/,+1 757-512-6071,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipNBvCHt1q8Sv8uBre82n5iU0n_Mouge01r61QBs=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:25.980Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x89baeabdd54285ad:0xe496e6d2c22e2cfd!8m2!3d36.8230146!4d-76.0590463!16s%2Fg%2F1yj4k3kzh!19sChIJrYVC1b3quokR_SwuwtLmluQ,Roto-Rooter Plumbing & Water Cleanup,4.8,2119,Plumber,"2680 Production Rd, Virginia Beach, VA 23454, United States","RWFR+69 Virginia Beach, Virginia, USA",https://www.rotorooter.com/virginiabeachva/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 757-603-4078,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipMpE5XdeCcTXoUXjXNONQ17n5dkHkPww0r_qOrZ=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:30.881Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Bayview+Plumbing+Services+LLC/data=!4m7!3m6!1s0x60892bbcc5d85927:0xfb5ea838d3c003d5!8m2!3d36.7955845!4d-76.0715331!16s%2Fg%2F11sycyb_ht!19sChIJJ1nYxbwriWAR1QPA0zioXvs,Bayview Plumbing Services LLC,4.9,16,Plumber,,,,+1 757-239-9365,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipN-HwbjYKyYXAwePsDNwWUrVflsK6dgbsZcEvrO=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2025-11-11T05:29:35.820Z,,,
