placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,error,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info
https://www.google.com/maps/place/Indiana+State+University+Parking+Garage/data=!4m7!3m6!1s0x886d6530a40a663f:0x58912700f32fd6a!8m2!3d39.4677151!4d-87.4061744!16s%2Fg%2F11byvf6kd4!19sChIJP2YKpDBlbYgRav0yD3ASiQU,Indiana State University Parking Garage,3.3,4,Parking garage,"701 Cherry St, Terre Haute, IN 47807, United States","FH9V+3G Terre Haute, Indiana, USA",https://indianastate.edu/administration/finance-admin/public-safety/parking,+1 812-237-8888,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvRAPJenwWYtX5sVFgr_lF1rSpP5yrfVu905DUQf7AktuNiGRa0bZugeOXMVQweguFOPuEALE64iSURdsnv1F3ylC-B1AHfqQiugqJNx49HJiveMEFsaQQXZmWAJu-N2vAa_l8wPLRUBWg=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-10-28T19:01:10.183Z,,,,,,,,,
https://www.google.com/maps/place/Lot+M+Parking/data=!4m7!3m6!1s0x886d653ea70f7bd1:0xde231b801a0cd20!8m2!3d39.4734066!4d-87.4064528!16s%2Fg%2F11b75ldwfq!19sChIJ0XsPpz5lbYgRIM2gAbgx4g0,Lot M Parking,4.2,5,Parking lot,"558 N 8th St, Terre Haute, IN 47807, United States","FHFV+9C Terre Haute, Indiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fe7CedGyKWRL7RC-OuWfqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.29998&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-10-28T19:01:13.800Z,,,,,,,,,
"https://www.google.com/maps/place/Traffic,+Parking,+and+ID+Office+at+Indiana+State+University+Public+Safety/data=!4m7!3m6!1s0x886d6500416d1897:0x19a91a872901e8d6!8m2!3d39.4693954!4d-87.4107799!16s%2Fg%2F11y3z19q1x!19sChIJlxhtQQBlbYgR1ugBKYcaqRk","Traffic, Parking, and ID Office at Indiana State University Public Safety",4.0,1,University,"218 N 6th St, Terre Haute, IN 47809, United States","FH9Q+QM Terre Haute, Indiana, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYuzm90Yr7AGUWZwW5MDrxW6sFTYRopktqNru0NgyZQpjGSMJMATb4--yMfhu7b_jWaTkgxCOD3fUV0DfH7fEpkmhc-NffTQFj9wwpxYA8J-siywSLRjzQ026RzyApNDs9uQED=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-10-28T19:01:16.613Z,,,,,,,,,
"https://www.google.com/maps/place/Indiana+State+University+Parking+Garage/@39.4654441,-87.4139427,14z/data=!4m6!3m5!1s0x886d6530a40a663f:0x58912700f32fd6a!8m2!3d39.4677151!4d-87.4061744!16s%2Fg%2F11byvf6kd4",Indiana State University Parking Garage,3.3,4,Parking garage,"701 Cherry St, Terre Haute, IN 47807, United States","FH9V+3G Terre Haute, Indiana, USA",https://indianastate.edu/administration/finance-admin/public-safety/parking,+1 812-237-8888,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvRAPJenwWYtX5sVFgr_lF1rSpP5yrfVu905DUQf7AktuNiGRa0bZugeOXMVQweguFOPuEALE64iSURdsnv1F3ylC-B1AHfqQiugqJNx49HJiveMEFsaQQXZmWAJu-N2vAa_l8wPLRUBWg=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bloomington+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-10-28T19:01:24.826Z,Already found,,,,,,,,
https://www.google.com/maps/place/Lot+20+Parking/data=!4m7!3m6!1s0x886d653996e0295d:0xcfe1ba1313597050!8m2!3d39.4697148!4d-87.4048604!16s%2Fg%2F11b75px5w1!19sChIJXSngljllbYgRUHBZExO64c8,Lot 20 Parking,,,Parking lot,"800 Eagle St, Terre Haute, IN 47807, United States","FH9W+V3 Terre Haute, Indiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sONrOfijBKLHFOLHO5odww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.001837&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Greencastle+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-10-28T19:01:36.255Z,,,,,,,,,
https://www.google.com/maps/place/Horseshoe+Parking/data=!4m7!3m6!1s0x886b510051d0d8ab:0xe55b31323d1f375e!8m2!3d39.7560829!4d-86.165213!16s%2Fg%2F11w2_pjz__!19sChIJq9jQUQBRa4gRXjcfPTIxW-U,Horseshoe Parking,3.3,14,Parking lot,"345 W McCarty St, Indianapolis, IN 46225, United States","QR4M+CW Indianapolis, Indiana, USA",http://www.ipco.services/,+1 888-280-7275,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UvTSOFgS8rP4aQw50gWAJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.79349&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Martinsville+Terra+Haute+IN/@36.6915262,-79.8725386,14z",2025-10-28T19:01:49.344Z,,,,,,,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Martinsville+Terra+Haute+IN/@36.6915262,-79.8725386,14z",2025-10-28T19:01:53.530Z,,,,,,,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8644b58ece9e6077:0x8e60b66890778f30!8m2!3d30.2694284!4d-97.7484133!16s%2Fg%2F11pv26cb5m!19sChIJd2Cezo61RIYRMI93kGi2YI4,Parking Management Company,2.4,28,Public parking space,"583 W 6th St, Austin, TX 78701, United States","7792+QJ Austin, Texas, USA",https://parkingmgt.com/,+1 512-916-1111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=szGWlB621P6Vqh6160Zb_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.91039&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Martinsville+Terra+Haute+IN/@36.6915262,-79.8725386,14z",2025-10-28T19:01:59.976Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Colorado+Parking+Services/data=!4m7!3m6!1s0x6b38b569f1b6b61d:0xa4e8452c75760369!8m2!3d40.0878355!4d-105.373568!16s%2Fg%2F11s3ydpzvy!19sChIJHba28Wm1OGsRaQN2dSxF6KQ,Colorado Parking Services,1.1,61,Towing service,,,http://coloradoparking.com/,+1 303-339-6747,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0UWvX4EyDuVX7XBfg19r9fVJxto1Q8fOiDbjpLa5FMAv7vumoXMTe13pal5frG8ORYEatPQCMeC6lx-_gfI_dE_iaA4wQ2Ve8xvS4hEnwjIIOgCuCYdyqnrARGHh3BmAkS7g=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Martinsville+Terra+Haute+IN/@36.6915262,-79.8725386,14z",2025-10-28T19:02:05.368Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Parking+Garage/data=!4m7!3m6!1s0x886d6530abad1647:0xb0067608233dd704!8m2!3d39.4676413!4d-87.4059212!16s%2Fg%2F11c2qlnyn7!19sChIJRxatqzBlbYgRBNc9Iwh2BrA,Parking Garage,3.7,3,Parking lot,"750 Cherry St, Terre Haute, IN 47807, United States","FH9V+3J Terre Haute, Indiana, USA",,+1 812-237-8888,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBPncrmbTlEWnDOnjzWQKERVM7bK6Dxh_i-AQboD_0cCH2qJxO9vMggi8-AksgzXoTPIzH5kTTtLNlHU7RBTSkNw0T9lZmbiU9f5j0uoJzSmFLDDMvBC2YpyHyvvtLodCM6g3y=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Washington+Terra+Haute+IN/@39.4510076,-87.3996765,14z",2025-10-28T19:02:20.646Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
