placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,attributes,isBlackOwned
"https://www.google.com/maps/place/Cover+Care,+LLC/data=!4m7!3m6!1s0x8816cd06017239b9:0xd6d95ae7d208e45e!8m2!3d41.6923391!4d-86.2359246!16s%2Fg%2F11f7t5kn_z!19sChIJuTlyAQbNFogRXuQI0uda2dY","Cover Care, LLC",4.9,88,Swimming pool repair service,"1251 N Eddy St Suite 200, South Bend, IN 46617, United States","MQR7+WJ South Bend, Indiana, USA",http://www.covercare.com/,+1 574-400-2235,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO70z1m9Z2uyDWYMPor87xJjCAKAMFZ0LNO946I=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:17.937Z,,,,
https://www.google.com/maps/place/South+Bend+Pool+Service/data=!4m7!3m6!1s0x631d4d3e042586a5:0x2f52de38df33a9d5!8m2!3d41.6788505!4d-86.2760646!16s%2Fg%2F11rxq9qzxd!19sChIJpYYlBD5NHWMR1akz3zjeUi8,South Bend Pool Service,5.0,4,Swimming pool contractor,,,http://www.southbendpoolservice.com/,+1 574-475-3945,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNBTJwpg3pMluKyluRiJzfOFb1Z-cC1aEoKjGz6=w671-h240-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:23.646Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Creative+Pool+Renovations+Inc/data=!4m7!3m6!1s0x8816ccdcfefd9453:0x894ea7ec4ddd3c8b!8m2!3d41.6519793!4d-86.2389028!16s%2Fg%2F1261htp0d!19sChIJU5T9_tzMFogRizzdTeynTok,Creative Pool Renovations Inc,3.0,2,Swimming pool contractor,"805 E Fox St, South Bend, IN 46613, United States","MQ26+QC South Bend, Indiana, USA",,+1 574-233-7665,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BtQ1g7WgBPrF1ad_5wWvbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.5275&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:28.884Z,,,,
https://www.google.com/maps/place/Bontrager+Pools/data=!4m7!3m6!1s0x8816ccff7d802029:0x69ce070e0db59fc2!8m2!3d41.6558926!4d-86.2494966!16s%2Fg%2F1tqpzvyd!19sChIJKSCAff_MFogRwp-1DQ4Hzmk,Bontrager Pools,4.1,37,Swimming pool supply store,"1718 S Michigan St, South Bend, IN 46613, United States","MQ42+96 South Bend, Indiana, USA",https://bontragerpools.com/,+1 574-232-6505,"Open ⋅ Closes 5 pm

Updated by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=34I3KaBolKB65h7BDLvN3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.0005&pitch=0&thumbfov=100,true,10 am–5 pm,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:33.648Z,,,,
https://www.google.com/maps/place/Aquatic+Fiberglass+Pools/data=!4m7!3m6!1s0x8816cdc5eeca6a3b:0x9dcf3c52fea2d872!8m2!3d41.6934215!4d-86.2245966!16s%2Fg%2F11rgn5pn6g!19sChIJO2rK7sXNFogRctii_lI8z50,Aquatic Fiberglass Pools,5.0,3,Swimming pool contractor,"1612 South Bend Ave, South Bend, IN 46617, United States","MQVG+95 South Bend, Indiana, USA",http://www.aquaticfiberglasspools.com/,+1 574-331-0141,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMyblVZjNAFI_gfFXaPB9ofKExMA-Y4qwhKEH5n=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:38.617Z,,,,
https://www.google.com/maps/place/J+%26+J+Pools+LLC./data=!4m7!3m6!1s0x881133faddbe407f:0xae216fb4388c92b0!8m2!3d41.6873188!4d-86.3350019!16s%2Fg%2F11h5vgvlwq!19sChIJf0C-3fozEYgRsJKMOLRvIa4,J & J Pools LLC.,3.3,4,Swimming pool contractor,"24165 Ardmore Trail, South Bend, IN 46628, United States","MMP7+WX South Bend, Indiana, USA",,+1 574-876-5607,,https://lh3.googleusercontent.com/p/AF1QipN3_OjqQHuYflXgPMtNsgdKI2OQgsuLr5HEkzP6=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:41.565Z,,,,
"https://www.google.com/maps/place/Coversafe,+Inc./data=!4m7!3m6!1s0xa1d5b68520bbdb15:0xe660fdd2a545e59f!8m2!3d39.7393894!4d-87.934948!16s%2Fg%2F11q581xh9d!19sChIJFdu7IIW21aERn-VFpdL9YOY","Coversafe, Inc.",5.0,36,Swimming pool contractor,,,https://coversafe.com/,+1 866-746-8444,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMhIw6Opif_USnycYYwUVm-LjrCGOIbiu_9CTCZ=w473-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:46.433Z,,,,
https://www.google.com/maps/place/Mishawaka+Pool+Service+LLC/data=!4m7!3m6!1s0x8816cff3e501bd3d:0x3630aaa8915ad801!8m2!3d41.740919!4d-86.1155321!16s%2Fg%2F11jmd1m4n9!19sChIJPb0B5fPPFogRAdhakaiqMDY,Mishawaka Pool Service LLC,5.0,63,Swimming pool repair service,,,http://mishps.com/,+1 574-747-7574,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhmDBJbL2JQO7FF3Lf6s0el4w8tviRRih7FTpYw1Bfs8_I_bdrvz4DuF6UkzWoXLisAwCZcp48CjIGIFDjlLWgk5nkR-SlJrYYvDj0VFXJgh-mdL6CxgwXWNcUzSug4cx6py24=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:51.365Z,,,,
https://www.google.com/maps/place/Jim%27s+Pool+Service/data=!4m7!3m6!1s0x8816cffdef3714eb:0xb12dead808aac352!8m2!3d41.6936607!4d-86.099238!16s%2Fg%2F12628w1n3!19sChIJ6xQ37_3PFogRUsOqCNjqLbE,Jim's Pool Service,4.3,16,Swimming pool repair service,"55136 Jeffery Dr, Mishawaka, IN 46545, United States","MWV2+F8 Mishawaka, Indiana, USA",https://www.aquaticsconnect.com/mishawaka/services-vendors/jim-s-pool-service,+1 574-254-9400,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwislYdiJu9e3nomntUF-2uA9y-1V15ukB85SZwSaEudaexTufA6dz12iY2w7Yd6b1GP0tG5_P1H2nQmbqdfa-V1qdsTx4BmghLmmTeS7KDNHndNbzgSDw2nutagNEja1CWa5Jr3cZshs9N=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:27:55.478Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Paradise+Pools/data=!4m7!3m6!1s0x8816d19c1ba3f8af:0xb9c063f297fe1ea2!8m2!3d41.7327625!4d-86.1604037!16s%2Fg%2F1tg6w97z!19sChIJr_ijG5zRFogRoh7-l_JjwLk,Paradise Pools,3.9,13,Swimming pool contractor,"15065 IN-23, Granger, IN 46530, United States","PRMQ+4R Granger, Indiana, USA",https://thinkparadisepools.com/,+1 574-277-6444,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3Kuoucvnm0ccMtL87fQPrrg88v2VyryfITvOFaeWRcBXhTIOarES5o5WA6dWYdqE-7l76JiggHNRieErFdtre23DclI9FjnV2rZLTieiStxkk4-CM85fbS1WSSfLxych2wEL8aGMEI6Y3=w408-h408-k-no,true,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:28:01.153Z,,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2025-10-27T18:28:11.589Z,,No new results found,,
https://www.google.com/maps/place/Backyard+Pools/data=!4m7!3m6!1s0x8816c2a64c1e683d:0x617b13ab3641c0e4!8m2!3d41.6773209!4d-85.9333959!16s%2Fg%2F1tdj4tq6!19sChIJPWgeTKbCFogR5MBBNqsTe2E,Backyard Pools,4.5,129,Swimming pool contractor,"1915 Toledo Rd, Elkhart, IN 46516, United States","M3G8+WJ Elkhart, Indiana, USA",https://www.backyardpools.net/,+1 574-293-1126,"Open ⋅ Closes 4 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNJoi-kssP2R93_wrviv7K2nvLFdTd2qX9MNKHw=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-27T18:28:26.538Z,,,,
