placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Overhead+Door+Company+of+Topeka/data=!4m7!3m6!1s0x87bf0258d358edfb:0x97a1603a415fca95!8m2!3d39.0590443!4d-95.7036071!16s%2Fg%2F11cky78ntp!19sChIJ--1Y01gCv4cRlcpfQTpgoZc,Overhead Door Company of Topeka,4.9,766,Garage door supplier,"2322 SW 6th Ave, Topeka, KS 66606, United States","375W+JH Topeka, Kansas, USA",https://overheaddoortopeka.com/,+1 785-234-7553,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMst4CmzbAnuFnHCVTfyVD-VQOunacu-kIhge24=w408-h242-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:12:41.552Z,,,
https://www.google.com/maps/place/Jim%27s+Overhead+Door/data=!4m7!3m6!1s0x87befd5547963eb9:0xa3b645feec9b3e98!8m2!3d39.0505278!4d-95.7708502!16s%2Fg%2F11lfqm8z1g!19sChIJuT6WR1X9vocRmD6b7P5FtqM,Jim's Overhead Door,4.4,14,Garage door supplier,"6407 SW 10th Ave, Topeka, KS 66615, United States","362H+6M Topeka, Kansas, USA",,+1 785-272-5731,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMIbX-mONw53J7-ZX6zqTgkBHkM3MVtxRmcvQQ7=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:12:47.230Z,,,
https://www.google.com/maps/place/Mark%27s+Overhead+Door+Service/data=!4m7!3m6!1s0x87beff1eb2c8afa3:0x5ec4151a233a1e35!8m2!3d39.0899431!4d-95.6479722!16s%2Fg%2F11g0jdr4sv!19sChIJo6_Ish7_vocRNR46IxoVxF4,Mark's Overhead Door Service,4.8,23,Garage door supplier,"711 NE US 24 HWY, Topeka, KS 66608, United States","39Q2+XR Topeka, Kansas, USA",http://www.marksoverheaddoorservice.com/,+1 785-582-4771,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN0QTJwqRxUI7ohDd1lpMplF0yiA2Ls5C3G9-0P=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:12:52.679Z,,,
https://www.google.com/maps/place/Heartland+Door+%26+Window/data=!4m7!3m6!1s0x87bf03772f48f767:0xa97a541c52c6e6b2!8m2!3d39.0535752!4d-95.6584073!16s%2Fg%2F1tdl6n4q!19sChIJZ_dIL3cDv4cRsubGUhxUeqk,Heartland Door & Window,4.2,22,Door supplier,"218 SE Branner St, Topeka, KS 66607, United States","383R+CJ Topeka, Kansas, USA",https://www.heartlanddoorandwindow.com/,+1 785-233-7406,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d-b0XKLkwqFU05Z_B_NaIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.40176&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:12:57.695Z,,,
https://www.google.com/maps/place/Precise+Garage+Door+Service/data=!4m7!3m6!1s0x36888c0f5ec5c53:0xfac5b7142785e7f2!8m2!3d38.9814285!4d-94.966465!16s%2Fg%2F11sjqsh8c2!19sChIJU1zs9cCIaAMR8ueFJxS3xfo,Precise Garage Door Service,5.0,6,Garage door supplier,,,https://www.facebook.com/share/pnfqc8mptnTw5wUU/,+1 913-680-9193,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkjzorgpo1xLQzXwuwpfVxK65gMmC3aS_4EYez1BNYNYmpH1SMrqwmJJ6aQutykM8wvv0cv0fJEa3A9TIPt7EJDdrh6rq_emz0eeYuxSUf-Er4yQb4Ose1WGokxNE7K14A94O-=w408-h883-k-no,true,7 am–7 pm,9 am–5 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:13:02.485Z,,,
"https://www.google.com/maps/place/Mark's+Overhead+Door+Service/@39.1959765,-95.8407745,9z/data=!3m1!4b1!4m6!3m5!1s0x87bef99dafb7ce9f:0x17057400cb19c2b7!8m2!3d39.1959765!4d-95.8407745!16s%2Fg%2F11b7d_1b7m",Mark's Overhead Door Service,4.6,26,Garage door supplier,,,,+1 785-582-4771,Closed ⋅ Opens 8 am Mon,,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:13:09.180Z,,,
https://www.google.com/maps/place/Topeka+Foundry+Commercial+Door/data=!4m7!3m6!1s0x87bf03b205e886f3:0x1364252f0b170bf5!8m2!3d39.0559366!4d-95.6726752!16s%2Fg%2F11v9xj16td!19sChIJ84boBbIDv4cR9QsXCy8lZBM,Topeka Foundry Commercial Door,5.0,1,Door supplier,"300 SW Jackson St, Topeka, KS 66603, United States","384G+9W Topeka, Kansas, USA",https://foundrydoorcompany.com/,+1 785-232-8212,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM5WgHnptdNkTdwje9xUniCxsDho9hh5wDTiX9X=w408-h306-k-no,true,7 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:13:14.002Z,,,
https://www.google.com/maps/place/Montgomery+Door+Controls/data=!4m7!3m6!1s0x87bf033069155555:0x5867379b5c72a684!8m2!3d39.0259162!4d-95.6756192!16s%2Fg%2F11hy9p2k_1!19sChIJVVUVaTADv4cRhKZyXJs3Z1g,Montgomery Door Controls,,,Door supplier,"2300 SE Lakewood Blvd, Topeka, KS 66605, United States","28GF+9Q Topeka, Kansas, USA",,+1 785-234-4258,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPHwA1nKwNwpE5LuH9JDBoTsaCSCekE97iaz7Md=w711-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:13:18.770Z,,,
https://www.google.com/maps/place/D+%26+L+Overhead+Door+Co/data=!4m7!3m6!1s0x87bf1edd0a70d589:0x52f2abfb2adfea0c!8m2!3d38.4980909!4d-98.320078!16s%2Fg%2F11f3n61d90!19sChIJidVwCt0ev4cRDOrfKvur8lI,D & L Overhead Door Co,5.0,9,Garage door supplier,,,,+1 785-862-3667,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNimr0TODsKh0MydAKaPvYX9FyZZRK-Jha2dRZq=w408-h272-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:13:23.755Z,,,
https://www.google.com/maps/place/Martinek+%26+Flynn+Siding+and+Windows/data=!4m7!3m6!1s0x87bf037f4c93b20b:0xc5347e3e8c6113d0!8m2!3d39.0308397!4d-95.6802568!16s%2Fg%2F1v42g9_c!19sChIJC7KTTH8Dv4cR0BNhjD5-NMU,Martinek & Flynn Siding and Windows,4.5,84,Siding contractor,"118 SW Roby Pl, Topeka, KS 66612, United States","28J9+8V Topeka, Kansas, USA",https://martinekandflynn.net/,+1 785-233-6666,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hW2Umzyk_jS1pPta7ej1qQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.265423&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-11-07T23:13:26.602Z,,,
