placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,error
https://www.google.com/maps/place/MercyOne+Des+Moines+Palliative+Care/data=!4m7!3m6!1s0x87ee99f85a01a1d7:0xc9388363932a4696!8m2!3d41.5948128!4d-93.599727!16s%2Fg%2F11h56j9k7x!19sChIJ16EBWviZ7ocRlkYqk2ODOMk,MercyOne Des Moines Palliative Care,,,Medical clinic,"1350 Des Moines St Suite 110, Des Moines, IA 50309, United States","HCV2+W4 Des Moines, Iowa, USA",https://www.mercyone.org/location/mercyone-east-village-palliative-care,+1 515-643-4915,,https://lh3.googleusercontent.com/p/AF1QipOQzjIvv5Lgk8AUW9LpeKEQD_iTToIF2ZOkYjQp=w408-h260-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:21.871Z,,,,,,,,,,
https://www.google.com/maps/place/Affinity+Care+of+Iowa/data=!4m7!3m6!1s0x87ec219df62668d3:0x546c21eb1c57a6d3!8m2!3d41.5963555!4d-93.7659701!16s%2Fg%2F11yfm8m89j!19sChIJ02gm9p0h7IcR06ZXHOshbFQ,Affinity Care of Iowa,,,Hospice,"4601 Westown Pkwy Suite 100, West Des Moines, IA 50266, United States","H6WM+GJ West Des Moines, Iowa, USA",https://affinityhealthmanagement.com/,+1 515-304-3344,"Open 24 hours

Updated by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=meGOxap1H9rbCVgaNyl2ZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.17233&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:27.647Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Iowa+Methodist+Medical+Center/data=!4m7!3m6!1s0x87ee991b6365779b:0x8851cdaec7d5f316!8m2!3d41.5882188!4d-93.6359558!16s%2Fg%2F11g6_9x3zc!19sChIJm3dlYxuZ7ocRFvPVx67NUYg,Iowa Methodist Medical Center,2.4,101,Hospital,"1200 Pleasant St, Des Moines, IA 50309, United States","H9Q7+7J Des Moines, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-health---iowa-methodist-medical-center?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 515-241-6212,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqChj0SooXf3LuoUs6aaT1nec6qG3434CGxAqEbT-Ci5-Qj1zlQIwkRKiJUwGhb73p57J4ynBPTNWpGFysSiHaXU-ZjGYZpDRJm9035RROtP6XTv3LNPMcSRI8qeMuycQDiZ7Ru=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:32.451Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/MercyOne+Des+Moines+Medical+Center/data=!4m7!3m6!1s0x87ee9977d17fa955:0x3acfaf88f3b9948e!8m2!3d41.5989726!4d-93.6229247!16s%2Fg%2F11h_7b8dnl!19sChIJVal_0XeZ7ocRjpS584ivzzo,MercyOne Des Moines Medical Center,2.0,260,Medical Center,"1111 6th Ave, Des Moines, IA 50314, United States","H9XG+HR Des Moines, Iowa, USA",,+1 515-247-3121,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4non_Sga4KElTcBu9MN0W1n5TMu9tacq7Wkvo1LKdzIKPkdpYaHhqTCSd0qYuuJdQle-fg7dzYYAjGCBR5_3TLZHmc2v7Yai8sxSFgAl8mkJA4MOW7j21yA2TW5MzlW-EJro8Ngm=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:38.155Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/UnityPoint+Hospice+-+Taylor+House/data=!4m7!3m6!1s0x87ee90d258e0c5b5:0x7f6eafe90659d215!8m2!3d41.6289748!4d-93.5489933!16s%2Fg%2F1tcty301!19sChIJtcXgWNKQ7ocRFdJZBumvbn8,UnityPoint Hospice - Taylor House,4.6,27,Hospice,"3401 E Douglas Ave, Des Moines, IA 50317, United States","JFH2+HC Des Moines, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-hospice---taylor-house?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 515-557-3111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QLUO1EtB0U6LOjkm9NlKAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.94966&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:43.067Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/EveryStep+Kavanagh+House/data=!4m7!3m6!1s0x87ee9ef045a83f89:0x4fcb207df3504509!8m2!3d41.5937877!4d-93.6945366!16s%2Fg%2F1thf9360!19sChIJiT-oRfCe7ocRCUVQ830gy08,EveryStep Kavanagh House,4.7,27,Hospice,"900 56th St, Des Moines, IA 50312, United States","H8V4+G5 Des Moines, Iowa, USA",https://www.everystep.org/,+1 515-255-0857,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMDvNEGPRH5PsMri7xKkDvwXkp6yjlcl03RTHCh=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:48.169Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/EveryStep+Hospice+%28in-home+care%29/data=!4m7!3m6!1s0x87ee972555555555:0x10898a2ef8463e73!8m2!3d41.6124033!4d-93.5586937!16s%2Fg%2F1tp2_yd3!19sChIJVVVVVSWX7ocRcz5G-C6KiRA,EveryStep Hospice (in-home care),5.0,14,Hospice,"3000 Easton Blvd #3, Des Moines, IA 50317, United States","JC6R+XG Des Moines, Iowa, USA",https://www.everystep.org/,+1 515-333-5810,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZJAAZi71xNdxDGhPIhNn0vDUEMJj1vcZgET6z9g_zRDA3nNaMQPrt99sxIn762JE0bOEaDXpDpxbLq7viabQtY0nVQ0hLgvvxLn-BVY6G0H2KhmIZkQY_syCaHqaezpNqK7IBEQ=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:53.215Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
https://www.google.com/maps/place/Hospice+%26+Palliative+Care+Association/data=!4m7!3m6!1s0x87ee99aeabfe6523:0xd6c4ce6880542bba!8m2!3d41.5902327!4d-93.6155413!16s%2Fg%2F12624x2tx!19sChIJI2X-q66Z7ocRuitUgGjOxNY,Hospice & Palliative Care Association,,,Hospice,"100 E Grand Ave, Des Moines, IA 50309, United States","H9RM+3Q Des Moines, Iowa, USA",,+1 515-243-1046,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PFccdc0XHIcZqQk37nY_DQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.52533&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:27:58.435Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Care+Initiatives+Hospice/data=!4m7!3m6!1s0x87ec216d30f5cd47:0x2a1f3a7379d7e8ac!8m2!3d41.5900826!4d-93.8050866!16s%2Fg%2F11b6hw3q1n!19sChIJR831MG0h7IcRrOjXeXM6Hyo,Care Initiatives Hospice,5.0,7,Hospice,"7055 Vista Dr, West Des Moines, IA 50266, United States","H5RV+2X West Des Moines, Iowa, USA",http://www.careinitiativeshospice.org/,+1 515-223-3813,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPcYFy3JcQCr0_ykrlWBth-IPXlsvBVo45V-ooa=w408-h307-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:28:03.527Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/WesleyLife+Hospice/data=!4m7!3m6!1s0x87ee9ed509810af5:0xdf00920c9dedf46e!8m2!3d41.6385346!4d-93.7758915!16s%2Fg%2F1hc6ppwwk!19sChIJ9QqBCdWe7ocRbvTtnQySAN8,WesleyLife Hospice,4.6,9,Hospice,"4328 114th St, Urbandale, IA 50322, United States","J6QF+CJ Urbandale, Iowa, USA",https://www.wesleylife.org/,+1 515-978-2777,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bqI8uBGb6f_57QkYplNIBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.87587&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-09-17T23:28:08.406Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
