placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Specialty+Landscape+Inc./data=!4m7!3m6!1s0x80945f507d7aa8a5:0x20865736a44e5468!8m2!3d36.759828!4d-119.7415945!16s%2Fg%2F11fqvgk0t4!19sChIJpah6fVBflIARaFROpDZXhiA,Specialty Landscape Inc.,4.7,56,Landscaper,"4669 E Hedges Ave A, Fresno, CA 93703, United States","Q755+W9 Fresno, California, USA",https://www.specialtylandscapeinc.com/,+1 559-905-2273,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHya7-tH2_DNeXMkOXQP6pU8BV41Nj0JNGPD8BDDkx0gb_GoW3xYt2PVat30I478uZW66xEFJY4yGJZvUV0des5ARefNRYXliSFYiKtYJt3n5N26EZqUBPPYROg2BxZVWIo8Vc=w408-h544-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–3 pm,Closed,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:17.852Z,,,,
https://www.google.com/maps/place/Mundo%27s+Landscaping+%26+Gardening+service/data=!4m7!3m6!1s0x80945fc7a44bae17:0x20f4aa128bf3a355!8m2!3d36.7580296!4d-119.7519785!16s%2Fg%2F11fwb2lczd!19sChIJF65LpMdflIARVaPzixKq9CA,Mundo's Landscaping & Gardening service,5.0,11,Landscaper,"4407 E Olive Ave Apart # 101, Fresno, CA 93702, United States","Q65X+66 Fresno, California, USA",https://mundoslawnservice.com/,+1 559-396-2493,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwb8d4tcgluo2cZI95cHHgZqLnCYdflBl-KX1FPdd5bqk9-OYRGItMrxLjhAUs1maUheU-24QS5ortuqDt53VrTOgIfoDjsRbB7oYFAllTRsARf6RqrPWo1K8fGtCgO8rCB7Mo1svqHbjD=w408-h612-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:23.964Z,,,,
https://www.google.com/maps/place/Roman+Landscape+%7C+Central+Valley/data=!4m7!3m6!1s0x80945fe6a247a07d:0xe29d9bf6a2a82442!8m2!3d36.7602513!4d-119.7670007!16s%2Fg%2F11y0m5vc4q!19sChIJfaBHouZflIARQiSoovabneI,Roman Landscape | Central Valley,5.0,7,Landscaper,"3446 E Lamona Ave, Fresno, CA 93703, United States","Q66M+45 Fresno, California, USA",https://rlandscapecorp.com/,+1 650-771-4904,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFthtE_nh3mryVDGWtbfyckaPfnImL33xjOgchK4uiQGaulTJPugfAByA4xqRY9tFMRteO1xACMGzCcQwC9QqCAqgJwLdWOjL_QmuA5qIRehlDt0HDxEOlfkaXMQmAZTTLRplIRbc20qfn6=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:28.659Z,,,,
https://www.google.com/maps/place/Olsen+Landscape+Design/data=!4m7!3m6!1s0x8094673fa62240a1:0x86a032403b9d9eb9!8m2!3d36.8055174!4d-119.7732345!16s%2Fg%2F11frdw2r3t!19sChIJoUAipj9nlIARuZ6dO0AyoIY,Olsen Landscape Design,4.8,14,Landscape designer,,,http://www.olsenlandscapedesign.com/,+1 559-903-8913,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5STy2Ds8WL3acD9MEigsq1x2jB2GPpjkcnReEy9C1xdVcAMgNJN4_g_IKiQH_o1XRzZNriOTftLzsO0SIdhOJH2KDj0Ch9waZs2ImFhjyd7ZoCkTntfA7I1B5EbzlRPsQ55dU7Q=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:33.456Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Hal+landscaping+Co/data=!4m7!3m6!1s0x22f281ab597508e3:0x30347e1dbeba3e17!8m2!3d36.779497!4d-119.861581!16s%2Fg%2F11jzw8y0g5!19sChIJ4wh1WauB8iIRFz66vh1-NDA,Hal landscaping Co,4.9,34,Tree service,,,https://www.hallandscaping.com/,+1 559-360-8642,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGVJYZH6f3EhXCrl1-XcSiFDC59nONo4Efls0s0npLryT6mTdsIhJTYBQSz1OZunmwcZ-TstkYI7Tr1-HA5EM07FRdhEetlIJahYjy8_m8hdAsS8YopzfdT2oZVnOtpz43I-4_XzhDMsql=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:38.059Z,,,,
https://www.google.com/maps/place/RS+Landscaping/data=!4m7!3m6!1s0x4b2dfa1bada38ec3:0x7ee1c083ef826452!8m2!3d36.9027485!4d-119.6410985!16s%2Fg%2F11swkmdq32!19sChIJw46jrRv6LUsRUmSC74PA4X4,RS Landscaping,4.8,12,Lawn care service,,,https://www.rslawncareservicesfresno.com/,+1 559-540-9497,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHd3lLKNvdVZcctvZVmFjMQxCYUSC4998VMS5gRSiJJSExTxHHfAgM7CH2HGugd9VgDvI-dzKDPt5sPLGRsQB_W467rDbhogDaM5Fi7wgGIA0Vn5ohHxnkc6NiVILVCiVRGj3HHSQ=w408-h305-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:42.665Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/New+Image+Landscaping+-+Landscape+Design+and+Hardscape/data=!4m7!3m6!1s0x8094676b4cb59eaf:0x7f1f2e9e98a8c27!8m2!3d36.7896645!4d-119.797541!16s%2Fg%2F11ks0yh968!19sChIJr561TGtnlIARJ4yK6eny8Qc,New Image Landscaping - Landscape Design and Hardscape,5.0,28,Landscaper,"3959 N College Ave, Fresno, CA 93704, United States","Q6Q2+VX Fresno, California, USA",https://newimagelandscapingfresno.com/,+1 559-343-3175,"Open · Closes 7 pm

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZNDo2PfllTYti28IrswLF3Bt9HpkPjQRj-oEJ4g35Fi0dRWDc3tM4qPqohT8u2uep7wz1g-y5CoZTIUmAgpuZcweg5xL-RYRwURFAfZCwsbtjoZzc9AvSR8k6GcNMm1j5NYXoPbN4ZWMa=w408-h306-k-no,true,6:30 am–7 pm,6:30 am–7 pm,6:30 am–7 pm,6:30 am–7 pm,8 am–5 pm,6:30 am–7 pm,6:30 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:47.719Z,Identifies as Latino-owned,,,
https://www.google.com/maps/place/The+Landscaping+Masters+Inc./data=!4m7!3m6!1s0x80945c3bd0858d61:0xad25004e4dda0a89!8m2!3d36.7870617!4d-119.7274958!16s%2Fg%2F11c2j9rcps!19sChIJYY2F0DtclIARiQraTU4AJa0,The Landscaping Masters Inc.,4.5,47,Landscaper,"4985 E Dakota Ave, Fresno, CA 93727, United States","Q7PF+R2 Fresno, California, USA",https://www.thelandscapingmasters.com/,+1 559-899-9053,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXlE-ECC_Jg5h_Dctu9ZoR9vCbAJr71bVkiLKdp8Tb3U2HV3uFVepjf982rEuh_wpsw8r1ektdMzS8NIuYIgfE84nDIJDHNhfKi-qNdD5I1HjCGloeMWRTCDjkofwbEJxsMmlG=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:52.520Z,,,,
https://www.google.com/maps/place/New+vision+landscape+company/data=!4m7!3m6!1s0x809465bef95c8d79:0x19e697f8cc1fc9bf!8m2!3d36.7987995!4d-119.8941165!16s%2Fg%2F11kb7xkb0l!19sChIJeY1c-b5llIARv8kfzPiX5hk,New vision landscape company,5.0,31,Landscape designer,"4376 N Gregory Ave, Fresno, CA 93722, United States","Q4X4+G9 Fresno, California, USA",http://fresnolandscaping.net/,+1 559-765-7963,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfg9xGm_B1tFNpKSz8-t96nAVVyiEvd4KS01w1DJCZh8_i3z3qDP_iEX07BCxDsju7dRG_vQgUDMJdWEq0UkgTESFbtthHakaZV1pDujveb8yCi73eNYPXc1dGQIXKL3Z4ZYrL=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:23:57.240Z,,,,
https://www.google.com/maps/place/California+Tree+%26+Landscape/data=!4m7!3m6!1s0x80945fb82f386735:0xd39a4eb95457c5c0!8m2!3d36.713297!4d-119.7632861!16s%2Fg%2F1tkc2bx0!19sChIJNWc4L7hflIARwMVXVLlOmtM,California Tree & Landscape,5.0,13,Tree service,"2427 S Orange Ave, Fresno, CA 93725, United States","P67P+8M Fresno, California, USA",,+1 559-478-4133,Open · Closes 3:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-jrVD4k2wsJZ1PWmyOjjWjzIB5IyXen3ZfCH4t-NuJeMfN2636DaYZ3TurZa05tG-q55sYNsnz8ouUtjgcGt16PMgqsxz73ISMg9jj_3PHnVIDs1ddXpovh7-W7oEy7ZA8z20Ug=w408-h306-k-no,true,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-04-29T21:24:02.167Z,,,,
