placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/850+Autos+Service+Center/data=!4m7!3m6!1s0x88ec8b3ea9a4df87:0xde25147c0a732469!8m2!3d30.3774788!4d-84.2922649!16s%2Fg%2F11wj4m81fq!19sChIJh9-kqT6L7IgRaSRzCnwUJd4,850 Autos Service Center,4.8,87,Auto repair shop,"4808 Crawfordville Rd, Tallahassee, FL 32305, United States","9PG5+X3 Tallahassee, Florida, USA",https://www.850autosrepair.com/,+1 850-825-1240,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e7tVAkZ8x-u5PtfMAv-_QA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.47543&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:14.317Z,,,,
https://www.google.com/maps/place/Discount+Tire+And+Auto+Repair+LLC/data=!4m7!3m6!1s0x88ecf53cbeba0c6f:0x8cbe2f4dca54a803!8m2!3d30.3978927!4d-84.2832487!16s%2Fg%2F11gf6243fc!19sChIJbwy6vjz17IgRA6hUyk0vvow,Discount Tire And Auto Repair LLC,4.5,137,Auto repair shop,"114 Ridge Rd, Tallahassee, FL 32305, United States","9PX8+5P Tallahassee, Florida, USA",https://discounttiresandautorepair.com/,+1 850-544-7234,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopKoedmA2Jfsz-o91XGI_dscVQ-Qu-HrGmEP-1jA-b41cbd0jxUzRx_-kt0z4M3E80dhJAClAYFVTze9g6lan8PuypSFHNgs6Nbo3XWbqf6hU8ztTppqockKmqaZlbIKUHjc_FDA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:19.575Z,LGBTQ+ friendly,true,,
https://www.google.com/maps/place/Big+A%27s+Tire+%26+Wheel+Co/data=!4m7!3m6!1s0x88ecf52fac9305ab:0x60c0918caad3a79!8m2!3d30.4128678!4d-84.3028465!16s%2Fg%2F1tcyy7rj!19sChIJqwWTrC_17IgReTqtyhgJDAY,Big A's Tire & Wheel Co,4.4,258,Tire shop,"1142 W Orange Ave, Tallahassee, FL 32310, United States","CM7W+4V Tallahassee, Florida, USA",,+1 850-576-1703,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojb_hYJ3FonFaMw08i2Qsrc-clBw4cPOPyBxRp9n-aSQaOwU9E6MvMQPSnJupDd_RJxYQrKIt6t54BKkxh4hn--TLuti-Qxv32HFvIGrjc6sU006PbL3q7vubVumMtd5t9i-ZmXQ=w408-h544-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:24.015Z,,,· In-store pick-up,
https://www.google.com/maps/place/The+Tire+Centre+of+Florida/data=!4m7!3m6!1s0x88ecf54fe6e92935:0x34b7697ec24c5657!8m2!3d30.4132538!4d-84.280978!16s%2Fg%2F11c6cr02xk!19sChIJNSnp5k_17IgRV1ZMwn5ptzQ,The Tire Centre of Florida,4.6,214,Tire shop,"2620 S Monroe St, Tallahassee, FL 32301, United States","CP79+8J Tallahassee, Florida, USA",http://www.thetirecentre.com/,+1 850-671-4181,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5gDL54BuoKX1KcXlhW9v0aYjBK6cy12PajEzAO4SodagTuuCikF7uHwIdjlRl8iI6xOqWylK2rEP_D-sNPbm7_YYlkbXM2wgeJ0qLB9MaopYHVT2JO8ulI5e8lKzw_5njzvgh=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:28.430Z,Identifies as Latino-owned,,· In-store shopping · In-store pick-up,
https://www.google.com/maps/place/Thompson+Services+of+Tallahassee+LLC/data=!4m7!3m6!1s0x88ecf54ce86da873:0x1a032de1a02f90a2!8m2!3d30.4046606!4d-84.2838382!16s%2Fg%2F11gfhqg072!19sChIJc6ht6Ez17IgRopAvoOEtAxo,Thompson Services of Tallahassee LLC,4.4,39,Tire shop,"3014 1/2, S Adams St, Tallahassee, FL 32301, United States","CP38+VF Tallahassee, Florida, USA",,+1 850-284-5907,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmdNzVMOcCdJikjc2SmHXhG8Q0U3EYG2osmQEPE51ZbJku905m4FQHeP5nYmkFrrjZ2ifmVp7leqKegcGfzP6k7hQY7dXhvbhVgI62SfLAvLPiOXHHxfDJAygGD6VkJZjo7ok9=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:32.864Z,,true,· In-store shopping · In-store pick-up,
"https://www.google.com/maps/place/B%26R+Automotive/@30.3930281,-84.278259,17z/data=!3m1!4b1!4m6!3m5!1s0x88ec8be71b2ff6ad:0x28e89e6be43fec19!8m2!3d30.3930281!4d-84.278259!16s%2Fg%2F11z10fsqgs",B&R Automotive,5.0,5,Auto repair shop,"3700 Woodville Hwy, Tallahassee, FL 32305, United States","9PVC+6M Tallahassee, Florida, USA",,+1 850-222-5053,Open · Closes 5 pm,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:39.058Z,,,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88ec85bcb140cea7:0x15c4779e79635915!8m2!3d30.219133!4d-84.360787!16s%2Fg%2F11x1bzj4q_!19sChIJp85AsbyF7IgRFVljeZ53xBU,Firestone Complete Auto Care,4.7,255,Tire shop,"24 Linzy Store Rd, Crawfordville, FL 32327, United States","6J9Q+MM Crawfordville, Florida, USA",https://www.firestonecompleteautocare.com/florida/crawfordville/24-Linzy-Store-Road/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 850-296-1759,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQM2qbGdgMornrC2bI13WL2UkwbpavLB7-Vv3moRbgX3k_EYvX9ofrj3ifo1RreQkk5ESTZI-xmlY-Axg0ooK97tMliZeHS5vbUBc4emA1xqC7f8p49sBGGkGAu9qVYxi7g6UEPVyntyoH=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:43.676Z,LGBTQ+ friendly,,· Kerbside pickup,
https://www.google.com/maps/place/Crawfordville+Auto+Repair+and+Tires/data=!4m7!3m6!1s0x88ec85f00c7a3eb9:0xf4198cc691708e7a!8m2!3d30.2124256!4d-84.3650858!16s%2Fg%2F1ptxmsr4n!19sChIJuT56DPCF7IgReo5wkcaMGfQ,Crawfordville Auto Repair and Tires,4.4,224,Auto repair shop,"2170 Crawfordville Hwy, Crawfordville, FL 32327, United States","6J6M+XX Crawfordville, Florida, USA",https://crawfordvilleauto.com/,+1 850-926-4466,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3x6ujZUl2nP4ZF2BqCRFQ46ceQZ_cvHxLmSo76olr83iovsKHdmnJhE1kIyTwt5A3DoZW9UdOnKfipycVYDHKo-IivFy7ueOFJls-du-AGrlFemqL4xN_TB88NMMY8dLQq6LmNw=w470-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:48.097Z,,,,
https://www.google.com/maps/place/Auto+Tech/data=!4m7!3m6!1s0x88ec8aedbd95230d:0x2dcea017ce99c2eb!8m2!3d30.3772134!4d-84.2702853!16s%2Fg%2F1wfvngsv!19sChIJDSOVve2K7IgR68KZzhegzi0,Auto Tech,4.1,46,Auto repair shop,"4549 Woodville Hwy, Tallahassee, FL 32305, United States","9PGH+VV Tallahassee, Florida, USA",,+1 850-671-3500,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=btZ1ol26sJ5-snviHRR-og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.40496&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:52.472Z,,,,
https://www.google.com/maps/place/24+hour+mobile+tires/data=!4m7!3m6!1s0x88ecf52219c0d671:0xd19ec374ad6d0811!8m2!3d30.4257199!4d-84.3038566!16s%2Fg%2F11mz0y4n30!19sChIJcdbAGSL17IgREQhtrXTDntE,24 hour mobile tires,4.8,20,Auto repair shop,"1224 McCaskill Ave, Tallahassee, FL 32310, United States","CMGW+7F Tallahassee, Florida, USA",https://mobiletireassist.com/,+1 850-322-3491,"Open 24 hours

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPsqR-v6pa_TXKKIiQANlcPg2VTJGETNjcRHIikh8199QTEzvxw0DtEZe7UNGUanv9AQYMI1oecaZtnHIXwXDkR4L7iLEq2rjxlrK5qF0s25HDhFJMbnlyToKpl9bI0qsmK6pYBuAz97k=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-03-23T16:59:56.838Z,,,,
