placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/YES+Auto+Center/data=!4m7!3m6!1s0x89e3835a7cfa6759:0x20848412a8cab0ba!8m2!3d42.358742!4d-71.203742!16s%2Fg%2F11s9myjwfv!19sChIJWWf6fFqD44kRurDKqBKEhCA,YES Auto Center,5.0,164,Car repair and maintenance service,"454 Watertown St, Newton, MA 02460, United States","9Q5W+FG Newton, Massachusetts, USA",http://www.yesautocenter.com/,+1 781-518-6903,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0lQfrG94NsIfVtIRgPGYr9zyfGY4GJtK6Osphh3faNFPL8xXuk2h5nw74CRx_hppBsPBhepogrQdBsEkwHz6DzwUJTtnDJUPUwo5yhsBuhGM1chqANzYgcetirE4a8p3Hksam8GXurdzF=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:18:40.687Z,,
https://www.google.com/maps/place/Meineke+Car+Care+Center/data=!4m7!3m6!1s0x89e3a40c57cd9883:0x842f27126e59b243!8m2!3d42.629128!4d-71.307641!16s%2Fg%2F1tvw5yrf!19sChIJg5jNVwyk44kRQ7JZbhInL4Q,Meineke Car Care Center,4.3,533,Auto repair shop,"948 Gorham St, Lowell, MA 01852, United States","JMHR+MW Lowell, Massachusetts, USA",https://www.meineke.com/locations/ma/lowell-425/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website,+1 978-703-8519,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo4Tj3wQA7K_lVIoc6ObrNBS1R_VNgFNq8sUV1P6JIaDYIbBKTpJprcrz1AvHgz3aPz_lb1cRcBElPIscUwFPjsibtaaeEiCVxgJ3bpgrB6dflLLPV7V4LLTJr17j8TXAbCHs9TKh55_Zt8=w441-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:18:46.501Z,,
https://www.google.com/maps/place/Tire+Warehouse/data=!4m7!3m6!1s0x89e3a471dd806fc9:0x405e4d4ebab3e079!8m2!3d42.6327626!4d-71.3183548!16s%2Fg%2F1tmk9htz!19sChIJyW-A3XGk44kReeCzuk5NXkA,Tire Warehouse,4.2,772,Tire shop,"236 Chelmsford St, Lowell, MA 01851, United States","JMMJ+4M Lowell, Massachusetts, USA",https://locations.tirewarehouse.net/ma/lowell/236-chelmsford-st?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_961,+1 978-458-0707,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoR3Viv9lkVzZaUegmbdmcy3AgQsGNRArTfNu5tES2OG1Tm9cp28NrfFTWOK24HI7TLf8_KUCjnRhoTA4u2cPL4eoLofXcwwyZwY0kJTIWAGdVoHIIf2AOTbcm5jvfnNrRwk81l=w493-h240-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:18:52.709Z,· In-store shopping · In-store pick-up,
https://www.google.com/maps/place/Hogan+Tire+%26+Auto+-+Lowell/data=!4m7!3m6!1s0x89e3a6a42041ad33:0x354774def3352bb3!8m2!3d42.6305384!4d-71.281463!16s%2Fg%2F1w0sdws8!19sChIJM61BIKSm44kRsys18950RzU,Hogan Tire & Auto - Lowell,4.6,246,Tire shop,"661 Rogers St, Lowell, MA 01852, United States","JPJ9+6C Lowell, Massachusetts, USA",https://www.hogantire.com/lowell-ma/?utm_source=google&utm_medium=organic&utm_campaign=google-maps,+1 978-458-6600,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNUvFjA_MJarDbdfi6Gg_NU45eoid7E5D7rS4F5Kl8u3nO-inMIwmTbj6tTJAm25QbyCck-wnlfPSgefQhJzMeRwckGl492g30SoMDwv7csfroH0ssd7c5DnLSRy1snHZIZOvD=w408-h306-k-no,true,7:45 am–5 pm,7:45 am–5 pm,7:45 am–5 pm,7:45 am–5 pm,7:45 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:18:58.302Z,· In-store shopping,
https://www.google.com/maps/place/Towne+Line+Tire+%26+Auto+Repair/data=!4m7!3m6!1s0x89e3a49ba8fdf44f:0xa3eb3780779bb3d8!8m2!3d42.63634!4d-71.35017!16s%2Fg%2F1thw34nf!19sChIJT_T9qJuk44kR2LObd4A366M,Towne Line Tire & Auto Repair,4.8,185,Auto repair shop,"1625 Middlesex St SUITE 1, Lowell, MA 01851, United States","JJPX+GW Lowell, Massachusetts, USA",http://www.townelinetire.com/,+1 978-937-1810,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOx5NJ62Ff8xDjoDduoszSgVVpB4IAxCuhcywi8jIinZp-2fkmipzb28T7xyyaXb82aTuarsCArN4f--_yMhf6y3GP0IV-6yQ6iPb_GjikjoC8JCq0W_LGltVI-JlqSlV3OPu8Pg=w408-h283-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:19:03.605Z,,
https://www.google.com/maps/place/Monro+Auto+Service+and+Tire+Centers/data=!4m7!3m6!1s0x89e3a46c23d5eb41:0xcdba303a80a1a4d9!8m2!3d42.6371194!4d-71.3168045!16s%2Fg%2F1tqp_7xw!19sChIJQevVI2yk44kR2aShgDowus0,Monro Auto Service and Tire Centers,4.1,334,Tire shop,"77 Chelmsford St, Lowell, MA 01851, United States","JMPM+R7 Lowell, Massachusetts, USA",https://locations.monro.com/ma/lowell/77-chelmsford-street?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_438,+1 978-458-8499,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepay6cdQvZvhAx6xLVldAEWk-YUJM2tFIA8fY1QyMgbckuZAV-sp-YJ1-2-6IarG2zkJ_9CiVA9I6uqUg5GtjdL2aXTC8eM9yeLN2aJZhltfv17USklm3-cxvvj-A4nzYk0dWw4fQ=w408-h306-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:19:08.902Z,· In-store shopping · In-store pick-up,
https://www.google.com/maps/place/VIP+Tires+%26+Service/data=!4m7!3m6!1s0x89e3a52beaf0d5b5:0x3c1d168a2833de31!8m2!3d42.6457892!4d-71.313553!16s%2Fg%2F11v67qhfz4!19sChIJtdXw6iul44kRMd4zKIoWHTw,VIP Tires & Service,4.8,310,Auto repair shop,"338 Merrimack St, Lowell, MA 01852, United States","JMWP+8H Lowell, Massachusetts, USA",https://www.vipauto.com/locations/lowell-ma,+1 978-364-2820,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepL9Y_z8ejPoS3d-eG1h-np12SoHvMPI3_jgvxAICokTlQNhAqlB8qK5yOS6MmJxXwrVzM-QSLv-D_lSMGX6uKwJjOxRt-UaU6pqspMXpngXGKzPVY7zfQQqzBBF9D1vsgFKNOO3cOLcZUT=w408-h272-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:19:14.481Z,,
"https://www.google.com/maps/place/Middlesex+Tire+%26+Auto+Center,+Car+Repair+and+Low+Price+Tires+in+Lowell+Mass/data=!4m7!3m6!1s0x89e3a49acf15bd2d:0x51c97055ea55cd8e!8m2!3d42.6372704!4d-71.3477989!16s%2Fg%2F1tkf1_7n!19sChIJLb0Vz5qk44kRjs1V6lVwyVE","Middlesex Tire & Auto Center, Car Repair and Low Price Tires in Lowell Mass",4.4,76,Auto repair shop,"1555 Middlesex St, Lowell, MA 01851, United States","JMP2+WV Lowell, Massachusetts, USA",http://www.middlesextire.com/,+1 978-453-4600,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepVCWoKQX3MM9uBaMAf9sJrqIyDHZResA0AcCnfeUo3ofQa6SnzKTPSDkHJwsEu0Zolt26YQj_uoeYUsH40izqhcL0dlYcnZhQxjL9BUH-NlZaGGOdPm-To4Lq0hDiKlYSDfsi9qA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:19:19.721Z,,
https://www.google.com/maps/place/Mavis+Tires+%26+Brakes/data=!4m7!3m6!1s0x89e3a6a4c02bb33b:0xca66228fc8f0dd0d!8m2!3d42.6299711!4d-71.2770041!16s%2Fg%2F11g9qgd16l!19sChIJO7MrwKSm44kRDd3wyI8iZso,Mavis Tires & Brakes,4.6,1343,Tire shop,"780 Rogers St, Lowell, MA 01852, United States","JPHF+X5 Lowell, Massachusetts, USA",https://www.mavis.com/locations/lowell-ma?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=1136,+1 978-827-0531,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5x749lQyrrWHpFwHyrs8ROcqZdbj4hOp2avj7NrIIQkIINC1sg6WAh8Gr_Pn-XlUTz9A8vAnF04-zBm_Kvxn9w5Q122xKP18qPvIj2fy1QEQJZlsNd30LwzZNpAuhcDu010YX=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:19:25.165Z,· In-store pick-up,
https://www.google.com/maps/place/Zero+Balla+New+and+Used+Tires/data=!4m7!3m6!1s0x89e3a466012588df:0x9d0d090a3d6e073f!8m2!3d42.6391109!4d-71.3232869!16s%2Fg%2F12lvrh_bh!19sChIJ34glAWak44kRPwduPQoJDZ0,Zero Balla New and Used Tires,4.3,134,Used tire shop,"67 Payne St #4, Lowell, MA 01851, United States","JMQG+JM Lowell, Massachusetts, USA",http://zero-tires.edan.io/,+1 978-735-2015,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerOPT-SxRDt6otkBwvAuIfPwstXafbU1M23o_OxYtGwK8U2ua1PzAVm8vyMoDu9FE19KxDTLMyhBRQt47IPMCliN9bbtf2DAUCRPI7e3O8YdUPb20M_fN1SYhmMrFwOwnp9DPBh=w408-h544-k-no,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2:30 pm,9 am–2:30 pm,"https://www.google.com/maps/search/tire+service+in+Lowell+MA/@42.6458914,-71.3127093,14z",2026-03-23T16:19:30.552Z,,
