placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes
https://www.google.com/maps/place/Park+Omaha/data=!4m7!3m6!1s0x87938fad3436a705:0x8c0cbf49fd69fd37!8m2!3d41.2570498!4d-95.9403931!16s%2Fg%2F11bwpyrqww!19sChIJBac2NK2Pk4cRN_1p_Um_DIw,Park Omaha,2.7,35,Parking garage,"1819 Farnam St Suite 308, Omaha, NE 68183, United States","7345+RR Omaha, Nebraska, USA",https://www.parkomaha.com/,+1 402-444-7275,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipN3_L74I2skh4SCkwXfA63-NskH99026ZU7qgfs=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:24.661Z,,
https://www.google.com/maps/place/Paramount+Parking+Inc/data=!4m7!3m6!1s0x87938b7c73156eb3:0xbe10b32ea84e1c20!8m2!3d41.1989676!4d-96.032052!16s%2Fg%2F12614v2ms!19sChIJs24Vc3yLk4cRIBxOqC6zEL4,Paramount Parking Inc,4.6,11,Parking lot,"5900 S 77th St #2, Omaha, NE 68127, United States","5XX9+H5 Omaha, Nebraska, USA",https://www.omahaparking.com/,+1 402-339-8998,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4IHJwFs-gAs14U8iwNw9ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.93976&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:30.388Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87938f7712e5e7b3:0xc3e4bb6bc359eb9d!8m2!3d41.268445!4d-95.9360953!16s%2Fg%2F11vzfd6t0b!19sChIJs-flEnePk4cRnetZw2u75MM,parkingmgt.com,,,Parking lot,"1502 Cuming St, Omaha, NE 68102, United States","7397+9H Omaha, Nebraska, USA",https://parkingmgt.com/omaha-design-center/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1dhNXYt69yyPNJHZ8tXfJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.52817&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:35.710Z,,
https://www.google.com/maps/place/ParkIt+Valet+%26+Parking+Services/data=!4m7!3m6!1s0x879393984e91cc3d:0xdd884c0199c6fc00!8m2!3d41.299213!4d-96.010168!16s%2Fg%2F11wj2zbm9b!19sChIJPcyRTpiTk4cRAPzGmQFMiN0,ParkIt Valet & Parking Services,,,Valet parking service,"6311 Ames Ave Unit 275, Omaha, NE 68104, United States","7XXQ+MW Omaha, Nebraska, USA",https://www.parkit-valet.com/,+1 402-205-4221,,https://lh3.googleusercontent.com/p/AF1QipOuqHmAd5EfB8YBOTW5vqmRIdudOzIuiQand7s0=w408-h463-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:38.414Z,,
https://www.google.com/maps/place/OPPD+Parking/data=!4m7!3m6!1s0x87938fac53287a6b:0x71a164c503d40934!8m2!3d41.2557674!4d-95.9378425!16s%2Fg%2F11f2gsljqk!19sChIJa3ooU6yPk4cRNAnUA8VkoXE,OPPD Parking,4.0,5,Parking lot,"1656 Howard St, Omaha, NE 68102, United States","7346+8V Omaha, Nebraska, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ObCqRzqqRZBvmymF5jsWNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.1063175&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:41.056Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87938f58282d4037:0x57e60d4041b1f0df!8m2!3d41.2585975!4d-95.9292098!16s%2Fg%2F11v_9yw93b!19sChIJN0AtKFiPk4cR3_CxQUAN5lc,parkingmgt.com,1.0,1,Parking lot,"210 S 10th St, Omaha, NE 68102, United States","735C+C8 Omaha, Nebraska, USA",https://parkingmgt.com/omaha-parking-management-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KlXAyDha-b6_HoxkYwIURw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.705449&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:45.886Z,,
https://www.google.com/maps/place/Parking+Lot+Services+LLC/data=!4m7!3m6!1s0x8793914f2ee5fdab:0xbc7577c85ee0baec!8m2!3d41.3106428!4d-95.9164035!16s%2Fg%2F11j4pnm56_!19sChIJq_3lLk-Rk4cR7LrgXsh3dbw,Parking Lot Services LLC,5.0,4,Foundation,"850 Hartman Ave, Omaha, NE 68110, United States","836M+7C Omaha, Nebraska, USA",https://parkinglotservicesllc.com/,+1 402-871-2738,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PNnqEioglWy7G8kZTtw-SQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.73442&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:50.981Z,,
https://www.google.com/maps/place/Parking+Area+Maintenance+Inc/data=!4m7!3m6!1s0x87938d60c1ff066f:0x1801aa8d0aa11790!8m2!3d41.3215133!4d-96.0609261!16s%2Fg%2F1td9f7ms!19sChIJbwb_wWCNk4cRkBehCo2qARg,Parking Area Maintenance Inc,4.8,59,Asphalt contractor,"9580 Ida St, Omaha, NE 68122, United States","8WCQ+JJ Omaha, Nebraska, USA",https://www.parkingmaintenanceomaha.com/?utm_source=maps&utm_medium=listing&utm_campaign=Parking+Area+Maintenance+Inc&utm_id=GBP,+1 402-496-3400,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMeydLwBKqe_mhCyPMUTwhb-OSGjqlkWR-1nlU8=w426-h240-k-no,true,5:30 am–6 pm,5:30 am–6 pm,5:30 am–6 pm,5:30 am–6 pm,Closed,Closed,5:30 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:43:56.203Z,LGBTQ+ friendly,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87938f916a9910b9:0xc8838306dbde2bd5!8m2!3d41.2584348!4d-95.9461314!16s%2Fg%2F11vx6c1jn7!19sChIJuRCZapGPk4cR1Sve2waDg8g,parkingmgt.com,,,Parking lot,"2311 Douglas St, Omaha, NE 68102, United States","7353+9G Omaha, Nebraska, USA",https://parkingmgt.com/2311-douglas-street/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b8XCsdEc4wtjCiagBeVGRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.34491&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:44:01.036Z,,
https://www.google.com/maps/place/Marriott%2FCapitol+District+Parking+Garage/data=!4m7!3m6!1s0x87938fb092f9e423:0x55e1fb7b6aef047f!8m2!3d41.2618894!4d-95.931201!16s%2Fg%2F11f5hkzhcr!19sChIJI-T5krCPk4cRfwTvanv74VU,Marriott/Capitol District Parking Garage,3.6,24,Parking garage,"325 N 12th St, Omaha, NE 68102, United States","7369+QG Omaha, Nebraska, USA",https://www.marriott.com/hotels/travel/omadm-omaha-marriott-downtown-at-the-capitol-district/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2&y_source=1_NDIyOTQ5My03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyU7652iWJEKADl2OxvJirhsakSKc3qaDJdS4yzePizq6xHphUMf9oKnnaD-bBK-vgAE4hbDpeWKOfDutoWw6ePQPWb-zce0KC-EbZOuNyJ6lLNBbLk7bO20Lj3TL2Ltso9cBpivQ=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-10-28T18:44:06.102Z,,
