placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error,attributes
"https://www.google.com/maps/place/Sutter+Medical+Center,+Sacramento+Infusion+Center/data=!4m7!3m6!1s0x809ad19697148177:0xc359165a50de39b0!8m2!3d38.5712646!4d-121.4699909!16s%2Fg%2F11vlbt_f6m!19sChIJd4EUl5bRmoARsDneUFoWWcM","Sutter Medical Center, Sacramento Infusion Center",5.0,2,Medical clinic,"2800 L St #210, Sacramento, CA 95816, United States","HGCJ+G2 Sacramento, California, USA",https://www.sutterhealth.org/find-location/facility/sutter-medical-center-sacramento-infusion-center-1043247539,+1 916-887-4977,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2_gYMKAGzRWXKSb49u5otA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.396225&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:05.223Z,,,,
https://www.google.com/maps/place/Option+Care+Health/data=!4m7!3m6!1s0x809ad0a303a0f917:0x73fc4d4fb4ac40d0!8m2!3d38.5802407!4d-121.4561987!16s%2Fg%2F11hbghfmdd!19sChIJF_mgA6PQmoAR0ECstE9N_HM,Option Care Health,3.5,13,Specialized clinic,"3301 C St STE 450, Sacramento, CA 95816, United States","HGJV+3G Sacramento, California, USA",https://optioncarehealth.com/locations/sacramento-ca-3301-c-street,+1 916-454-0444,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d-fau-BvqDOYuxTejGYHHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.4424&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:10.967Z,,,,
https://www.google.com/maps/place/University+of+Ca+Infusion+Center/data=!4m7!3m6!1s0x809ad07bed689449:0x611036bac2e8820a!8m2!3d38.5539612!4d-121.452418!16s%2Fg%2F1tmqgg94!19sChIJSZRo7XvQmoARCoLowro2EGE,University of Ca Infusion Center,,,Medical clinic,"4501 X St #1010, Sacramento, CA 95817, United States","HG3X+H2 Sacramento, California, USA",,+1 916-734-5858,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZnrLxh-NpfCTk-TQycPxAmvs_X0W9IkTWJsoePT3fPcwC4ycucpJTtATWsz3Jdqa5HJe0xnhJgs-pi7EA9c3CEu36J8Eu9v7Sy2IYTe5wes-mR6yk5P-q2DXOQV00q0_OTOFTSg=w493-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:14.337Z,,,,
https://www.google.com/maps/place/LUX+Wellness+CA:+IV+Drip+Sacramento/data=!4m7!3m6!1s0x809adb7e41dbf1b5:0x5be69bfd0c9b0dce!8m2!3d38.5638583!4d-121.467545!16s%2Fg%2F11vpmwszlg!19sChIJtfHbQX7bmoARzg2bDP2b5ls,LUX Wellness CA: IV Drip Sacramento,5.0,42,Local medical services,"1675 Alhambra Blvd Unit 200 Suite 2, Sacramento, CA 95816, United States","HG7J+GX Sacramento, California, USA",https://luxwellnessca.com/,+1 657-291-7107,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPEuXh4S4UxsIRhxDGPVA3G2rnkqXLHRkDhD0uo=w408-h306-k-no,true,8 am–4 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:19.346Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/American+River+Infusion+Services/data=!4m7!3m6!1s0x809ad7b6a2c0768f:0xa7cdcc65b08fcfd1!8m2!3d38.6408442!4d-121.485085!16s%2Fg%2F11rxh_02t9!19sChIJj3bAorbXmoAR0c-PsGXMzac,American River Infusion Services,5.0,26,Medical Center,"3855 N Freeway Blvd, Sacramento, CA 95834, United States","JGR7+8X Sacramento, California, USA",https://www.arinfusion.com/,+1 888-608-5757,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPo-KGhyvBVXQTcOUsNYW5zR_GGs-9C7_aM9Qsh=w408-h272-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:24.396Z,,,,
https://www.google.com/maps/place/Outpatient+Infusion/data=!4m7!3m6!1s0x809ad09b6a407aa1:0x4bee2e463114da6b!8m2!3d38.569837!4d-121.452588!16s%2Fg%2F11g9dspnmn!19sChIJoXpAapvQmoARa9oUMUYu7ks,Outpatient Infusion,,,Cancer treatment center,"4001 J St, Sacramento, CA 95819, United States","HG9W+WX Sacramento, California, USA",https://locations.dignityhealth.org/outpatient-infusion?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=Sacramento&utm_term=OutpatientInfusion&y_source=1_NjE3ODk5NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 916-453-4422,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CDCglw_CZGCEWbMGCT7IIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.744073&pitch=0&thumbfov=100,true,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:29.399Z,,,,
https://www.google.com/maps/place/advanced+infusion+center/data=!4m7!3m6!1s0x809ad936f713b3b3:0x855559150a3cfd7!8m2!3d38.6457737!4d-121.3619272!16s%2Fg%2F11c72m7yvy!19sChIJs7MT9zbZmoAR18-jUJFVVQg,advanced infusion center,5.0,7,Medical clinic,"4354 Auburn Blvd Ste 100, Sacramento, CA 95841, United States","JJWQ+86 Sacramento, California, USA",https://advancedinfusion.com/,+1 916-678-5840,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5NXvrWg0JVoVhO9S5iaDvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.74213&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:32.135Z,,,,
https://www.google.com/maps/place/University+of+Ca+Infusion+Center/data=!4m7!3m6!1s0x809ad07b17425eeb:0x5ff50d15222a9495!8m2!3d38.5520437!4d-121.4553166!16s%2Fg%2F1tqg0l61!19sChIJ615CF3vQmoARlZQqIhUN9V8,University of Ca Infusion Center,,,Home health care service,"2521 Stockton Blvd, Sacramento, CA 95817, United States","HG2V+RV Sacramento, California, USA",,+1 916-734-5500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7mf0K_sdZXfPUi3AwfH9yA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.8853&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:34.789Z,,,,
https://www.google.com/maps/place/UC+Davis+Infusion+Center/data=!4m7!3m6!1s0x809ad12ac0f699db:0x59dfaca6b513d609!8m2!3d38.5801212!4d-121.4565647!16s%2Fg%2F11yfgngntj!19sChIJ25n2wCrRmoARCdYTtaas31k,UC Davis Infusion Center,,,Doctor,"3301 C St suite 800a, Sacramento, CA 95816, United States","HGJV+29 Sacramento, California, USA",https://health.ucdavis.edu/patients-visitors/locations/specialty-care/cannery-business-park-3301-C-street,+1 916-551-2260,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KaI7a1qSAwHwMs4nyAf4FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.814959&pitch=0&thumbfov=100,true,Closed,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:39.503Z,,,,
https://www.google.com/maps/place/Sutter+Cancer+Center/data=!4m7!3m6!1s0x809ad0eadc1ff393:0x49605f1c3cb94e0f!8m2!3d38.5713119!4d-121.4699711!16s%2Fg%2F1pv5_j0_2!19sChIJk_Mf3OrQmoARD065PBxfYEk,Sutter Cancer Center,4.2,16,Medical clinic,"2800 L St, Sacramento, CA 95816, United States","HGCJ+G2 Sacramento, California, USA",https://www.sutterhealth.org/find-location/facility/sutter-cancer-center-1043246984,+1 916-454-6500,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipODAsOusTxFs78sQk07K3yNhq1FF0FGUFck6Bvb=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-09-28T23:42:44.525Z,,,,
