placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/CommuniCare+Health+Centers+-+San+Marcos+Clinic/data=!4m7!3m6!1s0x865ca9119d36d089:0x8128a66d0a0cb2e4!8m2!3d29.857701!4d-97.951156!16s%2Fg%2F1tfny_zr!19sChIJidA2nRGpXIYR5LIMCm2mKIE,CommuniCare Health Centers - San Marcos Clinic,4.9,1361,Medical clinic,"1941 S Interstate 35 #101, San Marcos, TX 78666, United States","V25X+3G San Marcos, Texas, USA",https://communicaresa.org/locations/san-marcos-campus/,+1 512-268-8900,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPeH-j9xsyipmdtmJEeXZHevLFbN6sDtUa1XMjd=w408-h272-k-no,true,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2025-09-29T00:00:09.419Z,,
"https://www.google.com/maps/place/Medix+Infusion+San+Marcos/@29.8499294,-97.9467808,17z/data=!3m1!4b1!4m6!3m5!1s0x865ca9005c2e4d1b:0xb81d75649c0adee2!8m2!3d29.8499294!4d-97.9467808!16s%2Fg%2F11xnvyfb19",Medix Infusion San Marcos,,,Medical clinic,"1340 Wonder World Dr bldg f ste 2203, San Marcos, TX 78666, United States","R3X3+X7 San Marcos, Texas, USA",http://www.medixinfusion.com/,,"Closed ⋅ Opens 9 am Mon

Updated by others 9 weeks ago",,,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2025-09-29T00:00:16.825Z,,
https://www.google.com/maps/place/Texas+Oncology-San+Marcos/data=!4m7!3m6!1s0x865ca8978d26723f:0x10d8ecc1811f0dfe!8m2!3d29.8516926!4d-97.947966!16s%2Fg%2F1tdzx466!19sChIJP3ImjZeoXIYR_g0fgcHs2BA,Texas Oncology-San Marcos,4.1,22,Cancer treatment center,"1308 Wonder World Dr, San Marcos, TX 78666, United States","V322+MR San Marcos, Texas, USA",https://www.texasoncology.com/cancer-centers/san-marcos/san-marcos/medical-oncology,+1 512-396-5199,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xWJyQ2ScL6v0Mqzz6BClGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.62401&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2025-09-29T00:00:22.317Z,,
https://www.google.com/maps/place/Austin+Regional+Clinic:+ARC+Far+West/data=!4m7!3m6!1s0x8644cb048d35d007:0xc4c72fcc164981cc!8m2!3d30.351358!4d-97.7506!16s%2Fg%2F12hx7dcm_!19sChIJB9A1jQTLRIYRzIFJFswvx8Q,Austin Regional Clinic: ARC Far West,3.8,759,Medical clinic,"6835 Austin Center Blvd, Austin, TX 78731, United States","962X+GQ Austin, Texas, USA",https://www.austinregionalclinic.com/clinics/arc-far-west?utm_source=online-directory&utm_campaign=yext&utm_content=location-fw-bio,+1 512-346-6611,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNNEekx_0NeRu-ms_jOUHAdKVTRuWA57q5GC70b=w408-h308-k-no,true,8 am–5 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,8 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-09-29T00:00:36.844Z,,
https://www.google.com/maps/place/Specialty+Clinic+of+Austin-+A+TeleMed2U+Co./data=!4m7!3m6!1s0x8644ca855e7550db:0xcad83de148880a50!8m2!3d30.407864!4d-97.704037!16s%2Fg%2F12cpn8th2!19sChIJ21B1XoXKRIYRUAqISOE92Mo,Specialty Clinic of Austin- A TeleMed2U Co.,3.5,337,Psychiatrist,"2217 Park Bend Dr #300, Austin, TX 78758, United States","C75W+49 Austin, Texas, USA",http://www.specialtyaustin.com/,+1 512-382-1933,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMpNcbpZHb2J9_RgkXcPS6TY0uxkq_t1KgoYsy0=w408-h306-k-no,true,Closed,"8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm","8 am–1 pm, 2:30–4:30 pm",Closed,"https://www.google.com/maps/search/Infusion+centers+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-09-29T00:00:41.980Z,,
https://www.google.com/maps/place/Ascension+Seton+Infusion+Center/data=!4m7!3m6!1s0x8644b5a239cb7427:0x5efd038a59cd8ad3!8m2!3d30.2772867!4d-97.7350273!16s%2Fg%2F1tf0q_rn!19sChIJJ3TLOaK1RIYR04rNWYoD_V4,Ascension Seton Infusion Center,3.2,19,Cancer treatment center,"1601 Trinity St Suite 804, Austin, TX 78712, United States","77G7+WX Austin, Texas, USA",https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Ascension-Seton-Infusion-Center,+1 512-324-7865,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMykdcGCOJgdDVpL3KciyHQYkIyKyeqG6HR_yg5=w426-h240-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-09-29T00:00:47.024Z,,
https://www.google.com/maps/place/Illumma+Ketamine+Infusion+Clinic+-+Central+Austin/data=!4m7!3m6!1s0x8644b5375f018895:0xbb041ad01329abac!8m2!3d30.2885787!4d-97.7282502!16s%2Fg%2F11g_x7js28!19sChIJlYgBXze1RIYRrKspE9AaBLs,Illumma Ketamine Infusion Clinic - Central Austin,4.8,108,Mental health clinic,"2911 Medical Arts St Suite 19A, Austin, TX 78705, United States","77QC+CM Austin, Texas, USA",https://www.illumma.com/,+1 512-686-5935,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipODAfXf1oyNvbG85qP48TcROl1QUBn1lXOVDD29=w480-h240-k-no,true,Closed,9 am–5 pm,11 am–6 pm,9 am–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-09-29T00:00:52.035Z,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x865b4be0d294dbdb:0x98a447a9fb7a26f1!8m2!3d30.2705122!4d-97.7883463!16s%2Fg%2F11xcmvmycc!19sChIJ29uU0uBLW4YR8SZ6-6lHpJg,IVX Health Infusion Center,4.7,6,Medical clinic,"2785 Bee Caves Rd Suite 331, Rollingwood, TX 78746, United States","76C6+6M Rollingwood, Texas, USA",http://www.ivxhealth.com/locations/texas/austin/west-lake-hills,+1 512-541-4177,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOwyFTJrb8Yrr30vN7KyAwfvV2ZRoDM1oeM7UvF=w426-h240-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,10 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-09-29T00:00:56.988Z,,
https://www.google.com/maps/place/Ascension+Seton+Specialty+Care+Center/data=!4m7!3m6!1s0x8644b567813cab5d:0x9a6e6d1d14ff4c18!8m2!3d30.277163!4d-97.7350662!16s%2Fg%2F11rwykzd5y!19sChIJXas8gWe1RIYRGEz_FB1tbpo,Ascension Seton Specialty Care Center,1.0,2,Medical clinic,"1601 Trinity St Suite 804, Austin, TX 78712, United States","77G7+VX Austin, Texas, USA",https://healthcare.ascension.org/locations/texas/txaus/austin-ascension-seton-infusion-center,+1 512-324-7865,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8NFrU5lCFYxImDfR86bWvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.842335&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-09-29T00:01:01.885Z,,
https://www.google.com/maps/place/Paragon+Austin+Infusion+Center/data=!4m7!3m6!1s0x8644ca8797066143:0x33816a069ca9dc26!8m2!3d30.3020805!4d-97.7425556!16s%2Fg%2F1thvt2jd!19sChIJQ2EGl4fKRIYRJtypnAZqgTM,Paragon Austin Infusion Center,4.1,45,Specialized clinic,"720 W 34th St #104, Austin, TX 78705, United States","8724+RX Austin, Texas, USA",http://paragonhealthcare.com/ivc,+1 512-261-4800,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO9p25oyvCVJlsb864lNI92pteGPUMJI5XBf3Q7=w408-h306-k-no,true,Closed,8 am–8 pm,8 am–6 pm,8 am–8 pm,8 am–6 pm,8 am–8 pm,8 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Austin+San+Marcos+TX/@30.267153,-97.7430608,14z",2025-09-29T00:01:06.883Z,,
