placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Maillarde+Water+Damage/data=!4m7!3m6!1s0x88de051bccc8ee21:0xdaccc6055acea477!8m2!3d40.7033904!4d-89.5965747!16s%2Fg%2F11krd9l5wc!19sChIJIe7IzBsF3ogRd6TOWgXGzNo,Maillarde Water Damage,5.0,1,Water damage restoration service,"215 W Columbia Ter, Peoria, IL 61606, United States","PC33+99 Peoria, Illinois, USA",http://maillardewaterdamage.com/locations/peoria/,+1 309-223-8084,Open 24 hours,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JQA14jJ2hn-qsNDEjUtSpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.018911&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:30:35.935Z,,,
https://www.google.com/maps/place/River+City+Mold+Removal+Solutions/data=!4m7!3m6!1s0x880a5928859c65e1:0x5c5b64c5e50ecd8b!8m2!3d40.700443!4d-89.60544!16s%2Fg%2F11s1rsb7br!19sChIJ4WWchShZCogRi80O5cVkW1w,River City Mold Removal Solutions,4.7,12,Contractor,"1017 N Douglas St, Peoria, IL 61606, United States","P92V+5R Peoria, Illinois, USA",http://moldremovalpeoriail.com/,,Closed · Opens 7 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hbiiLs7kKsB9CZlHFNcKLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.91822&pitch=0&thumbfov=100,true,7–8 am,7–8 am,7–8 am,7–8 am,7–8 am,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:30:41.701Z,,,
https://www.google.com/maps/place/Restoration+Builders+of+Illinois/data=!4m7!3m6!1s0x880a5bcb63cdfe35:0x825675404aee7749!8m2!3d40.7305216!4d-89.5889902!16s%2Fg%2F11g7d9x0sw!19sChIJNf7NY8tbCogRSXfuSkB1VoI,Restoration Builders of Illinois,4.5,110,Roofing contractor,"3521 N California Ave, Peoria, IL 61603, United States","PCJ6+6C Peoria, Illinois, USA",https://restorbuilders.com/locations/peoria-illinois/?utm_medium=local&utm_source=gmb&utm_campaign=peoria,+1 309-346-6604,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSoL3k51J9QEXf71U4ZIm4qOohwewWUgPCNFHgKXyZb9Gi18aJw_gYTikVkmmfXIPH5nNq1lnb8P-r5aIjZ6BY0EICktyDRgX3vQks8omVM_pHlRwAqaC7VqmEIDZ8uRArD9CEBg=w408-h345-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:30:47.271Z,,,
https://www.google.com/maps/place/River+City+Restore/data=!4m7!3m6!1s0x459e576733ed3a3d:0x5e21c6df9eabb1f0!8m2!3d40.6471335!4d-89.4262786!16s%2Fg%2F11vxv0xnz5!19sChIJPTrtM2dXnkUR8LGrnt_GIV4,River City Restore,5.0,32,Water damage restoration service,,,https://rcrestore.com/,+1 309-642-7155,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4asm49Sx5juH5UQ7fjHlIoFZdFWfsnkcuszJBrysB8zan-htHgGEs1tIeDPgqpTWVSkHMbWVM_Ar8QUHOUte2mqMljwrGjDX1ByKaoMjrXXkpaxS9CkFAS3ub3qXs36yyLpRNpw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:30:52.426Z,,,
https://www.google.com/maps/place/1-800+Water+Damage+of+Peoria+%2F+Bloomington/data=!4m7!3m6!1s0x880b713619d87d0f:0xe64bfbdcc5c1f3d8!8m2!3d40.6368386!4d-89.2861301!16s%2Fg%2F11gxjth1hh!19sChIJD33YGTZxC4gR2PPBxdz7S-Y,1-800 Water Damage of Peoria / Bloomington,5.0,20,Water damage restoration service,,,https://www.1800waterdamage.com/peoria-bloomington/,+1 309-204-8854,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfvRfpfBQkB52hUE_u6e2-PzQ9vKNhQ0Aakf8DMr2kzyLOP8hLF1X9ztYnS48tIFCfg0kOQXsw8NiA1PzvpkBxjm9FnxJ_aHNETWz8CnMEacfoPMJ8dZnw4BMhtk4NzTERuns=w408-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:30:57.264Z,,,
https://www.google.com/maps/place/Peoria+Water+Damage+Services/data=!4m7!3m6!1s0x872b6984f2adcead:0x9b044264a40367a!8m2!3d33.7539325!4d-112.3248305!16s%2Fg%2F11j118f1f7!19sChIJrc6t8oRpK4cRejZASiZEsAk,Peoria Water Damage Services,5.0,4,Water damage restoration service,,,http://peoriawaterdamage.com/,+1 623-244-8773,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer8G0N-nDeDOwVL41dqRlUVeCROqzrIOjWDKWUKswhKGQhT7Q8KXAmQVdaYZI-AIeFjHpfl0_hPsGVJ6_HIK4mpusRMWw3ld78I2m2Mk2D_0eJJXZlM4vrLjmLnAA9XphELXTZi=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:31:02.037Z,,,
https://www.google.com/maps/place/Hoerr+Carpet+Cleaning+and+Water+Restoration+Inc./data=!4m7!3m6!1s0x880a5caaea1692c1:0x5fd10ceab8cf7298!8m2!3d40.8045898!4d-89.633692!16s%2Fg%2F11cjkpmnq3!19sChIJwZIW6qpcCogRmHLPuOoM0V8,Hoerr Carpet Cleaning and Water Restoration Inc.,5.0,207,House cleaning service,"9601 N Allen Rd Suite 1, Peoria, IL 61615, United States","R938+RG Peoria, Illinois, USA",https://www.hoerrcarpetcleaning.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 309-696-1170,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqYPUNRHMASrGQcbJKL1pGzCbvJJt23gtd3PrRh_FdKTQrlfmpryOknVn48dQ6u3EvyM2Abfobc41wy5x9eJ5nXDdH5Em8BKsR5hOm7MbcMcywCab0asBSuJgpWlWPz5uuvr2Ncpw=w408-h406-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:31:07.012Z,,,
https://www.google.com/maps/place/Lane+Mold+Remediation+Peoria/data=!4m7!3m6!1s0x880a59698d3dcaa7:0x84d54a75c2a81f51!8m2!3d40.6958803!4d-89.5902063!16s%2Fg%2F11s3xyggsl!19sChIJp8o9jWlZCogRUR-ownVK1YQ,Lane Mold Remediation Peoria,5.0,5,Contractor,"222 NE Monroe St, Peoria, IL 61602, United States","MCW5+9W Peoria, Illinois, USA",,,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=93s3U7SuXAHvFsYglRcS0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.6112&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:31:11.831Z,,,
https://www.google.com/maps/place/Illinois+Home+Solutions/data=!4m7!3m6!1s0x880a54a4cc31c9d7:0xc3c832e417a046fb!8m2!3d40.224922!4d-89.2268605!16s%2Fg%2F1261j8m94!19sChIJ18kxzKRUCogR-0agF-QyyMM,Illinois Home Solutions,5.0,62,Building restoration service,,,http://www.illinoishs.com/,+1 309-300-2112,Closed · Opens 7:30 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5ar3aLwNqOerdv6yRNFjnus2mBPNWtWKdo3iN_o9daG5xTzHvMli0UImLMqXR6BmO_hGXsPoUYPHeKTzCjP04434XrywSGv3oGW6vlPSwXgD1U7HAGdB1axxXMivTIZ-ECkJrzg=w408-h306-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:31:16.575Z,,,
https://www.google.com/maps/place/PuroClean+of+Peoria/data=!4m7!3m6!1s0x880a5975511bc6d7:0xc5d844bf87487320!8m2!3d40.6855487!4d-89.5987647!16s%2Fg%2F11yyy3c1vd!19sChIJ18YbUXVZCogRIHNIh79E2MU,PuroClean of Peoria,,,Water damage restoration service,"820 SW Adams St Suite C, Peoria, IL 61602, United States","MCP2+6F Peoria, Illinois, USA",https://www.puroclean.com/bloomington-il/,+1 309-431-4003,"Open 24 hours

Confirmed by this business 7 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qBoQRs9PvlbYZLk8UqwHkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.04858&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T05:31:21.125Z,,,
