placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/B%26B+Pool+Experts/data=!4m7!3m6!1s0x880e2dd5c7214cab:0x491741a7a562ddb0!8m2!3d41.8908068!4d-87.6610378!16s%2Fg%2F11rgryqh9n!19sChIJq0whx9UtDogRsN1ipadBF0k,B&B Pool Experts,3.7,3,Swimming pool,"1353 W Grand Ave #1, Chicago, IL 60642, United States","V8RQ+8H Chicago, Illinois, USA",,+1 312-738-3100,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hVG7lnV4Ona4meW_TTji9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.4661&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:04.395Z,,,,
https://www.google.com/maps/place/The+Pool+Guys+LLC/data=!4m7!3m6!1s0x880fd3c9e9bfffff:0x6461c6e2c26ed070!8m2!3d42.6379544!4d-87.506119!16s%2Fg%2F11f54qb6kc!19sChIJ__-_6cnTD4gRcNBuwuLGYWQ,The Pool Guys LLC,3.7,22,Swimming pool repair service,,,http://www.thepoolguyschicago.com/,+1 312-919-4156,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNS6PHPBLF6F9qtQyFIk6Dmo9DSJCrc3kr5hn1Y=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,10 am–6 pm,8 am–8 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:10.351Z,,,,
"https://www.google.com/maps/place/Kleen360+-+A+360%C2%B0+Cleaning+%26+Sanitation+Organization,+Chicago/data=!4m7!3m6!1s0x880e2d6a1405ab29:0x6b22610bc8d0a38d!8m2!3d41.8847039!4d-87.6423329!16s%2Fg%2F11jg0l7xl1!19sChIJKasFFGotDogRjaPQyAthIms","Kleen360 - A 360° Cleaning & Sanitation Organization, Chicago",5.0,1,Cleaning service,"564 W Randolph St 2nd floor, Chicago, IL 60661, United States","V9M5+V3 Chicago, Illinois, USA",,+1 888-717-0360,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOnxXhB6xcZCuwTNS5kmMZPtQRbqwsCyhrySXTo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:15.335Z,,,,
https://www.google.com/maps/place/Basein%C5%B3+%C4%AFrengimas/data=!4m7!3m6!1s0x880e2cbcd120d315:0x7d50d37dfda78cb0!8m2!3d41.8783133!4d-87.6289662!16s%2Fg%2F11s0skc_r0!19sChIJFdMg0bwsDogRsIyn_X3TUH0,Baseinų įrengimas,,,Swimming pool contractor,"28 Jackson Boulevard, W Jackson Blvd, Chicago, IL 60604, United States","V9HC+8C Chicago, Illinois, USA",,+1 800-603-6035,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8dR2TjnfMj9dNWIykgVNRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.30634&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:18.165Z,,,,
https://www.google.com/maps/place/USA+Pools+-+IL/data=!4m7!3m6!1s0x880e2ca236dd3a0f:0xb9ee55b5aebf49fb!8m2!3d42.6379544!4d-87.506119!16s%2Fg%2F1hdz1vdcp!19sChIJDzrdNqIsDogR-0m_rrVV7rk,USA Pools - IL,3.0,2,Swimming pool contractor,,,http://www.usapoolsil.com/,+1 877-248-1872,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMYea0wvrfvcn8ecWzGmV56UaQma9LMeAzMkUNK=w408-h271-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:23.213Z,,,,
https://www.google.com/maps/place/Evolve/data=!4m7!3m6!1s0x880e2cbce091440b:0xe4ba20612530e86!8m2!3d41.8783245!4d-87.6266674!16s%2Fg%2F11cjj34m1t!19sChIJC0SR4LwsDogRhg5TEgaiSw4,Evolve,,,Swimming pool contractor,"28 Jackson Blvd # 1020, Chicago, IL 60604, United States","V9HF+88 Chicago, Illinois, USA",,+1 800-234-5677,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eLlcFHBRMj9_AqpzGhQthw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.24704&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:26.197Z,,,,
https://www.google.com/maps/place/JM+Swimming+Pools+Installation/data=!4m7!3m6!1s0x46a002ba5cf5f969:0xaf9cd309bfa71450!8m2!3d41.9743491!4d-87.9961305!16s%2Fg%2F11vw_r8l6k!19sChIJafn1XLoCoEYRUBSnvwnTnK8,JM Swimming Pools Installation,5.0,33,Construction company,,,https://jmswimmingpools.com/,+1 773-640-8405,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM1FuMRysSitD8Hgxvy08BAS4ET3qtR6Frcbno2=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:31.305Z,,,,
https://www.google.com/maps/place/Piscis+HC/data=!4m7!3m6!1s0x880e2e2bfb240d33:0x4e50b855bdeb197e!8m2!3d41.8061545!4d-87.942926!16s%2Fg%2F11v0byv1l2!19sChIJMw0k-ysuDogRfhnrvVW4UE4,Piscis HC,5.0,23,HVAC contractor,,,https://piscisheatingandcooling.com/contact/,+1 773-242-0112,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMjFBIiFwigNrMh8mLyKjr5bidrcA10k22FpBPy=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:36.235Z,,,,
https://www.google.com/maps/place/Laxmi+Infra/data=!4m7!3m6!1s0x880e2cbcd11d3335:0xa66ea11907f374c7!8m2!3d41.8783133!4d-87.6289662!16s%2Fg%2F11w22_w1j5!19sChIJNTMd0bwsDogRx3TzBxmhbqY,Laxmi Infra,,,Swimming pool contractor,"28 Jackson Blvd STE 1020, Chicago, IL 60604, United States","V9HC+8C Chicago, Illinois, USA",http://lakshmiinfra.in/,+1 800-603-6035,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8dR2TjnfMj9dNWIykgVNRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.30634&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:38.932Z,,,,
https://www.google.com/maps/place/Fildair+%26+Brothers+Pools+Service/data=!4m7!3m6!1s0x880fcd0003b6f2e5:0x79f08f3b09ad2fe!8m2!3d41.9649683!4d-87.7334703!16s%2Fg%2F11x321bkv8!19sChIJ5fK2AwDND4gR_tKasPMInwc,Fildair & Brothers Pools Service,5.0,7,Swimming pool,"4627 N Kasson Ave, Chicago, IL 60630, United States","X778+XJ Chicago, Illinois, USA",https://chicagopoolsservices.com/,+1 224-262-1509,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwF7c4WR3_caRfXGkS8MUVUe4FJNaT73hYmYFHxdXpFxdv5eQP6E55kze7u4ypWo8Eq60iH9f3P__bqZJUN1Y5zjPuBBC7XAq58q_X5pkQF_kaq4EFxle1sSgIw1QjgS1Dm0ny3xWiVM7C1=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-10-27T17:39:44.101Z,,,,
