placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Arkansas+Psychiatric+Clinic/data=!4m7!3m6!1s0x87d2a6c64935a297:0xd15c442c05568e93!8m2!3d34.7383647!4d-92.405119!16s%2Fg%2F1q5bmr_qk!19sChIJl6I1Scam0ocRk45WBSxEXNE,Arkansas Psychiatric Clinic,4.1,203,Psychiatrist,"4 Executive Center Ct Suite A, Little Rock, AR 72211, United States","PHQV+8X Little Rock, Arkansas, USA",http://www.apclr.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_LittleRock&utm_id=GBP_LittleRock,+1 501-448-0060,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPnqolRyfw2y-Unu69mOV29aHSBW9CQem7OIq6V=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:02:40.396Z,,
https://www.google.com/maps/place/Alleviant+Integrated+Mental+Health+-+Little+Rock/data=!4m7!3m6!1s0x87d2a4022662b1b7:0x51fc7e54a97bc7c3!8m2!3d34.7660068!4d-92.4015232!16s%2Fg%2F11gblf33yq!19sChIJt7FiJgKk0ocRw8d7qVR-_FE,Alleviant Integrated Mental Health - Little Rock,4.2,184,Mental health clinic,"11501 Huron Ln, Little Rock, AR 72211, United States","QH8X+C9 Little Rock, Arkansas, USA",https://www.alleviant.com/little-rock-ar,+1 866-951-4325,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMIccMEwICBGkTZDBkAknIUYUFhuHeCUV3FCFb2=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:02:46.299Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Rice+Clinic/data=!4m7!3m6!1s0x87d2a6af44c396b1:0x2a6a4fb6642059fa!8m2!3d34.7404751!4d-92.3871094!16s%2Fg%2F1wfvn5l6!19sChIJsZbDRK-m0ocR-lkgZLZPaio,Rice Clinic,4.8,592,Mental health clinic,"1301 Wilson Rd, Little Rock, AR 72205, United States","PJR7+55 Little Rock, Arkansas, USA",http://www.rice-clinic.com/,+1 501-225-0576,Closed · Opens 7:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlhgWjl3KuG-8ufYqDmHDMjl_qBK_2DjdSlrxR8HcyquMli4g6GhSAuQuXjaGjnU-Do6HOZr8apZSwj78kvTS27yi28fHSN--HX3ooLktvK_5sfDb_Y20SC0Jb4eZ5b-uW-8h9=w408-h306-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:02:51.152Z,,
https://www.google.com/maps/place/Psychiatric+Associates+of+Arkansas/data=!4m7!3m6!1s0x87d2a6aa037b8569:0x73d09dac78907936!8m2!3d34.7443376!4d-92.3810502!16s%2Fg%2F1tg875lh!19sChIJaYV7A6qm0ocRNnmQeKyd0HM,Psychiatric Associates of Arkansas,3.9,42,Mental health clinic,"9601 Baptist Health Dr #1050, Little Rock, AR 72205, United States","PJV9+PH Little Rock, Arkansas, USA",http://www.psychiatricassoc.com/,+1 501-228-7400,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOimW_ZRse88rD_oIz9P8BiKAaFxFIlvM70Qck=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:02:56.168Z,,
https://www.google.com/maps/place/Pinnacle+Pointe/data=!4m7!3m6!1s0x87d2a6ca11eb0c31:0x33f7703c435a56b8!8m2!3d34.746137!4d-92.4017368!16s%2Fg%2F11bbwm5pkl!19sChIJMQzrEcqm0ocRuFZaQzxw9zM,Pinnacle Pointe,2.7,329,Mental health clinic,"11501 Financial Centre Pkwy, Little Rock, AR 72211, United States","PHWX+F8 Little Rock, Arkansas, USA",https://pinnaclepointehospital.com/,+1 501-223-3322,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPqtamx_ZyICeOwAlJUHt4nP9_LlL7zYlMdgbBL=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:03:01.378Z,,
https://www.google.com/maps/place/New+Path+Mental+Health+%26+Wellness/data=!4m7!3m6!1s0x87d2a1941c470135:0xe9f5f77032e83bbb!8m2!3d34.739769!4d-92.398566!16s%2Fg%2F11pbgc95ky!19sChIJNQFHHJSh0ocRuzvoMnD39ek,New Path Mental Health & Wellness,4.1,58,Mental health clinic,"10816 Executive Center Dr #104, Little Rock, AR 72211, United States","PJQ2+WH Little Rock, Arkansas, USA",https://www.newpathlittlerock.com/,+1 501-506-1587,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPU3nAPDAYt2cba1auecb_xFDewH3gYdyTQHnaq=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:03:06.627Z,,
https://www.google.com/maps/place/UAMS+Psychiatric+Research+Institute/data=!4m7!3m6!1s0x87d2a4a1dfe901a5:0x7cb2009066949677!8m2!3d34.7480026!4d-92.3217955!16s%2Fg%2F1thq5v07!19sChIJpQHp36Gk0ocRd5aUZpAAsnw,UAMS Psychiatric Research Institute,4.7,20,Research institute,"4224 Shuffield Dr, Little Rock, AR 72205, United States","PMXH+67 Little Rock, Arkansas, USA",http://psychiatry.uams.edu/,+1 501-526-8100,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMhhqWqI_bp_8ejA7vPn4sBSO6qJ0v2o1qfoZYB=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:03:11.555Z,,
https://www.google.com/maps/place/Psychiatry+Arkansas/data=!4m7!3m6!1s0x4622d9ef74d75719:0x1900c0b96d8614c5!8m2!3d34.7915617!4d-92.3979049!16s%2Fg%2F11v59cn1fg!19sChIJGVfXdO_ZIkYRxRSGbbnAABk,Psychiatry Arkansas,4.3,6,Psychiatrist,"4220 N Rodney Parham Rd Ste 300, Little Rock, AR 72212, United States","QJR2+JR Little Rock, Arkansas, USA",http://www.psychiatryarkansas.com/,+1 501-725-0247,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPp_rP5qc7wQsWfZyGUCxFH0gthTPtzFILO0C18=w408-h278-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:03:16.487Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Central+Arkansas+Va+Mental+Health/@34.7781196,-92.297489,17z/data=!3m1!4b1!4m6!3m5!1s0x87d2bcb892cbeaf7:0xd3d069b1233c1588!8m2!3d34.7781196!4d-92.297489!16s%2Fg%2F1td430g0",Central Arkansas Va Mental Health,3.8,29,Mental health clinic,"2200 Fort Roots Dr, North Little Rock, AR 72114, United States","QPH3+62 North Little Rock, Arkansas, USA",http://www.littlerock.va.gov/,+1 501-257-3092,,,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:03:21.624Z,,
https://www.google.com/maps/place/Psychiatric+Associates+of+AR:+Nguyen+Duong+MD/data=!4m7!3m6!1s0x87d2a6aa037b8569:0x56ce4103fc1244ba!8m2!3d34.7453286!4d-92.3816214!16s%2Fg%2F1td_hsqv!19sChIJaYV7A6qm0ocRukQS_ANBzlY,Psychiatric Associates of AR: Nguyen Duong MD,4.3,27,Psychiatrist,"9601 Baptist Health Dr #1050, Little Rock, AR 72205, United States","PJW9+49 Little Rock, Arkansas, USA",https://psychiatricassoc.com/,+1 501-228-7400,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2-fDXOnXE1-nXGm-KjSG_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.59148&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-12-16T02:03:26.774Z,,
