placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Sahara+Home+Health+Care/data=!4m7!3m6!1s0x8640e10f16297f27:0x189f5021947de3f5!8m2!3d29.6257824!4d-95.6176635!16s%2Fg%2F1tfc6_hc!19sChIJJ38pFg_hQIYR9eN9lCFQnxg,Sahara Home Health Care,4.4,70,Home health care service,"140 Eldridge Rd Suite-B, Sugar Land, TX 77478, United States","J9GJ+8W Sugar Land, Texas, USA",,+1 281-313-0085,Open ⋅ Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP2GqPnrf8fXjMoYFJoOMimgmsynTE-B4PtBlVo=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:40:45.785Z,,
https://www.google.com/maps/place/Assured+Care+Health+Services/data=!4m7!3m6!1s0x8640e7abea18d47d:0x36f277d81f6084be!8m2!3d29.6227304!4d-95.5969328!16s%2Fg%2F1260ssbfz!19sChIJfdQY6qvnQIYRvoRgH9h38jY,Assured Care Health Services,4.7,28,Home health care service,"101 Southwestern Blvd # 209, Sugar Land, TX 77478, United States","JCF3+36 Sugar Land, Texas, USA",http://assuredcarehs.com/,+1 281-277-5700,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iSRGApKWnbiwzV6nKGdB2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.2701&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:40:52.248Z,,
https://www.google.com/maps/place/A+Place+At+Home+-+Sugar+Land/data=!4m7!3m6!1s0x8640e765a8249523:0x5b0e45431bba65cc!8m2!3d29.6252477!4d-95.6174993!16s%2Fg%2F11krbyhfs0!19sChIJI5UkqGXnQIYRzGW6G0NFDls,A Place At Home - Sugar Land,4.7,13,Home health care service,"134 Eldridge Rd Ste E, Sugar Land, TX 77478, United States","J9GM+32 Sugar Land, Texas, USA",https://aplaceathome.com/sugar-land/,+1 346-202-2033,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNAeN3LuVrRmKSz7WUnoHMW0GRIJN7WXx7Ig19x=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:40:57.411Z,,
https://www.google.com/maps/place/BrightStar+Care/data=!4m7!3m6!1s0x8640e71d982e7759:0x5b7b0383e99fbc56!8m2!3d29.6227351!4d-95.5969516!16s%2Fg%2F11bbs2_gvf!19sChIJWXcumB3nQIYRVryf6YMDe1s,BrightStar Care,5.0,31,Home health care service,"101 Southwestern Blvd #250, Sugar Land, TX 77478, United States","JCF3+36 Sugar Land, Texas, USA",https://www.brightstarcare.com/locations/sugar-land-katy/,+1 281-201-3700,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOEuspA8CSotmGLqhgKmr7T5l5xG08WqO0_E4oR=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:41:02.551Z,,
"https://www.google.com/maps/place/Axis+Care+Group+Home+Health+Services,+Inc./data=!4m7!3m6!1s0x8640e7dbbd6b98b9:0xb61bb2ed40aaaf0b!8m2!3d29.604876!4d-95.640814!16s%2Fg%2F1tj9tqlr!19sChIJuZhrvdvnQIYRC6-qQO2yG7Y","Axis Care Group Home Health Services, Inc.",4.5,2,Home health care service,"800 Bonaventure Wy Ste 153, Sugar Land, TX 77479, United States","J935+XM Sugar Land, Texas, USA",http://axiscaregroup.net/,+1 281-495-4845,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8qULplSyaTle3cFLzIQrXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.83942&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:41:07.458Z,,
https://www.google.com/maps/place/Modern+Vintage+Home+Care/data=!4m7!3m6!1s0x8640e7f5b2568ab3:0xc69b1d7d6bc75a22!8m2!3d29.62226!4d-95.6041934!16s%2Fg%2F11l9syvs0h!19sChIJs4pWsvXnQIYRIlrHa30dm8Y,Modern Vintage Home Care,5.0,24,Home help,"Three, Sugar Creek Center Blvd, Sugar Land, TX 77478, United States","J9CW+W8 Sugar Land, Texas, USA",https://modernvintagecare.com/,+1 832-662-8236,"Open 24 hours

Updated by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPbuyNwYdY5iSrUyBPnl2bTF4bqAGSFBJLKFn5_=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:41:12.704Z,true,
"https://www.google.com/maps/place/Miles+Healthcare+Services,+LLC/data=!4m7!3m6!1s0x8640e76165f802d1:0xe194b7d6cd961b4f!8m2!3d29.6226347!4d-95.6077694!16s%2Fg%2F11rgrzjk3n!19sChIJ0QL4ZWHnQIYRTxuWzda3lOE","Miles Healthcare Services, LLC",3.8,6,Home health care service,"77 Sugar Creek Center Blvd Ste. 600, Sugar Land, TX 77478, United States","J9FR+3V Sugar Land, Texas, USA",http://mileshealthcareservices.com/,+1 832-746-3398,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nGe7gf2GMzuYINFYNuujeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.216&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:41:17.733Z,,
https://www.google.com/maps/place/Acura+Health+Services/data=!4m7!3m6!1s0x8640e70f98692d63:0xd1e6e008534ca7bd!8m2!3d29.6212125!4d-95.6060279!16s%2Fg%2F11ddyj0l2z!19sChIJYy1pmA_nQIYRvadMUwjg5tE,Acura Health Services,5.0,5,Home health care service,"56 Sugar Creek Center Blvd ste 150, Sugar Land, TX 77478, United States","J9CV+FH Sugar Land, Texas, USA",https://acurahealthservices.com/,+1 281-566-1122,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sXDoGC-0_AJdXYBQJl-9bQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.51187&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:41:22.724Z,,
https://www.google.com/maps/place/Blessed+Angels+Home+Care/data=!4m7!3m6!1s0xb23c66ee0a569eb:0xc355b4e90678f8b3!8m2!3d29.62226!4d-95.6041934!16s%2Fg%2F11ssg8dmpk!19sChIJ62ml4G7GIwsRs_h4Bum0VcM,Blessed Angels Home Care,5.0,7,Home health care service,"Three, Sugar Creek Center Blvd #100, Sugar Land, TX 77478, United States","J9CW+W8 Sugar Land, Texas, USA",https://blessedangelshomecare.com/,+1 346-363-0990,Open ⋅ Closes 5 pm,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=McTR-L8EUURpnu0DuGPbeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.92897&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:41:27.552Z,,
https://www.google.com/maps/place/Touching+Hearts+at+Home+Fort+Bend/data=!4m7!3m6!1s0x8640e70060f76cd3:0xb148242b4f19e37a!8m2!3d29.6205768!4d-95.6299438!16s%2Fg%2F1tdl1y_9!19sChIJ02z3YADnQIYReuMZTyskSLE,Touching Hearts at Home Fort Bend,4.7,23,Home health care service,"8410 Hwy 90 Alt #170, Sugar Land, TX 77478, United States","J9CC+62 Sugar Land, Texas, USA",https://www.touchinghearts.com/fortbend/?utm_source=GBP&utm_medium=Organic&utm_campaign=Google+Business+Profile&utm_id=ChoiceLocal,+1 281-235-4075,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOZnEqkX4Y5Fn0RfBExi6iVVEop7ZaKpEERpAEY=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-09-10T18:41:32.502Z,,
