placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes
https://www.google.com/maps/place/El+Paso+Electrical+Services/data=!4m7!3m6!1s0x86e7590c59833b2f:0x9b817f4ad4e20f1b!8m2!3d31.7682881!4d-106.4817554!16s%2Fg%2F11h6srqh99!19sChIJLzuDWQxZ54YRGw_i1Ep_gZs,El Paso Electrical Services,4.8,52,Electrician,"1123 Wyoming Ave, El Paso, TX 79902, United States","QG99+87 El Paso, Texas, USA",,+1 915-290-5948,Open · Closes 9 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNW1qIhggt_3ACAl9GNx0n5p4oFOl3W1uONxBMB=w408-h272-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:24:59.238Z,
https://www.google.com/maps/place/Secure+Electrical+Contractors+Inc/data=!4m7!3m6!1s0x86e7436aca0d84d9:0xd04aa6a2a0f10b2!8m2!3d31.7225047!4d-106.3212014!16s%2Fg%2F11cjk64wx_!19sChIJ2YQNympD54YRshAPKmqqBA0,Secure Electrical Contractors Inc,4.9,115,Electrician,"821 Pendale Rd, El Paso, TX 79907, United States","PMFH+2G El Paso, Texas, USA",https://securecontractorsinc.com/?utm_source=gmb1,+1 915-373-7119,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM5Pa-UQ_72ygzU0Cejh160d3mjOqI0_uCIZwY=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:05.169Z,
https://www.google.com/maps/place/Edison+Electricians+of+El+Paso/data=!4m7!3m6!1s0x86e75b175eb62ff1:0x867ba7a61ed66fe3!8m2!3d31.7819654!4d-106.415789!16s%2Fg%2F11h169gdwf!19sChIJ8S-2Xhdb54YR42_WHqane4Y,Edison Electricians of El Paso,5.0,4,Electrician,"5959 Gateway Blvd W #106, El Paso, TX 79925, United States","QHJM+QM El Paso, Texas, USA",,+1 915-272-5657,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DK1e4YMz0dupMvn7hkkxpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.97037&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:10.019Z,
https://www.google.com/maps/place/Code+Electric+Inc/data=!4m7!3m6!1s0x86ddf855e52f74e3:0x619f37ab29273803!8m2!3d31.7770977!4d-106.470151!16s%2Fg%2F1ts3g1j3!19sChIJ43Qv5VX43YYRAzgnKas3n2E,Code Electric Inc,4.3,12,Electrician,"811 N Walnut St, El Paso, TX 79903, United States","QGGH+RW El Paso, Texas, USA",http://www.codeelectric.us/,+1 915-581-6979,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=49mAG3EVRKsORWFw9OIsog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.41179&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:14.925Z,
https://www.google.com/maps/place/A%26+A+ELECTRIC+MOTOR+SERVICES+24+HRS/data=!4m7!3m6!1s0x86e75b35c7385583:0x8a8d5ac377a5b6f0!8m2!3d31.7702268!4d-106.439966!16s%2Fg%2F11n2z7c_s4!19sChIJg1U4xzVb54YR8Lald8NajYo,A& A ELECTRIC MOTOR SERVICES 24 HRS,5.0,1,Electric motor repair shop,"148 Linden St, El Paso, TX 79905, United States","QHC6+32 El Paso, Texas, USA",,+1 915-977-1776,,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipMiOPZk7CBoHlNu5O7sNnJQR1Pi_ARuRJutUTfT=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:19.824Z,
https://www.google.com/maps/place/Supreme+Electric+El+Paso/data=!4m7!3m6!1s0x86e759f507a12dd5:0x4b88e7b7e88d074!8m2!3d31.7732513!4d-106.4492986!16s%2Fg%2F1tfg3jmm!19sChIJ1S2hB_VZ54YRdNCIfnuOuAQ,Supreme Electric El Paso,4.8,20,Electrician,"3708 Alameda Ave, El Paso, TX 79905, United States","QHF2+87 El Paso, Texas, USA",,+1 915-347-9074,Open · Closes 9:30 pm,,https://lh3.googleusercontent.com/p/AF1QipN_xWEnnbHKfWTgfScI0hqpDpJ91h6IR33ASGsw=w566-h240-k-no,true,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:24.797Z,
https://www.google.com/maps/place/Alpine+Electric/data=!4m7!3m6!1s0x86e75bccc1f00001:0xc2b14ba5cea9ae5f!8m2!3d31.7738633!4d-106.4247142!16s%2Fg%2F11p0vxt0p_!19sChIJAQDwwcxb54YRX66pzqVLscI,Alpine Electric,4.7,63,Contractor,"5419 Beacon Ave, El Paso, TX 79905, United States","QHFG+G4 El Paso, Texas, USA",https://alpineelectricelpaso.com/,+1 915-781-0381,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPYFt-jcJZat__Ohfa1e0xMrmiKDoOBZStcsvSZ=w408-h612-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:29.821Z,
https://www.google.com/maps/place/DNA+Electrical+Concept+LLC/data=!4m7!3m6!1s0x86e759d7e461ebd7:0xc07f2e622d3dd5ff!8m2!3d31.7819796!4d-106.4536853!16s%2Fg%2F11wj6k17y8!19sChIJ1-th5NdZ54YR_9U9LWIuf8A,DNA Electrical Concept LLC,5.0,27,Electrician,"810 N Luna St, El Paso, TX 79903, United States","QGJW+QG El Paso, Texas, USA",http://dnaeletricalservice.com/,+1 915-540-8328,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=43RUx1N0mN8WSLTM6nG7og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.29462&pitch=0&thumbfov=100,true,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:34.570Z,
https://www.google.com/maps/place/A+%26+A+Electric+Motors/data=!4m7!3m6!1s0x86e75bd5810d8517:0x8e382675cca342a2!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1tdcgtnr!19sChIJF4UNgdVb54YRokKjzHUmOI4,A & A Electric Motors,5.0,15,Electric motor repair shop,,,,+1 915-977-1776,Open · Closes 8 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNwmS6R6Pja8RcLMI2pBg90m7oVwVj_yY3HaYJO=w426-h240-k-no,true,7 am–8 pm,9 am–5 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:39.462Z,
https://www.google.com/maps/place/Ultimate+Electrician+Services+El+Paso/data=!4m7!3m6!1s0x86e75bcf2b8218e1:0x38bfbe02fe40732c!8m2!3d31.7666449!4d-106.419803!16s%2Fg%2F1261xgmdk!19sChIJ4RiCK89b54YRLHNA_gK-vzg,Ultimate Electrician Services El Paso,4.7,3,Electrician,"5734 Alameda Ave, El Paso, TX 79905, United States","QH8J+M3 El Paso, Texas, USA",,+1 915-350-6896,Open · Closes 10 pm,,https://lh3.googleusercontent.com/p/AF1QipOGz_BaU2aYdDzHU1NmqJxgywa5nRrZFbafJrTi=w408-h272-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-01-10T21:25:44.414Z,
