placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Reflections+Vein+Center/@41.081199,-81.5188377,14z/data=!4m6!3m5!1s0x8830d63a4c6a99cb:0x6aedcd33fa66b9ee!8m2!3d41.079314!4d-81.5302973!16s%2Fg%2F1v0llf4m",Reflections Vein Center,5.0,,Surgical center,"224 W Exchange St Suite #300, Akron, OH 44307, United States","3FH9+PV Akron, Ohio, USA",https://my.clevelandclinic.org/locations/akron-general/specialties/vein-center,+1 330-344-8346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=22Rg948SssDIocKW-fA-mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.23648&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Akron+OH/@41.081199,-81.5188377,14z",2025-12-16T22:04:42.671Z,,,,,,,,,,,
https://www.google.com/maps/place/DOC+Vein+Management+-+Dayton/data=!4m7!3m6!1s0x8840835f6d61ab71:0x15b1474af7a07f40!8m2!3d39.7515431!4d-84.1190566!16s%2Fg%2F11d_w4xgb1!19sChIJcathbV-DQIgRQH-g90pHsRU,DOC Vein Management - Dayton,4.9,153,Doctor,"1010 Woodman Dr, Dayton, OH 45432, United States","QV2J+J9 Dayton, Ohio, USA",https://docveinmanagement.com/,+1 937-424-2217,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNKRmTQ8S-pZZZaB1f68AuC3pr2jsdvyyQliBr5=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:04:54.790Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Midwest+Vein+and+Laser/data=!4m7!3m6!1s0x88408ed927ad48fd:0xb0fb09b8fd239cc!8m2!3d39.6266343!4d-84.1708297!16s%2Fg%2F1tdcmn7_!19sChIJ_UitJ9mOQIgRzDnSj5uwDws,Midwest Vein and Laser,4.7,18,Skin care clinic,"8101 Miller Farm Ln A, Dayton, OH 45458, United States","JRGH+MM Dayton, Ohio, USA",https://www.midwestveinandlaser.com/,+1 937-281-0200,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMNPOS3wkRYQGtoIvzl16bIvLhbBU0fhA3xuTPT=w580-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:04:59.396Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
"https://www.google.com/maps/place/Jordan+Sasson,+MD/data=!4m7!3m6!1s0x8840858bf3f5880b:0x32b75614acfc9d84!8m2!3d39.7453793!4d-84.1848722!16s%2Fg%2F11s93x08y8!19sChIJC4j184uFQIgRhJ38rBRWtzI","Jordan Sasson, MD",5.0,2,Vascular surgeon,"1 Wyoming St # 4130, Dayton, OH 45409, United States","PRW8+53 Dayton, Ohio, USA",https://doctors.premierhealth.com/provider/Jordan+Sasson/2297175?utm_source=gmb&utm_medium=website&utm_campaign=kyruussoci,+1 937-438-8640,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyixMAPCKhtqOjV3_sOwP5gR7O_60zdbwpCL2agaumhF12lZjNkiiT4YoUMFMJIaDCCYSaza4ag1dg_tcUsayGXwUdTHCrdjwfBzNlUx7ArBrWHExF5BpnrZKd2HZNuyxfcZ7rKFF5QUkNP=w408-h907-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:05:04.239Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Azura+Vascular+Care+Greater+Dayton/data=!4m7!3m6!1s0x88408655a37d2043:0x9ad63409a50dab8f!8m2!3d39.7128351!4d-84.2247615!16s%2Fg%2F1trprgwp!19sChIJQyB9o1WGQIgRj6sNpQk01po,Azura Vascular Care Greater Dayton,4.7,14,Medical clinic,"2016 Springboro West Rd, Dayton, OH 45439, United States","PQ7G+43 Dayton, Ohio, USA",https://centers.azuravascularcare.com/oh/dayton/azura-vascular-care-greater-dayton?y_source=1_MjY5MDM2ODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 937-298-6777,"Closed · Opens 8 am Wed

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOCxmYucZ62muv3r9OnO2O8SNuqDkV9bvgi5-S1=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:05:08.627Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,,
https://www.google.com/maps/place/Midwest+Vein+and+Laser/data=!4m7!3m6!1s0x883f7e88dec1443f:0x7d9cd5df237ec963!8m2!3d39.8815657!4d-84.1986718!16s%2Fg%2F11f5d4px50!19sChIJP0TB3oh-P4gRY8l-I9_VnH0,Midwest Vein and Laser,5.0,4,Doctor,"900 S Dixie Dr Suite 50, Vandalia, OH 45377, United States","VRJ2+JG Vandalia, Ohio, USA",http://www.midwestveinandlaser.com/,+1 937-281-0200,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMnANHmEY5N1dsh2gRTP9rW3i6cjSvciEB9Vv6l=w408-h340-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:05:12.997Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Vascular+Center+of+the+Midwest/data=!4m7!3m6!1s0x8840856924697ba5:0x7467bb6fa756e373!8m2!3d39.6996331!4d-84.124517!16s%2Fg%2F11kjyqptcg!19sChIJpXtpJGmFQIgRc-NWp2-7Z3Q,Vascular Center of the Midwest,1.0,1,Medical clinic,"3085 Woodman Dr #320, Kettering, OH 45420, United States","MVXG+V5 Kettering, Ohio, USA",http://www.vcmsurgery.com/,+1 937-795-1090,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M0igoNnNL9nECD_cbR9VNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.49463&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:05:17.326Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Varicose+to+Perfect:+Dr.+Sukir+Sinnathamby/data=!4m7!3m6!1s0x88408a357fdf29c9:0xfcee0ed32d42852c!8m2!3d39.5707209!4d-84.2303906!16s%2Fg%2F1tglznrt!19sChIJySnffzWKQIgRLIVCLdMO7vw,Varicose to Perfect: Dr. Sukir Sinnathamby,4.3,36,Vascular surgeon,"572 N Main St, Springboro, OH 45066, United States","HQC9+7R Springboro, Ohio, USA",https://www.varicosetoperfect.com/?utm_source=GMBlisting&utm_medium=organic,+1 937-748-8905,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipONwHCG1qcG9Th6rll4mBsQSuUXtEpD8ilxW4UD=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:05:21.714Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/The+DOC/data=!4m7!3m6!1s0x884087cf91aaf481:0x8d09da63194396ab!8m2!3d39.7398443!4d-84.1916493!16s%2Fg%2F11g0qjxcpr!19sChIJgfSqkc-HQIgRq5ZDGWPaCY0,The DOC,5.0,1,Medical clinic,"1018-1012 S Patterson Blvd, Dayton, OH 45402, United States","PRQ5+W8 Dayton, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kDY62ijy8BeqOft6y37_aA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.87414&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:05:24.099Z,,,,,,,,,,,
"https://www.google.com/maps/place/Advanced+Cardiovascular+Care/@39.7469721,-84.1987379,17z/data=!3m1!4b1!4m6!3m5!1s0x8840878a0cb7f5a7:0x24564f7ad41f3cb!8m2!3d39.7469721!4d-84.1987379!16s%2Fg%2F11jsvw0qk4",Advanced Cardiovascular Care,4.5,8,Medical clinic,"627 S Edwin C Moses Blvd East Medical Plaza Bldg D, 2nd flr, Suite 2B, Dayton, OH 45417, United States","PRW2+QG Dayton, Ohio, USA",http://advcardiocare.com/,+1 937-979-1038,Closed · Opens 8:30 am Wed,,true,"https://www.google.com/maps/search/vein+clinics+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-12-16T22:05:30.436Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,,,
