placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Eugene+Signature+HCH:+Hospice/data=!4m7!3m6!1s0x54c11d7cf80087d3:0x9cd159e3bbf613c8!8m2!3d44.0698163!4d-123.108792!16s%2Fg%2F11c5j521_y!19sChIJ04cA-HwdwVQRyBP2u-NZ0Zw,Eugene Signature HCH: Hospice,4.9,81,Hospice,"1200 Executive Pkwy #400, Eugene, OR 97401, United States","3V9R+WF Eugene, Oregon, USA",https://signaturehch.com/eugene-hospice,+1 541-689-3508,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMwKb3c1i764W-2tEeW_9_3crEw_W66EMUQcGUk=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:57:41.139Z,,,,
https://www.google.com/maps/place/Brighton+Hospice+Eugene/data=!4m7!3m6!1s0x54c11de6d12b93df:0xa630e17c9a3fbefe!8m2!3d44.0707073!4d-123.1108824!16s%2Fg%2F11nrwhf6w6!19sChIJ35Mr0eYdwVQR_r4_mnzhMKY,Brighton Hospice Eugene,4.5,15,Hospice,"1600 Valley River Dr Suite 220, Eugene, OR 97401, United States","3VCQ+7J Eugene, Oregon, USA",https://brightonhospice.com/,+1 541-505-9715,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOwTde93pwl6cmh3YIP0_5ROeH77o-YRt64U7df=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:57:47.341Z,,,,
https://www.google.com/maps/place/ameriCARE+Eugene/data=!4m7!3m6!1s0x54c11f83cefb9f5f:0xc34ce981acb29d34!8m2!3d44.0462122!4d-123.0955639!16s%2Fg%2F11y4x2_g02!19sChIJX5_7zoMfwVQRNJ2yrIHpTMM,ameriCARE Eugene,5.0,8,Home health care service,"1237 Charnelton St, Eugene, OR 97401, United States","2WW3+FQ Eugene, Oregon, USA",https://americareinfo.com/eugene/?utm_source=gbp&utm_medium=organic,+1 458-250-3273,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPLZNxxcyRHcWJRV829YwSbJbyQkI8QuPbJQEak=w483-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:57:54.188Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Serenity+Hospice/data=!4m7!3m6!1s0x54c0e271c6c9e42d:0x4bfeaa421b5486b3!8m2!3d44.0923167!4d-123.096865!16s%2Fg%2F11hcdw92_d!19sChIJLeTJxnHiwFQRs4ZUG0Kq_ks,Serenity Hospice,4.7,27,Home health care service,"1020 Green Acres Rd Unit 12, Eugene, OR 97408, United States","3WR3+W7 Eugene, Oregon, USA",https://serenityhospice.org/?y_source=1_MTQ4MTI4MDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 458-205-5166,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgupNfwdT3grXoj3CCTqVkwoUAJMfDXcQ4vNFXj54kuBg7FGQ9krdvJheKFKVsZ2gmyySQWPU-Ci86p3GxAaGrHzUjwt4MbsEgskDeQuZMKrTNQbiM98ph4UHzmtY5OSe2ogf6EA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:58:00.157Z,,,,
https://www.google.com/maps/place/PeaceHealth+Sacred+Heart+Hospice/data=!4m7!3m6!1s0x54c0e22a1be9b6db:0x9becd2579ca70d64!8m2!3d44.0883879!4d-123.0336626!16s%2Fg%2F1vyk274k!19sChIJ27bpGyriwFQRZA2nnFfS7Js,PeaceHealth Sacred Heart Hospice,4.1,11,Hospice,"123 International Way, Springfield, OR 97477, United States","3XQ8+9G Springfield, Oregon, USA",https://www.peacehealth.org/locations/eugene/peacehealth-sacred-heart-hospice?utm_source=gbp&utm_medium=organic&utm_content=EUGE-059&utm_campaign=gmb,+1 458-205-7400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vik-XoJKiOMAOaXnkyw39g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.9626&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:58:03.802Z,,,,
https://www.google.com/maps/place/Cascade+Health/data=!4m7!3m6!1s0x54c0e2397a445997:0x7d89d25a9d402f11!8m2!3d44.0915794!4d-123.0640792!16s%2Fg%2F1tdmk64d!19sChIJl1lEejniwFQRES9AnVrSiX0,Cascade Health,3.6,192,Non-profit organization,"2650 Suzanne Way, Eugene, OR 97408, United States","3WRP+J9 Eugene, Oregon, USA",https://cascadehealth.org/,+1 541-228-3000,Closes soon ⋅ 5:30 pm ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqh2-wR6WDir7IT3X5Pd-QwQvN8edpHA28E5ZQrMMypPaxix9HojW3CdSEWMTJGY2-SZaJ71EU_mA4gnPbRkxnMZPQfgu6Artl11zLjpiuJFXNrWthJ4kNNIEKqPG5RceubI-rZ=w408-h725-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:58:09.082Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/White+Bird+Medical+Clinic/data=!4m7!3m6!1s0x54c11e409727a951:0x67ff00d48e505ba0!8m2!3d44.0442082!4d-123.0869654!16s%2Fg%2F1wk6zhcs!19sChIJUaknl0AewVQRoFtQjtQA_2c,White Bird Medical Clinic,3.4,20,Medical clinic,"1400 Mill St, Eugene, OR 97401, United States","2WV7+M6 Eugene, Oregon, USA",https://whitebirdclinic.org/services/medical/,+1 541-484-4800,"Closes soon ⋅ 5:30 pm ⋅ Opens 9 am Thu

Updated by others 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HWC9qMFnXpIwHxJFb1nM-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.27307&pitch=0&thumbfov=100,true,"9–11:45 am, 12:45–5:30 pm","9–11:45 am, 12:45–5:30 pm",Closed,Closed,Closed,"9–11:45 am, 2:15–5:30 pm","9–11:45 am, 12:45–5:30 pm","https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:58:14.746Z,,,,
https://www.google.com/maps/place/Green+Valley+Rehabilitation+Health+Center/data=!4m7!3m6!1s0x54c0e222bf673891:0x41d49f2f028546f!8m2!3d44.0841229!4d-123.0650698!16s%2Fg%2F1vpfj8fg!19sChIJkThnvyLiwFQRb1Qo8PJJHQQ,Green Valley Rehabilitation Health Center,3.2,103,Rehabilitation center,"1735 Adkins St, Eugene, OR 97401, United States","3WMM+JX Eugene, Oregon, USA",http://www.greenvalleyncc.com/,+1 541-683-5032,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNvENctt30ND6JR0IZtupGRYTIRW-Yr0PkgkygQ=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:58:20.108Z,,,,
https://www.google.com/maps/place/White+Bird+Clinic/data=!4m7!3m6!1s0x54c11e3fee92e845:0xb02774d118da148!8m2!3d44.0468102!4d-123.087525!16s%2Fg%2F1tmclz4j!19sChIJReiS7j8ewVQRSKGNEU13Ags,White Bird Clinic,4.3,76,Mental health service,"341 E 12th Ave, Eugene, OR 97401, United States","2WW6+PX Eugene, Oregon, USA",http://whitebirdclinic.org/,+1 541-342-8255,Closed ⋅ Opens 1 pm Thu,https://lh3.googleusercontent.com/p/AF1QipNLm_oUtKoznztYisBXKpcYBPRlOzI-w0N38zjb=w408-h271-k-no,true,1–4:30 pm,1–4:30 pm,1–4:30 pm,Closed,Closed,1–4:30 pm,1–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:58:25.156Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/South+Hills+Rehabilitation+Center/data=!4m7!3m6!1s0x54c11fb3cc077d71:0xe6ad3438d2585c5a!8m2!3d44.0266522!4d-123.0757645!16s%2Fg%2F1v8k_b9d!19sChIJcX0HzLMfwVQRWlxY0jg0reY,South Hills Rehabilitation Center,3.6,55,Rehabilitation center,"1166 E 28th Ave, Eugene, OR 97403, United States","2WGF+MM Eugene, Oregon, USA",http://www.southhillsncc.com/,+1 541-345-0534,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO0s5wrs69FXrfk4MAJx06aJdIXNkqS1LO9Zx8C=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-09-17T23:58:30.128Z,,,,
