placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error
https://www.google.com/maps/place/Central+Tires/data=!4m7!3m6!1s0x86e759887c076a19:0x59b7bc325b035492!8m2!3d31.7566431!4d-106.4805051!16s%2Fg%2F11h2qmkjtg!19sChIJGWoHfIhZ54YRklQDWzK8t1k,Central Tires,4.6,68,Tire shop,· In-store shopping,"800 E Paisano Dr, El Paso, TX 79901, United States","QG49+MQ El Paso, Texas, USA",,+1 915-534-9105,Open · Closes 6 pm,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepj44EQSaZCyEEMcT4tO05CSFYi8YtBUINFOEhpWKsdIGOwWZnqVLq28hNnX3tYYJQA7QLa5SmxEXU4M07wbALC5W1ADmmc_wAbaT-xfHitcnLJkgAw6EIlyliYxj2UMyURRykafA=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–5:30 pm,8 am–6 pm,8 am–6 pm,8:30 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:20.506Z,
https://www.google.com/maps/place/Copia+Tire+Shop/data=!4m7!3m6!1s0x86e7598e49622bfb:0xaceefc578e50532c!8m2!3d31.7860287!4d-106.4505975!16s%2Fg%2F1z44b372j!19sChIJ-ytiSY5Z54YRLFNQjlf87qw,Copia Tire Shop,4.5,224,Tire shop,,"1200 N Copia St, El Paso, TX 79903, United States","QGPX+CQ El Paso, Texas, USA",,+1 915-566-8686,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtEnNd_wSw0ChDZY-WmnBMPp8hWwpqzbdmMdhY1WryuKL3o2Lpd_Bw99XB4j9NI6NxaLut3zPeHY5B7ExO4JvHQE_FUz3m0PnHN2-SdH1owIgvt1mb92P8H66LoMDDSNrztg02=w480-h240-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:26.455Z,
https://www.google.com/maps/place/La+Tachuela/data=!4m7!3m6!1s0x86e7590e5b7cbb13:0x2735f303645a0afd!8m2!3d31.7600114!4d-106.4703952!16s%2Fg%2F1tf5l2n3!19sChIJE7t8Ww5Z54YR_QpaZAPzNSc,La Tachuela,4.7,304,Tire shop,· In-store pick-up,"1700 E Paisano Dr, El Paso, TX 79901, United States","QG6H+2R El Paso, Texas, USA",https://www.facebook.com/LTITires/,+1 915-727-2442,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTyj3L6GVf0d5OUsCke1ClJHwiyCcXpKtlYUu4p7rwNM--GvEyu3iusrBK4COakEPZqgI-Lj9scrD_bIuSnZ3dSjZwJMRpGTKDqNQNcUFls4UZMJO65NCCgTIyvP1Ygnych0hhwA=w408-h725-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,9 am–5 pm,9 am–3 pm,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:31.426Z,
https://www.google.com/maps/place/Tops+Tire+%26+Wheel/data=!4m7!3m6!1s0x86e759065fb695b3:0xb6770a95d5a54de1!8m2!3d31.7640314!4d-106.4785648!16s%2Fg%2F1tk_pql5!19sChIJs5W2XwZZ54YR4U2l1ZUKd7Y,Tops Tire & Wheel,4.7,1093,Tire shop,· In-store shopping · Kerbside pickup,"1100 Texas Ave, El Paso, TX 79901, United States","QG7C+JH El Paso, Texas, USA",http://www.topstire.com/,+1 915-544-6008,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKrI6nKcKNmqjpzZ5mVd44gkbWldcydHRoQY9bY4RugAtUNzNxUEIVO5JAO9iS-y7x0dcus116rvQMWFSZ14kEk9Etv5M-CNjK32v1TA-xSjQqbwiGD684_ySbVXRx_9oKAACF=w408-h312-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:36.432Z,
https://www.google.com/maps/place/A+Mobile+Tire+Guy/data=!4m7!3m6!1s0x86e7598ca8eb07e7:0x3a139f3b8bd3117c!8m2!3d31.7617785!4d-106.4815048!16s%2Fg%2F11yc7y3w49!19sChIJ5wfrqIxZ54YRfBHTizufEzo,A Mobile Tire Guy,4.8,78,Tire service,,"801 Myrtle Ave Suite 103, El Paso, TX 79901, United States","QG69+P9 El Paso, Texas, USA",http://amobiletireguy.com/,+1 915-297-3094,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep5EUlW_1insdHrDaCGe4oxnilqi2D40yTeaQGv_A68YITOf_za_3UUnXsM2Jx7BftH6U4hye6NGu6jF61grtZatLGGsiThmSntD4rTEJVwrFtj6ZnT2PTgZL0UwFRBp4ZiDf6L6bSW5pfl=w408-h307-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:41.871Z,
https://www.google.com/maps/place/Infinity+Tires+and+Services/data=!4m7!3m6!1s0x86e7590c70203207:0xf893886603a68882!8m2!3d31.7813918!4d-106.4512271!16s%2Fg%2F11m5nv68p5!19sChIJBzIgcAxZ54YRgoimA2aIk_g,Infinity Tires and Services,4.9,12,Tire shop,,"3526 Yandell Dr suite b, El Paso, TX 79903, United States","QGJX+HG El Paso, Texas, USA",https://apply.acima.com/?location_guid=loca-8839b27c-8745-4019-9c59-984ea1c82b7c&utm_medium=merchant&utm_source=web&utm_term=mktg_lp&_gl=1*y8ilc*_gcl_au*Mzc2NjAyMzU2LjE3NTEzMjYwOTU.,+1 915-290-7411,Open · Closes 6 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerxfNP23TlmfGM47Dzl79YlOiJJQh0-wcjrXiF6sIVg40U47iOEh2pZfLwuP1Paj9RKCKt-TWajIWoKWlHohH5Z8ZCjaKD2tiKyaaFo8DUBQyfeI8S5hASUfJ7z3WiftkHlR5ka=w408-h544-k-no,true,8 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:47.202Z,
https://www.google.com/maps/place/Joe%27s+Tire+Services/data=!4m7!3m6!1s0x86e7596a28325f0f:0x717eb0373d25e042!8m2!3d31.7525588!4d-106.4881444!16s%2Fg%2F11nsd9kxbj!19sChIJD18yKGpZ54YRQuAlPTewfnE,Joe's Tire Services,4.3,31,Tire shop,· In-store pick-up · Delivery,"730 S Santa Fe St, El Paso, TX 79901, United States","QG36+2P El Paso, Texas, USA",,+1 915-355-6412,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-9ms5TMYbFwoCIhDpO0fyxQf97-FX9FRUYiBpUy-tNjOu1hYePUrb3eZ4bBLIdaBKoOuTQ1uxlno_3E1gcSSaCoS4-pUx1VqHD45HyobsEVF1q039JHxl8R__eLJVejIn_S1Ozs92Yyml=w408-h544-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,9 am–2 pm,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:52.918Z,
https://www.google.com/maps/place/H+Tires/data=!4m7!3m6!1s0x86e759713c91915d:0x5ff8c8954dd2f526!8m2!3d31.7769317!4d-106.4510977!16s%2Fg%2F11fl1f_97v!19sChIJXZGRPHFZ54YRJvXSTZXI-F8,H Tires,4.3,54,Tire shop,,"301 N Copia St, El Paso, TX 79905, United States","QGGX+QH El Paso, Texas, USA",,+1 915-256-3863,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRU5L-pFHWx84oQbmGjMt54DVsG3pkVYSHIJxnzBTrFgd5yNN82E7UWlAE6s0l5Un1wehaj9EhDlrUrKY9yHMcR3454TyXyedqFEdLlMsYRocFTdgDtjMT4Ej3EnJyxVBPOudG=w426-h240-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,9 am–3 pm,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:50:58.075Z,
https://www.google.com/maps/place/Fast!+Tire/data=!4m7!3m6!1s0x86e758e27bbda5bd:0xd05eeffd33cae9a6!8m2!3d31.7674293!4d-106.4733148!16s%2Fg%2F1tsykmty!19sChIJvaW9e-JY54YRpunKM_3vXtA,Fast! Tire,4.2,58,Tire shop,· Delivery,"190 N Cotton St, El Paso, TX 79901, United States","QG8G+XM El Paso, Texas, USA",,+1 915-533-7541,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxmcBWi8w14f1YpSL6GbV_TNORiOUW0_hR1cRUOMsu9rCj1lN6s1IPodcujtbQ5IpnRG-ZGdwk24JrvVLywDwhRt6qw8_n9WfkM6n5JOh2JSjWLfbsH3WP6G_0bXfgiTb6J7OQow=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:51:03.133Z,
https://www.google.com/maps/place/Avance+Tires+and+Wheels/data=!4m7!3m6!1s0x86e759c455623c5f:0xcc2cf12f4ab95421!8m2!3d31.7908786!4d-106.5073171!16s%2Fg%2F11w4njhrnr!19sChIJXzxiVcRZ54YRIVS5Si_xLMw,Avance Tires and Wheels,4.9,32,Tire repair shop,,"4110 N Mesa St, El Paso, TX 79902, United States","QFRV+93 El Paso, Texas, USA",,+1 915-331-0920,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq9IepAbkLxgMy0OamVo279iEaphToW-JOguhPHvaegh5I2QdU_r7_rBbmM71sXpbIQYK2zE1AvQiFxEwW-32Dr6rxLVhhRlAQbKoi7jNH-lpqyyLa8DrzuqMw82jUdXDbZKJc=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–4:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T14:51:08.287Z,
