placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/The+Minster+Clinic/data=!4m7!3m6!1s0x487931aa6a279025:0x787b1673c25d1c1a!8m2!3d53.9529261!4d-1.0857502!16s%2Fg%2F11f5jnxbmm!19sChIJJZAnaqoxeUgRGhxdwnMWe3g,The Minster Clinic,5.0,287,Medical clinic,"91-93 Nunnery Ln, York YO23 1AH, United Kingdom","XW37+5M York, UK",https://www.theminsterclinic.co.uk/,+44 1904 636661,"Closed · Opens 9 am Wed

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNfikZML0m1FlZkloB4AjEF4Dv6-78GAxsYYyMz=w408-h243-k-no,true,"9 am–1 pm, 2:15–6 pm","9 am–1 pm, 2:15–6 pm","9 am–1 pm, 2:15–6 pm","9 am–1 pm, 2:15–5 pm",Closed,Closed,"9 am–1 pm, 2:15–6 pm","https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:13:28.946Z,,,
https://www.google.com/maps/place/Coppergate+Clinic/data=!4m7!3m6!1s0x487931a8d4f6e197:0x8fcd63bad315dd3e!8m2!3d53.9576738!4d-1.081235!16s%2Fg%2F1tvrz791!19sChIJl-H21KgxeUgRPt0V07pjzY8,Coppergate Clinic,4.8,335,Plastic surgery clinic,"Coppergate Clinic |, 8 Coppergate, York YO1 9NR, United Kingdom","XW59+3G York, UK",https://www.coppergateclinic.co.uk/?utm_source=Google&utm_medium=Organic&utm_campaign=GBP-listing,+44 1904 675222,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPGwwI6h5wvz3vTuCi88OMCYNjCyaLg5UYmv4gz=w408-h544-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:13:34.695Z,,,
https://www.google.com/maps/place/The+York+Skin+Clinic/data=!4m7!3m6!1s0x48793142b0ba7a33:0x629bb2c31c0cf46d!8m2!3d53.9553865!4d-1.1084202!16s%2Fg%2F11lf2j5syb!19sChIJM3q6sEIxeUgRbfQMHMOym2I,The York Skin Clinic,5.0,81,Medical clinic,"15 Acomb Rd, Holgate, York YO24 4EN, United Kingdom","XV4R+5J York, UK",http://www.yorkskinclinic.com/,+44 1904 463463,"Closed · Opens 9 am Wed

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMlzwIgpy6lqQUPJvDZW1e-mdyISvo7ACZ3GjVi=w408-h272-k-no,true,10 am–2 pm,9 am–8 pm,Closed,9 am–8 pm,8:30 am–2:30 pm,Closed,9:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:13:40.302Z,,,
https://www.google.com/maps/place/The+VIP+Skin+Clinic/data=!4m7!3m6!1s0x48793138881a24d9:0x8a1387dbda3963b8!8m2!3d53.9612401!4d-1.1018761!16s%2Fg%2F11ml2pzfwj!19sChIJ2SQaiDgxeUgRuGM52tuHE4o,The VIP Skin Clinic,5.0,8,Skin care clinic,"33 Martins Ct, York YO26 4WS, United Kingdom","XV6X+F6 York, UK",https://www.the-vip-skin-clinic.co.uk/,,"Closed · Opens 9 am Wed

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO0jJJgjn9q8GdvG6MLm4hWvc3E38ujxkAkue6C=w408-h369-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:13:46.065Z,,,
https://www.google.com/maps/place/Skin+Doctor+Clinics+York/data=!4m7!3m6!1s0x48793101567de18b:0xddf5de85d2e5e0bf!8m2!3d53.9541497!4d-1.093838!16s%2Fg%2F1yh9twx_s!19sChIJi-F9VgExeUgRv-Dl0oXe9d0,Skin Doctor Clinics York,5.0,105,Dermatologist,"66 Blossom St, York YO24 1AP, United Kingdom","XW34+MF York, UK",http://www.skindoctorclinics.co.uk/,+44 1904 633833,Closed · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipMhTkl5FtygSN8bCOw8a0jL-GcGPQAIlcLWvRkZ=w408-h306-k-no,true,10 am–8 pm,10 am–8 pm,10 am–8 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,10 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:13:51.454Z,,,
https://www.google.com/maps/place/Muse+Medical+Clinic+York/data=!4m7!3m6!1s0x487931d6ebabfd49:0xc61023a0547c214d!8m2!3d53.9522644!4d-1.0847731!16s%2Fg%2F11y30_g677!19sChIJSf2r69YxeUgRTSF8VKAjEMY,Muse Medical Clinic York,5.0,23,Doctor,"117 Nunnery Ln, York YO23 1AH, United Kingdom","XW28+W3 York, UK",https://www.musemedicalclinic.co.uk/,+44 1904 373202,Closed · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipOqoJOpjuGxc1aP5diAlDy6FQvlYHgVqrOIWk9c=w408-h541-k-no,true,Closed,10 am–7 pm,9 am–6 pm,Closed,9 am–4 pm,Closed,10 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:13:56.948Z,Identifies as women-owned,,
https://www.google.com/maps/place/York+Laser+Aesthetics+%26+Skin+Clinic+-+By+Appointment/data=!4m7!3m6!1s0x48794f814ef76ead:0xc36068a9c77f4461!8m2!3d53.9539283!4d-1.0960479!16s%2Fg%2F11dyzc_7f4!19sChIJrW73ToFPeUgRYUR_x6loYMM,York Laser Aesthetics & Skin Clinic - By Appointment,5.0,171,Laser hair removal service,"42 Oxford St, Holgate, York YO24 4AW, United Kingdom","XW33+HH York, UK",https://www.yorklaseraesthetics.co.uk/,+44 7590 376395,Closed · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipNEgHvNPZWZUTAlkbUdbpzQs31froxWTVDf9HQe=w408-h544-k-no,true,10 am–5 pm,10 am–5:30 pm,10 am–5 pm,10 am–5 pm,9 am–1 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:14:02.108Z,Identifies as women-owned,,
https://www.google.com/maps/place/Innersense+Aesthetics+Medical+%7C+York/data=!4m7!3m6!1s0x4879327e38dd4cd5:0xf0e7c60a345590d1!8m2!3d53.9668395!4d-1.126756!16s%2Fg%2F1ptxytyzt!19sChIJ1UzdOH4yeUgR0ZBVNArG5_A,Innersense Aesthetics Medical | York,4.9,168,Skin care clinic,"136 Boroughbridge Rd, Acomb, York YO26 6AL, United Kingdom","XV8F+P7 York, UK",http://www.innersense-aesthetics.com/,+44 1904 848312,Closed · Opens 9:15 am Wed,https://lh3.googleusercontent.com/p/AF1QipOW6M0Uf9veOXIT4pFcoKCVl75eZq2diG-E6UuT=w408-h304-k-no,true,9:15 am–7:30 pm,9:15 am–5 pm,9:15 am–7:30 pm,9:15 am–5 pm,9 am–2:30 pm,Closed,9:15 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:14:07.191Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Stonegate+Medical+Clinic/data=!4m7!3m6!1s0x487931a61616b029:0x4b11c4d6d8c3e8d9!8m2!3d53.9609504!4d-1.0830615!16s%2Fg%2F11cly42nz8!19sChIJKbAWFqYxeUgR2ejD2NbEEUs,Stonegate Medical Clinic,4.9,125,Doctor,"23 Stonegate, York YO1 8AW, United Kingdom","XW68+9Q York, UK",http://www.stonegatemedical.co.uk/,+44 1904 631815,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOmdONT5RDFFiMNd-bCoyvDBHYzNPTdhcrwjUpf=w408-h272-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:14:12.297Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Nuffield+Health+York+Hospital/data=!4m7!3m6!1s0x48793199da888f91:0x4457bee18a7ee787!8m2!3d53.9741463!4d-1.0761393!16s%2Fg%2F1tq8j1q8!19sChIJkY-I2pkxeUgRh-d-iuG-V0Q,Nuffield Health York Hospital,4.3,149,Private hospital,"Haxby Rd, Clifton, York YO31 8TA, United Kingdom","XWFF+MG York, UK",https://www.nuffieldhealth.com/hospitals/york?utm_source=google&utm_medium=local&utm_campaign=GoogleLocal-York,+44 1904 233225,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNAPfJKSX4I3FckoFqytFUeZkdCaGG45dtIWR7h=w408-h271-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–7 pm,8 am–2 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-12-16T22:14:17.424Z,,,
