placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Mount+Carmel+Dublin+Emergency+Room/data=!4m7!3m6!1s0x8838edaef76c9925:0x77097c49dc3aa1e6!8m2!3d40.110522!4d-83.094038!16s%2Fg%2F11mcsbp686!19sChIJJZls967tOIgR5qE63El8CXc,Mount Carmel Dublin Emergency Room,4.8,20,Emergency room,"4105 Emerald Pkwy, Dublin, OH 43016, United States","4W64+69 Dublin, Ohio, USA",https://www.mountcarmelhealth.com/locations/dublin-emergency-room,+1 380-898-9000,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPb3Fq_lfaernedZyWeIDLFw5EHp9-KFSWTCchr=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-12-16T21:58:19.813Z,,,
https://www.google.com/maps/place/Vein+%26+Vascular+Specialists/data=!4m7!3m6!1s0x8838f162c5c265c1:0x20c7f39fba701876!8m2!3d40.1064255!4d-83.1674885!16s%2Fg%2F1v6p9j19!19sChIJwWXCxWLxOIgRdhhwup_zxyA,Vein & Vascular Specialists,3.8,5,Medical clinic,"6740 Perimeter Dr, Dublin, OH 43016, United States","4R4M+H2 Dublin, Ohio, USA",https://www.veinandvascularspecialists.com/,+1 740-201-0222,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOHypWFYe3LJ-nQe98RJf2Gh5oH1iZTussuDLKx=w408-h306-k-no,true,"8 am–12 pm, 1–4 pm","8 am–12 pm, 1–4 pm","8 am–12 pm, 1–4 pm","8 am–12 pm, 1–4 pm",Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-12-16T21:58:25.186Z,,,
https://www.google.com/maps/place/360+Vascular+Institute/data=!4m7!3m6!1s0x89c6c65bafb70b4f:0x232f4ea6f5411299!8m2!3d40.1062942!4d-83.1692898!16s%2Fg%2F1hc21p8pd!19sChIJTwu3r1vGxokRmRJB9aZOLyM,360 Vascular Institute,4.9,35,Vascular surgeon,"6790 Perimeter Dr STE 200, Dublin, OH 43016, United States","4R4J+G7 Dublin, Ohio, USA",http://www.360vascular.com/,+1 614-602-4088,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPnL91jTdCM7gUrhFOrx-gah5o2YeRAh2xsX1DP=w408-h265-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-12-16T21:58:30.616Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Polaris+Vein+%26+Aesthetics:+Amanda+Cooper,+MD/data=!4m7!3m6!1s0x8838f479107e1f4f:0x9c520119a3f60c76!8m2!3d40.1259659!4d-83.0186293!16s%2Fg%2F11b6_zrr18!19sChIJTx9-EHn0OIgRdgz2oxkBUpw","Polaris Vein & Aesthetics: Amanda Cooper, MD",4.8,111,Medical spa,"8100 Ravines Edge Ct STE 100, Columbus, OH 43235, United States","4XGJ+9G Columbus, Ohio, USA",https://www.polarisveincenter.com/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary,+1 614-488-5090,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMyOjA2LThAiaEtX3ASkaqFlZTGVGMXal8zHjuH=w408-h271-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-12-16T21:58:35.764Z,Identifies as women-owned,,
https://www.google.com/maps/place/Ohio+State+Heart+and+Vascular+Outpatient+Care+Dublin/data=!4m7!3m6!1s0x8838954edb370f29:0xfe17e5e3a4f8a11b!8m2!3d40.0979844!4d-83.168968!16s%2Fg%2F11t27pjvk2!19sChIJKQ83206VOIgRG6H4pOPlF_4,Ohio State Heart and Vascular Outpatient Care Dublin,4.9,642,Heart hospital,"6700 University Blvd 5th Floor, Suite 5B, Dublin, OH 43016, United States","3RXJ+5C Dublin, Ohio, USA",https://wexnermedical.osu.edu/locations/ohio-state-outpatient-care-dublin/heart-and-vascular?utm_campaign=med_general-awareness-evergreen_corp&utm_source=googlemybusiness&utm_medium=organic&utm_content=gmb_listing,+1 614-293-7677,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNKnGSYp15bS7m8biuKda9fZBHXYBWJvMuRpw3V=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-12-16T21:58:40.691Z,,,
https://www.google.com/maps/place/Columbus+Vascular+Vein+%26+Aesthetics/data=!4m7!3m6!1s0x8838f54634097359:0xa2d1328e1beb8ee!8m2!3d40.1381792!4d-82.9442053!16s%2Fg%2F11b75jmbt9!19sChIJWXMJNEb1OIgR7ri-4SgTLQo,Columbus Vascular Vein & Aesthetics,4.8,178,Vascular surgeon,"450 Alkyre Run Dr #350, Westerville, OH 43082, United States","43Q4+78 Westerville, Ohio, USA",http://www.cvva.care/,+1 614-426-0108,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPVFPHnuxa0rbHlptrTZbjwRpL6yTQzlq_zQRlR=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-12-16T21:58:45.590Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Artemis+Body+%26+Laser/data=!4m7!3m6!1s0x8838ecab4a7addb5:0xb6046ef059fd5f19!8m2!3d40.1073404!4d-83.1608382!16s%2Fg%2F1tfnz7qt!19sChIJtd16SqvsOIgRGV_9WfBuBLY,Artemis Body & Laser,4.1,19,Skin care clinic,"6805 Avery-Muirfield Dr, Dublin, OH 43016, United States","4R4Q+WM Dublin, Ohio, USA",https://www.artemisbody.com/,+1 614-793-8351,,https://lh3.googleusercontent.com/p/AF1QipOWkJYAqVpgh74XCqsVB1r1RWkKJKRBhTefoOyW=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Dublin+Columbus+OH/@40.1024767,-83.1406167,14z",2025-12-16T21:58:48.643Z,,,
https://www.google.com/maps/place/Dr.+Thomas+Doyle/data=!4m7!3m6!1s0x8838f5c8f663e881:0xf27e786b22b7034a!8m2!3d40.1381792!4d-82.9442053!16s%2Fg%2F11td2hlp_v!19sChIJgehj9sj1OIgRSgO3Imt4fvI,Dr. Thomas Doyle,4.8,81,Surgeon,"450 Alkyre Run Dr #350, Westerville, OH 43082, United States","43Q4+78 Westerville, Ohio, USA",https://www.cvva.care/,+1 614-917-0696,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPjQiAax2G_DCgR5_wcKHChQOdsMeckvD4WyuLl=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Westerville+Columbus+OH/@40.1266689,-82.9318807,14z",2025-12-16T21:59:02.500Z,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Deborah+Cogan/data=!4m7!3m6!1s0x883885bc74a970d1:0x5a55d9a94cb6fc9b!8m2!3d39.8775688!4d-83.0577246!16s%2Fg%2F11kbkkyr5c!19sChIJ0XCpdLyFOIgRm_y2TKnZVVo,Center for Vein Restoration | Dr. Deborah Cogan,5.0,84,Vascular surgeon,"2065 Stringtown Rd, Grove City, OH 43123, United States","VWHR+2W Grove City, Ohio, USA",https://www.centerforvein.com/our-clinics/locations/grovecity,+1 734-210-0560,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOOs7aC7xBFb6ztNfTzmhlT7X_Uj2E31qX129uW=w408-h426-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Westerville+Columbus+OH/@40.1266689,-82.9318807,14z",2025-12-16T21:59:07.559Z,,,
https://www.google.com/maps/place/Columbus+Vein+Center/data=!4m7!3m6!1s0x8838f4790deaaaab:0xf02a612e8c61598!8m2!3d40.1447319!4d-82.9893843!16s%2Fg%2F11jy9thhj3!19sChIJq6rqDXn0OIgRmBXG6BKmAg8,Columbus Vein Center,,,Medical Center,"1120 Polaris Pkwy, Columbus, OH 43240, United States","42V6+V6 Columbus, Ohio, USA",,+1 614-515-2440,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kuWhdKzmEH6zZESIWRHLMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.7388&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Westerville+Columbus+OH/@40.1266689,-82.9318807,14z",2025-12-16T21:59:10.199Z,,,
