placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/SERVPRO+of+Amarillo/data=!4m7!3m6!1s0x87014fca54b84f6d:0x35017e98d5c20a7d!8m2!3d35.2069556!4d-101.8519689!16s%2Fg%2F1ts3g1qs!19sChIJbU-4VMpPAYcRfQrC1Zh-ATU,SERVPRO of Amarillo,4.7,187,Water damage restoration service,"1301 SW 8th Ave, Amarillo, TX 79101, United States","644X+Q6 Amarillo, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-amarillo?utm_medium=organic&utm_source=gbp,+1 806-331-4555,,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxAhXxBa9bgExfNQinSN-amLu52xGYLq864nSgn40llQkaHxdGHi3MCvlWmatEc70LeEW9uXIJO7h8ODRsHlNothf-Kkc_tj8arg2nQgcU3v-7Vzx530AVuCZ2-Xa-eZKx6IRG-g=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:20.690Z,,,
https://www.google.com/maps/place/Vertical+1+Services/data=!4m7!3m6!1s0x87014f274c4efd19:0x92193da5d6b6d8ce!8m2!3d35.2157493!4d-101.8402136!16s%2Fg%2F11lghf9c9n!19sChIJGf1OTCdPAYcRzti21qU9GZI,Vertical 1 Services,4.8,21,Water damage restoration service,"200 N Jackson St, Amarillo, TX 79107, United States","6585+7W Amarillo, Texas, USA",http://www.vertical1services.com/,+1 806-220-1333,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-XL6yUX4HKsYRJIkdwN6PSyG-noqYCoYZN428IoowVv_qoF-Px3_6hqcdyyjM-nYBrzGEYIV00X-nlNztUGt8b2wi9EnfQ3EI1CjOOOLzbKKUNwLoEQGrPOLASk6bVOM79mgb6A=w408-h463-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:26.841Z,,,
https://www.google.com/maps/place/RestoPros+of+Amarillo-Lubbock/data=!4m7!3m6!1s0x818c93d799a2315d:0x69671443062aa409!8m2!3d35.0594949!4d-101.9351715!16s%2Fg%2F11ycgnj3t7!19sChIJXTGimdeTjIERCaQqBkMUZ2k,RestoPros of Amarillo-Lubbock,5.0,36,Water damage restoration service,"14601 FM 2590 #32g, Amarillo, TX 79119, United States","3357+QW Amarillo, Texas, USA",https://www.restopros.co/tx-amarillo-lubbock/,+1 806-877-1994,"Open 24 hours

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMaTe_i6IhNBIjCWd9tmx_pExHOThGM-TXnojpkJZ4U-xMLhPOAdNY5R-vI4VqnLpVel0b_MElX2s5UcY_57uwhZXrw1fGB6S1sVPzY3iV2CrICVCcRpChN4toehY9Y05WU3J1dkoIWDpt=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:31.597Z,,,
https://www.google.com/maps/place/ALL+US+Mold+Removal/data=!4m7!3m6!1s0x87014decaecb35eb:0xc11c18624a767481!8m2!3d35.2103729!4d-101.8361167!16s%2Fg%2F11qmrc2sc0!19sChIJ6zXLruxNAYcRgXR2SmIYHME,ALL US Mold Removal,5.0,3,Home inspector,"301 S Polk St ste 331, Amarillo, TX 79101, United States","6567+4H Amarillo, Texas, USA",http://allusmoldremoval.com/tx/amarillo,+1 806-502-6110,Closed · Opens 12 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJOTnEgLjmOVIcqaxUsl8eTg1QxSd5t06po7vS5dxLgdXNK-l-1hoEAAOj4sIlnlh8eR8qFSdBCuzWZjDKDHdi03U4wsTeUyYOzLVNCXyVzyWsdXyIyeIWvgoDyNUh2-k-OwXi=w408-h323-k-no,false,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:36.530Z,,,
https://www.google.com/maps/place/Steam+Team+Restoration+%26+Cleaning/data=!4m7!3m6!1s0x8701454fee26509b:0xfaca9c9b77b00481!8m2!3d35.0833427!4d-101.9351918!16s%2Fg%2F11gh488d78!19sChIJm1Am7k9FAYcRgQSwd5ucyvo,Steam Team Restoration & Cleaning,4.9,301,Water damage restoration service,"12177 FM 2590, Amarillo, TX 79119, United States","33M7+8W Amarillo, Texas, USA",https://callsteamteam.com/,+1 806-418-4452,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepG5FCfhXlVb3X0gSRq_eywSVRuKm0-6ocukKf5ODlboeVFIeshmGtHYSy9Sl6NxuwmTJvvH727OGrVD8b9l8OXeY5kf5rifoMi-fiqqFt_Fhfjr1VtupCGA_gHDATn9_8xiR-doApq1lI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:41.387Z,,,
"https://www.google.com/maps/place/Carpet+Tech+of+Amarillo,+TX/data=!4m7!3m6!1s0x87014f635e77fe6f:0x14f97cc3131a240f!8m2!3d35.1643537!4d-101.8316197!16s%2Fg%2F1txnpxvc!19sChIJb_53XmNPAYcRDyQaE8N8-RQ","Carpet Tech of Amarillo, TX",4.9,514,Carpet cleaning service,"4510 Tradewind St, Amarillo, TX 79118, United States","5579+P9 Amarillo, Texas, USA",https://www.carpettech.com/amarillo/,+1 806-310-9095,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPyvNYunY24ktphANcaI8uhiSJ8xVFGfXF9oF55Sog_TAkng-YX8_kF4n-3ZFa3QMMbyzo7YWgaffy3qmbcUje4IE4UrTWHUX2st-qaX-vBxESlibmkCEph1Kxq3LwPR_EPpA2KgCyGkZ-=w408-h257-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:46.415Z,,,
https://www.google.com/maps/place/Roof+Spotters/data=!4m7!3m6!1s0x87014e47da4e6f45:0x9cc60b005be0381f!8m2!3d35.2112483!4d-101.8645542!16s%2Fg%2F1tdz58j4!19sChIJRW9O2kdOAYcRHzjgWwALxpw,Roof Spotters,4.8,122,Roofing contractor,"2411 SW 6th Ave, Amarillo, TX 79106, United States","646P+F5 Amarillo, Texas, USA",https://www.roofspotters.com/?utm_source=2060digital&utm_medium=localseo&utm_campaign=gmb,+1 806-372-4149,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqqCEVdSErRDVzZYEB5-KPsjirpubnmBAyt3GfKRHHPZxucMUUwFfLpdtbxz847bye8sULIWUVn4GZnQOYSjZzTJSc6UtAHQOwtJAS94BVcYZM2GQZ2NTcHC9PLk6iyrpePautvA=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:51.326Z,,,
https://www.google.com/maps/place/Excel+Construction+Group/data=!4m7!3m6!1s0x87014f1cf719ce57:0x925db970201ecb12!8m2!3d35.208908!4d-101.8397713!16s%2Fg%2F11fklnd4qq!19sChIJV84Z9xxPAYcREsseIHC5XZI,Excel Construction Group,5.0,33,Roofing contractor,"500 S Harrison St, Amarillo, TX 79101, United States","6556+H3 Amarillo, Texas, USA",https://www.excelcg.com/texas/potter-county/amarillo/,+1 806-414-4250,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepWj_tOdKJBDXRD9hMFMPonbLKecqJF8pkh8Gzh4Gc2qBj-CORvWUlnSxdvyjJUljCacC39WEzLTln4kwygsdtnXLcSNhZab9HfPXYuQGaTuwdg9RF3uTaMDKhG3VJqY_RSPWvA=w408-h408-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:32:56.014Z,,,
https://www.google.com/maps/place/Southern+Painting+-+Amarillo/data=!4m7!3m6!1s0x87015accf781391b:0xd72e9714fed103e7!8m2!3d35.1901462!4d-101.8751596!16s%2Fg%2F1tdvf0j6!19sChIJGzmB98xaAYcR5wPR_hSXLtc,Southern Painting - Amarillo,4.7,29,Painter,"2316 Lakeview Dr, Amarillo, TX 79109, United States","54RF+3W Amarillo, Texas, USA",http://southernpainting.com/amarillo,+1 806-457-1440,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqM7HsAtwtZxsjPzwahZdhvJw4vOQBo7XbCllQPInnzQrMP7QmrEuoU7QAF9P-YzRxIf2VveVuJ6Ktz6AkDM9pkzH9ZpZMC1XW_UFrgSakwM2O0v_z0jkyKmEuRnfUoD4KJwf_Z=w408-h271-k-no,true,Closed,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:33:00.712Z,,,
https://www.google.com/maps/place/Mr.+Restore+of+Amarillo/data=!4m7!3m6!1s0x87014534d74da9b9:0xfca4355597842a98!8m2!3d35.1867957!4d-101.8821098!16s%2Fg%2F1td_hq1w!19sChIJualN1zRFAYcRmCqEl1U1pPw,Mr. Restore of Amarillo,5.0,18,Water damage restoration service,"2402 Hobbs Rd #200, Amarillo, TX 79109, United States","54P9+P5 Amarillo, Texas, USA",https://www.mrrestore.com/service-area/amarillo-tx,+1 806-607-8197,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSQ-3oCXCNafHFVPXeYHgudGtuQsMnBbAEhkFkQ-MjJmoHLZ9UC5O9L0kD4aQcGfuKx3J0AmmoObZK00TEi4akVZAp8QapIHIDdtONhg6RVgMAqFaqmAhUOIHNCvEKOh1NkpKx=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-03-23T03:33:05.462Z,,,
