placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,error,attributes
https://www.google.com/maps/place/Westwind+Memory+Care/data=!4m7!3m6!1s0x808e40384700081b:0x23c6b3f177d82ea9!8m2!3d36.988883!4d-122.025393!16s%2Fg%2F11b6x9_rqt!19sChIJGwgARzhAjoARqS7Yd_GzxiM,Westwind Memory Care,5.0,4,Retirement community,"160 Jewell St, Santa Cruz, CA 95060, United States","XXQF+HR Santa Cruz, California, USA",https://www.westwindmemorycare.com/,+1 831-216-0216,,https://lh3.googleusercontent.com/p/AF1QipPFJwqtZfxA-KoZ5Tc2lacVvrQWWLgthCbk_10e=w408-h244-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:06.596Z,,,,,,,,,,
https://www.google.com/maps/place/Sutter+Care+at+Home+-+Santa+Cruz+%28Home+Health%29/data=!4m7!3m6!1s0x808e3ffc2ec3762d:0xf224cff04c7e3454!8m2!3d36.9854182!4d-121.9867697!16s%2Fg%2F1tf7bb49!19sChIJLXbDLvw_joARVDR-TPDPJPI,Sutter Care at Home - Santa Cruz (Home Health),3.0,6,Home health care service,"2880 Soquel Ave #10, Santa Cruz, CA 95062, United States","X2P7+57 Santa Cruz, California, USA",https://www.sutterhealth.org/find-location/facility/sutter-care-at-home-santa-cruz-home-health,+1 831-477-2600,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nf8VMewYZj1FP_uUPsxAzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.86908&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:12.093Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Palliative+Care:+Commercial+Crossing+Office:+Palo+Alto+Medical+Foundation/data=!4m7!3m6!1s0x808e3ffca5bb5aad:0xb8585684ddd65bd3!8m2!3d36.9880442!4d-121.9822265!16s%2Fg%2F1jkw0hnvq!19sChIJrVq7pfw_joAR01vW3YRWWLg,Palliative Care: Commercial Crossing Office: Palo Alto Medical Foundation,,,Pain control clinic,"2850 Commercial Crossing, Santa Cruz, CA 95065, United States","X2Q9+64 Santa Cruz, California, USA",http://www.pamf.org/pcss/?utm_medium=local&utm_source=google_plus-local&utm_campaign=local-Santa-Cruz-PAMF-93,+1 831-458-5511,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gCw6luKCoL65xt28MCbmpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.5623&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:16.836Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Dignity+Health+%E2%80%93+Dominican+Hospital/data=!4m7!3m6!1s0x808e3ffb04e9831b:0x697b6497ef4761f9!8m2!3d36.9895715!4d-121.9837499!16s%2Fm%2F04g3mk5!19sChIJG4PpBPs_joAR-WFH75dke2k,Dignity Health – Dominican Hospital,4.0,899,Hospital,"1555 Soquel Dr, Santa Cruz, CA 95065, United States","X2Q8+RG Santa Cruz, California, USA",https://locations.dignityhealth.org/dominican-hospital,+1 831-462-7700,,https://lh3.googleusercontent.com/p/AF1QipPQDrkaXzIo1yislg9Fy04Xee0-e9Ey9OXIIQJS=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:22.484Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Hospice+of+Santa+Cruz+County/data=!4m7!3m6!1s0x808e40ca0a99f127:0x43d0b870e9fc1835!8m2!3d37.047262!4d-122.01559!16s%2Fg%2F1w2yzpgk!19sChIJJ_GZCspAjoARNRj86XC40EM,Hospice of Santa Cruz County,4.0,12,Hospice,"940 Disc Dr, Scotts Valley, CA 95066, United States","2XWM+WQ Scotts Valley, California, USA",http://www.hospicesantacruz.org/,+1 831-430-3000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipObZ7FTEPKx4DfLZQO6wnxnoPc6YX-r0BGNF75n=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:27.479Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Jordan+House+Inc/data=!4m7!3m6!1s0x808e402ecc84593d:0xdd18722faa0a7ae6!8m2!3d36.9741286!4d-122.0307984!16s%2Fg%2F1td7nk49!19sChIJPVmEzC5AjoAR5noKqi9yGN0,Jordan House Inc,,,Hospice,"Santa Cruz, CA 95060, United States","XXF9+MM Santa Cruz, California, USA",,+1 831-465-0145,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vsiHuQeLJdTXuAOPhWYvZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.44231&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:30.193Z,,,,,,,,,,
"https://www.google.com/maps/place/William+J+Morris,+M.D.+MPH/data=!4m7!3m6!1s0x808e3ffca5bb5aad:0x64b50ca5b8dbb55a!8m2!3d36.988158!4d-121.98226!16s%2Fg%2F1hc1c_7vd!19sChIJrVq7pfw_joARWrXbuKUMtWQ","William J Morris, M.D. MPH",5.0,2,Hospice,"2850 Commercial Crossing, Santa Cruz, CA 95065, United States","X2Q9+73 Santa Cruz, California, USA",https://www.sutterhealth.org/find-provider/dr-william-j-morris-1046244968,+1 831-458-4850,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gCw6luKCoL65xt28MCbmpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.36097&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:35.183Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Santa+Cruz+Post+Acute/data=!4m7!3m6!1s0x808e155410c26267:0x5d51362b14d95ef!8m2!3d36.9779014!4d-121.9879302!16s%2Fg%2F11gbvj2xs8!19sChIJZ2LCEFQVjoAR75VNsWIT1QU,Santa Cruz Post Acute,4.0,35,Nursing home,"1115 Capitola Rd, Santa Cruz, CA 95062, United States","X2H6+5R Santa Cruz, California, USA",http://santacruzpa.com/,+1 831-475-4055,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipOYGS5-0RsaExDCE-TerG9sTFhwn0rFpsg5ONDN=w499-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:40.045Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x808e15707d7dd327:0xb6657d3486b294cf!8m2!3d36.9824132!4d-121.9553543!16s%2Fg%2F1tdyr06l!19sChIJJ9N9fXAVjoARz5SyhjR9ZbY,Heartland Hospice,3.7,3,Hospice,"824 Bay Ave #40, Capitola, CA 95010, United States","X2JV+XV Capitola, California, USA",http://heartlandhospice.com/,+1 831-476-2158,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNfMsgv5RAqzXjDvam2sCC5C3QJ1F8H1YtHqjD_=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:45.001Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Redwood+Grove+Post+Acute/data=!4m7!3m6!1s0x808e3ffc54027987:0x55814545b0ebc338!8m2!3d36.9860878!4d-121.9846391!16s%2Fg%2F11b5wlcjt7!19sChIJh3kCVPw_joAROMPrsEVFgVU,Redwood Grove Post Acute,4.3,36,Rehabilitation center,"2990 Soquel Ave, Santa Cruz, CA 95062, United States","X2P8+C4 Santa Cruz, California, USA",http://redwoodgrovepa.com/,+1 831-479-9000,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqNGXf8jS4XirrsJMSfCNBDPUC3SJxW2PRwghY_WDIoYp0yrojAEDfsR5FgswEmFBLexfw-VXe1Uits1VhUgvuFtt_bLGuIYzSoaGGC5DttjlXXI74ACOF7CtOqZoosdzSrchNB7w=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-18T00:16:50.062Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
