placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp
https://www.google.com/maps/place/Oasis+Accounting+Tax+Financial+Advisory/data=!4m7!3m6!1s0x80c8d56db5895889:0xa93c4e470db10f30!8m2!3d36.0266284!4d-114.9647773!16s%2Fg%2F11xcrnvr4s!19sChIJiViJtW3VyIARMA-xDUdOPKk,Oasis Accounting Tax Financial Advisory,5.0,5,Tax preparation,"850 S Boulder Hwy, Henderson, NV 89015, United States","22GP+M3 Henderson, Nevada, USA",,+1 725-216-7101,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,true,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PYgGgNo9QQuP9VBQAsMvYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.806644&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:09.613Z
https://www.google.com/maps/place/Cooper+and+Associates+Inc./data=!4m7!3m6!1s0x80c8d6b4012bca4d:0x6084a7e48c8da077!8m2!3d36.0357741!4d-114.9935259!16s%2Fg%2F1tlvptgc!19sChIJTcorAbTWyIARd6CNjOSnhGA,Cooper and Associates Inc.,4.6,49,Tax preparation service,"321 W Lake Mead Pkwy, Henderson, NV 89015, United States","22P4+8H Henderson, Nevada, USA",http://coopertaxservice.com/,+1 702-719-1560,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M0MXShfmLh91uewEgrI9Sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.07199&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:13.649Z
https://www.google.com/maps/place/Melbourne/data=!4m7!3m6!1s0x80c8d5b3639c5781:0x784705f16af3fadd!8m2!3d36.0121575!4d-114.9874444!16s%2Fg%2F11m38l1gny!19sChIJgVecY7PVyIAR3frzavEFR3g,Melbourne,4.2,31,Tax preparation service,"101 E Horizon Dr Suite C, Henderson, NV 89015, United States","2267+V2 Henderson, Nevada, USA",http://www.taxes.vegas/,+1 725-266-3403,Closed ⋅ Opens 10 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipO3si5Q-70anEjVYtwFK5lqwfEnaCcKF8ejx_Al=w426-h240-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:18.605Z
https://www.google.com/maps/place/CPA+Financial+Architects/data=!4m7!3m6!1s0x80c8ce294770c83f:0x785a7cb545f3945b!8m2!3d35.9804474!4d-115.0972147!16s%2Fg%2F1260bf0tz!19sChIJP8hwRynOyIARW5TzRbV8Wng,CPA Financial Architects,4.8,78,Accounting firm,"2534 Anthem Village Dr Suite 110, Henderson, NV 89052, United States","XWJ3+54 Henderson, Nevada, USA",https://www.cpaarchitects.com/,+1 702-263-2100,"Closed ⋅ Opens 10 am Mon

Confirmed by phone call 4 days ago",LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npK7usU2rMv1kol5WH5enrQ0C0yO8u685RyZxBspQx0XlM4lAG5WIidQBtd579NxeWK0K0qNpulhXnsRQ7p0As5BtbkKINGieWuWlpd3IUk9QOIcQw_GK3cDKZFN1rcH0lwMm5R=w408-h272-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:23.551Z
https://www.google.com/maps/place/Paramount+Tax+%26+Accounting+-+Henderson+%2F+Boulder+City/data=!4m7!3m6!1s0x80c8d111550df47b:0xe4524b2205a86c0d!8m2!3d36.0219666!4d-115.0825256!16s%2Fg%2F11nytmmkst!19sChIJe_QNVRHRyIARDWyoBSJLUuQ,Paramount Tax & Accounting - Henderson / Boulder City,4.7,26,Tax preparation,"170 S Green Valley Pkwy #300, Henderson, NV 89012, United States","2WC8+QX Henderson, Nevada, USA",https://paramount.tax/henderson,+1 702-757-2080,Closed ⋅ Opens 11 am Mon,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/p/AF1QipOCk3bG3aJmHLZfjdwbuvyxKM2yUBb6QPEVyPmA=w426-h240-k-no,true,Closed,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:28.677Z
"https://www.google.com/maps/place/Allison+Archer,+CPA+LLC/data=!4m7!3m6!1s0x80c8d2af99900001:0x4133959e46794ef!8m2!3d35.9920028!4d-115.1185529!16s%2Fg%2F11hy_y5km8!19sChIJAQCQma_SyIAR75Rn5Fk5EwQ","Allison Archer, CPA LLC",5.0,83,Certified public accountant,"2990 Sunridge Heights Pkwy Suite 160, Henderson, NV 89052, United States","XVRJ+RH Henderson, Nevada, USA",https://aarchercpa.com/,+1 702-570-1181,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3A3ZurkEgF_LLGDCyzXd4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.30943&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:33.743Z
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x80c8d43a759820af:0x274bd0f365e6b6bd!8m2!3d36.0131154!4d-114.9637621!16s%2Fg%2F11b6gf107b!19sChIJryCYdTrUyIARvbbmZfPQSyc,H&R Block,4.8,192,Tax preparation service,"595 College Dr C, Henderson, NV 89015, United States","227P+6F Henderson, Nevada, USA",https://www.hrblock.com/tax-office-near-me/nevada/henderson/27874/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 702-565-1220,,,,https://lh3.googleusercontent.com/p/AF1QipPL1yIh6V4rcKwEnfNiKtvGVWSE3wpJeYfYTVZQ=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:36.900Z
https://www.google.com/maps/place/Bush+%26+Associates+CPA/data=!4m7!3m6!1s0x80c8cfd235c6cb7d:0x5e1d634e5fb9dd83!8m2!3d36.0399505!4d-115.0305863!16s%2Fg%2F11m_l9g1v_!19sChIJfcvGNdLPyIARg925X05jHV4,Bush & Associates CPA,3.0,6,Certified public accountant,"179 N Gibson Rd, Henderson, NV 89014, United States","2XQ9+XQ Henderson, Nevada, USA",http://www.bushandassociatescpas.com/,+1 702-703-5979,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zOmRKpXq1UIJ7SbhR3mWCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.0873&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:42.071Z
"https://www.google.com/maps/place/BD+%26+Associates,+CPAs/data=!4m7!3m6!1s0x1525d3a19f9d5ecb:0xf0f6c2d9c285f90c!8m2!3d36.0135167!4d-115.0591563!16s%2Fg%2F1q6294qf_!19sChIJy16dn6HTJRURDPmFwtnC9vA","BD & Associates, CPAs",4.5,17,Certified public accountant,"1671 W Horizon Ridge Pkwy Suite 220, Henderson, NV 89012, United States","2W7R+C8 Henderson, Nevada, USA",https://www.bdcpafirm.com/,+1 702-202-2255,Closed ⋅ Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPBnC_kPZmnZc8aujOLKYAVv86oh6m93MgkY-Bz=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:47.339Z
"https://www.google.com/maps/place/Donnelly+%26+Milner,+CPAs/data=!4m7!3m6!1s0x80c8ce225a960bd5:0xc6fc3c931c1a3cad!8m2!3d36.0028779!4d-115.1024613!16s%2Fg%2F11g6xd5jjb!19sChIJ1QuWWiLOyIARrTwaHJM8_MY","Donnelly & Milner, CPAs",4.7,13,Certified public accountant,"2610 W Horizon Ridge Pkwy Suite 205, Henderson, NV 89052, United States","2V3X+52 Henderson, Nevada, USA",http://www.donnellymilnercpa.com/,+1 702-405-0094,Closed ⋅ Opens 7:30 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=itulnHhiBQM1djLD0YiMiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.123314&pitch=0&thumbfov=100,true,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2025-10-19T16:17:52.463Z
