placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,attributes,error
"https://www.google.com/maps/place/George+Peter+Klee+CPA,+LLC/data=!4m7!3m6!1s0x89d6b50d597a0b27:0x2fc24e0c55b9cfc4!8m2!3d43.1428486!4d-77.5856186!16s%2Fg%2F1ptz22phq!19sChIJJwt6WQ211okRxM-5VQxOwi8","George Peter Klee CPA, LLC",4.8,50,Tax preparation,"53 Canterbury Rd, Rochester, NY 14607, United States","4CV7+4Q Rochester, New York, USA",http://www.gpkaccounting.com/?utm_source=Google&utm_medium=Website&utm_campaign=Google_NEXT,+1 585-482-2080,"Closed ⋅ Opens 9 am Mon

Updated by this business 6 weeks ago",LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bSAg-i-Mb1mDWjq8Qz4XyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.93944&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:11.841Z,,,
"https://www.google.com/maps/place/Conlon+%26+Company,+Certified+Public+Accountants,+P.L.L.C./data=!4m7!3m6!1s0x89d6b33695d14125:0xc9502d950a758498!8m2!3d43.1303363!4d-77.6805896!16s%2Fg%2F1vbnqdft!19sChIJJUHRlTaz1okRmIR1CpUtUMk","Conlon & Company, Certified Public Accountants, P.L.L.C.",4.9,32,Certified public accountant,"1635 Brooks Ave, Rochester, NY 14624, United States","48J9+4Q Rochester, New York, USA",http://www.conlonandcompany.com/,+1 585-328-4990,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MQpedPY0KmKpWMHc95KkIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.15446&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:17.882Z,,,
https://www.google.com/maps/place/Heveron+%26+Company+CPAs/data=!4m7!3m6!1s0x89d6b4fbf546159d:0xe2255d75061ebf34!8m2!3d43.149562!4d-77.6133559!16s%2Fg%2F1tdcmz2h!19sChIJnRVG9fu01okRNL8eBnVdJeI,Heveron & Company CPAs,5.0,2,Accountant,"260 S Plymouth Ave, Rochester, NY 14608, United States","49XP+RM Rochester, New York, USA",http://www.heveroncpa.com/,+1 585-232-2956,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMk7RERSD1cwXio0Wi0bQJwWaFFsw49Wqifk3HB=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:22.413Z,,,
https://www.google.com/maps/place/RDG%2BPartners+CPAs/data=!4m7!3m6!1s0x89d13523e5e703b3:0x6b2c61f4e52bc611!8m2!3d43.1566298!4d-77.5974786!16s%2Fg%2F1tdg45tb!19sChIJswPn5SM10YkREcYr5fRhLGs,RDG+Partners CPAs,4.6,10,Consultant,"10 Winthrop St, Rochester, NY 14607, United States","5C43+M2 Rochester, New York, USA",http://www.rdgandpartners.com/,+1 585-673-2600,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wsNJQjM3DjyRc-r1Ti3Q6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.1872&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:27.368Z,,,
"https://www.google.com/maps/place/John+C.+Saunders,+CPA+P.C./data=!4m7!3m6!1s0x89d6b509ac5312ab:0xcb6c8686b3275e09!8m2!3d43.1511664!4d-77.5932756!16s%2Fg%2F1tczrbnb!19sChIJqxJTrAm11okRCV4ns4aGbMs","John C. Saunders, CPA P.C.",4.5,2,Certified public accountant,"99 Park Ave B, Rochester, NY 14607, United States","5C24+FM Rochester, New York, USA",https://www.johncsaunderscpa.com/,+1 585-242-8780,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPB5RY4ZOga9JyqFNqXE_ZBa0hcv_FxOjuRPoHS=w408-h408-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:32.098Z,,,
https://www.google.com/maps/place/Amidon+%26+Villeneuve+CPAs+P.C./data=!4m7!3m6!1s0x89d6b5688d0f9615:0x18c43caa86e2afbc!8m2!3d43.1349514!4d-77.574597!16s%2Fg%2F11c0qgpfcz!19sChIJFZYPjWi11okRvK_ihqo8xBg,Amidon & Villeneuve CPAs P.C.,5.0,6,Certified public accountant,"1385 Monroe Ave, Rochester, NY 14618, United States","4CMG+X5 Rochester, New York, USA",http://www.amidoncpa.com/,+1 585-288-0990,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gCu7J6XKNaL1nZMuzUR36g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.42873&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:36.831Z,,,
https://www.google.com/maps/place/MMB%2BCO/data=!4m7!3m6!1s0x89d6b5aa1dab311b:0x998a6f04507d2950!8m2!3d43.1548693!4d-77.6025086!16s%2Fg%2F1tff_hdr!19sChIJGzGrHaq11okRUCl9UARvipk,MMB+CO,4.8,5,Certified public accountant,"100 Chestnut St # 1200, Rochester, NY 14604, United States","593W+WX Rochester, New York, USA",https://www.mmbaccounting.com/,+1 585-423-1860,"Closed ⋅ Opens 8:30 am Mon

Updated by this business 11 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrA61Z_ap79oTH4YoJb2HJiro5eVZSnYCsT-tIGuCxy_tX5WtTmOL8SBjMoTGN1QB6kcVkM2LzMllI0z2E-tb3YUGbQKlpjCIBF5lTA5T9tXg48kc9UEloBt9MadKe-dUY-G-JUQA=w426-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:41.760Z,,,
"https://www.google.com/maps/place/Kenneth+E.+Ingersoll,+CPA/@43.1585187,-77.6146704,17z/data=!3m1!4b1!4m6!3m5!1s0x89d6b536de54c5c3:0x3587cf52affa51ab!8m2!3d43.1585187!4d-77.6146704!16s%2Fg%2F11r3s_3pwh","Kenneth E. Ingersoll, CPA",5.0,1,Certified public accountant,"150 State St Suite 301A, Rochester, NY 14614, United States","595P+C4 Rochester, New York, USA",https://www.alliedfp.com/team/kenneth-ingersoll,+1 585-410-6733,Closed ⋅ Opens 8:30 am Mon,,,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:48.219Z,,,
https://www.google.com/maps/place/Le+Office+-+Tax+Service/data=!4m7!3m6!1s0x89d6b4406abd24e1:0x599c4a5139869142!8m2!3d43.1749139!4d-77.6293613!16s%2Fg%2F1tp287t3!19sChIJ4SS9akC01okRQpGGOVFKnFk,Le Office - Tax Service,4.7,49,Tax preparation,"548 Lake Ave, Rochester, NY 14613, United States","59FC+X7 Rochester, New York, USA",http://www.le-office.com/,+1 585-330-9263,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTA-1VgBUC4rV-fwyx10HO0xFaAMb3mTUbsTL7vlixs76zLjjD5OQ93HvJ2vgXCtCJ_0Y_ZgB3aut5RMnW0ff1kJydqSE9Ot2Ar-sMO5hfCBz9ASzYNg1nO6DcM3h4cUGTQ-Y=w513-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:53.076Z,,,
https://www.google.com/maps/place/Rosalie%27s+Tax+Services/data=!4m7!3m6!1s0x89d6b45f33f7b0b5:0x905b37a6db35ce45!8m2!3d43.1581456!4d-77.6262017!16s%2Fg%2F1thxrmqw!19sChIJtbD3M1-01okRRc4126Y3W5A,Rosalie's Tax Services,4.7,23,Tax preparation service,"593 W Broad St, Rochester, NY 14608, United States","595F+7G Rochester, New York, USA",,+1 585-464-8334,Closed ⋅ Opens 9:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SM11cy8pHAtOSgqGIrdtsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.9962&pitch=0&thumbfov=100,false,Closed,9:30 am–5:15 pm,9:30 am–5:15 pm,9:30 am–5:15 pm,9:30 am–5:15 pm,9:30 am–5:15 pm,9:30 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Rochester+Rochester+NY/@43.1565779,-77.6088465,14z",2025-10-19T17:08:57.773Z,,,
