placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Advance+Garage+Doors/data=!4m7!3m6!1s0x89ab1564ff106805:0x747b71d7ff0e5c67!8m2!3d35.0113749!4d-78.9136435!16s%2Fg%2F11hgdrhlry!19sChIJBWgQ_2QVq4kRZ1wO_9dxe3Q,Advance Garage Doors,5.0,653,Garage door supplier,"3119 Camden Rd, Fayetteville, NC 28306, United States","236P+GG Fayetteville, North Carolina, USA",https://advancegaragedoorsnc.com/?utm_source=organic&utm_medium=social&utm_campaign=1seo_gmb_profile,+1 910-916-8695,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMx9uCfufehtCCu372rY6ZgzBy6FCnKiC46PjnJ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:46:58.931Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x89ab6d641d2f0ebb:0xdd4e4b8ec57a99e!8m2!3d35.067084!4d-78.884437!16s%2Fg%2F11lrt8s4pd!19sChIJuw4vHWRtq4kRnqlX7Ljk1A0,Precision Garage Door Service,4.9,1122,Garage door supplier,"504 Cumberland St, Fayetteville, NC 28301, United States","3488+R6 Fayetteville, North Carolina, USA",https://precisiondoorcarolina.com/?utm_source=gmb&utm_medium=location_fayetteville&utm_campaign=website,+1 910-319-1420,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipO4EH0i0qXNOCdaI5vR5Q-7QnOKU4DjMyEd9aWK=w408-h272-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:04.576Z,,,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Fayetteville/data=!4m7!3m6!1s0xa7f79a8c35f55d25:0x96f5837422fbeb16!8m2!3d35.1449779!4d-79.1403009!16s%2Fg%2F11rz9cd2_7!19sChIJJV31NYya96cRFuv7InSD9ZY,ProLift Garage Doors of Fayetteville,5.0,284,Garage door supplier,,,https://www.proliftdoors.com/fayetteville/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=fayetteville,+1 910-490-3613,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeBVmi_gdkYFT1hdoVoEl6xJHYGvYx7QTc_rO8W6o5wO6VTkB_ld7F9YGh9TShZjPxrN3m5z6_Jf-sZUpib4CRUYxkIpVluz8t5lAXUXzgry63sR6mMY4f-fJm05d08Wr9ddqu=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:10.532Z,Identifies as veteran-owned,true,,
https://www.google.com/maps/place/Chapman+Garage+Door/data=!4m7!3m6!1s0x80dcb12f700099b7:0xf9db993ba7a21fbe!8m2!3d35.072659!4d-79.001328!16s%2Fg%2F11b6j39s_4!19sChIJt5kAcC-x3IARvh-ipzuZ2_k,Chapman Garage Door,5.0,47,Garage door supplier,,,http://www.chapmangaragedoor.com/,+1 910-584-6469,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNlk0jegh4__0D03V5EVjxH-Mb07Bxr_kPRhjJz=w408-h285-k-no,true,7 am–7 pm,8 am–2 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:15.545Z,,,,
"https://www.google.com/maps/place/JLC+Garage+Doors/@34.919177,-78.9710815,10z/data=!3m1!4b1!4m6!3m5!1s0x23be1f00b59b3a77:0xd8199a4101c90171!8m2!3d34.919177!4d-78.9710815!16s%2Fg%2F11vpy1s2s6",JLC Garage Doors,5.0,5,Contractor,,,http://www.jlcgaragedoorsnc.com/,+1 910-723-1605,Closed ⋅ Opens 8 am Mon,,true,8 am–2 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:22.668Z,,,,
https://www.google.com/maps/place/Custom+Door+%26+Gate/data=!4m7!3m6!1s0x89ab132657aca7eb:0x697f32d4a37a27c5!8m2!3d35.0414471!4d-78.8872856!16s%2Fg%2F11gzjhk83!19sChIJ66esVyYTq4kRxSd6o9Qyf2k,Custom Door & Gate,3.9,10,Garage door supplier,"250 Tolar St, Fayetteville, NC 28306, United States","24R7+H3 Fayetteville, North Carolina, USA",https://customoverheaddoors.net/?utm_source=google&utm_medium=organic&utm_campaign=listings,+1 910-321-1648,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNlRaxo8exIhft079fMPy0fb-z9pPYL3BqG2K0C=w408-h271-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:27.699Z,,,,
https://www.google.com/maps/place/The+House+DOC+nc/data=!4m7!3m6!1s0x89ab15ef194759c5:0xa512fdcbbcaaabb6!8m2!3d35.0546035!4d-79.0175729!16s%2Fg%2F11svmh2y3q!19sChIJxVlHGe8Vq4kRtquqvMv9EqU,The House DOC nc,4.9,62,Handyman/Handywoman/Handyperson,,,https://www.housedocnc.tech/,+1 910-977-0151,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOi8QOynkXEIk3gofLcxT4AVQU-xKE4edyXYTTb=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:32.936Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Superior+Overhead+Doors/data=!4m7!3m6!1s0x89ab55dc7368825d:0x40290b9516718854!8m2!3d35.4699807!4d-79.1759172!16s%2Fg%2F11cssgrdhm!19sChIJXYJoc9xVq4kRVIhxFpULKUA,Superior Overhead Doors,5.0,458,Garage door supplier,"907 Fields Dr D, Sanford, NC 27330, United States","FR9F+XJ Sanford, North Carolina, USA",https://superioroverheaddoorsllc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+1 919-776-4851,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO7tR37f6ri6U-cALAd_SkpRIUfZJZw8TpkD1M3=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:37.894Z,,,,
https://www.google.com/maps/place/Armored+Garage+Door+Soulutions/data=!4m7!3m6!1s0xa17a562c5baf6c99:0x1e95a005ba8d8780!8m2!3d35.2653!4d-79.1106619!16s%2Fg%2F11mcty9gwr!19sChIJmWyvWyxWeqERgIeNugWglR4,Armored Garage Door Soulutions,5.0,16,Garage door supplier,,,https://armoredgaragedoor.com/,+1 910-760-1466,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNNlAxuH4J4gDXWVJdDdaGCB5pWXM8F9BY87W5u=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:43.617Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Fayetteville/data=!4m7!3m6!1s0x89ab6df331fea067:0x8d4cf3485e669804!8m2!3d35.064798!4d-78.8802968!16s%2Fg%2F11yml_fwjb!19sChIJZ6D-MfNtq4kRBJhmXkjzTI0,Overhead Door Company of Fayetteville,,,Garage door supplier,"203 Cumberland St, Fayetteville, NC 28301, United States","3479+WV Fayetteville, North Carolina, USA",https://overheaddoorfayetteville.com/,+1 910-423-8090,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOHsq6DA6FOn5uIpDRoeT0CM7sBDQ8D8ZZmRas=w408-h288-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-11-07T22:47:48.605Z,,,,
