placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Blackhill+Restoration/data=!4m7!3m6!1s0x86fe747d360917d5:0x7accbf68f8fb54f8!8m2!3d33.557425!4d-101.8324484!16s%2Fg%2F11t2p_tyhl!19sChIJ1RcJNn10_oYR-FT7-Gi_zHo,Blackhill Restoration,3.6,7,Fire damage restoration service,"334 E 40th St, Lubbock, TX 79404, United States","H549+X2 Lubbock, Texas, USA",https://blackhillrestoration.com/locations/lubbock-tx/,+1 806-230-2912,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kAOkh50nprBi_pk_rwGIvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.12903&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:03.981Z,,,,
https://www.google.com/maps/place/Living+Water+Restoration/data=!4m7!3m6!1s0x8b0699e390e51357:0x38b88959067297ab!8m2!3d33.4839788!4d-101.8462298!16s%2Fg%2F11yr1fdf5j!19sChIJVxPlkOOZBosRq5dyBlmJuDg,Living Water Restoration,5.0,19,Water damage restoration service,"12104 US-87 Suite 20, Lubbock, TX 79423, United States","F5M3+HG Lubbock, Texas, USA",https://www.livingwatertx.com/,+1 806-787-1216,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojNYrNFfSX4xhVHQbUNL63DgVMbYq3IdlRgHEwCFsyATI8rpgSonu0A4cdnZi3YBmC9IJfDoxdyI0GbuXyi7XOqDid0eheurvAn1-gBAnoHLDuaKwousSfCbzh1EkVavs-9vWGCZNpzU0=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:08.683Z,,,,
https://www.google.com/maps/place/Rainbow+International+of+Lubbock/data=!4m7!3m6!1s0x86fe6d4ec9180fcb:0x1e295f97513c3e09!8m2!3d33.5173324!4d-101.8395196!16s%2Fg%2F11gmjr_kkf!19sChIJyw8YyU5t_oYRCT48UZdfKR4,Rainbow International of Lubbock,4.8,20,Water damage restoration service,"8225 Avenue D Unit 3, Lubbock, TX 79404, United States","G586+W5 Lubbock, Texas, USA",https://rainbowrestores.com/lubbock?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 806-507-3900,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZRnubSlibfvhFvucrjWZJ9ZixzD8yffxJ9WUrFisGhuJ3K12XmJOw2fPqgJ2vfMPqeu8EPyiIfyHX5lR_qV9BsktzPis13CoGOWOryws9LCpjI4dZXvr6x38eYB-Va-NlD4pS=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:12.945Z,,,,
https://www.google.com/maps/place/ALL+US+Mold+Removal+%26+Remediation+Lubbock+TX/data=!4m7!3m6!1s0x86fe6d87fac585f9:0xf4904a7519e97415!8m2!3d33.5482622!4d-101.8716081!16s%2Fg%2F11rghtbh8_!19sChIJ-YXF-odt_oYRFXTpGXVKkPQ,ALL US Mold Removal & Remediation Lubbock TX,5.0,1,Contractor,"5010 University Ave #501, Lubbock, TX 79413, United States","G4XH+89 Lubbock, Texas, USA",,+1 806-810-0233,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S8F4e9UchhZ65iiikv1pjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.24316&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:17.449Z,,,,
https://www.google.com/maps/place/SERVPRO+of+Southwest+Lubbock/data=!4m7!3m6!1s0x86fe733d1c769b6b:0xc2f4d5708105ea41!8m2!3d33.5336837!4d-101.982582!16s%2Fg%2F1tg872zb!19sChIJa5t2HD1z_oYRQeoFgXDV9MI,SERVPRO of Southwest Lubbock,4.7,75,Water damage restoration service,"7477 County Rd 7000, Lubbock, TX 79407, United States","G2M8+FX Lubbock, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-southwest-lubbock?utm_medium=organic&utm_source=gbp,+1 806-780-6311,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq9PJ0DJKRT-bVkurWa_6H6W9qm9chYytwT7OxFVL1ogy6H5uUAJDbAaHxRUwWYFFHcQnAiETttYMYTxoCUAXeCfu8hzArcWppNjLfA1XgZ47roXTUAUv-aPo1TuJ5qGG4WwklJxg=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:22.026Z,,,,
https://www.google.com/maps/place/GreenWorks+Inspections+%26+Engineering/data=!4m7!3m6!1s0x86fe6d58220ea62f:0xb57e780661840c1!8m2!3d33.5802662!4d-101.8503996!16s%2Fg%2F11rs0fb6q6!19sChIJL6YOIlht_oYRwUAYZoDnVws,GreenWorks Inspections & Engineering,5.0,178,Home inspector,"1614 Avenue M Suite 61, Lubbock, TX 79401, United States","H4JX+4R Lubbock, Texas, USA",https://greenworksinspections.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,+1 806-223-1618,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwO3MM8VdFFRnOqR3z6mWmNSzZ-zBJtaPZ4nByO3MFY1ZAC-sR_W9YdaMI8oSbBSWn6mMlDzjF0THwRku8qdEsfeOIW5NoxejJkbfbpMXXVQZRRZaT93TP8CVlze5Ey80kYB2K9Q=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:26.455Z,Identifies as women-owned,,,
"https://www.google.com/maps/place/OtterMasters+Water+Damage+Restoration+of+Lubbock/@33.536229,-102.0412815,7z/data=!3m1!4b1!4m6!3m5!1s0x81003e159398bfd5:0xcca7bac4974c5ee2!8m2!3d33.536229!4d-102.0412815!16s%2Fg%2F11vxv2gqh7",OtterMasters Water Damage Restoration of Lubbock,4.8,21,Water damage restoration service,,,https://ottermasters.com/,+1 806-216-3663,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:32.930Z,,true,,
https://www.google.com/maps/place/Falcon+Flood+Services/data=!4m7!3m6!1s0x86fe6f2373cc8bc5:0x146e73a7e29ada31!8m2!3d33.4469398!4d-101.8482957!16s%2Fg%2F11j51wzq3v!19sChIJxYvMcyNv_oYRMdqa4qdzbhQ,Falcon Flood Services,5.0,35,Water damage restoration service,"1109 Woodrow Rd Building B, Lubbock, TX 79423, United States","C5W2+QM Lubbock, Texas, USA",https://falconfloodservices.com/,+1 806-724-6113,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweormyvwJtS9A0Yp_-lVdprk61rwBrxegb2N_xw9J8gpufdvEaUfHoMGxyq6ZQf9AhZjnTXA-lKYBZp-F71zX9sLczUWhduzJeQ6RhrVJUku-Xdlt40O4DuQiZA9p7I0IDRh1yDN=w408-h303-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:37.715Z,,,,
"https://www.google.com/maps/place/Carpenter+Roofing+Company,+Inc./data=!4m7!3m6!1s0x86fe6d4c35b2376b:0xe9c3c37f31724162!8m2!3d33.5767037!4d-101.8440253!16s%2Fg%2F11r34rk0lv!19sChIJazeyNUxt_oYRYkFyMX_Dw-k","Carpenter Roofing Company, Inc.",4.8,38,Roofing contractor,"1925 Buddy Holly Ave, Lubbock, TX 79404, United States","H5G4+M9 Lubbock, Texas, USA",http://carpenterroof.com/,+1 806-799-7030,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBJjY2VS9jlZ4r7_p84i0FTwq-M_fEvjqn3WXcT2BfA-rBfDBlwhCj1h2afQNYQMSqaV4fwDuixnhvcOyF68lG-5UAPIQ6X298I7HLyiM7A133O2RLPzFAUDDwPo-abEaijXo=w546-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:42.349Z,,,,
https://www.google.com/maps/place/West+Texas+Commercial+Roofing/data=!4m7!3m6!1s0x86fe73d72bb96b5f:0x426c2589cfb6c1a5!8m2!3d33.5593279!4d-101.8187565!16s%2Fg%2F11qgsyhcz7!19sChIJX2u5K9dz_oYRpcG2z4klbEI,West Texas Commercial Roofing,5.0,72,Roofing contractor,"3802 M.L.K. Jr Blvd, Lubbock, TX 79404, United States","H55J+PF Lubbock, Texas, USA",https://westtexascommercialroofing.com/,+1 806-416-7663,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoT6Tikm8YiZ_z9hurbRB1iirvNdH3Fbvre6NqxouMP_DH1mBh2x27MVWCR9PJlvhQmQSMiZs0LuA781TNzR6eeTZXW9T_0xTGmUD68c4ZJHsQHzCwLuyXwJlSm4zJjk1OGX6E=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-03-23T04:30:46.797Z,,,,
