placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/TwelveStone+Infusion+Center+Bowling+Green/data=!4m7!3m6!1s0x8865efd576bee8a1:0xec23087a18072b7f!8m2!3d36.9910793!4d-86.433546!16s%2Fg%2F11x1crp0sn!19sChIJoei-dtXvZYgRfysHGHoII-w,TwelveStone Infusion Center Bowling Green,4.8,15,Specialized clinic,"843 Fairview Ave b5, Bowling Green, KY 42101, United States","XHR8+CH Bowling Green, Kentucky, USA",https://www.12stonehealth.com/,+1 270-277-5661,,https://lh3.googleusercontent.com/p/AF1QipMbWYIDrSJHjHo5sJ8C_p6vQqJcFtZtmVo24LYs=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-09-28T23:26:03.687Z,,,,,,,,,,,
https://www.google.com/maps/place/The+Medical+Center+at+Bowling+Green/data=!4m7!3m6!1s0x8865ef4fecdeb1f5:0x99f8fa3e756d402c!8m2!3d36.9959487!4d-86.4302185!16s%2Fg%2F11b5vswb0f!19sChIJ9bHe7E_vZYgRLEBtdT76-Jk,The Medical Center at Bowling Green,2.3,443,General hospital,"250 Park St, Bowling Green, KY 42101, United States","XHW9+9W Bowling Green, Kentucky, USA",https://medcenterhealth.org/,+1 270-745-1000,,https://lh3.googleusercontent.com/p/AF1QipNrHl60ez6ePxd9TfVSU2bgqD7olgRWewAJVDAN=w468-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-09-28T23:26:09.527Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/South+Central+Kentucky+Regional+Cancer+Center/data=!4m7!3m6!1s0x8865e8eaa3e415c1:0x3cd7e87b9c0316d6!8m2!3d36.9655455!4d-86.438173!16s%2Fg%2F1tdfzggv!19sChIJwRXko-roZYgR1hYDnHvo1zw,South Central Kentucky Regional Cancer Center,4.7,14,Cancer treatment center,"1728 Rockingham Ave, Bowling Green, KY 42104, United States","XH86+6P Bowling Green, Kentucky, USA",https://sckyrcc.com/,+1 270-904-0845,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npM1v35sVuYcBoS75Gj1O4G0k30HuPIhsS-NL6zGYMVIkavg0WIUzMLGv3n6K3lY8eM-h829mYUSkbr5CJ9Orfuas0RAfC7cydyewL_QZNiY_HKg9wSkBlfDZqkgihsMLujNH2j=w408-h302-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-09-28T23:26:14.280Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,,,,
https://www.google.com/maps/place/First+Choice+Wellness+%26+Infusion+Centers/data=!4m7!3m6!1s0x8865ef0a78df901d:0xbb15af75438f13be!8m2!3d36.9897583!4d-86.4263427!16s%2Fg%2F11v3mych1f!19sChIJHZDfeArvZYgRvhOPQ3WvFbs,First Choice Wellness & Infusion Centers,,,Medical clinic,"600 U.S. 31 W Bypass Suite 3a, Bowling Green, KY 42101, United States","XHQF+WF Bowling Green, Kentucky, USA",https://www.firstchoiceiv.com/,+1 866-665-3244,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uLlxcppcKkr5RVOnBro0EA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.00815&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-09-28T23:26:19.684Z,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,,,,
https://www.google.com/maps/place/Med+Center+Health+Hematology+%26+Oncology/data=!4m7!3m6!1s0x8865ef4f09aec12d:0xc94537701aea9b80!8m2!3d36.994816!4d-86.4314927!16s%2Fg%2F11g68y_hh9!19sChIJLcGuCU_vZYgRgJvqGnA3Rck,Med Center Health Hematology & Oncology,4.8,85,Cancer treatment center,"Medical Arts Building, 350 Park St Ste 106, Bowling Green, KY 42101, United States","XHV9+WC Bowling Green, Kentucky, USA",https://medcenterhealth.org/location/hematology-oncology/,+1 270-796-2557,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Dls0a9ryL0MWO-4MtgEtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.79517&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-09-28T23:26:22.526Z,,,,,,,,,,,
https://www.google.com/maps/place/Thrivewell+Infusion+-+Bowling+Green/data=!4m7!3m6!1s0x8865e99e236c17d3:0x6204e842b9a507ae!8m2!3d36.9862354!4d-86.431696!16s%2Fg%2F11xzb5dqn2!19sChIJ0xdsI57pZYgRrgeluULoBGI,Thrivewell Infusion - Bowling Green,,,Medical clinic,"727 U.S. 31 W Bypass STE 102, Bowling Green, KY 42101, United States","XHP9+F8 Bowling Green, Kentucky, USA",https://www.thrivewellinfusion.com/,+1 212-803-3339,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPgqjQ0tYTE5QZZo82mq5uYAfN0Zam-dGafNF8R=w518-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-09-28T23:26:27.265Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Owensboro+Health+Mitchell+Memorial+Cancer+Center/data=!4m7!3m6!1s0x886fb07fbb42974b:0xe7b17de86c447ce8!8m2!3d37.7666537!4d-87.0996448!16s%2Fg%2F1tjfhlqd!19sChIJS5dCu3-wb4gR6HxEbOh9sec,Owensboro Health Mitchell Memorial Cancer Center,4.6,35,Cancer treatment center,"1020 Breckenridge St, Owensboro, KY 42303, United States","QW82+M4 Owensboro, Kentucky, USA",https://www.owensborohealth.org/locations/profile/mitchell-memorial-cancer-center/?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 270-688-3600,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrTlDs9F_zVsvw8W9Ujo8kczpRF-h4AYzKnjfZpi3P26Uj4wLe66rpvgJMKRggin6JR44o6y8uYOu-3DGfS2TVp2p_9Yc3zm6yR5HvzHqu6uYxhTFsBlZgpO6V0BifqjnYG2ccX=w408-h279-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Owensboro+KY/@37.767366,-87.1128721,14z",2025-09-28T23:26:41.560Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x886fa57b99454b4b:0x4b16f7c989154bf9!8m2!3d37.7497708!4d-87.0542294!16s%2Fg%2F11kbg7xvh6!19sChIJS0tFmXulb4gR-UsVicn3Fks,Metro Infusion Center,,,Medical office,"3500 Villa Point Suite 107, Owensboro, KY 42303, United States","PWXW+W8 Owensboro, Kentucky, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN2jNCQFCmLXQWCZpeSkYp9O8kjHI_smjAK1YWb=w423-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Owensboro+KY/@37.767366,-87.1128721,14z",2025-09-28T23:26:46.447Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Owensboro+Health+Hematology+%26+Oncology+in+Owensboro/data=!4m7!3m6!1s0x886fba86c68b933f:0x9ce091bbcc1990f9!8m2!3d37.7670703!4d-87.0997228!16s%2Fg%2F1tqpz_hf!19sChIJP5OLxoa6b4gR-ZAZzLuR4Jw,Owensboro Health Hematology & Oncology in Owensboro,4.9,60,Cancer treatment center,"1000 Breckenridge St Suite 201, Owensboro, KY 42303, United States","QW82+R4 Owensboro, Kentucky, USA",https://www.owensborohealth.org/locations/profile/?id=116&?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 270-688-3445,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNWwVDVbgTo6fKubGOhnP9Ys5wfxPtgaOYYi4NA=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Owensboro+KY/@37.767366,-87.1128721,14z",2025-09-28T23:26:51.216Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
"https://www.google.com/maps/place/Second+Wind+IV+Therapy/@37.7582728,-87.0759281,17z/data=!3m1!4b1!4m6!3m5!1s0x886fbb8b9611a04b:0x8aa3d6c16b552ba6!8m2!3d37.7582728!4d-87.0759281!16s%2Fg%2F11tf5gynrr",Second Wind IV Therapy,,,Medical Center,"2200 E Parrish Ave #104, Owensboro, KY 42303, United States","QW5F+8J Owensboro, Kentucky, USA",,+1 270-836-1765,,,true,"https://www.google.com/maps/search/Infusion+centers+in+Owensboro+KY/@37.767366,-87.1128721,14z",2025-09-28T23:26:55.805Z,,,,,,,,,,,
https://www.google.com/maps/place/NKY+Med+Clinic/data=!4m7!3m6!1s0x8841b126dbb0a723:0x3b994fffa116e562!8m2!3d39.069916!4d-84.5073479!16s%2Fg%2F11b73_wcx2!19sChIJI6ew2yaxQYgRYuUWof9PmTs,NKY Med Clinic,3.3,118,Addiction treatment center,"1717 Madison Ave, Covington, KY 41011, United States","3F9V+X3 Covington, Kentucky, USA",https://pinnacletreatment.com/location/kentucky/covington/nky-med-clinic-llc/?utm_source=Google&utm_medium=GMB_Profile&utm_campaign=GMB,+1 859-360-0250,,https://lh3.googleusercontent.com/p/AF1QipPMo4C3INx6qcw_D_x7JNTM2kXTWBTBdQLv7rMX=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Covington+KY/@39.0836712,-84.5085536,14z",2025-09-28T23:27:10.643Z,,,,,,,,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Covington+Metro+Treatment+Center/data=!4m7!3m6!1s0x8841b1246f9d1175:0x12c516ebfc8582f9!8m2!3d39.0664477!4d-84.5064106!16s%2Fg%2F11fy56wz2n!19sChIJdRGdbySxQYgR-YKF_OsWxRI,Covington Metro Treatment Center,4.4,65,Addiction treatment center,"2001 Madison Ave, Covington, KY 41011, United States","3F8V+HC Covington, Kentucky, USA",https://www.newseason.com/treatment-center-locations/kentucky/covington-metro-treatment-center/,+1 859-444-4499,Closed ⋅ Opens 5 am Mon,https://lh3.googleusercontent.com/p/AF1QipPDbU8XP7W-kqVl0CDdMnqXuwqnbSUvJu2lHy2g=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Covington+KY/@39.0836712,-84.5085536,14z",2025-09-28T23:27:15.722Z,Closed,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5–9 am,,,,
https://www.google.com/maps/place/Journey+Recovery+Center+-+Covington+Suite+300+-+St.+Elizabeth+Physicians/data=!4m7!3m6!1s0x8841b82be0b0ba6f:0x413801942289c393!8m2!3d39.0699333!4d-84.5079273!16s%2Fg%2F11c0rntpnx!19sChIJb7qw4Cu4QYgRk8OJIpQBOEE,Journey Recovery Center - Covington Suite 300 - St. Elizabeth Physicians,3.5,32,Addiction treatment center,"20 W 18th St, Covington, KY 41011, United States","3F9R+XR Covington, Kentucky, USA",https://www.stelizabeth.com/location/details/behavioral-health-journey-recovery-center,+1 859-757-0717,"Closed ⋅ Opens 8 am Mon

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfNO0wcmFzPfuD-tcr9r7ihEx_4331Ek7k8AWJ8q8n56PLdOmTis90tySc-azCW-AvJCBAMqvHe56e8QTxGN4CEmYpNkJ41dq2NuQ8YoTKfi1u8yOU_fImAKkLbTPR1TguXhMzIQ=w408-h307-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Covington+KY/@39.0836712,-84.5085536,14z",2025-09-28T23:27:20.653Z,Closed,8 am–6 pm,8 am–4:30 pm,8 am–8 pm,8 am–7:30 pm,8 am–4:30 pm,Closed,,,,
https://www.google.com/maps/place/Regional+Diabetes+Center+Covington+-+St.+Elizabeth+Physicians/data=!4m7!3m6!1s0x8841b12bea23cf27:0xe2d3d71566c085a8!8m2!3d39.0711158!4d-84.5177892!16s%2Fg%2F1v8y4q77!19sChIJJ88j6iuxQYgRqIXAZhXX0-I,Regional Diabetes Center Covington - St. Elizabeth Physicians,4.4,96,Diabetes center,"1500 James Simpson Jr Way, Covington, KY 41011, United States","3FCJ+CV Covington, Kentucky, USA",https://www.stelizabeth.com/location/details/regional-diabetes-center-covington,+1 859-655-8910,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPOPeUpSqOdZi3K8PChU-nZLfDmuzwWDpf96HoV=w408-h305-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Covington+KY/@39.0836712,-84.5085536,14z",2025-09-28T23:27:25.611Z,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,,,,
