placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Rocky%27s+Tire+%26+Service/data=!4m7!3m6!1s0x874d9acce33eb773:0x65a35d8335ef5546!8m2!3d40.3040621!4d-111.6986249!16s%2Fg%2F1w_vnrhd!19sChIJc7c-48yaTYcRRlXvNYNdo2U,Rocky's Tire & Service,4.8,1387,Tire shop,"397 N State St, Orem, UT 84057, United States","8832+JH Orem, Utah, USA",https://www.rockystirepros.com/Find-Us/Mode/2/397-North-State-Street-Orem-UT-84057/details?utm_source=google&utm_medium=organic&utm_campaign=gbp_website_button,+1 801-655-1140,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptejBg0aDpy4LAugOYnEtJ_1gGqIfNiv1bjKRl1uxM1DHbYfkM-UWJxbotu4zi_0nb09YAiq0EseRl48L3SSrFriKeJ5po5x4Wnma0Gwxal3hFXp-SzgEiEIz67B-h54-knKNp9zK2oJA=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:08.477Z,,,
https://www.google.com/maps/place/California+Tires/data=!4m7!3m6!1s0x874d9ac05c416085:0x5771b4e24d7e147!8m2!3d40.2899356!4d-111.691128!16s%2Fg%2F11f2wmyt7v!19sChIJhWBBXMCaTYcRR-HXJE4bdwU,California Tires,4.3,187,Tire shop,"399 S State St, Orem, UT 84058, United States","78Q5+XG Orem, Utah, USA",,+1 801-691-0675,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqi8ucs-RYI0Q9wvrmB7fOQrjhLJjcrYx5M-aYJNRYrhQN1RAqfd20mBES4b7UaX5VZA2BO3lAnZQwGORfnxMwLeyasW_673z95gtNJQE8iXgQBopI1Q4qRNLhmTc5F7FvJ89ANEFXVMAq4=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:13.991Z,· In-store pick-up,,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x874d9a8c130a9de5:0x6aff1d81a3f37f35!8m2!3d40.2819447!4d-111.68059!16s%2Fg%2F1tr180z6!19sChIJ5Z0KE4yaTYcRNX_zo4Ed_2o,Big O Tires,4.5,561,Auto repair shop,"620 E 800 S, Orem, UT 84097, United States","78J9+QQ Orem, Utah, USA",https://www.bigotires.com/location/ut/orem/620-east--800-south-84097/044200?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_ODY2OTY3Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 801-762-6236,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6hO7py7obDJIa9qvBV7GDRAqmdEdfPg3P2K-WVWza5ObeWVTZUq39UtCLOgmC9TdHvhR3LsLB9m55oUM5isblm5fnqIlvJbhvZUMnIXhvYCAabZSssLMeNkwPq5CEN3AMw-Ob=w420-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:19.179Z,,,
https://www.google.com/maps/place/Clementes+Tire+Shop/data=!4m7!3m6!1s0x874d85f5d6bede1f:0xe3372beb809e5741!8m2!3d40.3179181!4d-111.7029135!16s%2Fg%2F11h4dxnp2r!19sChIJH96-1vWFTYcRQVeegOsrN-M,Clementes Tire Shop,4.8,135,Tire shop,"1138 N State St, Orem, UT 84057, United States","879W+5R Orem, Utah, USA",,+1 801-687-3899,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweokyPEaEPmLfMa3BTt5GFXYQgdN-H3yOeL2uCY18fY1Oci-hsDU88UKX_Lopvr7LBkbM03tIAEkkcZI36l7EjIs2UsrfSXW8nKUEG6lVHVYHVp3ypX5iGPfgzxJf8UVXQOAZvZz=w408-h544-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:23.981Z,· In-store shopping · Kerbside pickup,LGBTQ+ friendly,
https://www.google.com/maps/place/Commercial+Tire/data=!4m7!3m6!1s0x874d84c925983d75:0xdb6f8fca74161f98!8m2!3d40.306158!4d-111.732488!16s%2Fg%2F11c6d_zm4l!19sChIJdT2YJcmETYcRmB8WdMqPb9s,Commercial Tire,4.8,57,Tire shop,"472 N Geneva Rd, Orem, UT 84057, United States","8749+F2 Orem, Utah, USA",https://commercialtire.com/locations/orem?utm_source=Local&utm_medium=Listings&utm_campaign=Brand,+1 801-880-6239,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoNqhK47f7IPs30uT3WeVMUAggIWrv7CuY-TR1sHeQsvYsz5YqH58BXRjQoCEmxPGLLw_rYYG3MClKQ1_vRF1MXHE6ZENkg8pI4wNW6hiavq1Ds0DRV26yVpGGAQ8rJvmyYu4hU=w426-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:29.199Z,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Tire+Nation+%26+Auto+Shop/data=!4m7!3m6!1s0x874d85bfe6a1dc23:0xb3de1ac723b203cc!8m2!3d40.3154511!4d-111.701529!16s%2Fg%2F11flmvrxbl!19sChIJI9yh5r-FTYcRzAOyI8ca3rM,Tire Nation & Auto Shop,4.9,77,Auto repair shop,"260 990 N, Orem, UT 84057, United States","878X+59 Orem, Utah, USA",https://www.facebook.com/Tirenationandautoshop/,+1 801-607-5196,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoO64ayev3jyWr-I4YLyPP5-5b33iywY4gbIuM9Mw3irLP6l-cuf4DWuuDCJNz2q37HqhKxgy1EK12tHzcRZmbHrX5h2-VNLeFLYa7rU211OGZYa6tLn8F10LGhhfOXU373oja5=w408-h544-k-no,true,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:34.178Z,,,
https://www.google.com/maps/place/VR+Tires+%26+wheels/data=!4m7!3m6!1s0x874d85e970de0d29:0x868a6d8641e2f1e6!8m2!3d40.3048538!4d-111.7147377!16s%2Fg%2F11yn_dsc37!19sChIJKQ3ecOmFTYcR5vHiQYZtioY,VR Tires & wheels,4.9,45,Tire shop,"798 400 N ste c, Orem, UT 84057, United States","873P+W4 Orem, Utah, USA",,+1 385-266-0609,"Open · Closes 6 pm

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerGqjRKOoTSRpds382aZQ2ceyanqfdn4zbYNEPRHx8-xWmLKRPzgItXszI5-ti58v7wAADYzTPfIpFEf01oVHsGUuCQoXGZ65MseDEBLXZBoXPYDlBDTk3YTAUorGIrVoUMHJT3T8i_qee2=w408-h305-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:38.946Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/A+G+Tire+Shop/data=!4m7!3m6!1s0x874d8525544e2255:0xf26a2f684e137818!8m2!3d40.2903871!4d-111.6916899!16s%2Fg%2F1tdcb8ph!19sChIJVSJOVCWFTYcRGHgTTmgvavI,A G Tire Shop,3.5,218,Tire shop,"365 S State St, Orem, UT 84058, United States","78R5+58 Orem, Utah, USA",,+1 801-225-7788,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq-2TJZ5N_Bc6JVgcMcGcKLXmEWHUNA4bOXu0U8-PrVKB2zCkU20RZFdd41007zJtnxXI0_alXVDt2JFATTJaKyZfFy8TxGkrPKo7twTlMa9sVmPgc534UTefNUkeP5fqHCDM1N8Q=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:43.861Z,,,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x874d85321c2d9057:0xaf6fe9e94b1612ae!8m2!3d40.3103537!4d-111.7013951!16s%2Fg%2F1tfg3knx!19sChIJV5AtHDKFTYcRrhIWS-npb68,Big O Tires,4.5,598,Auto repair shop,"703 N State St, Orem, UT 84057, United States","876X+4C Orem, Utah, USA",https://www.bigotires.com/location/ut/orem/703-n-state-st-84057/044070?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_ODY2OTY1OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 801-877-2773,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqbi4u_LHrPAHQJLelUnsCETyyTvsU9t8d_FovE7qMXEWqIp9yER-FdZKq3qy8f3klolNdUnhpEjRBGZRO0pImgyNgIlfBL556dLht5giKmopCHXtGIcIiS8wNomGl6lpXCTJVM=w420-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:48.853Z,,,
https://www.google.com/maps/place/Taysom+Tire+Muffler+%26+Auto+Repair/data=!4m7!3m6!1s0x874d85324075dd7f:0x1ec4f70e5c310078!8m2!3d40.3091016!4d-111.7005653!16s%2Fg%2F1tf7y5w3!19sChIJf911QDKFTYcReAAxXA73xB4,Taysom Tire Muffler & Auto Repair,4.6,184,Auto repair shop,"651 N State St, Orem, UT 84057, United States","875X+JQ Orem, Utah, USA",https://taysomtire.com/,+1 801-225-6343,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5suXnZAfKsck6ebMWKMqPXZuE70ue8kPWkVTac-lAMBy3LObpoaPCA_l6jfxk6gqOZzfC4lUgDyILVgnWwiGPk3WxtTtBrsE-NPvT6pWmwtfvOaH_AuTt_vhZgxixvUJ18ZkI=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-03-23T15:11:53.860Z,,,
