placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,attributes,isBlackOwned,error
"https://www.google.com/maps/place/Jose+M+Casanova,+MD/data=!4m7!3m6!1s0x8830d5899aa6576b:0x188e3689b012cfff!8m2!3d40.9959186!4d-81.5366297!16s%2Fg%2F11ftk5tdyl!19sChIJa1emmonVMIgR_88SsIk2jhg","Jose M Casanova, MD",4.7,112,Neurologist,"500 Portage Lakes Drive b, Akron, OH 44319, United States","XFW7+98 Akron, Ohio, USA",https://mychart.summahealth.org/mychart/app/providers/JoseCasanovaMD/WP-24kK8Ofy97sAU3U2lOJ5Weyw-3D-3D-24qSYJosQIibBcM1jgCbTdJZS8Bu18LJK5htZO4foYtUs-3D?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 234-867-6626,,https://lh3.googleusercontent.com/p/AF1QipOJkvdxCvZJgq42_AXeDZ9kOxT3SRsOTSMGG3eN=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:00:55.126Z,,,,,,,,,,,
https://www.google.com/maps/place/Summa+Health+Cancer+Institute+at+Jean+%26+Milton+Cooper+Pavilion/data=!4m7!3m6!1s0x883129cea30d979d:0xdb5b4907588bc6ee!8m2!3d41.0822274!4d-81.5002995!16s%2Fg%2F1tdhmgpn!19sChIJnZcNo84pMYgR7saLWAdJW9s,Summa Health Cancer Institute at Jean & Milton Cooper Pavilion,4.3,25,Cancer treatment center,"161 N Forge St, Akron, OH 44304, United States","3FJX+VV Akron, Ohio, USA",https://www.summahealth.org/medicalservices/cancer/locations/akron-campus/jean-and-milton-cooper-pavilion?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-375-7280,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNzIMMwwy93HbgUsp7F4cpj1iw6oe0RcevGxXZm=w408-h248-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:00.865Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Summa+Health+Medical+Group+Pulmonary+-+Portage+Lakes/data=!4m7!3m6!1s0x8830d56cbecc4acf:0xa4290f76dd3a75f4!8m2!3d40.9959186!4d-81.5366297!16s%2Fg%2F1tjcq2c_!19sChIJz0rMvmzVMIgR9HU63XYPKaQ,Summa Health Medical Group Pulmonary - Portage Lakes,4.5,6,Medical clinic,"500 Portage Lakes Drive suite a, Akron, OH 44319, United States","XFW7+98 Akron, Ohio, USA",https://physicians.summahealth.org/provider/Valerie+A+Johnson/237031?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-319-9700,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QX3gmiJeQt2GRw1Zue3qqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.82222&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:06.494Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
https://www.google.com/maps/place/UW+Health+Portage+Clinic+Infusion+Center/data=!4m7!3m6!1s0x880727c2e048d307:0xda0cdb7aa3a9ccc!8m2!3d43.5741131!4d-89.4703037!16s%2Fg%2F11x6nzy99z!19sChIJB9NI4MInB4gRzJw6qrfNoA0,UW Health Portage Clinic Infusion Center,5.0,1,Medical Center,"2977 County Hwy CX, Portage, WI 53901, United States","HGFH+JV Portage, Wisconsin, USA",https://www.uwhealth.org/locations/portage-clinic-129/portage-infusion-center,+1 608-745-3399,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNQcF8hjyB7gTo_ef0cK5uMzORPIw2T8ApkmY9f=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:11.301Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Horizon+Infusions/data=!4m7!3m6!1s0x8830d7a9fe8b586b:0x8202c9aeae074c44!8m2!3d41.1030492!4d-81.5937106!16s%2Fg%2F11t5nlyvng!19sChIJa1iL_qnXMIgRREwHrq7JAoI,Horizon Infusions,5.0,3,Medical clinic,"51 Park W Blvd #100, Akron, OH 44320, United States","4C34+6G Akron, Ohio, USA",http://www.horizoninfusions.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10968466560695686137,+1 877-787-8720,,https://lh3.googleusercontent.com/p/AF1QipNhUt2zvCh7lBwRAUkTt9X7PVyx-Kz8e23EpeX2=w408-h280-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:14.194Z,,,,,,,,,,,
https://www.google.com/maps/place/Summa+Health+Portage+Lakes+Medical+Center/data=!4m7!3m6!1s0x8830d529dd815673:0x8abe2697be4dd37d!8m2!3d40.9959186!4d-81.5366297!16s%2Fg%2F11tfx5jm3v!19sChIJc1aB3SnVMIgRfdNNvpcmvoo,Summa Health Portage Lakes Medical Center,2.3,3,Medical Center,"500 Portage Lakes Drive, Akron, OH 44319, United States","XFW7+98 Akron, Ohio, USA",https://www.summahealth.org/locations/healthcenters/summa-health-portage-lakes-medical-center,+1 234-867-6626,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipO736ralNMmxtB9fMCcafRZcLGp99aEc2VxcqNZ=w408-h271-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:19.285Z,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,,,,
https://www.google.com/maps/place/Infusion+Partners/data=!4m7!3m6!1s0x88312bc997275cb1:0xaf7cffadc624157!8m2!3d41.0278624!4d-81.4832719!16s%2Fg%2F1263y9vfh!19sChIJsVwnl8krMYgRV0Fi3PrP9wo,Infusion Partners,,,Home health care service,"1235 E Waterloo Rd, Akron, OH 44306, United States","2GH8+4M Akron, Ohio, USA",,+1 330-773-1000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FWoxfCots3U7EhRuDcm9-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.0664&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:21.978Z,,,,,,,,,,,
https://www.google.com/maps/place/Portage+Lakes+Aesthetics+and+Wellness/data=!4m7!3m6!1s0x8830d5e259ec5507:0xc70ea13c842fdeae!8m2!3d40.9806278!4d-81.5368668!16s%2Fg%2F11st6dmt4h!19sChIJB1XsWeLVMIgRrt4vhDyhDsc,Portage Lakes Aesthetics and Wellness,5.0,14,Medical spa,"442 W Turkeyfoot Lake Rd, New Franklin, OH 44319, United States","XFJ7+77 New Franklin, Ohio, USA",http://portagelakesaesthetics.com/,+1 330-689-6567,Closed ⋅ Opens 4 pm Tue,https://lh3.googleusercontent.com/p/AF1QipOLXBzlCuU5lygfzWTwJGd65eM1_hqlbUOV_HRa=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:27.015Z,Closed,Closed,4–8 pm,Closed,10 am–2 pm,10 am–4 pm,Closed,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Healing+Souls+Wellness+Center/data=!4m7!3m6!1s0x8831280f0d1543e3:0xf4be13591f25adb5!8m2!3d40.9963545!4d-81.5357361!16s%2Fg%2F11c35lc875!19sChIJ40MVDQ8oMYgRta0lH1kTvvQ,Healing Souls Wellness Center,5.0,276,Massage therapist,"503 Portage Lakes Drive Second Floor Suite 1, Portage Lakes, OH 44319, United States","XFW7+GP Portage Lakes, Ohio, USA",http://www.healingsoulsmt.com/,+1 234-334-1859,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipN7V55VigfHJQU5WdPB6eTb6mLK7IA6lmnOXpmU=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:32.181Z,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–3 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Advanced+Infusion+Services/data=!4m7!3m6!1s0x8830d63c86bcbb23:0xac19d637cc4fd6f3!8m2!3d41.0742708!4d-81.5291772!16s%2Fg%2F1v0llf4p!19sChIJI7u8hjzWMIgR89ZPzDfWGaw,Advanced Infusion Services,5.0,1,Pharmacy,"160 Opportunity Pkwy, Akron, OH 44307, United States","3FFC+P8 Akron, Ohio, USA",,+1 330-972-3311,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SGnA83nlyMmI-hYhSMnbqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.49014&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-09-28T23:01:34.957Z,,,,,,,,,,,
