placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,error,info
https://www.google.com/maps/place/Covenant+Home+Infusion/data=!4m7!3m6!1s0x86fe72ad7fc70cfb:0x284b66c4943f4379!8m2!3d33.574597!4d-101.899187!16s%2Fg%2F1tp1z832!19sChIJ-wzHf61y_oYReUM_lMRmSyg,Covenant Home Infusion,4.8,16,Home help service agency,"4002 22nd Pl, Lubbock, TX 79410, United States","H4F2+R8 Lubbock, Texas, USA",https://www.providence.org/locations/covenant-health/medical-center/home-infusion?Is=location&y_source=1_MTA0MjM4NzIwMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 806-725-6327,,https://lh3.googleusercontent.com/p/AF1QipPlivj0WkmxoaAX55cMrVgMf7aUoOvpluvZVTOx=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:11:55.476Z,,,,,,,,,
https://www.google.com/maps/place/Paragon+Lubbock+Infusion+Center/data=!4m7!3m6!1s0x86fe739bc123679b:0xa2b452b428f244be!8m2!3d33.5193883!4d-101.9646287!16s%2Fg%2F11t6_r1mh8!19sChIJm2cjwZtz_oYRvkTyKLRStKI,Paragon Lubbock Infusion Center,5.0,7,Specialized clinic,"6823 82nd St #100, Lubbock, TX 79424, United States","G29P+Q4 Lubbock, Texas, USA",https://paragonhealthcare.com/,+1 806-810-4651,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMJfKAJsdNP6Fs_yN5m9QKSrRJ7tLTX7Cx-x-k=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:01.114Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,,
https://www.google.com/maps/place/IVRS+Wellness+Center/data=!4m7!3m6!1s0x86fe1349be7bd3a1:0x5a69decc61597f8b!8m2!3d33.5173682!4d-101.904615!16s%2Fg%2F11s82_wnx_!19sChIJodN7vkkT_oYRi39ZYczeaVo,IVRS Wellness Center,4.9,106,Wellness center,"8201 Quaker Ave Unit 154, Lubbock, TX 79423, United States","G38W+W5 Lubbock, Texas, USA",https://ivrstx.com/?utm_source=google-map&utm_campaign=gmb&utm_medium=organic,+1 806-722-9994,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CqJqLPQ5uGrzEHQSDSBUCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.24408&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:06.069Z,Closed,9 am–6 pm,9 am–6 pm,"9 am–12 pm, 1–6 pm",9 am–6 pm,9 am–6 pm,10 am–2 pm,,
https://www.google.com/maps/place/Cancer+Center/data=!4m7!3m6!1s0x86fe12a7eb127fdf:0x80e5e1ce4ea7dcfe!8m2!3d33.5878702!4d-101.892037!16s%2Fg%2F1td6ykpf!19sChIJ338S66cS_oYR_tynTs7h5YA,Cancer Center,4.3,56,Cancer treatment center,"602 Indiana Ave, Lubbock, TX 79415, United States","H4Q5+45 Lubbock, Texas, USA",https://www.umchealthsystem.com/locations/umc-cancer-center/,+1 806-775-8600,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP10yS9wehAw6prg61TrWoBpO8MAH5WIxo5_tr8=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:11.528Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Vital+Care+of+Lubbock/data=!4m7!3m6!1s0x86fe73386cdebc2d:0xeec2cfe3bbc681a0!8m2!3d33.5762269!4d-101.9000665!16s%2Fg%2F11tcw6bzqd!19sChIJLbzebDhz_oYRoIHGu-PPwu4,Vital Care of Lubbock,5.0,14,Pharmacy,"4020 21st St #1, Lubbock, TX 79410, United States","H3GX+FX Lubbock, Texas, USA",https://vitalcare.com/locations/vital-care-of-lubbock/,+1 806-696-8010,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNeVV9KibWXSRaIU_1ALKsIWr7fovhMfywkdrHm=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:16.387Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x86fe730051082b2b:0x3ebf085bbdf2c7dc!8m2!3d33.5275897!4d-101.9072764!16s%2Fg%2F11llz9jrq_!19sChIJKysIUQBz_oYR3MfyvVsIvz4,Metro Infusion Center,5.0,1,Medical office,"4412 74th St # B100, Lubbock, TX 79424, United States","G3HV+23 Lubbock, Texas, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7XEnM66j34IdyF1UMIbE2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.02728&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:21.107Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,
https://www.google.com/maps/place/Pure+Health/data=!4m7!3m6!1s0x86fe73ac7e6336bf:0x2781714a88212a6d!8m2!3d33.520701!4d-101.9054987!16s%2Fg%2F11j4s_mhjz!19sChIJvzZjfqxz_oYRbSohiEpxgSc,Pure Health,5.0,348,Medical spa,"8004 Quaker Ave suite d, Lubbock, TX 79424, United States","G3CV+7R Lubbock, Texas, USA",https://pureivhealth.com/,+1 806-256-7873,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOMJWEi64HjMmbvsfWpDyTHyZS-6FN7ezzj3u2j=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:26.183Z,1–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5:30 pm,,
https://www.google.com/maps/place/UMC+Ambulatory+Care+Center/data=!4m7!3m6!1s0x86fe0dc1a5fcd421:0xdaf2e3353ef9d75c!8m2!3d33.5877884!4d-101.8899741!16s%2Fg%2F11sg89zts3!19sChIJIdT8pcEN_oYRXNf5PjXj8to,UMC Ambulatory Care Center,4.3,3,Medical group,"Medical Office Plaza II, 808 Joliet Ave Suite 120, Lubbock, TX 79415, United States","H4Q6+42 Lubbock, Texas, USA",https://www.umchealthsystem.com/locations/umc-ambulatory-care-center/,+1 806-761-0710,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMVu0LbOo4QUVnUTlMpqnpVNmAsW4HAleewigAq=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:31.019Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Texas+Tech+Physicians+Internal+Medicine+Clinic/data=!4m7!3m6!1s0x86fe0d58535f631b:0xaf247da4c1198f9c!8m2!3d33.5894627!4d-101.8918255!16s%2Fg%2F1260f4yyy!19sChIJG2NfU1gN_oYRnI8ZwaR9JK8,Texas Tech Physicians Internal Medicine Clinic,4.9,982,Medical clinic,"3601 4th St, Lubbock, TX 79430, United States","H4Q5+Q7 Lubbock, Texas, USA",https://www.texastechphysicians.com/clinics/lubbock/internal-medicine/default.aspx?utm_source=GMBSocialClimb&utm_medium=TexasTechPhysicians%3APre-operativeClinic%28InternalMedicine%29,+1 806-743-3150,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO_xTZQ_WpTqYQiQVEmf6ek96crxLR8twzcuMhs=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:36.055Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Lubbock+Infusion+Therapy/data=!4m7!3m6!1s0x86fe7343056a3cad:0x5323428406853926!8m2!3d33.5193147!4d-101.9093112!16s%2Fg%2F11t_c3xdzs!19sChIJrTxqBUNz_oYRJjmFBoRCI1M,Lubbock Infusion Therapy,,,Medical clinic,"4505 82nd St SUITE 5, Lubbock, TX 79424, United States","G39R+P7 Lubbock, Texas, USA",https://lubbockgastro.com/infusion-therapy/,+1 806-749-7155,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WMYjCqW2pRAHeJioayILug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.7453017&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:41.385Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,,
https://www.google.com/maps/place/Covenant+Medical+Center/data=!4m7!3m6!1s0x86fe72ab20be5619:0x57010dbb04c4fc87!8m2!3d33.5769153!4d-101.8932098!16s%2Fg%2F1tgz5ygp!19sChIJGVa-IKty_oYRh_zEBLsNAVc,Covenant Medical Center,3.3,276,Medical clinic,"Hope Tower, 3615 19th St, Lubbock, TX 79410, United States","H4G4+QP Lubbock, Texas, USA",https://www.providence.org/locations/covenant-health/home?ls=location&y_source=1_ODI0NjgyMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 806-725-0000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMDjqdwbC-qLXlM6vaii5Vnj_VAUNXRwE1eKFpj=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:46.588Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Cypris+Wellness+Spa/data=!4m7!3m6!1s0x86fe1375e92b94bd:0x2ec8e608e9ab0d6!8m2!3d33.5893799!4d-101.8695695!16s%2Fg%2F11q9kprpl7!19sChIJvZQr6XUT_oYR1rCajmCO7AI,Cypris Wellness Spa,4.9,60,Wellness center,"2400 Glenna Goodacre Blvd Suite B-103, Lubbock, TX 79401, United States","H4QJ+Q5 Lubbock, Texas, USA",http://www.cyprisws.com/,+1 806-781-8326,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_5Vf-sD09hiMQfJSIxdqgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.150734&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2025-09-29T00:12:51.678Z,Closed,8 am–8 pm,8 am–8 pm,8 am–5 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,
