placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Orem/data=!4m7!3m6!1s0x874d9108e3c53099:0xe8cb1de03c9c8a84!8m2!3d40.277626!4d-111.677035!16s%2Fg%2F11m43z4qq3!19sChIJmTDF4wiRTYcRhIqcPOAdy-g,Prime IV Hydration & Wellness - Orem,4.9,154,Health spa,"1063 S 750 E, Orem, UT 84097, United States","78HF+35 Orem, Utah, USA",https://primeivhydration.com/locations/utah/orem-84097/,+1 385-497-6868,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 9 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP4DoE7YpcIVu0GhdTX7NYlrz-5CI5EfV7EhXLD=w408-h272-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6:30 pm,10 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:13.647Z,,,
https://www.google.com/maps/place/Reverie+Infusion+Clinic/data=!4m7!3m6!1s0x874d9bed5767b6d1:0xf8e59f976b0f3102!8m2!3d40.2653371!4d-111.6651406!16s%2Fg%2F11w7mhqzxx!19sChIJ0bZnV-2bTYcRAjEPa5ef5fg,Reverie Infusion Clinic,5.0,18,Medical clinic,"412 W Rivers Edge Dr Suite 44, Provo, UT 84604, United States","788M+4W Provo, Utah, USA",https://reverieutah.com/,+1 801-687-1656,Open ⋅ Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPevLKkCUDBieFNpyqM1QrRMRzWShBWFewCN8Vg=w408-h544-k-no,true,4–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,4–9 pm,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:19.395Z,,,
https://www.google.com/maps/place/Joy+Wellness+Partners+Utah/data=!4m7!3m6!1s0x87530f2ee80cab2d:0xa561c86004217cd7!8m2!3d40.2824392!4d-111.6525824!16s%2Fg%2F11gpnfcg3b!19sChIJLasM6C4PU4cR13whBGDIYaU,Joy Wellness Partners Utah,5.0,122,Alternative medicine practitioner,"3707 N Canyon Rd Suite 8F, Provo, UT 84604, United States","78JW+XX Provo, Utah, USA",http://www.joywellnesspartners.com/,+1 801-999-8356,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPCaWDJbdx1IPdX1j5YFUNmYGktpgx4xuU0sNcs=w408-h264-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:24.621Z,,,
https://www.google.com/maps/place/Quantum+Wellness+Center/data=!4m7!3m6!1s0x874d9a00c58c68e5:0x2f7eb1bd42844f99!8m2!3d40.274194!4d-111.6836604!16s%2Fg%2F1hhhz8lkr!19sChIJ5WiMxQCaTYcRmU-EQr2xfi8,Quantum Wellness Center,5.0,10,Wellness center,"545 E University Pkwy #200, Orem, UT 84097, United States","78F8+MG Orem, Utah, USA",https://thequantumwellnesscenter.com/,+1 801-837-1340,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPCsx2pL0qhzYe6E92cvNMhfND8LLUzWkGx2QQm=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:29.702Z,,,
https://www.google.com/maps/place/Provo+Health/data=!4m7!3m6!1s0x874d8584505dee13:0x387354c168cb0191!8m2!3d40.3116665!4d-111.6723899!16s%2Fg%2F11rq8h91yg!19sChIJE-5dUISFTYcRkQHLaMFUczg,Provo Health,4.4,52,Health spa,"980 E 800 N Suite 202, Orem, UT 84097, United States","886H+M2 Orem, Utah, USA",http://www.provohealth.com/,+1 801-691-1765,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noUp4BqjdXoZ1CebWvjEEaNOLk-fsp8MRuTmEWg-lw0uxx3S5BXh_4kj9nE_1m3LWFBpHgW3d3eD_OlseUx72Vmw2VIbE9eaXHUdMRGM8lc_fVmUVu5Xia5Yil73YrooANrGWI=w408-h544-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:35.191Z,,,
https://www.google.com/maps/place/Iron+IV/data=!4m7!3m6!1s0x874d9bba335a9cc9:0xe61d273dd3ab887!8m2!3d40.1770801!4d-111.5359124!16s%2Fg%2F11svnt24cq!19sChIJyZxaM7qbTYcRh7g63XPSYQ4,Iron IV,5.0,43,Wellness program,,,http://ironiv.com/?utm_source=google&utm_medium=local_promo&utm_campaign=county_traffic&utm_content=utah_county,+1 801-310-2751,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipOCQYqPwaC9hXMc64FKfzsuIikdnc2h39UlWEmO=w408-h249-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:40.014Z,,,
https://www.google.com/maps/place/Elevate+IV+Hydration+and+Wellness/data=!4m7!3m6!1s0x874d857c13011b7b:0x9707716a766c50f4!8m2!3d40.312883!4d-111.709563!16s%2Fg%2F11sf02tp8g!19sChIJexsBE3yFTYcR9FBsdmpxB5c,Elevate IV Hydration and Wellness,5.0,1,Wellness center,"560 W 800 N #133, Orem, UT 84057, United States","877R+55 Orem, Utah, USA",,+1 801-396-0041,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjFLSbsVuwR_Na35t1gIip6_3jHUtDuiZo8CwykyEjm9MibyiO-cBApXiFc-Cu2mgKYOpDEruFqri1miF2_XWeKUMywAGfUQa9Hvm9O3xf7jYEsMZRtRA7Bp2TwY7iyY8YzTpT0Q=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:43.086Z,,,
https://www.google.com/maps/place/Healing+Ketamine/data=!4m7!3m6!1s0x874d85ecee7af491:0x1713fe7429e364c6!8m2!3d40.3241155!4d-111.7253982!16s%2Fg%2F11p76m27v0!19sChIJkfR67uyFTYcRxmTjKXT-Exc,Healing Ketamine,4.9,65,Mental health service,"1469 N 1200 W, Orem, UT 84057, United States","87FF+JR Orem, Utah, USA",https://www.healingketamine.com/?utm_source=gmb_auth,+1 801-655-5450,Closed ⋅ Opens 12 pm Mon,,https://lh3.googleusercontent.com/p/AF1QipORMT9ApFmaS3x6F38wEBmrHZ6LP0_ILGtdQu6x=w408-h306-k-no,true,Closed,12–8 pm,12–8 pm,12–8 pm,12–8 pm,12–8 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:48.278Z,,,
https://www.google.com/maps/place/Forum+Health+Orem+Functional+Medicine+Doctor/data=!4m7!3m6!1s0x874d9a00c58c68e5:0x67d391a0c0c2ff38!8m2!3d40.2975005!4d-111.7040106!16s%2Fg%2F12628pk95!19sChIJ5WiMxQCaTYcROP_CwKCR02c,Forum Health Orem Functional Medicine Doctor,4.8,99,Medical clinic,"348 W Center St, Orem, UT 84057, United States","77XW+29 Orem, Utah, USA",https://forumhealth.com/clinics/utah/orem/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=gbp-profile,+1 801-607-5270,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPKzYXTS50_myR7Ym2nKMQ9iLUMZbzpdt_NkP9U=w408-h273-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:53.231Z,,,
https://www.google.com/maps/place/Timpanogos+Regional+Hospital/data=!4m7!3m6!1s0x874d8527f45a65ef:0x669e2313b229d262!8m2!3d40.313354!4d-111.7140358!16s%2Fm%2F03csh8r!19sChIJ72Va9CeFTYcRYtIpshMjnmY,Timpanogos Regional Hospital,4.4,2831,Hospital,"750 W 800 N, Orem, UT 84057, United States","877P+89 Orem, Utah, USA",https://www.mountainstar.com/locations/timpanogos-regional-hospital?utm__campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 801-714-6000,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNfV0TYhdNgeRn6B8qOq_I3gfgmHbhhPf4-CDkw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:28:58.408Z,,,
https://www.google.com/maps/place/Nexstep+Medical+Detox/data=!4m7!3m6!1s0x874d90004b24a303:0x88edde36f341ec03!8m2!3d40.311716!4d-111.670081!16s%2Fg%2F1tkl3szr!19sChIJA6MkSwCQTYcRA-xB8zbe7Yg,Nexstep Medical Detox,4.7,52,Addiction treatment center,"1080 E 800 N, Orem, UT 84097, United States","886H+MX Orem, Utah, USA",https://www.nexstepdetox.com/,+1 801-420-0089,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPNK5Mi2HaeJQUcYR0e-t18TL_E49yy5BXyMcQy=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:29:03.406Z,,,
https://www.google.com/maps/place/Health+%26+Vitality+Utah/data=!4m7!3m6!1s0x874d9b7dfbd03443:0xb75f40642d629547!8m2!3d40.2999074!4d-111.7056156!16s%2Fg%2F11g22sy_wb!19sChIJQzTQ-32bTYcRR5ViLWRAX7c,Health & Vitality Utah,4.7,309,Medical clinic,"153 N 400 W St # B6, Orem, UT 84057, United States","77XV+XQ Orem, Utah, USA",http://healthandvitalityutah.com/,+1 801-921-2260,Closed ⋅ Opens 8:30 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMpb_9QK0dYS7nDFKhkHiiVGYGvsujxfWIwehJr=w408-h272-k-no,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:29:08.372Z,,,
https://www.google.com/maps/place/Revere+Health+Internal+Medicine+-+Orem/data=!4m7!3m6!1s0x874d8528f3383389:0xf9c804e95994b6bc!8m2!3d40.3129014!4d-111.7131667!16s%2Fg%2F1264f0rgs!19sChIJiTM48yiFTYcRvLaUWekEyPk,Revere Health Internal Medicine - Orem,4.8,392,Medical clinic,"700 W 800 N #400, Orem, UT 84057, United States","877P+5P Orem, Utah, USA",https://reverehealth.com/departments/orem-internal-medicine-2/?utm_source=GMBSocialClimb&utm_medium=RevereHealthInternalMedicine-Orem,+1 801-221-8811,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN8sIYSVoTpUGsDFqCAdm9uKU-oEEsNtxkSBRYC=w408-h274-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:29:13.421Z,,,
https://www.google.com/maps/place/Spa+Trouve/data=!4m7!3m6!1s0x874d9a8b9aefb27b:0x33f824ee9d2a5f2e!8m2!3d40.2738591!4d-111.6900054!16s%2Fg%2F1hc368ttf!19sChIJe7LvmouaTYcRLl8qne4k-DM,Spa Trouve,4.9,924,Medical spa,"295 E University Pkwy, Orem, UT 84058, United States","78F5+GX Orem, Utah, USA",https://spatrouve.com/,+1 801-229-2229,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKGBBzMedpEgPE10ueU3yZRNB-ke5iw3dEozy5w6mfB2psO35LZ0jXdx52TTvQDMLrS4qYAx9C5Q-Ix5VeDNUj8vHumbbFKC9lPA0H6oieztkde2QnPRey_-M7kB5QcNuTNkVm=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–7 pm,9 am–8 pm,9 am–7 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-09-28T23:29:18.589Z,,,
