placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Doug+Palmer+Electric/data=!4m7!3m6!1s0x54c11be550fdeb0f:0xafa40dc99c94bfac!8m2!3d44.0486508!4d-123.1553359!16s%2Fg%2F11lgm74vqn!19sChIJD-v9UOUbwVQRrL-UnMkNpK8,Doug Palmer Electric,5.0,296,Electrician,"4065 W 11th Ave #19, Eugene, OR 97402, United States","2RXV+FV Eugene, Oregon, USA",https://dougpalmerelectric.com/,+1 541-434-5600,"Open · Closes 5 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw80KatyCvG1vTW6YJfDD2E236O6ec9Pmfz0fhVyK-rGJha64oomrvUI6Su2Zua-z6w-3uoL09q06Gv8EF65XkKhurJX6PYkP1z3arVwuEEjOgMyJefcZUqoOz3jQmc-A2idrf2=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:06:46.537Z,,,
https://www.google.com/maps/place/Livewire+Electric/data=!4m7!3m6!1s0x54c11e0c8ad9f3b9:0xab14f03ec7f1a1b3!8m2!3d44.0577959!4d-123.0992826!16s%2Fg%2F1tw1dkfs!19sChIJufPZigwewVQRs6Hxxz7wFKs,Livewire Electric,4.7,48,Electrician,"425 W 2nd Ave, Eugene, OR 97401, United States","3W52+47 Eugene, Oregon, USA",https://livewireeugene.com/,+1 541-344-4928,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOBppe-tj2EgEsViqJtZzPJ7r133ne7cwPwxSoP=w408-h305-k-no,true,9 am–5 pm,9 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:06:52.607Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Wrico+Generators+LLC/data=!4m7!3m6!1s0x54c11ff8134f0501:0xcc30076ae38f3386!8m2!3d44.0090507!4d-123.0202258!16s%2Fg%2F1tq6jt9p!19sChIJAQVPE_gfwVQRhjOP42oHMMw,Wrico Generators LLC,4.8,20,Electric generator shop,"86337 College View Rd, Eugene, OR 97405, United States","2X5H+JW Eugene, Oregon, USA",https://wricogenerators.com/,+1 541-744-4333,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUvOz02lbP9ltU1SfRRe0Hpy4LbSZOGwIk6ppzhYdTb3NfTDq035HSR8aUXIFPVukwrUCvfabezjZJ87QABSPlsiETaPmxUebVVVbnyBzc5b71QTmutxdEwCij3ZDb0VhuqImYptob_oko=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:06:57.410Z,,· Delivery,
"https://www.google.com/maps/place/Reynolds+Electric,+Plumbing,+Heating+and+Air/data=!4m7!3m6!1s0x54c11dd6f1b112ed:0x21c266a1b833a1c5!8m2!3d44.088384!4d-123.0596469!16s%2Fg%2F1wyc41k7!19sChIJ7RKx8dYdwVQRxaEzuKFmwiE","Reynolds Electric, Plumbing, Heating and Air",4.9,2293,Electrician,"2950 Chad Dr, Eugene, OR 97408, United States","3WQR+94 Eugene, Oregon, USA",https://reynoldsep.com//?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Eugene-OR,+1 541-790-0029,,https://lh3.googleusercontent.com/p/AF1QipN3reZ72jLT4T7IkhKdJBURwOFwIzED7QqVfR7O=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:07:02.358Z,,,
https://www.google.com/maps/place/PNW+Electric+LLC/data=!4m7!3m6!1s0x54c11d9c739fe027:0xf13a079e63d5e640!8m2!3d44.0588656!4d-123.1123055!16s%2Fg%2F11qbckrxgb!19sChIJJ-Cfc5wdwVQRQObVY54HOvE,PNW Electric LLC,4.9,38,Electrician,"101 Blair Blvd, Eugene, OR 97402, United States","3V5Q+G3 Eugene, Oregon, USA",https://pnwelectricllc.com/,+1 541-687-5770,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNFBo1kci1Ni8vft7mJaYGVECC1sNPrinjqIKWR=w408-h272-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:07:07.285Z,,,
https://www.google.com/maps/place/Wheeler+Electric+Inc/data=!4m7!3m6!1s0x54c11e74cc80044f:0x278210ab9a5c2fb7!8m2!3d44.0585907!4d-123.1051294!16s%2Fg%2F1v44q40_!19sChIJTwSAzHQewVQRty9cmqsQgic,Wheeler Electric Inc,4.0,21,Electric motor repair shop,"820 W 1st Ave, Eugene, OR 97402, United States","3V5V+CW Eugene, Oregon, USA",,+1 541-687-2121,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y2jSAaiw6Wd07jL8Ato0EA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.01727&pitch=0&thumbfov=100,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:07:12.238Z,,,
"https://www.google.com/maps/place/Contractors+Electric,+LLC/data=!4m7!3m6!1s0x54c11c2290c54ccd:0x7a860b642de81cec!8m2!3d44.0508848!4d-123.1678487!16s%2Fg%2F1tgp0jd6!19sChIJzUzFkCIcwVQR7BzoLWQLhno","Contractors Electric, LLC",4.4,73,Electrician,"750 Commercial St #1, Eugene, OR 97402, United States","3R2J+9V Eugene, Oregon, USA",http://www.electrician-eugene.com/,+1 541-343-2222,,https://lh3.googleusercontent.com/p/AF1QipP9j0LcIlGqbj2qFcr3gUxu89nC-SkFGQ_IyeIt=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:07:17.107Z,,,
https://www.google.com/maps/place/Alpine+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x54c0e1cd56f4dedf:0xec7a2ad604c7a93f!8m2!3d44.048716!4d-123.179738!16s%2Fg%2F1thggrsp!19sChIJ3970Vs3hwFQRP6nHBNYqeuw,Alpine Heating & Air Conditioning,4.9,1422,Furnace repair service,"4747 W 11th Ave STE D, Eugene, OR 97402, United States","2RXC+F4 Eugene, Oregon, USA",https://alpineheating.org/?utm_source=google+business+listing&utm_medium=organic&utm_campaign=website+button,+1 541-688-0426,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMukfZhsYWdSN3AobwWNAAaA6TUXYdv5QHA2F0=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:07:21.967Z,,,
https://www.google.com/maps/place/Oregon+Electric+Service/data=!4m7!3m6!1s0x54c11e7e37288f01:0x16044b7b385a10b9!8m2!3d44.0514767!4d-123.1288996!16s%2Fg%2F1tj7w2z8!19sChIJAY8oN34ewVQRuRBaOHtLBBY,Oregon Electric Service,4.4,14,Electrician,"2370 W 7th Pl, Eugene, OR 97402, United States","3V2C+HC Eugene, Oregon, USA",http://www.orelectricservice.com/,+1 541-343-1681,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q1d0PjWLB4OWbaFBHDk-Gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.83478&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:07:26.981Z,,,
https://www.google.com/maps/place/Builders+Electric+Inc/data=!4m7!3m6!1s0x54c11e0b572348d5:0x87345419de1e3a3c!8m2!3d44.057751!4d-123.1029449!16s%2Fg%2F1tdwvd_c!19sChIJ1UgjVwsewVQRPDoe3hlUNIc,Builders Electric Inc,4.3,43,Electrician,"195 Madison St, Eugene, OR 97402, United States","3V5W+4R Eugene, Oregon, USA",http://www.builderselectric.com/,+1 541-485-0922,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyblsJmaTUNoqnIlEFBgY_QmsCpfuDOc4IV5WU_z357NVo4KGlhWlxW1B7FsXfF3X6z1xA4ouDKA6lrGiTM1uh5HBPDlRK8HewM6qV0GiDO2bnBxzG5KXkT-26E7-wf6rcJr4xz=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eugene+OR/@44.052121,-123.0896705,14z",2026-01-10T22:07:31.876Z,,,
