placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error,info
https://www.google.com/maps/place/Emmanuel+Hospice/data=!4m7!3m6!1s0x8819aefcd11057df:0x1e63c629616cafd1!8m2!3d42.943077!4d-85.6780929!16s%2Fg%2F1264ft5cj!19sChIJ31cQ0fyuGYgR0a9sYSnGYx4,Emmanuel Hospice,4.1,17,Hospice,"401 Hall St SW #263, Grand Rapids, MI 49503, United States","W8VC+6Q Grand Rapids, Michigan, USA",http://emmanuelhospice.org/,+1 616-719-0919,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNEVNmkbFlGmsz9j_7VfqwTtgZ94McPTJCNe3A-=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:44:59.904Z,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x8819b6d31041d90d:0x26a3cca09e4c427!8m2!3d42.9530854!4d-85.5674012!16s%2Fg%2F11b6b23hhq!19sChIJDdlBENO2GYgRJ8TkCco8agI,Gentiva Hospice,4.5,32,Hospice,"625 Kenmoor Ave SE #115, Grand Rapids, MI 49546, United States","XC3M+62 Grand Rapids, Michigan, USA",https://www.gentivahs.com/,+1 616-249-3043,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNP5EXTrOqNB9_rLMC45U-_oo8rP71ZuP1XT4G-=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:05.664Z,,,
https://www.google.com/maps/place/Faith+Hospice/data=!4m7!3m6!1s0x88184d44a46ae147:0xabbe2089b869b9ed!8m2!3d42.9243882!4d-85.5874368!16s%2Fg%2F1tcvjq5c!19sChIJR-FqpERNGIgR7blpuIkgvqs,Faith Hospice,4.3,15,Hospice,"2100 Raybrook St SE # 300, Grand Rapids, MI 49546, United States","WCF7+Q2 Grand Rapids, Michigan, USA",https://faithhospicecare.org/,+1 616-235-5113,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nEEhIdgDhLBfwdNjBYMrAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.3903&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:11.242Z,,,
https://www.google.com/maps/place/Interim+HealthCare+of+Grand+Rapids/data=!4m7!3m6!1s0x8819b2b1e21cbf0f:0xfc9ef3d91e8f8890!8m2!3d42.994097!4d-85.5930424!16s%2Fg%2F1v29cm_3!19sChIJD78c4rGyGYgRkIiPHtnznvw,Interim HealthCare of Grand Rapids,4.3,112,Home health care service,"1971 E Beltline Ave NE # 216, Grand Rapids, MI 49525, United States","XCV4+JQ Grand Rapids, Michigan, USA",https://www.interimhealthcare.com/location/grand-rapids-mi,+1 616-575-0216,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMBV-mnHWkcHxR9hKxGB4jMzvcTo-i5TQaTFgQ6=w408-h528-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:16.178Z,,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x881853160b35cc13:0x336844483d74283d!8m2!3d42.9498168!4d-85.565787!16s%2Fg%2F11r_vnr_j5!19sChIJE8w1CxZTGIgRPSh0PUhEaDM,Heartland Hospice,4.0,8,Hospice,"695 Kenmoor Ave SE B, Grand Rapids, MI 49546, United States","WCXM+WM Grand Rapids, Michigan, USA",http://heartlandhospice.com/,+1 616-956-0636,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMjw-_YpB1ZdpRe2RVthIaqEroiR4Z7C2uJLJts=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:20.922Z,,,
https://www.google.com/maps/place/Corewell+Health+Hospice+and+Palliative+Care/data=!4m7!3m6!1s0x8819b333c056f72b:0xf6ec988ee763d990!8m2!3d42.9861623!4d-85.5927316!16s%2Fg%2F1tgpytmt!19sChIJK_dWwDOzGYgRkNlj546Y7PY,Corewell Health Hospice and Palliative Care,3.4,21,Hospice,"1239 E Beltline Ave NE, Grand Rapids, MI 49525, United States","XCP4+FW Grand Rapids, Michigan, USA",https://findadoctor.spectrumhealth.org/location/profile/797?utm_source=GoogleBusiness&utm_content=Homepage,+1 866-542-7945,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kgrLtplmDDos_6NpkSmzCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.30058&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:25.896Z,,,
https://www.google.com/maps/place/West+Michigan+Hospice/data=!4m7!3m6!1s0x88184d6ac8e527a3:0xaef5d435a2f8ac7e!8m2!3d42.9166994!4d-85.6013741!16s%2Fg%2F11tw_xpfvs!19sChIJoyflyGpNGIgRfqz4ojXU9a4,West Michigan Hospice,5.0,2,Hospice,"2580 Argus Dr SE, Grand Rapids, MI 49546, United States","W98X+MF Grand Rapids, Michigan, USA",https://westmichiganhospice.com/,+1 616-258-2680,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOQi4jPeg_iffew-Y1uzwCtODjwcGYSUzwwwIzB=w408-h255-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:30.777Z,,,
https://www.google.com/maps/place/HarmonyCares+Hospice/data=!4m7!3m6!1s0x8818533bf56010ed:0x9796a3b48f2c1924!8m2!3d42.986909!4d-85.5869379!16s%2Fg%2F11bv3y6zq8!19sChIJ7RBg9TtTGIgRJBksj7Sjlpc,HarmonyCares Hospice,3.7,6,Hospice,"3355 Eagle Park Dr NE Suite 102, Grand Rapids, MI 49525, United States","XCP7+Q6 Grand Rapids, Michigan, USA",https://harmonycareshospice.com/,+1 616-432-2050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9BJYho-bJfxZ6tx4n1v06Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.339745&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:33.729Z,,,
https://www.google.com/maps/place/Careline+Health+Group+%7C+Physician+Services+%26+Hospice/data=!4m7!3m6!1s0x881853274e02698f:0x47f812cbfc0bb5b7!8m2!3d42.9494122!4d-85.562757!16s%2Fg%2F11k9db9ktn!19sChIJj2kCTidTGIgRt7UL_MsS-Ec,Careline Health Group | Physician Services & Hospice,3.6,5,Home health care service,"770 Kenmoor Ave SE #100, Grand Rapids, MI 49546, United States","WCXP+QV Grand Rapids, Michigan, USA",http://www.carelinehealthgroup.com/,+1 616-537-8971,,https://lh3.googleusercontent.com/p/AF1QipOuFoHn0Lk9bE4YkBSrFWDLVzFkkGnwHOtkc7EX=w461-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:36.493Z,,,
https://www.google.com/maps/place/Corewell+Health+Palliative+Care+-+Lemmen-Holton/data=!4m7!3m6!1s0x8819ad6ee5d09b63:0xa909e210b4a02df3!8m2!3d42.9708564!4d-85.66516!16s%2Fg%2F11tcd9k8l3!19sChIJY5vQ5W6tGYgR8y2gtBDiCak,Corewell Health Palliative Care - Lemmen-Holton,,,Medical group,"145 Michigan St NE Suite 3410, Grand Rapids, MI 49503, United States","X8CM+8W Grand Rapids, Michigan, USA",https://findadoctor.spectrumhealth.org/location/profile/5358?utm_source=GoogleBusiness&utm_content=Homepage,+1 616-391-9945,,https://lh3.googleusercontent.com/p/AF1QipNxnYKlrB9OZ3AcZUsb74aSqRzp_-4_8dJhGB4T=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-09-17T23:45:39.173Z,,,
