placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/QC+Kinetix+%28Westlake%29/data=!4m7!3m6!1s0x883093419002b119:0x666274793fd906dc!8m2!3d41.4573332!4d-81.8992079!16s%2Fg%2F11plcrlztt!19sChIJGbECkEGTMIgR3AbZP3l0YmY,QC Kinetix (Westlake),4.7,36,Pain control clinic,"25200 Center Ridge Rd Suite 3200, Westlake, OH 44145, United States","F442+W8 Westlake, Ohio, USA",https://qckinetix.com/cleveland/westlake-oh/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 216-616-3491,,https://lh3.googleusercontent.com/p/AF1QipNDDY6pHqL6KQoWwOtdgyFR8Akmrbkj4a4eGaX_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:14.789Z,,,
https://www.google.com/maps/place/MetroHealth+Department+of+Pain+Management/data=!4m7!3m6!1s0x8830edb7c83f42c3:0x1fc92d947f293a63!8m2!3d41.4366637!4d-81.8019895!16s%2Fg%2F11b6s50tfs!19sChIJw0I_yLftMIgRYzopf5QtyR8,MetroHealth Department of Pain Management,4.0,5,Pain control clinic,"4330 W 150th St #201, Cleveland, OH 44135, United States","C5PX+M6 Cleveland, Ohio, USA",https://www.metrohealth.org/pain-and-healing-center,+1 216-778-3609,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7onUpnwJVbjwGCAvf5PwYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.76035&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:18.645Z,,,
https://www.google.com/maps/place/Fairview+Hospital+Pain+Management+Center/data=!4m7!3m6!1s0x8830ed7534db17ab:0x65f68172e6297de7!8m2!3d41.4501405!4d-81.8240133!16s%2Fg%2F1tfqgfxg!19sChIJqxfbNHXtMIgR530p5nKB9mU,Fairview Hospital Pain Management Center,1.0,1,Pain control clinic,"18099 Old Lorain Rd # 404, Cleveland, OH 44111, United States","F52G+39 Cleveland, Ohio, USA",http://www.fairviewhospital.org/,+1 216-476-7331,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9cZqxPxYZfvkpT_r-VoE-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.19586&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:21.460Z,,,
"https://www.google.com/maps/place/Dr.+Emad+W.+Daoud,+MD/data=!4m7!3m6!1s0x8830ed7534db17ab:0x61c16259394747f7!8m2!3d41.4501405!4d-81.8240133!16s%2Fg%2F1tl0x_6d!19sChIJqxfbNHXtMIgR90dHOVliwWE","Dr. Emad W. Daoud, MD",5.0,3,Pain management physician,"18099 Lorain Ave, Cleveland, OH 44111, United States","F52G+39 Cleveland, Ohio, USA",https://my.clevelandclinic.org/staff/3110-emad-daoud,+1 216-476-7331,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9cZqxPxYZfvkpT_r-VoE-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.19586&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:24.090Z,,,
https://www.google.com/maps/place/Cleveland+Pain+Specialists/data=!4m7!3m6!1s0x8830ef75fb93acb5:0x84f0074d38681fbd!8m2!3d41.4246393!4d-81.7399346!16s%2Fg%2F11gr5zj2mf!19sChIJtayT-3XvMIgRvR9oOE0H8IQ,Cleveland Pain Specialists,3.9,15,Pain control clinic,"7575 Northcliff Ave #200, Brooklyn, OH 44144, United States","C7F6+V2 Brooklyn, Ohio, USA",https://clevelandpainspecialists.com/,+1 216-417-3700,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPScfbZznKugk2p6iO_xdVPt2yVpvrmf2IfqGul=w428-h240-k-no,true,7 am–5 pm,7 am–5 pm,Closed,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:29.074Z,,,
https://www.google.com/maps/place/Power+of+Life+Spine+%26+Joint+Health+Center/data=!4m7!3m6!1s0x8830ed4c2ac50fd3:0x82fb99838eb36a7a!8m2!3d41.4601713!4d-81.8608082!16s%2Fg%2F1tf1pg_t!19sChIJ0w_FKkztMIgRemqzjoOZ-4I,Power of Life Spine & Joint Health Center,4.8,168,Chiropractor,"21690 River Oaks Dr, Rocky River, OH 44116, United States","F46Q+3M Rocky River, Ohio, USA",http://www.rockyriverwellness.com/,+1 440-331-4744,"Open · Closes 5:15 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNUjbuVN9TUO6I-aqBKYdwRXI_OwsaAAJunQu9Z=w408-h271-k-no,true,8:30 am–5:15 pm,10 am–5:15 pm,7:30 am–1 pm,Closed,Closed,8:30 am–5:15 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:34.940Z,,,
https://www.google.com/maps/place/Lakewood+Pain+Management+and+Chiropractic/data=!4m7!3m6!1s0x8830f21155555555:0xcdf35e16ce1ea29!8m2!3d41.4820175!4d-81.7685088!16s%2Fg%2F1tjt2l4m!19sChIJVVVVVRHyMIgRKerhbOE13ww,Lakewood Pain Management and Chiropractic,4.5,28,Chiropractor,"1451 W 117th St, Lakewood, OH 44107, United States","F6JJ+RH Lakewood, Ohio, USA",http://www.lakewoodpainmanagement.com/,+1 216-529-0181,Opens soon · 2 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqk5EOk2kCNGGNK6GnIJZF1290O0l77qugA4rUrWjt9qMV59KoYOwA3Q4TjPaJe3_rJZ3W0n5XVbMcjd9dIQrStXFg1H235AC0yZaBJOFvwxvw6FjMQF_YYw1_7VznSvD6PP2mMvA=w408-h272-k-no,true,"9 am–12:30 pm, 2–6:30 pm",2–6:30 pm,"9 am–12:30 pm, 2–6:30 pm",9–11:30 am,Closed,"9 am–12:30 pm, 2–6:30 pm",2–6:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:40.770Z,,,
https://www.google.com/maps/place/HealthSource+Chiropractic+of+Rocky+River/data=!4m7!3m6!1s0x8830ed0e6db47193:0xed05d297678fd539!8m2!3d41.459842!4d-81.862251!16s%2Fg%2F11fkljydgm!19sChIJk3G0bQ7tMIgROdWPZ5fSBe0,HealthSource Chiropractic of Rocky River,5.0,341,Chiropractor,"21820 Center Ridge Rd, Rocky River, OH 44116, United States","F45Q+W3 Rocky River, Ohio, USA",https://www.healthsourcechiro.com/location/rocky-river,+1 216-772-2600,Opens soon · 2 pm,https://lh3.googleusercontent.com/p/AF1QipM1w4aXta2zSrfe9kGza1Q9K3syqZfu1EAh92nx=w408-h543-k-no,true,"8:30 am–12 pm, 2–6 pm",2–6 pm,8:30 am–12 pm,Closed,Closed,"8:30 am–12 pm, 2–6 pm",2–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:46.103Z,,,
https://www.google.com/maps/place/Cleveland+Pain+Care/data=!4m7!3m6!1s0x88310355109613c9:0x58bc88a560a57348!8m2!3d41.5050201!4d-81.4578509!16s%2Fg%2F11qb8zl0jw!19sChIJyROWEFUDMYgRSHOlYKWIvFg,Cleveland Pain Care,4.6,30,Pain management physician,"300 Allen Bradley Dr, Mayfield Heights, OH 44124, United States","GG4R+2V Mayfield Heights, Ohio, USA",https://www.clevelandpaincare.com/,+1 440-306-3200,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SJde1A82bJDMv5YLHtGRLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.5908&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:51.535Z,,,
"https://www.google.com/maps/place/N.J.+Presswala,+M.D.,+L.Ac.,+F.A.A.M.A./data=!4m7!3m6!1s0x8830f2721f15e60b:0xb51914d423ebd271!8m2!3d41.4775236!4d-81.8057908!16s%2Fg%2F11c52y542g!19sChIJC-YVH3LyMIgRcdLrI9QUGbU","N.J. Presswala, M.D., L.Ac., F.A.A.M.A.",5.0,3,Pain management physician,"15600 Madison Ave, Lakewood, OH 44107, United States","F5HV+2M Lakewood, Ohio, USA",,+1 216-228-3000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cjlNjzgmZna-VKgRfpWx_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.07068&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:55.143Z,,,
"https://www.google.com/maps/place/Al-Amin+Khalil,+MD/data=!4m7!3m6!1s0x883092a09ae75a5b:0xa112aad3fbd9603c!8m2!3d41.4735996!4d-81.8847675!16s%2Fg%2F11g6rfslfh!19sChIJW1rnmqCSMIgRPGDZ-9OqEqE","Al-Amin Khalil, MD",3.6,5,Pain management physician,"960 Clague Rd Ste 2470, Westlake, OH 44145, United States","F4F8+C3 Westlake, Ohio, USA",https://www.uhhospitals.org/doctors/Khalil-Al-Amin-1124041926?utm_campaign=Khalil_Al-Amin_960_Clague_Rd&utm_source=yext&utm_medium=locallisting&utm_content=website_url,+1 216-844-3771,,https://lh3.googleusercontent.com/p/AF1QipMNqq09tk2cudajd82dpkIfrwKoRCda_yeGSmTt=w408-h573-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:37:57.919Z,,,
"https://www.google.com/maps/place/Dr.+Fares+R.+Raslan,+MD/@41.4573392,-81.8991615,17z/data=!3m1!4b1!4m6!3m5!1s0x8830928d7b2b29f9:0xeaf9fca3d50c456f!8m2!3d41.4573392!4d-81.8991615!16s%2Fg%2F1v9lcf2r","Dr. Fares R. Raslan, MD",4.3,8,Pain management physician,"25200 Center Ridge Rd, Westlake, OH 44145, United States","F442+W8 Westlake, Ohio, USA",,+1 440-331-4559,Temporarily closed,,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:04.709Z,,,
"https://www.google.com/maps/place/River+Chiropractic+%26+Wellness,+Laura+Thornton,+DC+FIAMA/data=!4m7!3m6!1s0x8830ed5cda52b9a1:0xeb89fc5ba4b8db4c!8m2!3d41.4629793!4d-81.8472393!16s%2Fg%2F1tkkvj5t!19sChIJoblS2lztMIgRTNu4pFv8ies","River Chiropractic & Wellness, Laura Thornton, DC FIAMA",5.0,129,Chiropractor,"20525 Center Ridge Rd #148, Rocky River, OH 44116, United States","F573+54 Rocky River, Ohio, USA",https://www.riverchiro.com/,+1 440-409-0909,Closed · Opens 3 pm,https://lh3.googleusercontent.com/p/AF1QipOZl8QvbDU28Fsuaklqy1YihT3dCeZOJIEQuPzS=w408-h306-k-no,true,"8 am–12:30 pm, 3–6 pm",Closed,"8 am–12:30 pm, 3–5:30 pm",Closed,Closed,"8 am–12:30 pm, 3–6 pm",Closed,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:09.945Z,Identifies as women-owned,,
"https://www.google.com/maps/place/CLE+OMS+Rocky+River+Hunter+Watson,+DMD/data=!4m7!3m6!1s0x8830f3389215c61f:0xf9cfcafa565134f7!8m2!3d41.4791243!4d-81.8431869!16s%2Fg%2F11g03wyvbj!19sChIJH8YVkjjzMIgR9zRRVvrKz_k","CLE OMS Rocky River Hunter Watson, DMD",4.9,171,Oral surgeon,"20006 Detroit Rd Suite 101, Rocky River, OH 44116, United States","F5H4+JP Rocky River, Ohio, USA",http://www.cleoms.com/,+1 216-228-9000,Closes soon · 2 pm · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U77_In6pSC_UJh9ljxbbZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.39221&pitch=0&thumbfov=100,true,8 am–2 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,9 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:15.200Z,,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Rocky+River/data=!4m7!3m6!1s0x8830ed564b9543e5:0xbfc0d72f31bd80e4!8m2!3d41.4620856!4d-81.847545!16s%2Fg%2F11rbdtxx72!19sChIJ5UOVS1btMIgR5IC9MS_XwL8,LifeStance Therapists & Psychiatrists Rocky River,4.6,152,Mental health clinic,"20545 Center Ridge Rd Suite 305, Rocky River, OH 44116, United States","F562+RX Rocky River, Ohio, USA",https://lifestance.com/location/rocky-river-oh-20545-center-ridge-rd/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 440-568-6108,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM7OJcUjxXgHUtzUvfGyoef7lq23SEKBcJiKN2x=w427-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:20.440Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Elevate+Foot+%26+Ankle/data=!4m7!3m6!1s0x8830edae8a849ff5:0xb9dab132a402e026!8m2!3d41.4626746!4d-81.8542273!16s%2Fg%2F11mvpd76f0!19sChIJ9Z-Eiq7tMIgRJuACpDKx2rk,Elevate Foot & Ankle,4.8,48,Podiatrist,"2880 Plymouth Ave, Rocky River, OH 44116, United States","F47W+38 Rocky River, Ohio, USA",https://elevatefootankle.com/,+1 440-333-5888,"Open · Closes 5 pm

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP6OWUvDqgsy5QuFTZ9cHtGf1qJgffx3eB1Hob4=w408-h272-k-no,true,9 am–5 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,9 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:25.277Z,,,
"https://www.google.com/maps/place/University+Hospitals+Pain+Management/@41.4735595,-81.8845116,17z/data=!3m1!4b1!4m6!3m5!1s0x8830fdf7ba5aaf1d:0x4222d40496c9cef5!8m2!3d41.4735595!4d-81.8845116!16s%2Fg%2F1vn1953j",University Hospitals Pain Management,,,Pain management physician,"960 Clague Rd Ste 2480, Westlake, OH 44145, United States","F4F8+C5 Westlake, Ohio, USA",https://www.uhhospitals.org/services/pain-management-services,+1 216-844-3771,,,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:29.874Z,,,
"https://www.google.com/maps/place/Pain+Management/@41.4570632,-81.8992861,17z/data=!3m1!4b1!4m6!3m5!1s0x8830928d38efcf9b:0x8bf9334b0d647fe7!8m2!3d41.4570632!4d-81.8992861!16s%2Fg%2F11c743nxt1",Pain Management,,,Pain management physician,"25200 Center Ridge Rd, Westlake, OH 44145, United States","F442+R7 Westlake, Ohio, USA",,,,,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:34.623Z,,,
"https://www.google.com/maps/place/Dr.+Emad+W.+Daoud,+MD/@41.4749178,-81.9028078,17z/data=!3m1!4b1!4m6!3m5!1s0x8830928309e6b163:0xae7048565004081b!8m2!3d41.4749178!4d-81.9028078!16s%2Fg%2F1tg511qn","Dr. Emad W. Daoud, MD",3.0,2,Pain management physician,"850 Columbia Rd #200, Westlake, OH 44145, United States","F3FW+XV Westlake, Ohio, USA",https://my.clevelandclinic.org/staff/3110-emad-daoud,,,,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:39.498Z,,,
https://www.google.com/maps/place/Pain+Care+Center+of+Lakewood:+Shin+Paul+MD/data=!4m7!3m6!1s0x8830f214506a126b:0x378634b8f527553b!8m2!3d41.484955!4d-81.797258!16s%2Fg%2F1hc5v6ctg!19sChIJaxJqUBTyMIgRO1Un9bg0hjc,Pain Care Center of Lakewood: Shin Paul MD,,,Pain management physician,"14601 Detroit Ave # 395, Cleveland, OH 44107, United States","F6M3+X3 Cleveland, Ohio, USA",,+1 216-529-7246,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=np-7ixtF4FYhqKkGO3m9Lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.97565&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:42.382Z,,,
https://www.google.com/maps/place/Kemper+Cognitive+Wellness/data=!4m7!3m6!1s0x8830f14d64d6cad7:0x5fecff846208b27b!8m2!3d41.4587498!4d-81.8617834!16s%2Fg%2F11gsltl62w!19sChIJ18rWZE3xMIgRe7IIYoT_7F8,Kemper Cognitive Wellness,5.0,13,Wellness center,"21851 Center Ridge Rd #200, Rocky River, OH 44116, United States","F45Q+F7 Rocky River, Ohio, USA",http://kemperwellness.com/,+1 216-208-5668,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOYx48KqobMeSA6o9uYLYbcWfLhL9Mvj4rAY7tU=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-01-28T18:38:47.671Z,Identifies as women-owned,,
