placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Westwind+Memory+Care/data=!4m7!3m6!1s0x808e40384700081b:0x23c6b3f177d82ea9!8m2!3d36.988883!4d-122.025393!16s%2Fg%2F11b6x9_rqt!19sChIJGwgARzhAjoARqS7Yd_GzxiM,Westwind Memory Care,5.0,4,Retirement community,"160 Jewell St, Santa Cruz, CA 95060, United States","XXQF+HR Santa Cruz, California, USA",https://www.westwindmemorycare.com/,+1 831-216-0216,,https://lh3.googleusercontent.com/p/AF1QipPFJwqtZfxA-KoZ5Tc2lacVvrQWWLgthCbk_10e=w408-h244-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:28:45.332Z,,,,,,,,,,,
https://www.google.com/maps/place/Sutter+Care+at+Home+-+Santa+Cruz+%28Home+Health%29/data=!4m7!3m6!1s0x808e3ffc2ec3762d:0xf224cff04c7e3454!8m2!3d36.9854182!4d-121.9867697!16s%2Fg%2F1tf7bb49!19sChIJLXbDLvw_joARVDR-TPDPJPI,Sutter Care at Home - Santa Cruz (Home Health),3.0,6,Home health care service,"2880 Soquel Ave #10, Santa Cruz, CA 95062, United States","X2P7+57 Santa Cruz, California, USA",https://www.sutterhealth.org/find-location/facility/sutter-care-at-home-santa-cruz-home-health,+1 831-477-2600,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nf8VMewYZj1FP_uUPsxAzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.86908&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:28:52.313Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Accessible+Health+Care/data=!4m7!3m6!1s0x808e15511d1f95a1:0xe5ba41ef51dcc62c!8m2!3d36.9764945!4d-121.984485!16s%2Fg%2F1pxw3qqnf!19sChIJoZUfHVEVjoARLMbcUe9BuuU,Accessible Health Care,,,Home health care service,"1515 Capitola Rd UNIT L, Santa Cruz, CA 95062, United States","X2G8+H6 Santa Cruz, California, USA",https://www.accessiblehomehealthcare.com/central-coast-ca/,+1 831-464-3400,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GoVyNRgdX3lVNN6oVX-mTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.895317&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:28:57.980Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Lifespan/data=!4m7!3m6!1s0x808e4002d3cb1935:0xeccff714eb525f78!8m2!3d36.9793004!4d-122.0038925!16s%2Fg%2F1tmxfst_!19sChIJNRnL0wJAjoAReF9S6xT3z-w,Lifespan,4.0,4,Home health care service,"600 Frederick St, Santa Cruz, CA 95062, United States","XXHW+PC Santa Cruz, California, USA",http://www.lifespancare.com/,+1 831-469-4900,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RCXXaPGRakhs0cJ64-DU6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.95856&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:29:03.080Z,8 am–4 pm,8 am–4 pm,8–11 am,Closed,Closed,8 am–4 pm,8 am–4 pm,,,,
https://www.google.com/maps/place/Home+Helpers/data=!4m7!3m6!1s0x808e4020e604bf45:0x491696d951ad4b38!8m2!3d36.9749091!4d-122.0195905!16s%2Fg%2F1tg4x1yf!19sChIJRb8E5iBAjoAROEutUdmWFkk,Home Helpers,,,Home health care service,"343 Soquel Ave, Santa Cruz, CA 95062, United States","XXFJ+X5 Santa Cruz, California, USA",https://www.homehelpershomecare.com/,+1 831-477-6265,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zsn9EcSP6D4GOHPtY0cOkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.99077&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:29:08.058Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,,
https://www.google.com/maps/place/ComForCare+Home+Care+%28Santa+Cruz+County%29/data=!4m7!3m6!1s0x808e401ed71771e1:0xc94c616ce0cc1e03!8m2!3d37.0276964!4d-121.9147785!16s%2Fg%2F1tg_x9xk!19sChIJ4XEX1x5AjoARAx7M4GxhTMk,ComForCare Home Care (Santa Cruz County),5.0,2,Home health care service,,,https://comforcare.com/california/santa-cruz-county,+1 831-920-4929,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPvDVgPLWf0CO7uoduxMsPH3UznXz5J0RWfkQ0P=w408-h272-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:29:13.828Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Natasha+Joyet+Mamacare/data=!4m7!3m6!1s0x808e402dd1408bbb:0x9aa85b7324aa9fdb!8m2!3d36.976109!4d-122.033034!16s%2Fg%2F1tk8cbn_!19sChIJu4tA0S1AjoAR25-qJHNbqJo,Natasha Joyet Mamacare,5.0,2,Home health care service,"406 Mission St SUITE E, Santa Cruz, CA 95060, United States","XXG8+CQ Santa Cruz, California, USA",https://www.natashajoyet.com/,+1 831-471-6262,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RwscTxCvkh1O3Qoi4VAJNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.74316&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:29:18.905Z,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,,,,
https://www.google.com/maps/place/Santa+Cruz+Post+Acute/data=!4m7!3m6!1s0x808e155410c26267:0x5d51362b14d95ef!8m2!3d36.9779014!4d-121.9879302!16s%2Fg%2F11gbvj2xs8!19sChIJZ2LCEFQVjoAR75VNsWIT1QU,Santa Cruz Post Acute,4.0,35,Nursing home,"1115 Capitola Rd, Santa Cruz, CA 95062, United States","X2H6+5R Santa Cruz, California, USA",http://santacruzpa.com/,+1 831-475-4055,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOYGS5-0RsaExDCE-TerG9sTFhwn0rFpsg5ONDN=w499-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:29:24.120Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,,,,
https://www.google.com/maps/place/Nightingales+Home+Care+Service/data=!4m7!3m6!1s0x808e6a7af3e096f1:0x520fd2e89512bb2!8m2!3d36.9563963!4d-122.0478929!16s%2Fg%2F11c2pw5fjw!19sChIJ8Zbg83pqjoARsitRiS79IAU,Nightingales Home Care Service,,,Home health care service,"221 Heath St, Santa Cruz, CA 95060, United States","XX42+HR Santa Cruz, California, USA",,+1 831-334-4511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BpmvZpvryBjGaz2Av1Xr9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.42088&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:29:27.396Z,,,,,,,,,,,
https://www.google.com/maps/place/Doctors+on+Duty/data=!4m7!3m6!1s0x808e4023fc718677:0x47be05eee161da5!8m2!3d36.9772168!4d-122.0207155!16s%2Fg%2F1tfddpy6!19sChIJd4Zx_CNAjoARpR0W7l7gewQ,Doctors on Duty,4.3,247,Medical clinic,"615 Ocean St, Santa Cruz, CA 95060, United States","XXGH+VP Santa Cruz, California, USA",https://www.doctorsonduty.com/,+1 831-425-7991,"Open ⋅ Closes 6 pm

Confirmed by others 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nogvloLzqehrJvPlAdyMPZEuT3LTwXFhMBVFPYr9NZhYopKoX1ZRktY6gAA25FQoZANuctMc0U5cnQjOQs2TGP8zVvLrw5tOLmjsbyc81K0tBFOfLlh8XARo9n1IWevenJrutnY=w408-h544-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-09-10T18:29:33.276Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,8 am–3 pm,8 am–6 pm,8 am–6 pm,,,,
