placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes
https://www.google.com/maps/place/BellPort+Property+Management/data=!4m7!3m6!1s0x4cb29c8130901809:0x9c33006f63f676c1!8m2!3d43.6805323!4d-70.2586585!16s%2Fg%2F1pyc_dj6q!19sChIJCRiQMIGcskwRwXb2Y28AM5w,BellPort Property Management,4.0,80,Property management company,"536 Washington Ave, Portland, ME 04103, United States","MPJR+6G Portland, Maine, USA",http://www.bellportmgt.com/,+1 207-774-1400,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOBsOkuI9EbqukFmTXXe4yZrA8T6dIcjkS_xTIb=w814-h240-k-no,true,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:05:59.082Z,,
https://www.google.com/maps/place/Real+Property+Management+Evertrust/data=!4m7!3m6!1s0x4cb29db037f723eb:0xc5a313773f9c1595!8m2!3d43.6584856!4d-70.2573081!16s%2Fg%2F11vr995x9k!19sChIJ6yP3N7CdskwRlRWcP3cTo8U,Real Property Management Evertrust,4.9,23,Property management company,"400 Congress St Suite 300, Portland, ME 04101, United States","MP5V+93 Portland, Maine, USA",https://www.rpmevertrust.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 207-550-0776,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNewsxA9kemqG3ymJG04nvvSrNLFfvpWRqTWp2b=w408-h540-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–4 pm,9 am–4 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:04.852Z,,
https://www.google.com/maps/place/Dirigo+Management+Company/data=!4m7!3m6!1s0x4cb29c14fc9d430f:0x6475adc31b7a7f74!8m2!3d43.657621!4d-70.257399!16s%2Fg%2F1tfw2mqt!19sChIJD0Od_BScskwRdH96G8OtdWQ,Dirigo Management Company,3.8,61,Property management company,"1 City Center, Portland, ME 04101, United States","MP5V+22 Portland, Maine, USA",https://www.apartmentsinportlandmaine.com/,+1 207-871-1080,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN-f0YgVaCDa1E9fy9v8pCGoPrsVx1c43Ik5FCo=w408-h250-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:10.000Z,,
https://www.google.com/maps/place/Gebhardt+Property+Management/data=!4m7!3m6!1s0x4cb29c1098b34cf1:0x7cea15225d16156f!8m2!3d43.6511625!4d-70.2671555!16s%2Fg%2F11hbn12qly!19sChIJ8UyzmBCcskwRbxUWXSIV6nw,Gebhardt Property Management,5.0,18,Property management company,"175 Brackett St, Portland, ME 04102, United States","MP2M+F4 Portland, Maine, USA",http://www.gpmmaine.com/,+1 207-541-9468,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMYQkaXxoZVmjIX-mNdEHVlCssJ8C-wKYEnoNJO=w408-h407-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:15.104Z,,
https://www.google.com/maps/place/Port+Property/data=!4m7!3m6!1s0x4cb29c0e7782fe1b:0x61285adc624361f1!8m2!3d43.6565996!4d-70.2609336!16s%2Fg%2F1tmz6jrl!19sChIJG_6Cdw6cskwR8WFDYtxaKGE,Port Property,3.8,322,Property management company,"511 Congress St #103, Portland, ME 04101, United States","MP4Q+JJ Portland, Maine, USA",http://www.portproperty.com/,+1 207-761-0832,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOAiy-km-8El6b8rHo_oABtUMeqU1hFc5NkyVbY=w790-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:20.413Z,,
https://www.google.com/maps/place/DC+Management/data=!4m7!3m6!1s0x4cb29c3f769529a9:0x7ad1d95a99a110cf!8m2!3d43.6799127!4d-70.2936442!16s%2Fg%2F11c750bzq_!19sChIJqSmVdj-cskwRzxChmVrZ0Xo,DC Management,4.5,29,Property management company,"631 Stevens Ave, Portland, ME 04103, United States","MPH4+XG Portland, Maine, USA",https://www.dcmaine.com/,+1 207-772-3225,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WuAkfNaNn1mwoO_BpqOEHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=221.18565&pitch=0&thumbfov=100,true,9 am–12 pm,9 am–12 pm,Closed,Closed,9 am–12 pm,9 am–12 pm,9 am–12 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:25.604Z,,
https://www.google.com/maps/place/Mainely+Property+Management/data=!4m7!3m6!1s0x4cb29b8b41755a3b:0x1ea566db2b042919!8m2!3d43.6638561!4d-70.2820255!16s%2Fg%2F11clw1t1zq!19sChIJO1p1QYubskwRGSkEK9tmpR4,Mainely Property Management,3.4,74,Property management company,"188 Dartmouth St, Portland, ME 04103, United States","MP79+G5 Portland, Maine, USA",http://mainelypropertymanagement.com/,+1 207-956-0011,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNNJmw2fAlm5ZYXUJb-ZMDwlRx88rttjH-vTjvG=w408-h246-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:30.563Z,,
https://www.google.com/maps/place/Go+Nest/data=!4m7!3m6!1s0x4cb29b8ee669f8f3:0x51582c97c8064ab9!8m2!3d43.6692688!4d-70.2815426!16s%2Fg%2F11fzd1453z!19sChIJ8_hp5o6bskwRuUoGyJcsWFE,Go Nest,4.2,15,Property management company,"585 Forest Ave, Portland, ME 04101, United States","MP99+P9 Portland, Maine, USA",https://www.gonestmgmt.com/,+1 207-221-6606,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=euTguqZu2aoFJ1CvM1VZag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.18503&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:35.517Z,,
https://www.google.com/maps/place/Adams+Management+Co+Inc/data=!4m7!3m6!1s0x4cb29c0fd46f1829:0xea43840256eae678!8m2!3d43.6535778!4d-70.2709112!16s%2Fg%2F1tmkkl15!19sChIJKRhv1A-cskwReObqVgKEQ-o,Adams Management Co Inc,3.3,11,Property management company,"757 Congress St, Portland, ME 04102, United States","MP3H+CJ Portland, Maine, USA",http://adamsmanagement.com/,+1 207-772-5030,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npc6saZakRiEDU-UWAT09en2oJfRccPaA2QcKFOQnDxXhZlfC_4bQp6K3ea2LZbrNGKtPoY-mBu3nf2j4yPUmLvMXrhcjeqbhFMyYIMCgiTQppdBHmhU7WJIDyLPNei0ndUg-PIkA=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:40.647Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Lotus+Property+Management/data=!4m7!3m6!1s0x4cb29c0f000a93cd:0x15f4969c4f8f72f!8m2!3d43.651439!4d-70.2747817!16s%2Fg%2F11clscxb5n!19sChIJzZMKAA-cskwRL_f4xGlJXwE,Lotus Property Management,4.0,4,Property management company,"132 Chadwick St, Portland, ME 04102, United States","MP2G+H3 Portland, Maine, USA",http://www.lotusmgt.com/,+1 207-522-0917,,https://lh3.googleusercontent.com/p/AF1QipOovZRKOptQ-x-7LSFdX_bmCx_v497mWxBkUxhM=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2025-09-25T18:06:43.677Z,,
