placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Birmingham/data=!4m7!3m6!1s0x88891edcafc0f967:0xf9f8d59fa56aabf7!8m2!3d33.4450342!4d-86.8424461!16s%2Fg%2F1tf7sxdy!19sChIJZ_nAr9weiYgR96tqpZ_V-Pk,Precision Garage Door Service of Birmingham,4.9,610,Garage door supplier,"255 Distribution Dr, Birmingham, AL 35209, United States","C5W5+22 Birmingham, Alabama, USA",https://birminghamgaragedoors.com/?utm_source=gmb&utm_medium=location_birmingham&utm_campaign=website,+1 205-312-9898,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwS2F1UBI6U69gd-zM426J2wcOliyv_ic39Mp_6G0DnXqpBdIxJWS5DMfVfD-KFbd2rugF9h2fyn9rwgnXdmY86c5z9PCT1eewW3TxiAR_GYjOM8Q9mdj0CnDA-wNoykgAnK_M4lg=w408-h306-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:44:38.692Z,,,
https://www.google.com/maps/place/Red+Mountain+Garage+Door/data=!4m7!3m6!1s0x888917c9b57b93a5:0x4ba624dbf8fa3e04!8m2!3d33.454462!4d-86.732355!16s%2Fg%2F11h7148xk_!19sChIJpZN7tckXiYgRBD76-Nskpks,Red Mountain Garage Door,4.9,1274,Garage door supplier,"3176 Cahaba Heights Rd Suite 106, Vestavia Hills, AL 35243, United States","F739+Q3 Vestavia Hills, Alabama, USA",https://redmountaingaragedoors.com/,+1 205-808-2797,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNwI75SdL5SKDgA2r395nUPwe6W32KFYf5hi9n0=w501-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:44:43.657Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Golden+Garage+Door+Services,+LLC/data=!4m7!3m6!1s0x88893f0950862fcf:0x1deecde7d89f6f76!8m2!3d33.429888!4d-86.818123!16s%2Fg%2F11_r0v7nd!19sChIJzy-GUAk_iYgRdm-f2OfN7h0","Golden Garage Door Services, LLC",4.7,43,Garage door supplier,"1201 Chester St, Hoover, AL 35226, United States","C5HJ+XQ Hoover, Alabama, USA",http://goldengaragedoor.com/,+1 205-907-8179,Closes soon ⋅ 5 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOc3DbIwKbnDN2y5M0mqXe7hkyVPhIJ2Yg6PYfr=w427-h240-k-no,true,8 am–5 pm,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:44:49.207Z,,,
https://www.google.com/maps/place/Red+Mountain+Garage+Doors/data=!4m7!3m6!1s0x8889238b1765927b:0xc1d9f6fdcf074e79!8m2!3d33.3363009!4d-86.7946874!16s%2Fg%2F11rt9sx4cv!19sChIJe5JlF4sjiYgReU4Hz_322cE,Red Mountain Garage Doors,5.0,425,Garage door supplier,"116 Hilltop Business Center Dr, Pelham, AL 35124, United States","86P4+G4 Pelham, Alabama, USA",https://redmountaingaragedoors.com/,+1 205-537-5599,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOx2Y7ksB0y0qRJiFai921u6SO9ZGrnEXojATuP=w501-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:44:53.816Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Overhead+of+Alabama+Garage+Door+Repair/data=!4m7!3m6!1s0x888919359df60e0d:0x9a3fa5ff17f92ef!8m2!3d33.4239434!4d-86.8015333!16s%2Fg%2F11h3gfnh5s!19sChIJDQ72nTUZiYgR75J_8V_6owk,Overhead of Alabama Garage Door Repair,4.6,11,Garage door supplier,"1855C Arboretum Cir, Birmingham, AL 35216, United States","C5FX+H9 Birmingham, Alabama, USA",https://www.overheadofalabama.org/home,+1 205-747-9693,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPt5rqfPwARatNJkEq22SpVXkVA1p447wETALgG=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:44:58.771Z,,,
https://www.google.com/maps/place/Magic+City+Door/data=!4m7!3m6!1s0x88890db0587829c3:0x80709d1504bec24c!8m2!3d33.6074775!4d-86.6334454!16s%2Fg%2F1trxfgfj!19sChIJwyl4WLANiYgRTMK-BBWdcIA,Magic City Door,4.9,481,Garage door supplier,"5501 Vann Pl, Birmingham, AL 35235, United States","J948+XJ Birmingham, Alabama, USA",http://www.magiccitydoor.com/,+1 205-655-0887,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP2OVmoj_-d5xR6ZKVZ6j1RtSPBoqwmykZvsTo=w408-h270-k-no,true,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:45:03.417Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Southeast+Birmingham/data=!4m7!3m6!1s0x98023a6c9148b5d:0xdeaba327e871b154!8m2!3d33.4566624!4d-86.8397293!16s%2Fg%2F11v0n62tnp!19sChIJXYsUyaYjgAkRVLFx6Cejq94,ProLift Garage Doors of Southeast Birmingham,5.0,264,Garage door supplier,"25 W Oxmoor Rd Ste 54-A, Birmingham, AL 35209, United States","F546+M4 Birmingham, Alabama, USA",https://www.proliftdoors.com/southeast-birmingham/?utm_source=GMBlisting&utm_medium=organic,+1 205-235-6499,Open ⋅ Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipMVm6C78M7wfxHWpcEk-jnXc0ZS-o3jCKe7C6dR=w408-h301-k-no,true,7:30 am–7:30 pm,8 am–5 pm,Closed,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:45:07.851Z,,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x88891797862280e3:0x3df488c063b6d8b1!8m2!3d33.5025176!4d-86.7910963!16s%2Fg%2F11h0bq38vp!19sChIJ44AihpcXiYgRsdi2Y8CI9D0,OGD Overhead Garage Door,4.6,654,Garage door supplier,"1117 22nd St S Suite 104, Birmingham, AL 35205, United States","G635+2H Birmingham, Alabama, USA",https://ogd.com/al/birmingham/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-bhm-01&ogd_src=ogd-bhm-01-google_business_profile,+1 205-547-1264,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOUcIbKeHkpcS33w_9EkvcS3N5NZY5PDFXDLBBw=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:45:12.561Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Garage+Doors+4+U/data=!4m7!3m6!1s0x888927bf210feb7f:0xfcab7a6187eedddb!8m2!3d39.843822!4d-99.1385985!16s%2Fg%2F12jlthpfj!19sChIJf-sPIb8niYgR293uh2F6q_w,Garage Doors 4 U,4.9,36,Garage door supplier,,,https://garagedoors4ual.net/,+1 205-966-5038,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipN8a-cn0CPH4FDXL-ku9CBLcUH_Qwrfc8ElQkxe=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:45:17.207Z,,,
https://www.google.com/maps/place/Thomasino+Door+%26+Window+Inc/data=!4m7!3m6!1s0x88892399b51ca21b:0x15f94198a9f54b53!8m2!3d33.3264057!4d-86.790804!16s%2Fg%2F1tdl6x58!19sChIJG6IctZkjiYgRU0v1qZhB-RU,Thomasino Door & Window Inc,4.7,158,Garage door supplier,"2051 Oak Mountain Dr, Pelham, AL 35124, United States","86G5+HM Pelham, Alabama, USA",http://www.thomasinodoor.com/,+1 205-663-0366,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO238SP7_XOpu2buXqucgYukaJgrRm3FN1rWFiK=w408-h272-k-no,true,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-11-07T22:45:22.147Z,,,
