placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,error
https://www.google.com/maps/place/Countryside+Hospice+Care/data=!4m7!3m6!1s0x8889166cf10cd439:0xa9165c3029043ba!8m2!3d33.3705372!4d-86.6644785!16s%2Fg%2F12637nhb4!19sChIJOdQM8WwWiYgRukOQAsNlkQo,Countryside Hospice Care,,,Hospice,"13521 Old Hwy 280 # 249, Birmingham, AL 35242, United States","98CP+66 Birmingham, Alabama, USA",,+1 205-991-9091,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WiR04ShNJ2JTSpOkfkoA0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.59151&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:16.590Z,,,,,,,,,
https://www.google.com/maps/place/Oasis+Healthcare+-+Birmingham/data=!4m7!3m6!1s0x8889726e41c7e133:0x39052c842e18a181!8m2!3d33.6064417!4d-86.6331985!16s%2Fg%2F1wz53grf!19sChIJM-HHQW5yiYgRgaEYLoQsBTk,Oasis Healthcare - Birmingham,4.2,23,Hospice,"3522 Vann Rd #104, Birmingham, AL 35235, United States","J948+HP Birmingham, Alabama, USA",http://oasishc.com/,+1 205-640-3303,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPCrOWneKjIzkYagq8Pb-UoZTtqSPai3iDMaycy=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:22.256Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/ACG+Hospice/data=!4m7!3m6!1s0x8889177ed5399a21:0xaaa8f20fdd0f491a!8m2!3d33.4436917!4d-86.7268886!16s%2Fg%2F11x7gdt0n0!19sChIJIZo51X4XiYgRGkkP3Q_yqKo,ACG Hospice,,,Hospice,"3500 Blue Lake Dr Suite 445, Birmingham, AL 35243, United States","C7VF+F6 Birmingham, Alabama, USA",https://acghospice.com/,+1 866-260-2296,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4gb5tkjzEMeU0EeYezcT3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.24197&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:27.633Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x88891bd7c826bcd9:0x5f0018e68dcbb965!8m2!3d33.4152378!4d-86.7542729!16s%2Fg%2F11b6b65pj1!19sChIJ2bwmyNcbiYgRZbnLjeYYAF8,Gentiva Hospice,2.7,7,Hospice,"2550 Acton Rd #110, Birmingham, AL 35243, United States","C68W+37 Birmingham, Alabama, USA",https://www.gentivahs.com/,+1 205-870-4340,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN74uNGbyGTdzaDVSLhJoEDZQRmG4ByoGNgac4U=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:32.587Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x8889172ba0c00001:0x8a517b92104ca90e!8m2!3d33.4071391!4d-86.7616321!16s%2Fg%2F11hbtr0rqk!19sChIJAQDAoCsXiYgRDqlMEJJ7UYo,Compassus,3.5,19,Hospice,"1900 International Park Dr Ste 200, Birmingham, AL 35243, United States","C64Q+V8 Birmingham, Alabama, USA",https://www.compassus.com/locations/alabama/birmingham-home-health/,+1 205-293-5611,"Open 24 hours

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMJjN0v9BsMcMEOZV1MlkAx-34qAFxClQKeLmM6=w408-h365-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:37.545Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/UAB+Palliative+%26+Comfort+Care/data=!4m7!3m6!1s0x88891bea34c9c02b:0xea4b3837c43221c4!8m2!3d33.5048989!4d-86.8044341!16s%2Fg%2F11ddysqyd9!19sChIJK8DJNOobiYgRxCEyxDc4S-o,UAB Palliative & Comfort Care,5.0,16,Hospital,"1713 6th Ave S, Birmingham, AL 35233, United States","G53W+X6 Birmingham, Alabama, USA",https://www.uab.edu/medicine/palliativecare/,+1 205-996-6870,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rZ7EHDVJO88wi5Vc2oYStw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.83338&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:40.738Z,,,,,,,,,
https://www.google.com/maps/place/Compassus+Home+Health/data=!4m7!3m6!1s0x8889151c8859dccf:0x6fe4989cb09ffdcf!8m2!3d33.4071391!4d-86.7616321!16s%2Fg%2F1v9lck3l!19sChIJz9xZiBwViYgRz_2fsJyY5G8,Compassus Home Health,3.1,15,Hospice,"1900 International Park Dr #250, Birmingham, AL 35243, United States","C64Q+V8 Birmingham, Alabama, USA",https://www.compassus.com/locations/alabama/birmingham-home-health/?utm_source=google?utm_medium=gbp,+1 205-313-2800,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOVRh8o0gHe5thl0a_HdRUswdl12EBJIi_dZ4dE=w408-h307-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:45.867Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Birmingham+Inpatient+Hospice+Care/data=!4m7!3m6!1s0x888910f661fbbe1b:0x608bf2c0df9b168f!8m2!3d33.524583!4d-86.71278!16s%2Fg%2F11gfmzkv49!19sChIJG777YfYQiYgRjxab38Dyi2A,Birmingham Inpatient Hospice Care,5.0,1,Hospice,"4953 Montevallo Rd Cottage C-1, Birmingham, AL 35210, United States","G7FP+RV Birmingham, Alabama, USA",https://www.compassus.com/locations/alabama/compassus-hospice-care-suites/,+1 205-293-5686,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNNZhMpdQoO62W5SoEAWzxvUVEs9TDZ4S_7fYRJ=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:51.527Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Empatia+Palliative+Care/data=!4m7!3m6!1s0x888919fc1dcaea2f:0xa6948f1ada18680e!8m2!3d33.4152401!4d-86.7542789!16s%2Fg%2F11vjzt7q4p!19sChIJL-rKHfwZiYgRDmgY2hqPlKY,Empatia Palliative Care,,,Home health care service,"2550 Acton Rd #110, Birmingham, AL 35243, United States","C68W+37 Birmingham, Alabama, USA",http://www.empatiacare.com/,+1 205-761-5196,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOrMQC35-5sY22_lhsGG7-6_zO9HcTIFzsFD4tu=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:56.864Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Center+For+Palliative+Care/data=!4m7!3m6!1s0x88891c05981dd009:0x377325ded40e2cdf!8m2!3d33.4972338!4d-86.8289115!16s%2Fg%2F1261h6ggn!19sChIJCdAdmAUciYgR3ywO1N4lczc,Center For Palliative Care,3.3,4,Hospice,"153 3rd Ave S, Birmingham, AL 35205, United States","F5WC+VC Birmingham, Alabama, USA",,+1 205-975-0862,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VOjU4W8tMV6b8v13UmeFew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.15439&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-09-17T23:26:59.539Z,,,,,,,,,
