placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,error
https://www.google.com/maps/place/Advanced+Vascular+%26+Vein+Center+Farnam+St.+Location/data=!4m7!3m6!1s0x87938e70b7b5803d:0xe1ca01eaba73d826!8m2!3d41.2581491!4d-95.9779586!16s%2Fg%2F1tftxg6s!19sChIJPYC1t3COk4cRJthzuuoByuE,Advanced Vascular & Vein Center Farnam St. Location,5.0,1,Surgical center,"4242 Farnam St # 490, Omaha, NE 68131, United States","725C+7R Omaha, Nebraska, USA",,+1 402-552-3015,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=47hOg0eHfg_pithg3pzI0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.55093&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:52:38.752Z,,,,,,,,,,
https://www.google.com/maps/place/Nebraska+Medicine+Heart+and+Vascular+Center+at+Durham+Outpatient+Center/data=!4m7!3m6!1s0x87938e7a20a49eed:0x18620ae208dcc523!8m2!3d41.255137!4d-95.9780557!16s%2Fg%2F1x5qt8j8!19sChIJ7Z6kIHqOk4cRI8XcCOIKYhg,Nebraska Medicine Heart and Vascular Center at Durham Outpatient Center,3.3,12,Medical Center,"4400 Emile St, Omaha, NE 68105, United States","724C+3Q Omaha, Nebraska, USA",https://www.nebraskamed.com/nebraska-medical-center/durham-outpatient-center/heart-vascular-center,+1 402-559-8888,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OwRwLlsB6iSmkU8bOorv9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.277576&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:52:44.617Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Tammy+K.+Ramos,+M.D./data=!4m7!3m6!1s0x87938d47c7d95b79:0x59fef0b8d3c94523!8m2!3d41.2465638!4d-96.0280248!16s%2Fg%2F1tfdzb_f!19sChIJeVvZx0eNk4cRI0XJ07jw_lk","Tammy K. Ramos, M.D.",4.0,4,Vascular surgeon,"1301 S 75th St #230, Omaha, NE 68124, United States","6XWC+JQ Omaha, Nebraska, USA",,+1 402-390-6060,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=elYaICINEyaNXopCxijbuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.80209&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:52:50.032Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–3 pm,Closed,Closed,8:30 am–4:30 pm,,,
https://www.google.com/maps/place/Complete+Labs/data=!4m7!3m6!1s0x87938e264cef67af:0xc2a00c7317641e7d!8m2!3d41.2849694!4d-95.9533133!16s%2Fg%2F11y2cl544m!19sChIJr2fvTCaOk4cRfR5kF3MMoMI,Complete Labs,5.0,4,Laboratory,"2910 N 28th Cir, Omaha, NE 68111, United States","72MW+XM Omaha, Nebraska, USA",https://www.completelabsne.com/contact/,+1 402-718-3145,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EHIJJmIHcitsUrTdWVQkkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.57117&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:52:56.053Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Nebraska+Medicine+Fontenelle+Health+Center/data=!4m7!3m6!1s0x87939219edfa77e9:0xc3687dcc171e99a6!8m2!3d41.2990068!4d-95.9906541!16s%2Fg%2F11c6pqm_nt!19sChIJ6Xf67RmSk4cRppkeF8x9aMM,Nebraska Medicine Fontenelle Health Center,4.7,604,Medical clinic,"5005 Ames Ave, Omaha, NE 68104, United States","72X5+JP Omaha, Nebraska, USA",https://www.nebraskamed.com/fontenelle,+1 402-559-0282,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFzw7wnO7qmN__hqvMKeSJb8j5YDUivJuRmHM1CdjCbF2ZNkI3Bru45ehQ7YYh4nAh-SynuK-eIf1J3r2U6zz8CGDHjhSU6epLuUKKVWUPQ9cfGp9cWqTPqbmoOfJnpF7YRQIo=w408-h724-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:53:01.095Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Mid+City+Med+Aesthetics/@41.233479,-96.025843,17z/data=!3m1!4b1!4m6!3m5!1s0x87938cf7fea48079:0x5e20b21a1a4d2ec7!8m2!3d41.233479!4d-96.025843!16s%2Fg%2F1tf43g7s",Mid City Med Aesthetics,3.9,7,Medical spa,"7205 W Center Rd, Omaha, NE 68124, United States","6XMF+9M Omaha, Nebraska, USA",http://www.midcitymedspa.com/,+1 402-934-5580,Closes soon · 5 pm · Opens 9 am Wed,,false,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:53:08.180Z,9 am–5 pm,9 am–6 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/Dr.+Jonathan+Thompson/data=!4m7!3m6!1s0x87938e79c4000001:0xcbf2a6dbd8a1533!8m2!3d41.2548634!4d-95.9788169!16s%2Fg%2F11tn9l0lgv!19sChIJAQAAxHmOk4cRMxWKvW0qvww,Dr. Jonathan Thompson,,,Vascular surgeon,"4400 Emile St, Omaha, NE 68105, United States","723C+WF Omaha, Nebraska, USA",https://www.nebraskamed.com/doctors/jonathan-r-thompson,+1 402-559-7300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OwRwLlsB6iSmkU8bOorv9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.72855&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:53:10.684Z,,,,,,,,,,
https://www.google.com/maps/place/University+of+Nebraska+Medical+Center/data=!4m7!3m6!1s0x87938db887adfc33:0xd27316f175a20c78!8m2!3d41.2548266!4d-95.975937!16zL20vMGQxcnpo!19sChIJM_yth7iNk4cReAyidfEWc9I,University of Nebraska Medical Center,4.4,905,University hospital,"S 42nd &, Emile St, Omaha, NE 68198, United States","723F+WJ Omaha, Nebraska, USA",https://www.unmc.edu/,+1 402-559-4000,,https://lh3.googleusercontent.com/p/AF1QipM04QOG8vhNOrtI7vX8e-swjTCnWoH6p37VWzsa=w408-h305-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:53:15.855Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Imagen+Body+Sculpting+%26+Cosmetic+Center/data=!4m7!3m6!1s0x8793f2c93d302691:0xe11b44ed7bf05b40!8m2!3d41.257093!4d-96.0751451!16s%2Fg%2F1jky60wtf!19sChIJkSYwPcnyk4cRQFvwe-1EG-E,Imagen Body Sculpting & Cosmetic Center,4.8,253,Cosmetic surgeon,"10404 Essex Ct Suite 100-300, Omaha, NE 68114, United States","7W4F+RW Omaha, Nebraska, USA",https://www.imagenomaha.com/,+1 402-509-8473,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP0T-2TqcO1SksO1sKhzBggIeWLp5n-Jf0hC_1a=w408-h612-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:53:21.268Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,10 am–6 pm,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Scott+Wattenhofer,+MD/data=!4m7!3m6!1s0x8793f1eedde550b3:0x44e0acac6d3252e9!8m2!3d41.2643422!4d-96.1674008!16s%2Fg%2F1tj1slfx!19sChIJs1Dl3e7xk4cR6VIybays4EQ","Scott Wattenhofer, MD",4.2,5,Surgeon,"515 N 162nd Ave, Omaha, NE 68118, United States","7R7M+P2 Omaha, Nebraska, USA",https://providers.bestcare.org/provider/Scott+P.+Wattenhofer/1493392,+1 402-354-1200,"Closes soon · 5 pm · Opens 8 am Wed

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNda7lgIihvwciqE3hbyQ9EFmbD2A3PLipdRuGG=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-12-16T22:53:26.271Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
