placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Peaceful+Property+Management/data=!4m7!3m6!1s0x8752f56cabe89a49:0x79c1b0023c18a603!8m2!3d40.7644301!4d-111.891482!16s%2Fg%2F11f5h7p_fs!19sChIJSZroq2z1UocRA6YYPAKwwXk,Peaceful Property Management,4.7,286,Property management company,"222 S Main St 5th Floor, Salt Lake City, UT 84101, United States","Q475+QC Salt Lake City, Utah, USA",http://www.peacefulpm.com/,+1 801-717-6430,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOKFrS-vAXkl688w3ntqjItIVinJNUcmx8E0f2D=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:54:29.037Z,,,,
https://www.google.com/maps/place/IAMHOA.com/data=!4m7!3m6!1s0x8752f544b1823337:0xad2b9468b57aee5a!8m2!3d40.7602897!4d-111.9038555!16s%2Fg%2F11f5h1xwkn!19sChIJNzOCsUT1UocRWu56tWiUK60,IAMHOA.com,3.8,59,Property management company,"435 W 400 S #101, Salt Lake City, UT 84101, United States","Q36W+4F Salt Lake City, Utah, USA",http://iamhoa.com/,+1 801-893-1755,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP6UO9TL2wGgmZlkmmvWd1TVpWVyvjcG5-BFsf3=w408-h272-k-no,true,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:54:35.188Z,,,,
https://www.google.com/maps/place/Pineapple+Property+Group/data=!4m7!3m6!1s0x875287e24a1c9ba3:0xf6fffda0d6840f5f!8m2!3d40.7597159!4d-111.8793172!16s%2Fg%2F11cmp1318j!19sChIJo5scSuKHUocRXw-E1qD9__Y,Pineapple Property Group,4.2,669,Property management company,"433 S 400 E #200, Salt Lake City, UT 84111, United States","Q45C+V7 Salt Lake City, Utah, USA",http://www.pineapplepropertygroup.com/,+1 801-207-9699,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM1U2B-MR5RdNPZZlZztK_Zaikj4iCv7skDqqS5=w408-h343-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:54:40.109Z,,,,
https://www.google.com/maps/place/Hero+Property+Management/data=!4m7!3m6!1s0x8752f5d292f648b7:0x67cd76626265f27f!8m2!3d40.7675849!4d-111.872991!16s%2Fg%2F11r7g8z3d_!19sChIJt0j2ktL1UocRf_JlYmJ2zWc,Hero Property Management,4.7,374,Property management company,"623 E 100 S Suite 2, Salt Lake City, UT 84102, United States","Q49G+2R Salt Lake City, Utah, USA",https://www.rentinghero.com/,+1 801-845-4390,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPNkfQqbJRO5sCQIb1dXnD_8LIHa2TEoSeVPXzq=w408-h402-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:54:45.233Z,,,,
https://www.google.com/maps/place/Advanced+Solutions+Property+Management/data=!4m7!3m6!1s0x8752f547510dc789:0xd4fdf1808bf25d34!8m2!3d40.740088!4d-111.891559!16s%2Fg%2F1ygvstwkv!19sChIJiccNUUf1UocRNF3yi4Dx_dQ,Advanced Solutions Property Management,4.3,798,Property management company,"1360 S Main St, Salt Lake City, UT 84115, United States","P4R5+29 Salt Lake City, Utah, USA",https://aspmanagement.com/,+1 385-786-8825,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO7UkYhXHyHcTGQfd55ZG2cXYuQHhxzLrALPuPo=w408-h274-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:54:50.304Z,,,,
"https://www.google.com/maps/place/Reeder+Asset+Management,+LLC/data=!4m7!3m6!1s0x87528b63f7ab1c27:0x19fa2461b5967830!8m2!3d40.7308335!4d-111.8907213!16s%2Fg%2F11c60c2c25!19sChIJJxyr92OLUocRMHiWtWEk-hk","Reeder Asset Management, LLC",4.4,280,Property management company,"1817 S Main St Suite #1, Salt Lake City, UT 84115, United States","P4J5+8P Salt Lake City, Utah, USA",https://www.reederproperties.com/property-management-salt-lake-city/,+1 801-828-8944,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMa7wPppBbWhj3-G_S_VhTDs_HSZ3_4wb63vDno=w571-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:54:55.916Z,,,,
https://www.google.com/maps/place/Utah+Property+Management+Associates/data=!4m7!3m6!1s0x8752f508c9a3ab49:0x7b470dbdf890f6da!8m2!3d40.768322!4d-111.8898525!16s%2Fg%2F1262p_wt6!19sChIJSaujyQj1UocR2vaQ-L0NR3s,Utah Property Management Associates,2.6,9,Property management company,"51 S Main St Suite 301, Salt Lake City, UT 84111, United States","Q496+83 Salt Lake City, Utah, USA",,+1 801-321-8700,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=shNxXqYDYLHd1d_KvT2QyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.71484&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:55:00.948Z,,,,
"https://www.google.com/maps/place/Property+Management+Systems,+Inc./data=!4m7!3m6!1s0x87528a432bdb2a7d:0xd81c42f7289131f!8m2!3d40.6866078!4d-111.883958!16s%2Fg%2F1w04klb4!19sChIJfSrbK0OKUocRHxOJci_EgQ0","Property Management Systems, Inc.",3.4,209,Property management company,"262 E 3900 S #200, Salt Lake City, UT 84107, United States","M4P8+JC Salt Lake City, Utah, USA",http://www.pmsystems.net/,+1 801-262-3900,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOvlhIXNLd478PmTRzTbNiRoQ2eX3t5BishZMR6=w408-h248-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:55:06.128Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Pineview+Property+Management/data=!4m7!3m6!1s0x8752f579f4439b99:0xaadde1de63c41022!8m2!3d40.763188!4d-111.8906658!16s%2Fg%2F11y4bngddp!19sChIJmZtD9Hn1UocRIhDEY97h3ao,Pineview Property Management,5.0,4,Property management company,"299 S Main St Suite 1313, Salt Lake City, UT 84111, United States","Q475+7P Salt Lake City, Utah, USA",https://pineviewpropertymanagement.com/,+1 909-967-0969,Open ⋅ Closes 6:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Eydw5tp3QIOZkbMrcObqrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.237946&pitch=0&thumbfov=100,false,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:55:11.043Z,,,,
https://www.google.com/maps/place/All+County+Capital+Experts+Property+Management/data=!4m7!3m6!1s0x8752635247966485:0x20a551480dae07ac!8m2!3d40.7621128!4d-111.873472!16s%2Fg%2F11spxv1wx2!19sChIJhWSWR1JjUocRrAeuDUhRpSA,All County Capital Experts Property Management,4.7,31,Property management company,"323 S 600 E Suite Suite 170, Salt Lake City, UT 84102, United States","Q46G+RJ Salt Lake City, Utah, USA",https://allcountyexp.com/,+1 801-877-8700,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMlqL-68XeFtc1HaS7RRrRjGI5J93xLzf9GdAwo=w408-h384-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-09-25T17:55:16.253Z,,,,
