placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x89a98b24de0a44df:0x3c5b7d2050b4b107!8m2!3d34.2739972!4d-77.925155!16s%2Fg%2F11fm_ht9n0!19sChIJ30QK3iSLqYkRB7G0UCB9Wzw,Precision Garage Door Service,4.9,982,Garage door supplier,"1930 Castle Hayne Rd #180, Wilmington, NC 28401, United States","73FF+HW Wilmington, North Carolina, USA",https://precisiongaragedoorwilmington.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=wilmington,+1 910-636-0107,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOJR1bVRsqYU4fJz3yXX7Qd2MktwjJVTInFZfG6=w478-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-11-07T23:00:06.818Z,,,,
https://www.google.com/maps/place/Wilmington+Garage+Door+Repair+And+Installation/data=!4m7!3m6!1s0x89a98a369492c309:0x815b6776ab504458!8m2!3d34.2184264!4d-77.8861335!16s%2Fg%2F11g9nrpyjw!19sChIJCcOSlDaKqYkRWERQq3ZnW4E,Wilmington Garage Door Repair And Installation,5.0,438,Garage door supplier,"925 S Kerr Ave Suite G4, Wilmington, NC 28403, United States","6497+9G Wilmington, North Carolina, USA",http://wilmingtonncgaragedoor.com/,+1 910-470-9877,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipPt1C1EtW5_3fP5O81LV6qiqvg9DtAmTyCT3kyI=w425-h240-k-no,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-11-07T23:00:11.700Z,,,,
https://www.google.com/maps/place/Lion+Garage+Door/data=!4m7!3m6!1s0x89a98db515037325:0x3f5a496e13046ea8!8m2!3d34.2889533!4d-77.8006597!16s%2Fg%2F11y363c8ct!19sChIJJXMDFbWNqYkRqG4EE25JWj8,Lion Garage Door,4.8,145,Garage door supplier,"7946 Market St STE100, Wilmington, NC 28411, United States","75QX+HP Wilmington, North Carolina, USA",https://wilmington.liongaragedoor.com/,+1 910-910-2757,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipML71HAqkw7xmPTeE_McYyPDBn1oq7BGJHPYMP6=w408-h276-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-11-07T23:00:16.078Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Wilmington/data=!4m7!3m6!1s0x89a98aee6c5645af:0xd4c80bc97a2de774!8m2!3d34.29217!4d-77.8986665!16s%2Fg%2F1tfg8jp7!19sChIJr0VWbO6KqYkRdOcteskLyNQ,Overhead Door Company of Wilmington,4.9,308,Garage door supplier,"2914 Orville Wright Way, Wilmington, NC 28405, United States","74R2+VG Wilmington, North Carolina, USA",http://www.overheaddoorwilmington.com/,+1 910-812-4796,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzurQ_BYpXLhwqS75tzMaUQ_c3RJC4nYQYh_9DWjtakJfoe4S2g6QDe01z5JXKPJII5gykNPYYt_Q2k5mwVAzF2xph_q3IfuETGkaKDEjgtPPTRmRrxO99ax2h0CftUpUGP5ro=w408-h306-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-11-07T23:00:21.231Z,,,,
https://www.google.com/maps/place/The+Garage+Door+Company+of+Carolina/data=!4m7!3m6!1s0x89a98dbb6bba511b:0x8ead46ef45d44d72!8m2!3d34.27776!4d-77.77049!16s%2Fg%2F11b8tnl24x!19sChIJG1G6a7uNqYkRck3URe9GrY4,The Garage Door Company of Carolina,4.9,94,Garage door supplier,"721 Ramblewood Dr, Wilmington, NC 28411, United States","76HH+4R Wilmington, North Carolina, USA",http://www.thegaragedoorcompany.biz/,+1 910-508-2108,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfG9DQRY5tctAyRQJbw7jMke1HxhY4itadahQ8QMOqmgZ09jzfZ7AJvm4HO9OKoeiVdn9PH4Jr6PKgQcr7TYDO3flFgqBnZb8TtvlvPiCXTIDBuRmbpiNvtTjr1sHbe2wqtClY=w408-h306-k-no,false,6 am–8 pm,6 am–8 pm,Closed,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-11-07T23:00:25.656Z,,,,
https://www.google.com/maps/place/Powers+Garage+Doors/data=!4m7!3m6!1s0x89aa1ef4abd1481f:0x86804a161fa0c32b!8m2!3d34.1516515!4d-77.8733794!16s%2Fg%2F11cs5vhdnr!19sChIJH0jRq_QeqokRK8OgHxZKgIY,Powers Garage Doors,5.0,4,Garage door supplier,,,,+1 910-274-6214,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPKH07N9DhADwXtfiBGleVD6jA23Bgt98t2Dspp=w408-h283-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Carolina+Beach+Wilmington+NC/@34.0359702,-77.8937619,14z",2025-11-07T23:00:39.595Z,,,,
https://www.google.com/maps/place/Garage+Door+Specialist+Garage+Door+Repair+and+Installation/data=!4m7!3m6!1s0x89aa1fbe6c5fbe7d:0x72a272bd7f5bb0ef!8m2!3d34.2171324!4d-78.0132887!16s%2Fg%2F11stf5p5jq!19sChIJfb5fbL4fqokR77Bbf71yonI,Garage Door Specialist Garage Door Repair and Installation,5.0,258,Garage door supplier,"9550 Ploof Rd SE Building 3, Leland, NC 28451, United States","6X8P+VM Leland, North Carolina, USA",https://www.garagedoorspecialist.net/about-us/locations/leland/,+1 910-833-1961,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipM9xJkhd6MU84E1RC-rndD15JWD_1yK9EBNrTVV=w408-h305-k-no,true,6 am–8 pm,8 am–2 pm,12–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Carolina+Beach+Wilmington+NC/@34.0359702,-77.8937619,14z",2025-11-07T23:00:44.346Z,,,,
https://www.google.com/maps/place/Integrity+Door+Systems/data=!4m7!3m6!1s0x89a9f5285659acd5:0x1f99318471cee04d!8m2!3d34.263395!4d-77.9276757!16s%2Fg%2F11vc6bd_2s!19sChIJ1axZVij1qYkRTeDOcYQxmR8,Integrity Door Systems,5.0,58,Garage door supplier,"141 Division Dr #130, Wilmington, NC 28401, United States","737C+9W Wilmington, North Carolina, USA",http://integritybuildingco.com/,+1 910-604-1583,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOEoojQajJw483tP2wrq8YPIB5XOJ4Jrqy_yi7D=w408-h315-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Carolina+Beach+Wilmington+NC/@34.0359702,-77.8937619,14z",2025-11-07T23:00:48.831Z,,,,
https://www.google.com/maps/place/Crawford+Door+Systems+Inc+a+division+of+DuraServ/data=!4m7!3m6!1s0x89a98b544c9c6b85:0x4a798524c2808261!8m2!3d34.2589807!4d-77.8395188!16s%2Fg%2F1td1f8dp!19sChIJhWucTFSLqYkRYYKAwiSFeUo,Crawford Door Systems Inc a division of DuraServ,4.6,204,Garage door supplier,"201 Old Dairy Rd, Wilmington, NC 28405, United States","7556+H5 Wilmington, North Carolina, USA",http://www.crawforddoorsystems.com/?utm_source=google&utm_medium=gmb&utm_term=Crawford,+1 910-791-4389,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipML04MJ3gH7z0b5Hsvq0jK0AorXaEgsoVykS0iY=w426-h240-k-no,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carolina+Beach+Wilmington+NC/@34.0359702,-77.8937619,14z",2025-11-07T23:00:53.131Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Automatic+Door+Co/data=!4m7!3m6!1s0x89a9f62555555555:0x884a8848e1d18b0a!8m2!3d34.1422269!4d-77.9167324!16s%2Fg%2F1tj5m09m!19sChIJVVVVVSX2qYkRCovR4UiISog,Automatic Door Co,,,Door supplier,"Wilmington, NC 28412, United States","43RM+V8 Wilmington, North Carolina, USA",,+1 910-395-8298,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9kPuYmW6xOkG7TuPyoiQaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.29453&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Carolina+Beach+Wilmington+NC/@34.0359702,-77.8937619,14z",2025-11-07T23:00:55.331Z,,,,
