placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Advanced+Backyard+Solutions/data=!4m7!3m6!1s0x8840859d2e6e3eff:0x2f248de6206a96ed!8m2!3d39.705255!4d-84.103603!16s%2Fg%2F11wg00_vzm!19sChIJ_z5uLp2FQIgR7ZZqIOaNJC8,Advanced Backyard Solutions,4.6,16,Swimming pool contractor,"2671 Rockledge Trail, Beavercreek, OH 45430, United States","PV4W+4H Beavercreek, Ohio, USA",http://advancedbackyardsolutions.com/,+1 937-938-0053,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNNZn6HquqQivF5YxNFJAUGQa-OgfypKErwOnFH=w408-h301-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:16.967Z,,,,
https://www.google.com/maps/place/NuWave+Pools:+Dayton%27s+Pool+Service/data=!4m7!3m6!1s0x88408376ee9884f3:0xd3b93febeb5ea778!8m2!3d40.3633958!4d-82.669505!16s%2Fg%2F11x9xvmnb!19sChIJ84SY7naDQIgReKde6-s_udM,NuWave Pools: Dayton's Pool Service,4.8,80,Swimming pool contractor,,,https://nuwavepoolsohio.com/,+1 937-203-0909,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMDbj9APW7swE_qtLOY8T5BjUzzl5nS0HWGohE4=w643-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:22.626Z,,,,
https://www.google.com/maps/place/Watermark+Pools/data=!4m7!3m6!1s0x88408eec03111eef:0xb64f00a8f32d0e14!8m2!3d39.7718724!4d-84.1523537!16s%2Fg%2F1trqhx6y!19sChIJ7x4RA-yOQIgRFA4t86gAT7Y,Watermark Pools,4.0,23,Swimming pool contractor,"500 N Irwin St, Dayton, OH 45403, United States","QRCX+P3 Dayton, Ohio, USA",http://www.watermarkpools.net/,+1 937-434-7665,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOqohX6lNILE1VkM1_5lhUi02qOMqVrOuSFkNGt=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:28.049Z,,,,
"https://www.google.com/maps/place/At+Your+Service+Pools+%26+Spas,+LLC/data=!4m7!3m6!1s0x883f7ff90ec94b6b:0x7fe579c51a6001e9!8m2!3d39.8462488!4d-84.2667703!16s%2Fg%2F1v7pz4fz!19sChIJa0vJDvl_P4gR6QFgGsV55X8","At Your Service Pools & Spas, LLC",4.3,72,Swimming pool supply store,"8357 N Main St, Dayton, OH 45415, United States","RPWM+F7 Dayton, Ohio, USA",http://www.poolstuff.biz/,+1 937-890-7669,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgUuq5nWonElGEBczoz8t-Z2bBf3eIuBknXtb5cutZBa0f2PJHfbu7HiUToWBedra-StyX0JYLbK70iDF9lWXfqJ4QkwLBCjCuhJKZPR4hTiclnIl3vd8mj7qrV-03WU05S1vK=w408-h306-k-no,true,10 am–7 pm,10 am–7 pm,Closed,10 am–7 pm,10 am–7 pm,9 am–5 pm,12–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:33.112Z,· In-store pick-up,,,
https://www.google.com/maps/place/A+OK+Pool+Service/data=!4m7!3m6!1s0x883f7ff2d53be193:0xdadb48ccd6996047!8m2!3d40.0475204!4d-84.3082985!16s%2Fg%2F11c5_z4pvq!19sChIJk-E71fJ_P4gRR2CZ1sxI29o,A OK Pool Service,4.5,13,Swimming pool contractor,,,,+1 937-230-6400,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMPD3T82lzR1ObAEb9xFew9ThUIh5lLBYOIpDJL=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:38.216Z,,,,
https://www.google.com/maps/place/NuWave+Pool%27s:+Dayton+Pool+Service/data=!4m7!3m6!1s0x88408376ee9884f3:0xc00299f9ad58a3c7!8m2!3d39.72984!4d-84.057462!16s%2Fg%2F1hc6p_c0r!19sChIJ84SY7naDQIgRx6NYrfmZAsA,NuWave Pool's: Dayton Pool Service,4.8,18,Swimming pool contractor,,,,+1 937-203-0909,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNtq-oKXjdd8I55a1wJHWXqQAgcY2m2k1WlWLIq=w643-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:43.361Z,,,,
https://www.google.com/maps/place/NuWave+Pool+Company:+Dayton%27s+Pool+Service/data=!4m7!3m6!1s0x884088410f6efee3:0x4e5bdb9ce28ec673!8m2!3d39.589041!4d-84.2333075!16s%2Fg%2F1hc1msy4_!19sChIJ4_5uD0GIQIgRc8aO4pzbW04,NuWave Pool Company: Dayton's Pool Service,4.3,11,Swimming pool supply store,,,http://www.daytonpools.com/,+1 937-203-0909,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipN87SdT0iAoZSmFtpwwuDnlaaqyASBavJgGCDaQ=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:48.737Z,,,,
https://www.google.com/maps/place/Knickerbocker+Pools+%26+Spas/data=!4m7!3m6!1s0x88409b431607f597:0x5f7d491f2e8df9c2!8m2!3d39.736906!4d-84.0837446!16s%2Fg%2F11b7yrb9cd!19sChIJl_UHFkObQIgRwvmNLh9JfV8,Knickerbocker Pools & Spas,4.8,232,Swimming pool supply store,"4001 Dayton Xenia Rd, Dayton, OH 45432, United States","PWP8+QG Dayton, Ohio, USA",http://www.knickerbockerpools.com/,+1 937-426-8898,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzEe55E0GCxj1AeWhke6Tq1tE10msBtORmMnSu9r95Nwo5Uyy6sbm9liWWN9h31lSTfkkNWiNAB1iFWd3NQabgZOhc_3LYxIG2TbNBhjmKNQqqRQI9U-hQ3Suv-BuvAur07t2Sm=w426-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5:30 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:54.080Z,,,,
https://www.google.com/maps/place/Dayton+Pool+Service+LLC/data=!4m7!3m6!1s0xaeabe980a088edc9:0x7e4208d06ac1f14!8m2!3d39.720776!4d-84.159843!16s%2Fg%2F11ldd1j1r_!19sChIJye2IoIDpq64RFB-sBo0g5Ac,Dayton Pool Service LLC,5.0,4,Pool cleaning service,,,https://brand.page/daytonpoolservice,+1 937-603-1637,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOvZ_Q3HcxliaWtDBJYMghvX8vvNLgwbpQ-sEbd=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:39:59.311Z,,,,
https://www.google.com/maps/place/MVP+Pools/data=!4m7!3m6!1s0x88408f65b95f95b7:0xec645ea47e4f698e!8m2!3d39.6351944!4d-84.1395941!16s%2Fg%2F11rqlqk_vl!19sChIJt5VfuWWPQIgRjmlPfqReZOw,MVP Pools,4.7,23,Swimming pool contractor,"7585 Clyo Rd, Centerville, OH 45459, United States","JVP6+35 Centerville, Ohio, USA",http://mvppoolsllc.com/,+1 937-802-5151,"Open ⋅ Closes 5 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNwCI-Dsjq5cNXggGd0CcGDX_9KpD7uhYJM2qG0=w408-h287-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-27T17:40:05.355Z,,LGBTQ+ friendly,,
