placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Norm%27s+Door+Service/data=!4m7!3m6!1s0x87938b5bfdd56f73:0x319edcc55c087a4f!8m2!3d41.169784!4d-96.123645!16s%2Fg%2F1tfs1kwh!19sChIJc2_V_VuLk4cRT3oIXMXcnjE,Norm's Door Service,4.9,657,Garage door supplier,"13315 Centennial Rd Ste 100, La Vista, NE 68138, United States","5V9G+WG La Vista, Nebraska, USA",https://normsdoor.com/,+1 402-331-8920,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOTDAI58SUyK2ptaXwOrdzemmc2jQn1jw_HBqrP=w408-h382-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:09:27.721Z,,,,
https://www.google.com/maps/place/Superior+Door/data=!4m7!3m6!1s0x8793f53a67cb2ba1:0xecc335b22fb8d14c!8m2!3d41.172626!4d-96.128563!16s%2Fg%2F11y1fvqvnx!19sChIJoSvLZzr1k4cRTNG4L7I1w-w,Superior Door,4.9,239,Garage door supplier,"8840 S 137th Cir #3, Omaha, NE 68138, United States","5VFC+3H Omaha, Nebraska, USA",https://www.superiordooromaha.com/,+1 402-571-2999,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMlPwCw-kvXBLPnA3aOruL2WDuR7dUM7MRPyzEz=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:09:33.510Z,,,,
https://www.google.com/maps/place/Garage+Doors+Of+Omaha/data=!4m7!3m6!1s0x87938d692f0c8bc9:0xa80bb06605536dec!8m2!3d41.2455162!4d-95.9441292!16s%2Fg%2F11h_246mr3!19sChIJyYsML2mNk4cR7G1TBWawC6g,Garage Doors Of Omaha,4.9,818,Garage door supplier,"1365 S 22nd St, Omaha, NE 68108, United States","63W4+68 Omaha, Nebraska, USA",http://garagedoorsinomaha.com/,+1 402-901-4552,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOrWXXwFkzNmgsYlGYpJUoT99EYcbPA8tnH04ec=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:09:39.227Z,,,,
https://www.google.com/maps/place/Midtown+Doors+%26+Services/data=!4m7!3m6!1s0x87938c4ba4604f7b:0xa01c8fc526c364dd!8m2!3d41.2719573!4d-95.9301048!16s%2Fg%2F124swtqly!19sChIJe09gpEuMk4cR3WTDJsWPHKA,Midtown Doors & Services,5.0,434,Garage door supplier,"1207 N 11th St, Omaha, NE 68102, United States","73C9+QX Omaha, Nebraska, USA",http://midtowndoors.com/,+1 402-620-3667,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPRlq4989YOV00WKsUnIQVq2v9ss6C1-4U0oZ44=w408-h247-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:09:44.125Z,,,,
https://www.google.com/maps/place/Omaha+Door+%26+Window/data=!4m7!3m6!1s0x87938c1d42f98387:0xa2b990312a34ed8e!8m2!3d41.217162!4d-95.9840556!16s%2Fg%2F1thk97gb!19sChIJh4P5Qh2Mk4cRju00KjGQuaI,Omaha Door & Window,4.8,1537,Garage door supplier,"4665 G St, Omaha, NE 68117, United States","6288+V9 Omaha, Nebraska, USA",https://omahadoor.com/,+1 402-733-6440,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipNDFpWKM9j8hrjI7ANbviGbntyXBaMCHx-U_LwJ=w647-h240-k-no,true,8 am–5 pm,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:09:49.193Z,,,,
https://www.google.com/maps/place/Titan+Garage+Doors/data=!4m7!3m6!1s0x87938d0d60efabd7:0xb5db243cc4dbd34b!8m2!3d41.2177409!4d-96.049418!16s%2Fg%2F11h511y41d!19sChIJ16vvYA2Nk4cRS9PbxDwk27U,Titan Garage Doors,4.9,190,Garage door supplier,"8914 H St, Omaha, NE 68127, United States","6X92+36 Omaha, Nebraska, USA",https://titangaragedoorsne.com/,+1 402-513-0255,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipNhL9FJiPpZMRhA3HZznnqHIX8v1mvhR8-ZmW0m=w408-h306-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:09:54.334Z,,,,
https://www.google.com/maps/place/Garage+Door+Services+Inc./data=!4m7!3m6!1s0x8793f5665b893655:0x8af5f7af1300bdae!8m2!3d41.1715488!4d-96.1244706!16s%2Fg%2F11h0_zt_k!19sChIJVTaJW2b1k4cRrr0AE6_39Yo,Garage Door Services Inc.,4.8,140,Garage door supplier,"8702 S 135th St, Omaha, NE 68138, United States","5VCG+J6 Omaha, Nebraska, USA",http://www.gdsomaha.com/,+1 402-333-5344,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDKHxgZ5JIfZEwF4kl-CeNhtr1h1WrDxhrwaKTzREDeSVPHYHJ-g8adNUUvUy5xv65z96BTNcs09s7hHkth7_SNOIxptxsbvsiuxzZ9PJcsgmnnAc9uBrEhwUV4LRwwqtuBzK2=w408-h544-k-no,true,7:30 am–5 pm,8 am–12 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:09:59.590Z,,,,
https://www.google.com/maps/place/Spring+Kings+Omaha/data=!4m7!3m6!1s0x8793efda86ad065f:0x8c53db8ff460df57!8m2!3d41.2642305!4d-96.1375591!16s%2Fg%2F11h0b5wgmd!19sChIJXwathtrvk4cRV99g9I_bU4w,Spring Kings Omaha,5.0,450,Garage door supplier,"14301 FNB Pkwy #100, Omaha, NE 68154, United States","7V76+MX Omaha, Nebraska, USA",http://www.springkingsomaha.com/,+1 402-490-6210,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOen9szBuoSr9euqzC0NdoBKfA5uUAm05fAY9Kp=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:10:04.559Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Gelvin+Garage+Doors,+LLC/data=!4m7!3m6!1s0x2bf09f7f5e816809:0x319bb484e8be5763!8m2!3d41.278125!4d-96.2530064!16s%2Fg%2F11wftzx15r!19sChIJCWiBXn-f8CsRY1e-6IS0mzE","Gelvin Garage Doors, LLC",5.0,54,Garage door supplier,,,https://gelvingaragedoors.com/,+1 402-594-3862,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPlvYoFLxvyyqmMQGXI3k5yI7qmhpa3MAezmkU=w408-h372-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:10:09.530Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Omaha/data=!4m7!3m6!1s0x8793f391da0bc52b:0xcc8a6ce9eb166847!8m2!3d41.208861!4d-96.124265!16s%2Fg%2F11byp7z7g3!19sChIJK8UL2pHzk4cRR2gW6-lsisw,Precision Garage Door Service of Omaha,4.8,1106,Garage door supplier,"4924 S 135th St, Omaha, NE 68137, United States","6V5G+G7 Omaha, Nebraska, USA",https://www.omahagaragedoor.repair/,+1 402-401-4600,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNedy7hrRg2vM3hlSJt19sU5IcxdQBo9iFH1vc0=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-11-07T23:10:14.570Z,,,,
