placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Griswold+Care+Pairing+for+Florida+Keys/data=!4m7!3m6!1s0x88d1b14051d5d711:0x4c0e2fb16ddf3080!8m2!3d24.5659216!4d-81.7679645!16s%2Fg%2F1tcxd_f0!19sChIJEdfVUUCx0YgRgDDfbbEvDkw,Griswold Care Pairing for Florida Keys,4.5,8,Home health care service,"1010 Kennedy Dr STE 302, Key West, FL 33040, United States","H68J+9R Key West, Florida, USA",https://www.griswoldcare.com/florida-keys/,+1 305-809-7933,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPAmsff0xVvWYRPED6aCMXbp4WXboGfaJkz-WUE=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-10T20:37:29.354Z,,
https://www.google.com/maps/place/Island+Home+Care/data=!4m7!3m6!1s0x88d1b6c43ad7ff5f:0x87de9e644418afb!8m2!3d24.5590982!4d-81.7849112!16s%2Fg%2F1tcwmbwp!19sChIJX__XOsS20YgR-4pBRObpfQg,Island Home Care,3.7,13,Home health care service,"1718 North Roosevelt Road, Key West, FL 33040, United States","H658+J2 Key West, Florida, USA",https://lhcgroup.com/locations/island-home-care/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Island_Home_Care_Key_West_FL_33040,+1 305-735-4460,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QsH5rrK4lk4SJP8C39ynHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.36217&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-10T20:37:35.479Z,,
https://www.google.com/maps/place/Medical+Care+Services+Florida+Keys/data=!4m7!3m6!1s0x88d1b6c42d815555:0x3ec909bf782ea8fb!8m2!3d24.5551628!4d-81.7925778!16s%2Fg%2F11hckqg13v!19sChIJVVWBLcS20YgR-6gueL8JyT4,Medical Care Services Florida Keys,4.1,23,Medical equipment supplier,"1018 Truman Ave #1, Key West, FL 33040, United States","H644+3X Key West, Florida, USA",https://www.mcskeys.com/,+1 305-501-2306,Closes soon ⋅ 5 pm ⋅ Opens 10 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZSjxMA-ErdefPsnhJh4Lhw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.65057&pitch=0&thumbfov=100,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-10T20:37:42.045Z,,
https://www.google.com/maps/place/IVs+in+the+Keys/data=!4m7!3m6!1s0x88d1b6e85305e0f3:0x7bba7e9f129b6967!8m2!3d24.5544648!4d-81.8032654!16s%2Fg%2F11bxdmz6k0!19sChIJ8-AFU-i20YgRZ2mbEp9-uns,IVs in the Keys,5.0,621,Medical spa,"531 Whitehead St, Key West, FL 33040, United States","H53W+QM Key West, Florida, USA",https://ivsinthekeys.com/,+1 305-395-8245,Closes soon ⋅ 5 pm ⋅ Opens 9:30 am Thu,,https://lh3.googleusercontent.com/p/AF1QipOXJwMHPfExm-uvQTHsFhr4N-HDWwv2WQIHiRl8=w408-h306-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-10T20:37:47.148Z,,
https://www.google.com/maps/place/Geriatric+Care+Management+of+Florido/data=!4m7!3m6!1s0x88d1b6ca96076a71:0x4a2df27da5508d68!8m2!3d24.5599624!4d-81.7800753!16s%2Fg%2F1tgp1lpb!19sChIJcWoHlsq20YgRaI1QpX3yLUo,Geriatric Care Management of Florido,,,Home health care service,"1200 4th St # 157, Key West, FL 33040, United States","H659+XX Key West, Florida, USA",,+1 305-304-3462,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bacxs7CpI8IZ2tSShEHx_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.36586&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+Key+West+FL/@24.5550593,-81.7799871,14z",2025-09-10T20:37:49.936Z,,
https://www.google.com/maps/place/ALL+INCLUSIVE+CARE.+DBA:+ALL+INCLUSIVE+HOMECARE/data=!4m7!3m6!1s0x88d8d74a6a1ddb1d:0x1cb8f622c06d18b7!8m2!3d26.7254856!4d-80.0817129!16s%2Fg%2F11j30hn12v!19sChIJHdsdakrX2IgRtxhtwCL2uBw,ALL INCLUSIVE CARE. DBA: ALL INCLUSIVE HOMECARE,4.8,16,Home health care service,"1645 Palm Beach Lakes Blvd Ste 1200, West Palm Beach, FL 33401, United States","PWG9+58 West Palm Beach, Florida, USA",http://www.aichomecare.com/,+1 954-955-3568,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrLDgak5teqnMA7EUBLamxlXW-9Ogo_LTVDeyjD0IyYs6n_9dR2aZVyrr_1xf6Iphy8JWToyyMzCyPBr84LYaV1__DtEX1CkI3t04-s7w0y58mt1QHql122pwUFUB_R-wMVA8AX=w408-h662-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-10T20:38:11.460Z,,
https://www.google.com/maps/place/Mazaltov+Home+Care/data=!4m7!3m6!1s0x88d8e1f74344ad3b:0x501ac8f1b397e49!8m2!3d26.7163154!4d-80.0929068!16s%2Fg%2F11f8l35y6g!19sChIJO61EQ_fh2IgRSX45G4-sAQU,Mazaltov Home Care,4.7,16,Home health care service,"2001 Palm Beach Lakes Blvd STE 202, West Palm Beach, FL 33409, United States","PW84+GR West Palm Beach, Florida, USA",https://mazaltovcare.com/?utm_source=GMBlisting&utm_medium=organic,+1 561-465-5920,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMSsNCPgAxvGlv6-LLzCTXJNH_9DgmhljS3ebgs=w493-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-10T20:38:16.965Z,,
https://www.google.com/maps/place/Elite+Premier+Nursing+Services/data=!4m7!3m6!1s0x88d8d741bb30616d:0x6c824bba90874466!8m2!3d26.7139236!4d-80.0971894!16s%2Fg%2F11fjn49jgf!19sChIJbWEwu0HX2IgRZkSHkLpLgmw,Elite Premier Nursing Services,4.9,101,Home health care service,"560 Village Blvd Suite 325, West Palm Beach, FL 33409, United States","PW73+H4 West Palm Beach, Florida, USA",http://www.elitepremiernursingservices.com/,+1 561-766-0612,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dm-8HSHFtR7dYOMvLQkdZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.940575&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-10T20:38:22.353Z,,
https://www.google.com/maps/place/Right+at+Home/data=!4m7!3m6!1s0x88d8d7a8d8a8fb9b:0x8f56edc5ee7c80c8!8m2!3d26.7163056!4d-80.0930386!16s%2Fg%2F11k0224fps!19sChIJm_uo2KjX2IgRyIB87sXtVo8,Right at Home,4.8,22,Home health care service,"2001 Palm Beach Lakes Blvd #411, West Palm Beach, FL 33409, United States","PW84+GQ West Palm Beach, Florida, USA",https://www.rightathome.net/west-palm-beach/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1625,+1 561-494-6511,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMzL7BoXCAYbcTu4spcEXWsaloBbJcr76S14_MS=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-10T20:38:27.729Z,,
https://www.google.com/maps/place/Home+Health+Care+Resources+Corp./data=!4m7!3m6!1s0x88d8d75561af1153:0x1a5777849a2a7404!8m2!3d26.693636!4d-80.06985!16s%2Fg%2F1v29ctt5!19sChIJUxGvYVXX2IgRBHQqmoR3Vxo,Home Health Care Resources Corp.,4.4,20,Home health care service,"2475 Mercer Ave Suite 207, West Palm Beach, FL 33401, United States","MWVJ+F3 West Palm Beach, Florida, USA",https://www.homehealthcrc.com/,+1 561-304-1311,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipPCwGH2TfjlbFFULDn8IYZWGpZP9v_3qM2axK4r=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+West+Palm+Beach+FL/@26.7152563,-80.0560692,14z",2025-09-10T20:38:33.013Z,,
