placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/TwelveStone+Infusion+Center+Lexington/data=!4m7!3m6!1s0x88425d9c8355c8e9:0x120d3612b7ee774a!8m2!3d38.0216076!4d-84.5560054!16s%2Fg%2F11vb4cqf43!19sChIJ6chVg5xdQogRSnfutxI2DRI,TwelveStone Infusion Center Lexington,4.9,31,Specialized clinic,"1001 Monarch St #110, Lexington, KY 40513, United States","2CCV+JH Lexington, Kentucky, USA",https://www.12stonehealth.com/,+1 859-207-7771,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n-7CWuYPr8sxh6Tt0xwYnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.69144&pitch=0&thumbfov=100,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:53:47.618Z,,,,
https://www.google.com/maps/place/BioScrip+Infusion+Services/data=!4m7!3m6!1s0x884245ba2e0d86d9:0x83b78da1cb60acbb!8m2!3d38.0369324!4d-84.4475371!16s%2Fg%2F1tfx5l1_!19sChIJ2YYNLrpFQogRu6xgy6GNt4M,BioScrip Infusion Services,4.5,36,Specialized clinic,"2380 Fortune Dr Suite 130, Lexington, KY 40509, United States","2HP2+QX Lexington, Kentucky, USA",https://optioncarehealth.com/locations/lexington-ky-2380-fortune-drive,+1 859-277-2013,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h0MALxRls6dObU2pXQUZrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.62736&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:53:53.331Z,,,,
https://www.google.com/maps/place/Solace+Infusion+Therapy/data=!4m7!3m6!1s0x88425b55a5938cfd:0x480f197ab32ab682!8m2!3d38.0111433!4d-84.4503427!16s%2Fg%2F11s99zz5v2!19sChIJ_YyTpVVbQogRgrYqs3oZD0g,Solace Infusion Therapy,5.0,24,Medical clinic,"80 Codell Dr Ste. 140, Lexington, KY 40509, United States","2G6X+FV Lexington, Kentucky, USA",http://www.solaceinfusiontherapy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14694732935762783392,+1 859-440-2077,Closed ⋅ Opens 9:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJ-6H-ekYf8NL4X9IDNFpPc0SoKk98Sj5QXI8ZZ-zKe1-2PapVwIDp-AxqgVQjeZ0EXYPkBGGeKH8GTo6yWq7H03CXY_kUoTGL65Nt74DCEwt_lYOWblfakBOFWhRnuIb93oIsBg=w408-h306-k-no,true,Closed,Closed,9:30 am–5 pm,Closed,9:30 am–5 pm,Closed,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:53:59.348Z,,,,
https://www.google.com/maps/place/Option+Care+Health+Infusion+Suite/data=!4m7!3m6!1s0x884245d4e8427fcb:0x6a8ea20de919773e!8m2!3d38.0369765!4d-84.4475371!16s%2Fg%2F11kyhl0286!19sChIJy39C6NRFQogRPncZ6Q2ijmo,Option Care Health Infusion Suite,1.0,3,Oncologist,"2380 Fortune Dr Suite 130, Lexington, KY 40509, United States","2HP2+QX Lexington, Kentucky, USA",https://optioncarehealth.com/locations/lexington-ky-2380-fortune-drive,+1 859-277-2013,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h0MALxRls6dObU2pXQUZrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.75479&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:54:02.273Z,,,,
https://www.google.com/maps/place/BrookWell+Infusion/data=!4m7!3m6!1s0x88425b21c7d4f53f:0xff5d028faa4a065!8m2!3d37.9736959!4d-84.4996455!16s%2Fg%2F11vsspgvpj!19sChIJP_XUxyFbQogRZaCk-ijQ9Q8,BrookWell Infusion,5.0,1,Medical clinic,"4071 Tates Creek Centre Dr Ste 210, Lexington, KY 40517, United States","XGF2+F4 Lexington, Kentucky, USA",https://www.brookwellhealth.com/,+1 859-800-2016,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RclAu77nX7e3RVs0VPEBeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.81506&pitch=0&thumbfov=100,true,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:54:07.136Z,,,,
https://www.google.com/maps/place/VitaOasis+Infusion+and+Functional+Wellness/data=!4m7!3m6!1s0x8e14ae125bb69791:0x5bd554ad1fdc60b0!8m2!3d38.0303552!4d-84.5395778!16s%2Fg%2F11sf63qrnw!19sChIJkZe2WxKuFI4RsGDcH61U1Vs,VitaOasis Infusion and Functional Wellness,5.0,64,Wellness center,"1910 Garden Springs Dr Suite 260 Suite 260, Lexington, KY 40504, United States","2FJ6+45 Lexington, Kentucky, USA",http://www.vitaoasisinfusionwellness.net/,+1 859-407-6768,,https://lh3.googleusercontent.com/p/AF1QipM8PLwHNlykgj3hA3rEWEMFN_JhnaWhRHF7BNYB=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:54:10.172Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Lexington+-+Richmond+Rd/data=!4m7!3m6!1s0x88425ba8565ff975:0xb40a72a08813ea2d!8m2!3d38.0065489!4d-84.453971!16s%2Fg%2F11v48t6czs!19sChIJdflfVqhbQogRLeoTiKByCrQ,Prime IV Hydration & Wellness - Lexington - Richmond Rd,4.7,20,IV therapy service,"2860 Richmond Rd suite 130, Lexington, KY 40509, United States","2G4W+JC Lexington, Kentucky, USA",https://primeivhydration.com/locations/kentucky/lexington-richmond-road-40509/,+1 859-765-7429,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipNeHRor6cs4GlUjhbnBSb16Xs9zCyveZa1VvA3t=w426-h240-k-no,true,11 am–5 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:54:15.062Z,,,,
https://www.google.com/maps/place/UK+INFUSION+SERVICES+-+WELLINGTON/data=!4m7!3m6!1s0x88425d4cb1803157:0xb191911a98c9afc5!8m2!3d37.9996224!4d-84.5394582!16s%2Fg%2F11mv5pzfdj!19sChIJVzGAsUxdQogRxa_JmBqRkbE,UK INFUSION SERVICES - WELLINGTON,5.0,6,Pharmacy,"Wellington Building, 531 Wellington Way, Lexington, KY 40503, United States","XFX6+R6 Lexington, Kentucky, USA",https://ukhealthcare.uky.edu/pharmacy-services/specialty-pharmacy?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 844-730-5913,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPf7hPHboXzh70Bzx7d4pqFB4XDZq6jOJvAVKX2=w408-h306-k-no,true,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:54:20.068Z,,,,
https://www.google.com/maps/place/AmeriMed+Inc./data=!4m7!3m6!1s0x8842455c0fca502d:0x82aef15e8932acfa!8m2!3d38.033287!4d-84.444247!16s%2Fg%2F126158s21!19sChIJLVDKD1xFQogR-qwyiV7xroI,AmeriMed Inc.,4.5,13,Pharmacy,"2464 Fortune Dr #165, Lexington, KY 40509, United States","2HM4+88 Lexington, Kentucky, USA",https://www.amerimedinfusion.com/our-locations/lexington-ky,+1 859-543-1719,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SDMx597mpbAYbfVfdZRYDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.98444&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:54:25.171Z,,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x884243df3ac9bf89:0xdd6a5ce067d4752a!8m2!3d38.0680898!4d-84.5311095!16s%2Fg%2F11kbg8bpj0!19sChIJib_JOt9DQogRKnXUZ-Bcat0,Metro Infusion Center,,,Medical office,"1781 Sharkey Way #120, Lexington, KY 40511, United States","3F99+6H Lexington, Kentucky, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN09hRPabfYDB0fH8Ya1JSAVhKVJ4jXRRo800UX=w423-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-28T23:54:30.093Z,LGBTQ+ friendly,,,
