placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error
https://www.google.com/maps/place/Regen+Doctors/data=!4m7!3m6!1s0x89c439654b67281d:0x387c52c0201fcd48!8m2!3d40.5932231!4d-75.5033296!16s%2Fg%2F1vkxn6dz!19sChIJHShnS2U5xIkRSM0fIMBSfDg,Regen Doctors,4.9,225,Doctor,"2200 Hamilton St Suite 110, Allentown, PA 18104, United States","HFVW+7M Allentown, Pennsylvania, USA",https://regendoctors.com/?utm_source=GMBlisting&utm_medium=organic,+1 833-805-8392,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOskhMfzvOC3MjlboRjZiVf6a7nlm63T_B__XCi=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:00.064Z,
https://www.google.com/maps/place/Comprehensive+Pain+Centers/data=!4m7!3m6!1s0x89c430e794a1bac3:0x675c5999dd7411e7!8m2!3d40.5705888!4d-75.5196488!16s%2Fg%2F1tfr1cjg!19sChIJw7qhlOcwxIkR5xF03ZlZXGc,Comprehensive Pain Centers,4.2,161,Pain management physician,"1146 S Cedar Crest Blvd, Allentown, PA 18103, United States","HFCJ+64 Allentown, Pennsylvania, USA",http://www.comprehensivepain.com/,+1 610-366-9000,Open · Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9PkUyH7KU5vWp-6QJFFnxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=221.62201&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:06.238Z,
https://www.google.com/maps/place/Philadelphia+Smart+Pain+%26+Wellness:+Samuel+Grodofsky+MD/data=!4m7!3m6!1s0x89c43b31ecadef27:0x2f96ef48e4964c5f!8m2!3d40.5932231!4d-75.5033296!16s%2Fg%2F11lm8zq52y!19sChIJJ--t7DE7xIkRX0yW5Ejvli8,Philadelphia Smart Pain & Wellness: Samuel Grodofsky MD,5.0,89,Pain management physician,"2200 Hamilton St #209, Allentown, PA 18104, United States","HFVW+7M Allentown, Pennsylvania, USA",https://www.phillysmartpain.com/,+1 215-366-2803,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipPsJOln-phd5BumhcwxQdDiIdP7A-XzgjyIQdOa=w426-h240-k-no,true,9 am–6 pm,7:30 am–5 pm,7:30 am–3 pm,Closed,Closed,8 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:11.117Z,
"https://www.google.com/maps/place/Jason+M+Erickson,+DO/data=!4m7!3m6!1s0x89c430ebf8daf8bb:0x3e503534acdf22d2!8m2!3d40.5851994!4d-75.5566271!16s%2Fg%2F11ckr58cn0!19sChIJu_ja-OswxIkR0iLfrDQ1UD4","Jason M Erickson, DO",4.8,23,Pain management physician,"501 Cetronia Rd #125, Allentown, PA 18104, United States","HCPV+38 Allentown, Pennsylvania, USA",https://www.slhn.org/providers/jason-erickson-1164622841,+1 484-526-7246,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipOTC3jsrOAx-l-flJ1TCGfoRiUqG24lLfGJPqkn=w426-h240-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:16.015Z,
https://www.google.com/maps/place/LVPG+Pain+Specialists-1250+Cedar+Crest/data=!4m7!3m6!1s0x89c43b3d0403e26d:0x428508000446e773!8m2!3d40.566568!4d-75.519745!16s%2Fg%2F11jmw7zb44!19sChIJbeIDBD07xIkRc-dGBAAIhUI,LVPG Pain Specialists-1250 Cedar Crest,3.0,2,Pain management physician,"1250 S Cedar Crest Blvd Suite 110, Allentown, PA 18103, United States","HF8J+J4 Allentown, Pennsylvania, USA",https://www.lvhn.org/locations/lvpg-pain-specialists-1250-cedar-crest,+1 610-402-1757,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipOOGKxsJ6B6BFD4xCq6BwzyXKgqk7qDLet53hz-=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:20.702Z,
"https://www.google.com/maps/place/Mogana+Ashar,+DO,+MS/data=!4m7!3m6!1s0x89c431f384ab7df9:0x42684bfbfc501e4d!8m2!3d40.5839949!4d-75.5599659!16s%2Fg%2F11y394x2lq!19sChIJ-X2rhPMxxIkRTR5Q_PtLaEI","Mogana Ashar, DO, MS",4.8,84,Pain management physician,"250 Cetronia Rd #301, Allentown, PA 18104, United States","HCMR+H2 Allentown, Pennsylvania, USA",https://www.oaaortho.com/,+1 610-973-6200,Open · Closes 4:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0aUyFA9rhZyI59J50UksJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.90152&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:25.660Z,
https://www.google.com/maps/place/St.+Luke%27s+Spine+%26+Pain+Associates+-+Allentown/data=!4m7!3m6!1s0x89c4310b6a7ab107:0x7de4a485c3832e9d!8m2!3d40.5851994!4d-75.5566271!16s%2Fg%2F11h1lt9brp!19sChIJB7F6agsxxIkRnS6Dw4Wk5H0,St. Luke's Spine & Pain Associates - Allentown,5.0,1,Pain control clinic,"501 Cetronia Rd #125, Allentown, PA 18104, United States","HCPV+38 Allentown, Pennsylvania, USA",https://www.slhn.org/locations/stlukes-spine-pain-associates-allentown-932,+1 484-526-7246,Open · Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bQsBj-5MV_2e8IjUk_cfIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.76112&pitch=0&thumbfov=100,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:30.372Z,
https://www.google.com/maps/place/Pain+Specialists+of+Greater+Lehigh+Valley/data=!4m7!3m6!1s0x89c43a8098bf0bbd:0xdeef88f27b605ca3!8m2!3d40.5705437!4d-75.5195315!16s%2Fg%2F11bycrryp4!19sChIJvQu_mIA6xIkRo1xge_KI794,Pain Specialists of Greater Lehigh Valley,2.0,4,Pain management physician,"1146 S Cedar Crest Blvd, Allentown, PA 18103, United States","HFCJ+65 Allentown, Pennsylvania, USA",,+1 484-884-8030,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d3Zcqy_o2BFvDzbaTZXcjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.68243&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:33.041Z,
https://www.google.com/maps/place/Excelsia+Injury+Care+Allentown/data=!4m7!3m6!1s0x89c43b0aa9c77367:0x56cc75d93558b4f4!8m2!3d40.5595955!4d-75.4794601!16s%2Fg%2F11n99b233w!19sChIJZ3PHqQo7xIkR9LRYNdl1zFY,Excelsia Injury Care Allentown,4.9,124,Medical clinic,"2851 W Emaus Ave, Allentown, PA 18103, United States","HG5C+R6 Allentown, Pennsylvania, USA",https://www.excelsiainjurycare.com/location/allentown,+1 888-245-8488,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipP9HqfvG_-jQ48BNAX3SA6afamRLHzQQ6yOkQzy=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:37.799Z,
"https://www.google.com/maps/place/Dr.+Yasin+N.+Khan,+MD/data=!4m7!3m6!1s0x89c430e794a1bac3:0xa8ff433fe1e92e63!8m2!3d40.5705671!4d-75.519537!16s%2Fg%2F1wv_t4nd!19sChIJw7qhlOcwxIkRYy7p4T9D_6g","Dr. Yasin N. Khan, MD",3.2,19,Pain management physician,"1146 S Cedar Crest Blvd, Allentown, PA 18103, United States","HFCJ+65 Allentown, Pennsylvania, USA",http://www.comprehensivepain.com/,+1 610-366-9000,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipPRn0N2bp9VTMpe7SfITIS_A6ctfP3uo_ZvOK7M=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-28T18:36:42.877Z,
