placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Providence+Medical+Group+Napa+-+Palliative+Care/data=!4m7!3m6!1s0x808507893f95bb43:0x1b2d21fe5fa0d133!8m2!3d38.32342!4d-122.2982968!16s%2Fg%2F11g1qjdsvv!19sChIJQ7uVP4kHhYARM9GgX_4hLRs,Providence Medical Group Napa - Palliative Care,,,Medical clinic,"1100 Trancas St, Napa, CA 94558, United States","8PF2+9M Napa, California, USA",https://www.providence.org/locations/norcal/queen-of-the-valley/palliative-care?Is=location&y_source=1_OTU3NTg0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 707-252-4411,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1WzT6ZtoNDa-XZyHDwYbvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.282637&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-17T23:46:27.824Z,,,
https://www.google.com/maps/place/Providence+Hospice+Napa+Valley/data=!4m7!3m6!1s0x80850723a37a1dd7:0x146a8d781c99418!8m2!3d38.2840433!4d-122.2932082!16s%2Fg%2F11rfdcyjqq!19sChIJ1x16oyMHhYARGJTJgdeoRgE,Providence Hospice Napa Valley,,,Hospice,"414 S Jefferson St, Napa, CA 94559, United States","7PM4+JP Napa, California, USA",https://www.providence.org/locations/norcal/hospice-napa-valley?Is=location&y_source=1_MjQxOTMzMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 707-258-9080,Closes soon ⋅ 5 pm ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mb3S0UOUshk_0wx7u--yqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.11372&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-17T23:46:33.681Z,,,
https://www.google.com/maps/place/Providence+Queen+of+the+Valley+Medical+Center+Palliative+Care/data=!4m7!3m6!1s0x8085075acd1c0ae5:0x12a3859d80cc137f!8m2!3d38.324482!4d-122.297176!16s%2Fg%2F11rfqzv1z_!19sChIJ5QoczVoHhYARfxPMgJ2FoxI,Providence Queen of the Valley Medical Center Palliative Care,,,Hospice,"1000 Trancas St 3rd Floor, Napa, CA 94558, United States","8PF3+Q4 Napa, California, USA",https://www.providence.org/locations/norcal/queen-of-the-valley/palliative-care?ls=location&y_source=1_MjQyMTc0MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 707-257-4042,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vUasUFM_QZ6Yv5Kupab34A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.96518&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-17T23:46:39.073Z,,,
"https://www.google.com/maps/place/Hearts+That+Matter,+Inc./data=!4m7!3m6!1s0x8085061545f6ca91:0x2d469d946b94e193!8m2!3d38.2873167!4d-122.2868797!16s%2Fg%2F1w6_p10x!19sChIJkcr2RRUGhYARk-GUa5SdRi0","Hearts That Matter, Inc.",1.0,1,Hospice,"68 Coombs St A-9, Napa, CA 94559, United States","7PP7+W6 Napa, California, USA",http://www.heartsthatmatter.com/,+1 707-252-7569,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yGM23G-Dcq7TUZeIGUjcuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.1586&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-17T23:46:43.978Z,,,
https://www.google.com/maps/place/Collabria+Care/data=!4m7!3m6!1s0x80850638cca10287:0xeab03798efe600c5!8m2!3d38.2840932!4d-122.2931869!16s%2Fg%2F1tdfhxkf!19sChIJhwKhzDgGhYARxQDm75g3sOo,Collabria Care,3.3,10,Adult day care center,"414 S Jefferson St, Napa, CA 94559, United States","7PM4+JP Napa, California, USA",https://communityhealthnapavalley.org/,+1 707-258-9080,Closes soon ⋅ 5 pm ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipNbAP1na4ijGxmAo2BV-SIicF2ulkfgI-GZU9da=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-17T23:46:58.231Z,,,
https://www.google.com/maps/place/Napa+Valley+Care+Center/data=!4m7!3m6!1s0x808506ea270e9f23:0x2de71ed79fc27c3!8m2!3d38.3220692!4d-122.2936542!16s%2Fg%2F1tfwkl0f!19sChIJI58OJ-oGhYARwyf8ee1x3gI,Napa Valley Care Center,3.3,76,Nursing home,"3275 Villa Ln, Napa, CA 94558, United States","8PC4+RG Napa, California, USA",http://www.napavalleycarecenter.com/,+1 707-257-0931,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipORog4V_YoEnINlUAPwDWKtPzbRstt6E7APNeg1=w408-h272-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-17T23:47:03.245Z,,,
"https://www.google.com/maps/place/Veterans+Home+of+California,+Yountville/data=!4m7!3m6!1s0x8085aaad01ae9787:0xd24b895eb8b6fd9e!8m2!3d38.3934515!4d-122.3662333!16s%2Fm%2F0h7qx7_!19sChIJh5euAa2qhYARnv22uF6JS9I","Veterans Home of California, Yountville",4.4,64,Veterans center,"260 California Dr, Yountville, CA 94599, United States","9JVM+9G Yountville, California, USA",https://www.calvet.ca.gov/VetHomes/Pages/Yountville.aspx,+1 707-944-4500,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noPnGU4bfwapX5YQPY6z8x5GiyrmP3FzBIzbvhGPgzb5VrK8xKmb470ho9_zk5aztOuZ25IUogQkUe0i2iqf7ra2xhx54U9KB_ZZv6NXQGYJSYdLFJSpOfQ8n22My_21OphX_iQ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-17T23:47:08.381Z,,,
"https://www.google.com/maps/place/Douglas+R.+Wilson,+MD/data=!4m7!3m6!1s0x808507b87b844339:0x8d51cc0f0f37bf06!8m2!3d38.324482!4d-122.2971094!16s%2Fg%2F11f712kh08!19sChIJOUOEe7gHhYARBr83Dw_MUY0","Douglas R. Wilson, MD",,,Hospice,"1000 Trancas St, Napa, CA 94558, United States","8PF3+Q5 Napa, California, USA",https://www.providence.org/doctors/hospice-and-palliative-care/ca/napa/douglas-wilson-1285693572?ls=provider&y_source=1_MTA1MDIzMTM4MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 707-252-4411,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yoM8bf4b2NStat8rKl7S9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.39304&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:20.374Z,,,
https://www.google.com/maps/place/CommuniCare%2BOLE+St.+Helena/data=!4m7!3m6!1s0x8085064640f18a41:0x7621508a11716e04!8m2!3d38.5060173!4d-122.4724158!16s%2Fg%2F1tgnxfp1!19sChIJQYrxQEYGhYARBG5xEYpQIXY,CommuniCare+OLE St. Helena,3.2,11,Medical clinic,"1222 Pine St A, St Helena, CA 94574, United States","GG4H+C2 St Helena, California, USA",http://www.olehealth.org/,+1 707-963-0931,,https://lh3.googleusercontent.com/p/AF1QipOMpC1RHol5vxdP6N0anI_bRfxgFzSmWSPF3hd_=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:25.447Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/St.+Helena+Home+Care/data=!4m7!3m6!1s0x8084509535894903:0x4288f2afca9490de!8m2!3d38.4958489!4d-122.4707898!16s%2Fg%2F11cs4glc_f!19sChIJA0mJNZVQhIAR3pCUyq_yiEI,St. Helena Home Care,5.0,2,Home health care service,"2011 Olive Ave, St Helena, CA 94574, United States","FGWH+8M St Helena, California, USA",,+1 707-738-9555,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oy1mu247I5uWPkUxme4cnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.4836&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Helena+Napa+CA/@38.5052429,-122.4703868,14z",2025-09-17T23:47:28.206Z,,,
