placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,attributes
https://www.google.com/maps/place/Shasta+Community+Health+Center:+Anderson/data=!4m7!3m6!1s0x54d2c16097dcb71d:0x1c9b1f4325598738!8m2!3d40.4518238!4d-122.2982302!16s%2Fg%2F1td0mrpn!19sChIJHbfcl2DB0lQROIdZJUMfmxw,Shasta Community Health Center: Anderson,4.5,589,Medical Center,"2965 East St, Anderson, CA 96007, United States","FP22+PP Anderson, California, USA",https://www.shastahealth.org/,+1 530-378-0486,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPQlKi5wA7gpoKt8wIFpdqxEoNapNejY2ZEF8I7=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:52:47.375Z,,
https://www.google.com/maps/place/Absolute+Skin+Care+Spa/data=!4m7!3m6!1s0x54d2edaa5bc057a9:0x272782aea5e562dd!8m2!3d40.4523969!4d-122.2929471!16s%2Fg%2F11g07xw6cj!19sChIJqVfAW6rt0lQR3WLlpa6CJyc,Absolute Skin Care Spa,4.8,51,Skin care clinic,"2775 Ventura St, Anderson, CA 96007, United States","FP24+XR Anderson, California, USA",http://skinandlashspa.com/,+1 530-949-6476,Open ⋅ Closes 1 am,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxrLghrxYJSW6lJazDI_6taRHGlWecc1AV41CXgtStgj-rPA8nkdmRC4ivpjJUL-VH9sUEnM9MksOZHLUtszAut2YkJqEXiaX6oD7EVJkPLU7mU95t3kHnQnxNWHSlXSos5ECyzA=w408-h544-k-no,true,9 am–1 am,Closed,Closed,10 am–8 pm,8 am–8 pm,Closed,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:52:53.108Z,,
https://www.google.com/maps/place/Transform+Health+%26+Aesthetics/data=!4m7!3m6!1s0x54d2ed825ebc628d:0xb0a46e318c3e64ca!8m2!3d40.4523969!4d-122.2929471!16s%2Fg%2F11ty64vz63!19sChIJjWK8XoLt0lQRymQ-jDFupLA,Transform Health & Aesthetics,5.0,9,Medical spa,"2775 Ventura St suite c, Anderson, CA 96007, United States","FP24+XR Anderson, California, USA",http://www.transformnorth.com/,+1 530-638-2020,"Closed ⋅ Opens 9 am Mon

Updated by this business 2 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNfDtHBClu40sl0CXwmSHrX6GVNakoZaBj9ibhs=w408-h278-k-no,true,Closed,9 am–5 pm,9 am–8 pm,Closed,9 am–7 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:52:58.388Z,,
https://www.google.com/maps/place/Anderson+Eye+Care/data=!4m7!3m6!1s0x54d2c168c9f30b89:0x6298016a32136b8f!8m2!3d40.4528319!4d-122.2940476!16s%2Fg%2F1tmqr2g9!19sChIJiQvzyWjB0lQRj2sTMmoBmGI,Anderson Eye Care,4.8,372,Eye care center,"2890 Ventura St, Anderson, CA 96007, United States","FP34+49 Anderson, California, USA",http://www.andersoneyedoc.com/,+1 530-365-6471,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOTeOB1RXasyJ2WVP_zWy8phJOJnQHU5J3GN8Yf=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:53:03.472Z,,
https://www.google.com/maps/place/Anderson+Walk-In+Medical+Clinic/data=!4m7!3m6!1s0x54d2c11319d31387:0x8915d8faee3d52fc!8m2!3d40.4550145!4d-122.2931541!16s%2Fg%2F1tfdyk_6!19sChIJhxPTGRPB0lQR_FI97vrYFYk,Anderson Walk-In Medical Clinic,2.7,207,Walk-in clinic,"3082 McMurry Dr, Anderson, CA 96007, United States","FP44+2P Anderson, California, USA",https://www.andersonwalkinmedicalclinic.com/,+1 530-365-4412,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 10 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN0BxQJuN3tGdxUr01oycolJpHYNoIyzzAvhymy=w408-h271-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:53:08.444Z,,
https://www.google.com/maps/place/Elevate+Physical+Therapy/data=!4m7!3m6!1s0x54d2c1570b489a97:0x2f9a474f2fa45dea!8m2!3d40.4394071!4d-122.2908866!16s%2Fg%2F1thxkt2r!19sChIJl5pIC1fB0lQR6l2kL09Hmi8,Elevate Physical Therapy,4.9,37,Physical therapy clinic,"1920 Barney Rd, Anderson, CA 96007, United States","CPQ5+QJ Anderson, California, USA",https://www.elevateptca.com/,+1 530-365-2142,Closed ⋅ Opens 7 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMfwQS9vchqcHlO9JLYPSV6N1FM4QLkUPFUeBaP=w457-h240-k-no,true,Closed,7 am–6 pm,7:30 am–1 pm,7 am–6 pm,7:30 am–1 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:53:13.472Z,,
https://www.google.com/maps/place/Blissfusion+Hydration+and+Wellness:+Redding/data=!4m7!3m6!1s0x54d2ed2d6224c757:0x4f49ab4c8e11dda7!8m2!3d40.5715571!4d-122.3414315!16s%2Fg%2F11nxps3dtk!19sChIJV8ckYi3t0lQRp90RjkyrSU8,Blissfusion Hydration and Wellness: Redding,5.0,59,Wellness center,"1620 E Cypress Ave Suite 2,4,6, Redding, CA 96002, United States","HMC5+JC Redding, California, USA",https://www.blissfusionredding.com/,+1 530-240-4848,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrfVkn4xS7GSNUdutehgZABnyKwcGc3O7VfJaAawQ1QT_OoAJQAZdqRjCWUs0nqhN4kucrXlaBUSFSImutNwosTCNgcy3r2RFAm2W7u7ClT0_ISDWM6FsN2RmnmHneqiB4Hbt4N=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:53:18.479Z,,
https://www.google.com/maps/place/Shasta+Meadows+Wellness+Center/data=!4m7!3m6!1s0x54d2ed1f8ee0efe9:0x9e4baabca703bdcf!8m2!3d40.5844697!4d-122.3871212!16s%2Fg%2F11q94xkxrb!19sChIJ6e_gjh_t0lQRz70Dp7yqS54,Shasta Meadows Wellness Center,5.0,8,Mental health clinic,"1555 East St STE 210, Redding, CA 96001, United States","HJM7+Q5 Redding, California, USA",https://shastameadowswellness.com/?utm_source=gbp&utm_medium=organic,+1 530-215-3820,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOZCoSdcYid2zQ3aMHxCqQQtzR0JWe-_No15uPw=w408-h271-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:53:23.676Z,,
https://www.google.com/maps/place/Anderson+Wellness+Center/data=!4m7!3m6!1s0x54d2c15ecf9f8435:0xa790b591963c494e!8m2!3d40.4523584!4d-122.298878!16s%2Fg%2F1tcw3bjz!19sChIJNYSfz17B0lQRTkk8lpG1kKc,Anderson Wellness Center,3.0,2,Wellness center,"2985 East St, Anderson, CA 96007, United States","FP22+WC Anderson, California, USA",,+1 530-378-1987,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9wh1k7wp0tNUV9D86sfu0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.86727&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:53:26.393Z,,
"https://www.google.com/maps/place/Anderson+Veterinary+Clinic,+A+Thrive+Pet+Healthcare+Partner/data=!4m7!3m6!1s0x54d2c163f29cea6b:0x8650233f2b32e05b!8m2!3d40.4512108!4d-122.3033401!16s%2Fg%2F1v3grmyb!19sChIJa-qc8mPB0lQRW-AyKz8jUIY","Anderson Veterinary Clinic, A Thrive Pet Healthcare Partner",4.6,599,Animal hospital,"3100 W Center St, Anderson, CA 96007, United States","FM2W+FM Anderson, California, USA",https://www.thrivepetcare.com/locations/california/anderson/anderson-veterinary-clinic?utm_source=google&utm_medium=gmb,+1 530-365-8122,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO3TxEzhymMtPrG1ns3APlKO5KXkNZcWFqyKxVt=w408-h271-k-no,true,Closed,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-09-29T00:53:31.388Z,,
