placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Advanced+Vascular+Centers+-+Eugene/data=!4m7!3m6!1s0x54c0e1eb8fa0a42d:0x17b602ccdff8edd0!8m2!3d44.080242!4d-123.0444758!16s%2Fg%2F11j_73f5l3!19sChIJLaSgj-vhwFQR0O3438wCthc,Advanced Vascular Centers - Eugene,4.7,68,Medical clinic,"1200 Gateway Loop, Springfield, OR 97477, United States","3XJ4+36 Springfield, Oregon, USA",https://advancedvascularcenters.com/,+1 541-933-0800,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM_WnAKwnkdumOItg0bPeg0kevurGhynE0uy7fP=w408-h364-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:20:35.177Z,,,,
https://www.google.com/maps/place/Oregon+Vascular+and+Vein+Center/data=!4m7!3m6!1s0x54c0e0536faa80db:0x22450321359c700b!8m2!3d44.0533431!4d-123.0030075!16s%2Fg%2F11cm3_sv27!19sChIJ24Cqb1PgwFQRC3CcNSEDRSI,Oregon Vascular and Vein Center,2.6,7,Doctor,"1460 G St Suite 100, Springfield, OR 97477, United States","3X3W+8Q Springfield, Oregon, USA",http://ovvi.info/,+1 541-988-6330,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSys_UU8qLmwpqWpxnPDXOWkhpMyUY_zPU0bFfVmU3dLRbIhGxBuSEP8uXNuo7iASA5FnHhPMqbaMtwxIzV86R5_sene4-OGIkaOpPgzrQU65JksqKcYaZTVrwnwVBQfCETyQfNm=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:20:40.383Z,,,,
https://www.google.com/maps/place/Minimally+Invasive+Specialists/data=!4m7!3m6!1s0x54c0e1975442327f:0xbc9382cba6e5c33b!8m2!3d44.0602327!4d-123.0830329!16s%2Fg%2F11f2wcg1x6!19sChIJfzJCVJfhwFQRO8PlpsuCk7w,Minimally Invasive Specialists,3.9,7,Doctor,"10 Coburg Rd STE 300, Eugene, OR 97401, United States","3W68+3Q Eugene, Oregon, USA",https://reneweugene.com/,,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y1dkizEy4fWA80fu20caWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.4348&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:20:45.649Z,,,,
"https://www.google.com/maps/place/Northwest+Surgical+Specialists:+Craig+S.+Seidman,+M.D./data=!4m7!3m6!1s0x54c0e182126efc27:0xe7da7ad84040d8cc!8m2!3d44.0826709!4d-123.0271042!16s%2Fg%2F1td6g65b!19sChIJJ_xuEoLhwFQRzNhAQNh62uc","Northwest Surgical Specialists: Craig S. Seidman, M.D.",3.8,10,Vascular surgeon,"3355 Riverbend Dr Ste. 300, Springfield, OR 97477, United States","3XMF+35 Springfield, Oregon, USA",https://nwsurgicalspecialists.com/,+1 541-868-9880,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNcJZlWHcTBw60dRLp0r2n-iK8P3rrOUOCgRwU=w408-h244-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:20:50.454Z,,,,
https://www.google.com/maps/place/Alora+Wellness+Spa/data=!4m7!3m6!1s0x54c11d7bb11b342f:0x9765142e62452e00!8m2!3d44.0655722!4d-123.0958615!16s%2Fg%2F11ny27rpyy!19sChIJLzQbsXsdwVQRAC5FYi4UZZc,Alora Wellness Spa,5.0,311,Medical spa,"895 Country Club Rd Suite 150, Eugene, OR 97401, United States","3W83+6M Eugene, Oregon, USA",https://www.alorawellnessspa.com/,+1 541-228-9373,"Open · Closes 5 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipP4FBaTER6lgCQ2uuXcnm9FiCIuDjY_pkioOrQk=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,8 am–5 pm,8:30 am–2 pm,9 am–2 pm,Closed,7 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:20:55.359Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Cascade+Dermatology+and+Aesthetics/data=!4m7!3m6!1s0x54c11de2dd66f289:0xc215c48db953a707!8m2!3d44.0875685!4d-123.1054875!16s%2Fg%2F1tdqzfs3!19sChIJifJm3eIdwVQRB6dTuY3EFcI,Cascade Dermatology and Aesthetics,4.6,879,Dermatologist,"4765 Village Plaza Loop STE 100, Eugene, OR 97401, United States","3VQV+2R Eugene, Oregon, USA",https://www.reviveskinhealth.com/,+1 541-485-7546,"Open · Closes 5 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOkECOr99KMrOyWsdZD_ma9_CAC-1yhDsAbTjzR=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:21:00.515Z,,,,
https://www.google.com/maps/place/Youthful+Spirit+Aesthetics/data=!4m7!3m6!1s0x54c0e1ab2a652e6b:0x98ad5d326afa9047!8m2!3d44.0497462!4d-123.0909961!16s%2Fg%2F11ty78jr8k!19sChIJay5lKqvhwFQRR5D6ajJdrZg,Youthful Spirit Aesthetics,5.0,117,Medical spa,"100 E Broadway, Eugene, OR 97401, United States","2WX5+VJ Eugene, Oregon, USA",https://youthfulspiritaesthetics.com/,+1 541-961-3583,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOmRZqcD-Tt_Ngtrg29lHnEFC9GU5Qq9mxVE-x8=w408-h725-k-no,true,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–6 pm,10 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:21:05.352Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Movassaghi+Plastic+Surgery:+Kiya+Movassaghi+MD,+FACS/data=!4m7!3m6!1s0x54c0e1dd9f761aa7:0xb6b2837a42328502!8m2!3d44.0571938!4d-123.0538937!16s%2Fg%2F1v5k2r53!19sChIJpxp2n93hwFQRAoUyQnqDsrY","Movassaghi Plastic Surgery: Kiya Movassaghi MD, FACS",4.8,130,Plastic surgeon,"330 S Garden Way #100, Eugene, OR 97401, United States","3W4W+VC Eugene, Oregon, USA",https://www.drmovassaghi.com/?utm_source=GMBlisting&utm_medium=organic,+1 541-686-8700,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPGp6XgsN-gMC61EckDzCvP3HTCeXcs66s77NR9=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:21:10.417Z,,,,
https://www.google.com/maps/place/Pello+Wellness+Medical+Spa/data=!4m7!3m6!1s0x54c11d35c94476e9:0xa49631baa18eec01!8m2!3d44.077121!4d-123.073283!16s%2Fg%2F11y3lxc00m!19sChIJ6XZEyTUdwVQRAeyOoboxlqQ,Pello Wellness Medical Spa,5.0,87,Medical spa,"2456 Cal Young Rd, Eugene, OR 97401, United States","3WGG+RM Eugene, Oregon, USA",https://dashboard.boulevard.io/booking/businesses/385e0a35-9a08-4cfc-8646-1be25afa9493/widget#/visit-type,+1 541-600-8640,"Open · Closes 6 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOSWKfZ3AhyTqWeHVK5j27xzh798Z78KcBP3OAh=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:21:15.355Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Ziba+Medical+Spa+at+Movassaghi+Plastic+Surgery/data=!4m7!3m6!1s0x54c0e19b8f43adcb:0xfcc7c9a07ea7641f!8m2!3d44.0570406!4d-123.0535506!16s%2Fg%2F11l_8jfkfp!19sChIJy61Dj5vhwFQRH2SnfqDJx_w,Ziba Medical Spa at Movassaghi Plastic Surgery,5.0,6,Medical spa,"330 S Garden Way #100, Eugene, OR 97401, United States","3W4W+RH Eugene, Oregon, USA",https://www.zibamedspaeugene.com/?utm_source=GMBlisting&utm_medium=organic,+1 541-686-8700,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPDoR4vlP6qH9xw2P8xfaLOkZNtkXNcrM2VMrKi=w408-h269-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T22:21:20.144Z,,,,
