placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Lexington+Electrical+%26+HVAC/data=!4m7!3m6!1s0x8842456d2a8b64bb:0x1c71f0ae4706df9f!8m2!3d38.0477865!4d-84.4589027!16s%2Fg%2F11hbbk50qg!19sChIJu2SLKm1FQogRn98GR67wcRw,Lexington Electrical & HVAC,4.9,136,HVAC contractor,"1160 Industry Rd, Lexington, KY 40505, United States","2GXR+4C Lexington, Kentucky, USA",http://lexelectricalandhvac.com/,+1 859-457-0426,,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNO_6iSewpRx61J04LqeILLgLHQMBgTqZTClD75=w408-h408-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:21.723Z,,,
https://www.google.com/maps/place/Electrical+Services+of+the+Bluegrass+LLC/data=!4m7!3m6!1s0x884245af84f832f9:0x86ba0ae28de8e776!8m2!3d38.047279!4d-84.4963775!16s%2Fg%2F11kqlwkc75!19sChIJ-TL4hK9FQogRdufojeIKuoY,Electrical Services of the Bluegrass LLC,5.0,83,Electrician,"115 W Short St, Lexington, KY 40507, United States","2GW3+WC Lexington, Kentucky, USA",http://bluegrasselectricians.com/,+1 859-202-0161,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOEZcPFBoDohk7uPvuuOmSI-yP6rGVXae4Si5LM=w408-h544-k-no,true,7:30 am–12 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:26.352Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+Central+Kentucky/data=!4m7!3m6!1s0x88424346aaaaaaab:0x161652e02c4953ae!8m2!3d38.0744675!4d-84.5193104!16s%2Fg%2F1td13z3h!19sChIJq6qqqkZDQogRrlNJLOBSFhY,Mr. Electric of Central Kentucky,4.8,566,Electrician,"196 Turner Cmns Wy Ste 110, Lexington, KY 40508, United States","3FFJ+Q7 Lexington, Kentucky, USA",https://mrelectric.com/central-kentucky/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 859-887-4500,"Closed · Opens 8 am Mon

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPQzsGENqL4wvzTY7b3uP99jMON44_6qWIOXgbp=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:30.778Z,,,
https://www.google.com/maps/place/Synergy+Home+HVAC/data=!4m7!3m6!1s0x88425ad5a2682e71:0x72b2d92b17790e0a!8m2!3d38.04516!4d-84.4601295!16s%2Fg%2F11bwh9w10x!19sChIJcS5ootVaQogRCg55FyvZsnI,Synergy Home HVAC,4.9,1041,HVAC contractor,"1064 Industry Rd Suite 130, Lexington, KY 40505, United States","2GWQ+3W Lexington, Kentucky, USA",https://www.mysynergyhome.com/?utm_source=gbp,+1 859-203-1479,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOAkRcSR2OXjevOaUj2SOUTi3RRdPVn-NA9X6GZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:35.499Z,,,
"https://www.google.com/maps/place/Bryant+Heating,+Cooling,+Plumbing+%26+Electric/data=!4m7!3m6!1s0x8842510dd0d4b69d:0xd8cc0a2db151af13!8m2!3d37.96285!4d-84.380018!16s%2Fg%2F1tfk0jj6!19sChIJnbbU0A1RQogRE69RsS0KzNg","Bryant Heating, Cooling, Plumbing & Electric",4.8,4006,HVAC contractor,"253 Blue Sky Pkwy, Lexington, KY 40509, United States","XJ79+4X Lexington, Kentucky, USA",http://www.callbryant.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Lexington-KY,+1 859-681-5419,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPwZYOuyo64bwZ3eJqE0mxQ9VsC_f7bJdKunKVH=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:39.876Z,,,
https://www.google.com/maps/place/Doctor+Electric/data=!4m7!3m6!1s0x88425d24ed1a9799:0x3cccefe3e93d3a25!8m2!3d38.0506119!4d-84.5260479!16s%2Fg%2F11j4zjtp7d!19sChIJmZca7SRdQogRJTo96ePvzDw,Doctor Electric,4.8,601,Electrician,"107 Trafton St #2130, Lexington, KY 40504, United States","3F2F+6H Lexington, Kentucky, USA",https://docelectric.com/,+1 859-212-9411,Closed · Opens 8 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMliBAnsMcA-_3k4FSUFdNT8QU45LTgFznnwZtw=w408-h306-k-no,true,8 am–12 pm,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:44.218Z,true,,
https://www.google.com/maps/place/MAK+Electrical+Contracting/data=!4m7!3m6!1s0x88425b0032f4b875:0xf21c7317d8c53d81!8m2!3d38.028355!4d-84.471382!16s%2Fg%2F11n5pgwwx_!19sChIJdbj0MgBbQogRgT3F2BdzHPI,MAK Electrical Contracting,5.0,33,Electrician,,,http://www.makelectricalcontractingky.com/,+1 859-536-2229,Open · Closes 12 am,,https://lh3.googleusercontent.com/p/AF1QipPzTroZTTRfU1-rFuQW_KK5HLwGbvqY5_ZKO63i=w408-h306-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:48.490Z,,,
https://www.google.com/maps/place/City+Electric+Motor+Co/data=!4m7!3m6!1s0x884244434aabec73:0x5f6ff15c7e4da10!8m2!3d38.0720937!4d-84.4973599!16s%2Fg%2F1tkq_yxy!19sChIJc-yrSkNEQogRENrkxxX_9gU,City Electric Motor Co,4.8,26,Electric motor repair shop,"631 Kennedy Rd, Lexington, KY 40511, United States","3GC3+R3 Lexington, Kentucky, USA",http://www.cityelectricmotor.com/,+1 859-254-5581,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y3vDfv9KNNr0V7hk6rG06Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.46492&pitch=0&thumbfov=100,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:52.900Z,,,
https://www.google.com/maps/place/Absolute+Services/data=!4m7!3m6!1s0x884243439b7d6a0d:0xea554572c5af258a!8m2!3d38.0673138!4d-84.5410166!16s%2Fg%2F11hfjr9yt_!19sChIJDWp9m0NDQogRiiWvxXJFVeo,Absolute Services,4.9,924,Garage door supplier,"601 Bizzell Dr Ste 100A, Lexington, KY 40511, United States","3F85+WH Lexington, Kentucky, USA",https://absoluteservices.net/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*311*absolute-services-lexington,+1 859-900-2520,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipP0mDkfXeMuCJiqtY5HU2y0KJ_8yncUicXWJZAs=w408-h405-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:32:57.362Z,,,
https://www.google.com/maps/place/Bookman+Electrical+Services/data=!4m7!3m6!1s0x88425b6a3ef8d135:0x324ded086274746e!8m2!3d38.0499073!4d-84.5275476!16s%2Fg%2F1tglznxn!19sChIJNdH4PmpbQogRbnR0YgjtTTI,Bookman Electrical Services,4.6,66,Electrician,"1413 Versailles Rd #3, Lexington, KY 40504, United States","2FXC+XX Lexington, Kentucky, USA",https://bookmanselectrical.com/,+1 859-309-9689,Closed · Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNXnbABXsidEweTSb6NT3bEwscbp3-eyhIm31SS=w408-h306-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-01-10T23:33:01.650Z,,,
