placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Chavez+Inc./data=!4m7!3m6!1s0x87bf039419a56c8f:0xec307a5db8fd6be6!8m2!3d39.0257426!4d-95.6790774!16s%2Fg%2F11msbq0htk!19sChIJj2ylGZQDv4cR5mv9uF16MOw,Chavez Inc.,5.0,3,Water damage restoration service,"2400 S Kansas Ave, Topeka, KS 66611, United States","28GC+79 Topeka, Kansas, USA",http://www.chavezrestoration.com/,+1 785-232-3779,Closed · Opens 8 am Mon,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4lK2uoWAf2kygxOWNwYhDK_8FlgkzWBzjQ2IIm3ehZ5AHbOw3vxyLmTWHY9KEJ6revEKHl5rA83Rj4-lHhexh2MAj641L9tXN4IrnvA8_ovMqxpGpGbfCWpZSst9UE_lxqjAgfhiUJ1k=w408-h291-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:19:42.627Z,,,
https://www.google.com/maps/place/Lamunyon+Dry+Out+%26+Foundation+Repair/data=!4m7!3m6!1s0x87bf02acd39a8dad:0x5e391e68abaf98a2!8m2!3d39.0144945!4d-95.7224575!16s%2Fg%2F11f33w88g8!19sChIJrY2a06wCv4cRopivq2geOV4,Lamunyon Dry Out & Foundation Repair,5.0,32,Foundation,"3615 SW 29th St Suite 201G, Topeka, KS 66614, United States","277H+Q2 Topeka, Kansas, USA",https://lamunyon.com/topeka/foundation-repair/,+1 785-228-1400,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0MBvRdaXRW6sTNoIc7ALKejAcHjPz5CXXhKbWiXfwoBl6hWsqdeUkazr7iaQ5_Tk-LlS4jIv_Wqw4SpdF2xBNgjIpWjga_iiqhkelOlhyBQwMURxR3jaiRx7BoTsydDiXDIw=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:19:48.159Z,,,
https://www.google.com/maps/place/Shawnee+Remediation/data=!4m7!3m6!1s0x87c0e53be25e4c2f:0x13f9f3583bbf344d!8m2!3d39.0130769!4d-95.7082045!16s%2Fg%2F11twhqrtcj!19sChIJL0xe4jvlwIcRTTS_O1jz-RM,Shawnee Remediation,5.0,4,Water damage restoration service,"2950 SW Wayne Ave, Topeka, KS 66611, United States","277R+6P Topeka, Kansas, USA",http://topekawaterdamage.com/,+1 785-369-9293,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrESQXxYFHcppRbJ43eyB3u-AyvzdDdDAVhjwZJg6YdeJTQmUBX4CZDdwgVIk5S4tEq2GRJMpisDIS0MWuh49DrhS6iMR9_juCydKeXICj5P9cO_Y6YH9Wsfd6qSP6PSvW3Hs=w408-h275-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:19:53.512Z,,,
https://www.google.com/maps/place/Foundation+Recovery+Systems/data=!4m7!3m6!1s0x87bf032b9a5b09f9:0x177de315fb0209ea!8m2!3d39.0482849!4d-95.6815526!16s%2Fg%2F11l6gzfrhg!19sChIJ-QlbmisDv4cR6gkC-xXjfRc,Foundation Recovery Systems,4.8,106,Waterproofing service,"917 SW Topeka Blvd Suite #206, Topeka, KS 66612, United States","28X9+89 Topeka, Kansas, USA",https://www.foundationrecoverysystems.com/meet-the-team/topeka-sat/?utm_source=google&utm_medium=organic&utm_campaign=gmb_frs-mhk,+1 785-693-6090,Closed · Opens 6 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFq5Ikgerd86C6y1sAiba5VkbcRw4m25SxCRq3lTAgnNyWHEBobtumOzChk5s_c874qC3qgsk_3xIAMDTY2Hb-NOQLh9nxQfjfh8r09D88Klr607L8l28DOHkUqvKkknbKrcRj=w546-h240-k-no,true,9 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:19:58.147Z,,,
https://www.google.com/maps/place/Velocity+Renew/data=!4m7!3m6!1s0x87bf037fcc5d89f9:0xa09187d8bdcc6ef5!8m2!3d39.0366439!4d-95.71034!16s%2Fg%2F11yzrrfpkq!19sChIJ-YldzH8Dv4cR9W7MvdiHkaA,Velocity Renew,,,Water damage restoration service,"2611 SW 17th St, Topeka, KS 66604, United States","27PQ+MV Topeka, Kansas, USA",https://velocityrenew.shop/,+1 785-212-3445,"Open 24 hours

Confirmed by this business 5 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2tuOavkQPdDJMRA2pI5SWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.62126&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:20:02.659Z,,,
https://www.google.com/maps/place/Graystone+Painting+and+Refinishing/data=!4m7!3m6!1s0x87bf039a17ad0f5b:0xd7e2039a0084a0e!8m2!3d39.0523635!4d-95.6725016!16s%2Fg%2F11gll6k77j!19sChIJWw-tF5oDv4cRDkoIoDkgfg0,Graystone Painting and Refinishing,4.8,124,Painting,"534 S Kansas Ave Suite 900, Topeka, KS 66603, United States","382G+WX Topeka, Kansas, USA",https://graystonepainting.com/,+1 785-221-7464,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqdYOT5R9IcNmassf4IshIITY3wBgm7z1gKL1UnLVIHWEOHCk7grleu7hzun4vKG9Kth7qvg-JV8k0j8IaWnltUoLKnKPvVYUJ9NqGQYMslywUmKS3xoPLuFGQAXSVstZxVZb9Q=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:20:07.775Z,,,
https://www.google.com/maps/place/ServiceMaster+Rapid+Response+-+Topeka/data=!4m7!3m6!1s0x87bf1cfe140b0b53:0x3fdaa960e94d354d!8m2!3d38.97863!4d-95.686735!16s%2Fg%2F1tfj3pf5!19sChIJUwsLFP4cv4cRTTVN6WCp2j8,ServiceMaster Rapid Response - Topeka,4.7,127,Water damage restoration service,"4900 SW Topeka Blvd, Topeka, KS 66609, United States","X8H7+F8 Topeka, Kansas, USA",https://www.servicemasterrestore.com/servicemaster-rapid-response-topeka/?utm_source=GMB&utm_medium=organic&utm_campaign=Topeka,+1 785-384-8441,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDGEL4e_7vAt_sWsyO44BjiyNyWkbRjeRKBcdddZDHq8KnJgBnoH-HlAj7085_6y49W85uivBbW22L_7N8wH76scz3VhV_kxgUHSb5Gde2OAmI_xRUIQXn5a2fM2y4rchTTrtV=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:20:12.492Z,,,
https://www.google.com/maps/place/SERVPRO+of+East+Topeka/data=!4m7!3m6!1s0x87bf1d80f507c185:0xcd510f70c5a10a33!8m2!3d38.9711342!4d-95.6884391!16s%2Fg%2F11n991xjww!19sChIJhcEH9YAdv4cRMwqhxXAPUc0,SERVPRO of East Topeka,4.8,35,Water damage restoration service,"5307 SW Topeka Blvd, Topeka, KS 66609, United States","X8C6+FJ Topeka, Kansas, USA",https://www.servpro.com/locations/ks/servpro-of-east-topeka?utm_medium=organic&utm_source=gbp,+1 785-220-7147,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojs4KBJFo9iCYF6yytHmIkbaGpwheyMx1quzceT_5M1ZixYVqbhow5Kcil902tR_lfFRFztZHVegCOQLRveyFbQcuFpuIhlDGAB4Jt5psAFRjxQm6lIo8soskNQR1hhojR2jPLt0WFddLU=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:20:17.307Z,,,
https://www.google.com/maps/place/IWP+Foundation+Repair+Topeka/data=!4m7!3m6!1s0x84e00909e33f8d53:0x8a3d32bceef8e534!8m2!3d38.7733635!4d-95.973526!16s%2Fg%2F11l2xhn5kj!19sChIJU40_4wkJ4IQRNOX47rwyPYo,IWP Foundation Repair Topeka,4.9,67,Waterproofing service,,,https://kansasfoundationrepair.com/topeka,+1 785-453-7415,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwBe7FeCWT4-SJ3z5Hs_5sl8Zn34IDPxfEao3z38Y9teaHBF1bpd3csuVC3Hsn8qst0kYyEIfXcR_x8NQ3qzDt2zMAs1HE5964pbfGPr4pxyDQozmn7l76rgrDpg38TJdlazSO=w408-h571-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:20:22.085Z,,,
https://www.google.com/maps/place/SERVPRO+of+West+Topeka/data=!4m7!3m6!1s0x87befe4e8e19ef5b:0x28372e58680fe292!8m2!3d38.9440392!4d-95.6936512!16s%2Fg%2F1w0j4q58!19sChIJW-8Zjk7-vocRkuIPaFguNyg,SERVPRO of West Topeka,4.9,82,Water damage restoration service,"929 SW University Blvd, Topeka, KS 66619, United States","W8V4+JG Topeka, Kansas, USA",https://www.servpro.com/locations/ks/servpro-of-west-topeka?utm_medium=organic&utm_source=gbp,+1 785-862-0550,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBhP3XHFYE2coKBkipb3eLHkhtqSOcWDUsNAahdtxUhOOPiqShde2Qj830DJe4sAzddIR5dnmgbfK_BIvW2QltBLRtz5gBn-8hCZSihkH_H9SL3GsWyuNMd978m2uIkZe-hW5MioFOL1I=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Topeka+KS/@39.0473451,-95.6751576,14z",2026-03-23T04:20:26.843Z,,,
